Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,4,4,0.0,0
Aug 2014,2014-08-28,4,5,539.29,2
Sep 2014,2014-09-30,4,4,2025.64,4
Oct 2014,2014-10-31,4,4,882.86,1
Nov 2014,2014-11-28,4,4,1918.35,2
Dec 2014,2014-12-31,4,4,759.52,1
Jan 2015,2015-01-30,4,5,3410.08,2
Feb 2015,2015-02-27,4,6,0.0,0
Mar 2015,2015-03-31,4,5,7222.16,2
Apr 2015,2015-04-30,4,6,1659.45,1
May 2015,2015-05-29,4,6,3141.96,1
Jun 2015,2015-06-30,4,6,0.0,0
Jul 2015,2015-07-31,4,4,10883.02,3
Aug 2015,2015-08-31,4,5,12978.83,2
Sep 2015,2015-09-30,4,4,5972.78,2
Oct 2015,2015-10-30,4,5,5810.53,1
Nov 2015,2015-11-30,4,4,18008.61,3
Dec 2015,2015-12-31,4,4,12433.65,2
Jan 2016,2016-01-29,4,6,2976.6,1
Feb 2016,2016-02-29,4,4,1181.0,2
Mar 2016,2016-03-31,4,4,11482.32,2
Apr 2016,2016-04-29,4,5,3318.1,1
May 2016,2016-05-31,4,6,965.28,1
Jun 2016,2016-06-30,4,6,0.0,0
Jul 2016,2016-07-29,4,5,452.41,2
Aug 2016,2016-08-31,4,5,5580.99,1
Sep 2016,2016-09-30,4,4,11572.04,4
Oct 2016,2016-10-28,4,5,3157.37,1
Nov 2016,2016-11-30,4,5,668.11,1
Dec 2016,2016-12-30,4,5,1077.9,2
Jan 2017,2017-01-31,4,6,288.22,1
Feb 2017,2017-02-28,4,5,3072.86,3
Mar 2017,2017-03-31,4,5,5536.47,2
Apr 2017,2017-04-28,4,6,878.52,1
May 2017,2017-05-31,4,5,5648.66,3
Jun 2017,2017-06-30,4,5,4645.4,3
Jul 2017,2017-07-31,4,6,3729.73,3
Aug 2017,2017-08-31,4,5,4514.38,4
Sep 2017,2017-09-29,4,5,3021.18,2
Oct 2017,2017-10-31,4,5,888.36,1
Nov 2017,2017-11-30,4,5,3188.55,3
Dec 2017,2017-12-29,4,5,4442.0,3
Jan 2018,2018-01-31,4,6,2637.87,2
Feb 2018,2018-02-28,4,4,58009.36,5
Mar 2018,2018-03-28,4,5,14805.61,1
Apr 2018,2018-04-30,4,6,43566.99,2
May 2018,2018-05-31,4,4,37833.99,4
Jun 2018,2018-06-29,4,4,16045.11,1
Jul 2018,2018-07-31,4,4,0.0,0
Aug 2018,2018-08-31,4,5,33885.81,2
Sep 2018,2018-09-28,4,4,21985.04,3
Oct 2018,2018-10-31,4,4,0.0,0
Nov 2018,2018-11-30,4,4,38510.13,3
Dec 2018,2018-12-31,4,5,18824.07,2
Jan 2019,2019-01-31,4,4,11028.37,1
Feb 2019,2019-02-28,4,4,15936.8,2
Mar 2019,2019-03-29,4,4,8594.32,2
Apr 2019,2019-04-30,4,5,52775.85,2
May 2019,2019-05-31,4,6,32879.32,2
Jun 2019,2019-06-28,4,5,33720.93,3
Jul 2019,2019-07-31,4,5,0.0,0
Aug 2019,2019-08-30,4,5,43969.17,3
Sep 2019,2019-09-30,4,5,18595.54,1
Oct 2019,2019-10-31,4,5,20305.24,2
Nov 2019,2019-11-29,4,4,22631.74,2
Dec 2019,2019-12-31,4,4,17445.86,2
Jan 2020,2020-01-31,4,4,10010.37,2
Feb 2020,2020-02-28,4,4,4735.37,2
Mar 2020,2020-03-31,4,5,1795.61,2
Apr 2020,2020-04-30,4,5,612.41,2
May 2020,2020-05-29,4,5,0.0,0
Jun 2020,2020-06-30,4,5,0.0,0
Jul 2020,2020-07-30,4,7,31237.73,2
Aug 2020,2020-08-31,4,6,7301.3,1
Sep 2020,2020-09-30,4,4,49267.29,4
Oct 2020,2020-10-30,4,5,16141.29,1
Nov 2020,2020-11-27,4,6,4022.02,1
Dec 2020,2020-12-31,4,7,22317.84,2
Jan 2021,2021-01-29,4,7,59310.9,2
Feb 2021,2021-02-26,4,7,23133.47,3
Mar 2021,2021-03-31,4,8,29649.05,2
Apr 2021,2021-04-30,4,7,26776.38,3
May 2021,2021-05-31,4,5,67450.6,4
Jun 2021,2021-06-30,4,5,64294.29,3
Jul 2021,2021-07-30,4,6,39879.4,2
Aug 2021,2021-08-31,4,8,7928.73,1
Sep 2021,2021-09-30,4,6,26123.32,3
Oct 2021,2021-10-29,4,4,40372.33,3
Nov 2021,2021-11-30,4,4,0.0,0
Dec 2021,2021-12-31,4,4,0.0,0
Jan 2022,2022-01-31,4,4,0.0,0
Feb 2022,2022-02-28,4,5,36261.4,1
Mar 2022,2022-03-31,4,5,27505.53,2
Apr 2022,2022-04-29,4,6,7757.0,1
May 2022,2022-05-31,4,6,24064.84,2
Jun 2022,2022-06-30,4,4,86348.49,3
Jul 2022,2022-07-29,4,4,0.0,0
Aug 2022,2022-08-30,4,6,33849.56,1
Sep 2022,2022-09-30,4,7,50422.74,3
Oct 2022,2022-10-31,4,5,74072.96,4
Nov 2022,2022-11-30,4,4,82725.17,4
Dec 2022,2022-12-30,4,4,19571.57,1
Jan 2023,2023-01-31,4,5,91382.63,1
Feb 2023,2023-02-28,4,4,124607.37,4
Mar 2023,2023-03-31,3,3,105743.9,3
Apr 2023,2023-04-28,4,5,98136.85,2
May 2023,2023-05-31,4,5,135089.76,3
Jun 2023,2023-06-30,4,4,187097.88,4
Jul 2023,2023-07-31,4,5,56334.75,1
Aug 2023,2023-08-31,4,5,156050.3,2
Sep 2023,2023-09-29,4,5,174416.11,2
Oct 2023,2023-10-31,4,4,259371.22,4
Nov 2023,2023-11-30,4,4,162674.78,2
Dec 2023,2023-12-29,4,6,48384.68,1
Jan 2024,2024-01-31,4,5,195126.37,3
Feb 2024,2024-02-29,4,6,45233.71,1
Mar 2024,2024-03-28,4,6,0.0,0
Apr 2024,2024-04-30,4,5,175804.72,3
May 2024,2024-05-31,4,4,217363.01,3
Jun 2024,2024-06-28,4,4,120109.86,2
Jul 2024,2024-07-31,4,6,400804.61,2
Aug 2024,2024-08-30,4,4,461280.77,6
Sep 2024,2024-09-30,4,5,416551.97,3
Oct 2024,2024-10-31,4,7,98583.08,1
Nov 2024,2024-11-29,4,5,328841.92,3
Dec 2024,2024-12-31,4,7,106350.44,1
Jan 2025,2025-01-31,4,7,66225.07,3
Feb 2025,2025-02-28,4,5,325745.52,5
Mar 2025,2025-03-31,4,5,120547.6,2
Apr 2025,2025-04-30,4,7,134693.99,2
May 2025,2025-05-30,4,8,77355.31,2
Jun 2025,2025-06-30,4,6,103839.76,3
Jul 2025,2025-07-31,4,5,286550.57,3
Aug 2025,2025-08-29,4,5,286297.48,2
Sep 2025,2025-09-30,4,5,441614.11,3
