Ticker,Quantity,Avg_Buy_Price,Invested_Amount,Current_Price,Current_Amount,Percent_of_Portfolio,Month,Date
JSWSTEEL.NS,1.969279,126.95,250.0,118.04,232.44,21.739,Jul 2014,2014-07-31
ATUL.NS,0.280978,889.75,250.0,1192.75,335.14,31.345,Jul 2014,2014-07-31
HAVELLS.NS,1.066963,234.31,250.0,239.59,255.63,23.908,Jul 2014,2014-07-31
BPCL.NS,2.544098,98.27,250.0,96.69,245.99,23.007,Jul 2014,2014-07-31
ATUL.NS,0.280978,889.75,250.0,1356.6,381.17,15.416,Aug 2014,2014-08-28
HAVELLS.NS,2.724756,232.98,634.82,284.2,774.38,31.32,Aug 2014,2014-08-28
AARTIIND.NS,7.309825,52.64,384.82,68.21,498.59,20.165,Aug 2014,2014-08-28
BAJFINANCE.NS,17.505505,21.98,384.82,24.71,432.63,17.498,Aug 2014,2014-08-28
TCS.NS,0.305852,1258.2,384.82,1261.18,385.73,15.601,Aug 2014,2014-08-28
BAJFINANCE.NS,48.542123,23.51,1141.23,27.21,1320.98,35.21,Sep 2014,2014-09-30
BPCL.NS,6.438893,117.47,756.41,109.23,703.34,18.747,Sep 2014,2014-09-30
AJANTPHARM.NS,1.742985,433.97,756.41,461.71,804.75,21.45,Sep 2014,2014-09-30
CHOLAFIN.NS,9.300491,81.33,756.41,99.2,922.61,24.592,Sep 2014,2014-09-30
BAJFINANCE.NS,65.535108,24.6,1611.95,28.08,1840.55,36.546,Oct 2014,2014-10-31
BPCL.NS,10.764978,113.99,1227.12,120.79,1300.32,25.819,Oct 2014,2014-10-31
CHOLAFIN.NS,14.204785,86.39,1227.12,96.99,1377.72,27.356,Oct 2014,2014-10-31
HAVELLS.NS,1.813927,259.5,470.71,285.4,517.69,10.279,Oct 2014,2014-10-31
BAJFINANCE.NS,91.68804,25.54,2341.53,30.92,2834.86,45.099,Nov 2014,2014-11-28
CHOLAFIN.NS,21.85166,89.55,1956.71,90.23,1971.68,31.367,Nov 2014,2014-11-28
CANFINHOME.NS,8.271266,88.21,729.59,91.12,753.67,11.99,Nov 2014,2014-11-28
KAJARIACER.NS,2.431961,300.0,729.59,298.4,725.7,11.545,Nov 2014,2014-11-28
BAJFINANCE.NS,105.936801,26.26,2781.42,34.84,3690.79,47.359,Dec 2014,2014-12-31
CHOLAFIN.NS,26.626742,90.01,2396.59,94.73,2522.35,32.366,Dec 2014,2014-12-31
KAJARIACER.NS,3.903626,299.59,1169.47,296.45,1157.23,14.849,Dec 2014,2014-12-31
WHEELS.NS,0.92475,475.67,439.88,457.23,422.82,5.426,Dec 2014,2014-12-31
BAJFINANCE.NS,137.440072,28.26,3883.94,40.51,5567.08,51.655,Jan 2015,2015-01-30
KAJARIACER.NS,3.903626,299.59,1169.47,363.77,1420.04,13.176,Jan 2015,2015-01-30
CANFINHOME.NS,12.045095,91.53,1102.52,123.62,1489.01,13.816,Jan 2015,2015-01-30
AARTIIND.NS,17.637424,62.51,1102.52,69.17,1219.95,11.319,Jan 2015,2015-01-30
ASTRAL.NS,6.295886,175.12,1102.52,171.77,1081.41,10.034,Jan 2015,2015-01-30
BAJFINANCE.NS,137.440072,28.26,3883.94,41.07,5644.8,45.987,Feb 2015,2015-02-27
KAJARIACER.NS,3.903626,299.59,1169.47,406.45,1586.63,12.926,Feb 2015,2015-02-27
CANFINHOME.NS,14.042857,96.31,1352.52,125.17,1757.74,14.32,Feb 2015,2015-02-27
AARTIIND.NS,21.102668,64.09,1352.52,70.6,1489.89,12.138,Feb 2015,2015-02-27
ASTRAL.NS,7.737389,174.8,1352.52,200.34,1550.11,12.628,Feb 2015,2015-02-27
ATUL.NS,0.188601,1325.55,250.0,1302.0,245.56,2.001,Feb 2015,2015-02-27
CANFINHOME.NS,30.496391,111.75,3408.06,121.48,3704.7,27.302,Mar 2015,2015-03-31
AARTIIND.NS,50.302574,67.75,3408.06,85.24,4287.91,31.6,Mar 2015,2015-03-31
ASTRAL.NS,18.130712,187.97,3408.06,201.53,3653.93,26.928,Mar 2015,2015-03-31
ATUL.NS,0.188601,1325.55,250.0,1132.0,213.5,1.573,Mar 2015,2015-03-31
