Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Available_for_Liquidation,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing
Jul 2014,2014-07-31,12000.0,0.0,12000.0,0.0,0.0,1000.0,0.0,1000.0,11000.0,1069.21
Aug 2014,2014-08-28,11000.0,1223.7,12223.699351,0.0,539.29,1000.0,539.29,1539.29,10000.0,2472.51
Sep 2014,2014-09-30,10000.0,2502.01,12502.013045,0.0,2025.64,1000.0,2025.64,3025.64,9000.0,3751.67
Oct 2014,2014-10-31,9000.0,3925.98,12925.981328,0.0,882.86,1000.0,882.86,1882.86,8000.0,5036.29
Nov 2014,2014-11-28,8000.0,5226.3,13226.29841,0.0,1918.35,1000.0,1918.35,2918.35,7000.0,6285.9
Dec 2014,2014-12-31,7000.0,6744.85,13744.850701,0.0,759.52,1000.0,759.52,1759.52,6000.0,7793.19
Jan 2015,2015-01-30,6000.0,9121.14,15121.144872,0.0,3410.08,1000.0,3410.08,4410.08,5000.0,10777.5
Feb 2015,2015-02-27,5000.0,11245.67,16245.669516,0.0,0.0,1000.0,0.0,1000.0,4000.0,12274.73
Mar 2015,2015-03-31,4000.0,12499.76,16499.760064,0.0,7222.16,1000.0,7222.16,8222.16,3000.0,13569.12
Apr 2015,2015-04-30,3000.0,13683.01,16683.010263,0.0,1659.45,1000.0,1659.45,2659.45,2000.0,14687.77
May 2015,2015-05-29,2000.0,14065.79,16065.793428,0.0,3141.96,1000.0,3141.96,4141.96,1000.0,14909.94
Jun 2015,2015-06-30,1000.0,16116.95,17116.945754,0.0,0.0,1000.0,0.0,1000.0,0.0,17200.34
Jul 2015,2015-07-31,0.0,19517.21,19517.214885,0.0,10883.02,0.0,10883.02,10883.02,0.0,19820.87
Aug 2015,2015-08-31,0.0,19084.24,19084.235931,0.0,12978.83,0.0,12978.83,12978.83,0.0,18298.18
Sep 2015,2015-09-30,0.0,19930.44,19930.444922,0.0,5972.78,0.0,5972.78,5972.78,0.0,20616.37
Oct 2015,2015-10-30,0.0,20449.08,20449.075677,0.0,5810.53,0.0,5810.53,5810.53,0.0,20573.76
Nov 2015,2015-11-30,0.0,21619.7,21619.702209,0.0,18008.61,0.0,18008.61,18008.61,0.0,22107.41
Dec 2015,2015-12-31,0.0,23745.33,23745.328415,0.0,12433.65,0.0,12433.65,12433.65,0.0,24125.51
Jan 2016,2016-01-29,0.0,23174.24,23174.237335,0.0,2976.6,0.0,2976.6,2976.6,0.0,22972.23
Feb 2016,2016-02-29,0.0,21094.66,21094.655526,0.0,1181.0,0.0,1181.0,1181.0,0.0,21009.19
Mar 2016,2016-03-31,0.0,24821.85,24821.84699,0.0,11482.32,0.0,11482.32,11482.32,0.0,26290.41
Apr 2016,2016-04-29,0.0,27622.7,27622.703751,0.0,3318.1,0.0,3318.1,3318.1,0.0,27724.52
May 2016,2016-05-31,0.0,28038.46,28038.458683,0.0,965.28,0.0,965.28,965.28,0.0,28005.47
Jun 2016,2016-06-30,0.0,28756.44,28756.437933,0.0,0.0,0.0,0.0,0.0,0.0,28756.44
Jul 2016,2016-07-29,0.0,31355.02,31355.016894,0.0,452.41,0.0,452.41,452.41,0.0,31391.83
Aug 2016,2016-08-31,0.0,34241.84,34241.836482,0.0,5580.99,0.0,5580.99,5580.99,0.0,34555.52
Sep 2016,2016-09-30,0.0,36534.47,36534.46646,0.0,11572.04,0.0,11572.04,11572.04,0.0,36970.92
Oct 2016,2016-10-28,0.0,40824.08,40824.076684,0.0,3157.37,0.0,3157.37,3157.37,0.0,40903.8
Nov 2016,2016-11-30,0.0,38175.37,38175.367103,0.0,668.11,0.0,668.11,668.11,0.0,38132.31
Dec 2016,2016-12-30,0.0,35741.66,35741.663333,0.0,1077.9,0.0,1077.9,1077.9,0.0,35710.75
Jan 2017,2017-01-31,0.0,40685.3,40685.29595,0.0,288.22,0.0,288.22,288.22,0.0,40710.62
Feb 2017,2017-02-28,0.0,42221.51,42221.510984,0.0,3072.86,0.0,3072.86,3072.86,0.0,42369.32
Mar 2017,2017-03-31,0.0,46457.59,46457.587181,0.0,5536.47,0.0,5536.47,5536.47,0.0,46929.52
Apr 2017,2017-04-28,0.0,57026.17,57026.166206,0.0,878.52,0.0,878.52,878.52,0.0,57103.37
May 2017,2017-05-31,0.0,60902.39,60902.386655,0.0,5648.66,0.0,5648.66,5648.66,0.0,59838.31
Jun 2017,2017-06-30,0.0,69553.57,69553.572027,0.0,4645.4,0.0,4645.4,4645.4,0.0,69823.05
Jul 2017,2017-07-31,0.0,67156.69,67156.685787,0.0,3729.73,0.0,3729.73,3729.73,0.0,67097.8
