Ticker,Quantity,Avg_Buy_Price,Invested_Amount,Current_Price,Current_Amount,Percent_of_Portfolio,Month,Date
BALKRISIND.NS,0.459719,362.54,166.67,388.82,178.75,16.937,Jul 2014,2014-07-31
AJANTPHARM.NS,0.381028,437.41,166.67,430.39,163.99,15.538,Jul 2014,2014-07-31
KKCL.NS,0.494457,337.07,166.67,354.02,175.05,16.586,Jul 2014,2014-07-31
ATUL.NS,0.187319,889.75,166.67,1192.75,223.42,21.169,Jul 2014,2014-07-31
WIPRO.NS,1.651596,100.91,166.67,102.08,168.59,15.974,Jul 2014,2014-07-31
ENGINERSIN.NS,1.040853,160.12,166.67,139.9,145.62,13.797,Jul 2014,2014-07-31
BALKRISIND.NS,1.012676,370.98,375.69,356.81,361.34,17.883,Aug 2014,2014-08-28
AJANTPHARM.NS,0.849107,442.45,375.69,423.99,360.01,17.817,Aug 2014,2014-08-28
KKCL.NS,1.103577,340.43,375.69,345.2,380.95,18.854,Aug 2014,2014-08-28
WIPRO.NS,1.651596,100.91,166.67,105.98,175.04,8.663,Aug 2014,2014-08-28
ENGINERSIN.NS,2.54459,147.64,375.69,116.97,297.65,14.731,Aug 2014,2014-08-28
ZENSARTECH.NS,2.53572,82.43,209.02,88.86,225.32,11.151,Aug 2014,2014-08-28
ECLERX.NS,0.32381,645.5,209.02,680.13,220.23,10.899,Aug 2014,2014-08-28
BALKRISIND.NS,1.475028,367.69,542.35,380.9,561.84,16.913,Sep 2014,2014-09-30
AJANTPHARM.NS,1.233156,439.81,542.35,461.71,569.36,17.139,Sep 2014,2014-09-30
KKCL.NS,1.56779,345.93,542.35,368.64,577.95,17.398,Sep 2014,2014-09-30
WIPRO.NS,1.651596,100.91,166.67,111.9,184.81,5.563,Sep 2014,2014-09-30
ENGINERSIN.NS,2.54459,147.64,375.69,122.25,311.08,9.364,Sep 2014,2014-09-30
ZENSARTECH.NS,4.37166,85.94,375.69,123.17,538.46,16.209,Sep 2014,2014-09-30
ECLERX.NS,0.32381,645.5,209.02,696.75,225.61,6.792,Sep 2014,2014-09-30
TORNTPHARM.NS,0.401631,414.98,166.67,435.73,175.0,5.268,Sep 2014,2014-09-30
IGL.NS,4.238186,39.33,166.67,41.96,177.81,5.353,Sep 2014,2014-09-30
BALKRISIND.NS,1.90561,372.07,709.02,378.62,721.5,16.744,Oct 2014,2014-10-31
AJANTPHARM.NS,1.594031,444.8,709.02,506.52,807.41,18.738,Oct 2014,2014-10-31
KKCL.NS,2.023612,350.37,709.02,338.67,685.34,15.905,Oct 2014,2014-10-31
WIPRO.NS,1.651596,100.91,166.67,105.69,174.56,4.051,Oct 2014,2014-10-31
ENGINERSIN.NS,2.54459,147.64,375.69,136.25,346.7,8.046,Oct 2014,2014-10-31
ZENSARTECH.NS,5.720751,94.8,542.35,121.45,694.79,16.124,Oct 2014,2014-10-31
ECLERX.NS,0.32381,645.5,209.02,649.58,210.34,4.881,Oct 2014,2014-10-31
TORNTPHARM.NS,0.401631,414.98,166.67,440.95,177.1,4.11,Oct 2014,2014-10-31
IGL.NS,4.238186,39.33,166.67,39.92,169.17,3.926,Oct 2014,2014-10-31
