Month,Ticker,Invested_Amount,Current_Amount,Portfolio_Total,Weight_Pct
Jul 2014,ATUL.NS,166.67,223.42,1055.42,21.169
Aug 2014,KKCL.NS,375.69,380.95,2020.54,18.854
Sep 2014,KKCL.NS,542.35,577.95,3321.92,17.398
Oct 2014,AJANTPHARM.NS,709.02,807.41,4308.99,18.738
Nov 2014,AJANTPHARM.NS,875.69,1210.53,5580.1,21.694
Dec 2014,AJANTPHARM.NS,1069.8,1379.96,6699.54,20.598
Jan 2015,AJANTPHARM.NS,1267.77,1729.4,7961.82,21.721
Feb 2015,AJANTPHARM.NS,1478.33,2071.46,9145.22,22.651
Mar 2015,AJANTPHARM.NS,1737.01,2605.56,10598.59,24.584
Apr 2015,AJANTPHARM.NS,1737.01,2677.64,12106.85,22.117
May 2015,AJANTPHARM.NS,1422.43,2598.88,13446.8,19.327
Jun 2015,TORNTPHARM.NS,2287.32,2699.53,13940.5,19.365
Jul 2015,ZENSARTECH.NS,2254.48,3481.4,15523.06,22.427
Aug 2015,ZENSARTECH.NS,2467.95,3230.61,15279.05,21.144
Sep 2015,ZENSARTECH.NS,2673.72,3325.15,14835.84,22.413
Oct 2015,ZENSARTECH.NS,2891.41,4217.86,15699.539999999999,26.866
Nov 2015,ZENSARTECH.NS,3106.05,5014.88,15479.91,32.396
Dec 2015,ZENSARTECH.NS,3324.68,5233.96,15798.880000000001,33.129
Jan 2016,ZENSARTECH.NS,3516.13,4504.04,14168.06,31.79
Feb 2016,ZENSARTECH.NS,3694.63,4365.93,12771.45,34.185
Mar 2016,ZENSARTECH.NS,3807.2,4956.27,14246.390000000001,34.79
Apr 2016,ZENSARTECH.NS,4012.68,5399.78,14823.39,36.427
May 2016,ZENSARTECH.NS,4012.68,5243.94,14966.31,35.038
Jun 2016,ZENSARTECH.NS,4019.53,5373.06,15590.62,34.463
Jul 2016,ZENSARTECH.NS,4093.41,5898.46,17164.82,34.364
Aug 2016,ZENSARTECH.NS,4093.41,6038.68,17968.91,33.606
Sep 2016,ZENSARTECH.NS,4093.41,5568.39,17575.66,31.682
Oct 2016,ZENSARTECH.NS,4093.41,5154.46,17402.719999999998,29.619
Nov 2016,ZENSARTECH.NS,4093.41,5638.5,16584.31,33.999
Dec 2016,ZENSARTECH.NS,4093.41,5328.33,15819.85,33.681
Jan 2017,ZENSARTECH.NS,4093.41,5006.95,17224.010000000002,29.07
Feb 2017,ZENSARTECH.NS,4093.41,5153.06,17995.77,28.635
Mar 2017,ZENSARTECH.NS,4093.41,5188.39,18663.4,27.8
Apr 2017,BAJFINANCE.NS,2659.41,5339.11,19457.05,27.44
May 2017,BAJFINANCE.NS,2659.41,5551.42,19888.15,27.913
Jun 2017,BAJFINANCE.NS,2659.41,5744.5,19851.93,28.937
Jul 2017,BAJFINANCE.NS,2659.41,7125.08,21752.79,32.755
Aug 2017,BAJFINANCE.NS,2659.41,7454.75,22079.52,33.763
Sep 2017,BAJFINANCE.NS,2838.14,7872.18,22283.46,35.327
Oct 2017,BAJFINANCE.NS,2838.14,7711.79,23346.72,33.032
Nov 2017,BAJFINANCE.NS,2838.14,7396.78,23640.62,31.288
Dec 2017,BAJFINANCE.NS,2869.72,7556.18,24642.61,30.663
Jan 2018,BAJFINANCE.NS,2983.6,7327.74,24026.74,30.498
Feb 2018,BAJFINANCE.NS,2983.6,7163.53,23246.64,30.815
Mar 2018,BAJFINANCE.NS,2983.6,7719.49,23474.98,32.884
Apr 2018,BAJFINANCE.NS,2983.6,8331.57,27229.74,30.597
May 2018,BAJFINANCE.NS,2983.6,9214.65,27258.94,33.804
Jun 2018,BAJFINANCE.NS,3082.22,10137.96,27512.59,36.848
Jul 2018,BAJFINANCE.NS,3483.51,12381.53,29096.08,42.554
Aug 2018,BAJFINANCE.NS,3950.8,13600.1,33781.99,40.258
Sep 2018,BAJFINANCE.NS,4339.11,10630.77,27817.11,38.217
Oct 2018,BAJFINANCE.NS,4339.11,11682.81,29549.88,39.536
Nov 2018,BAJFINANCE.NS,4339.11,12443.59,29630.03,41.997
Dec 2018,BAJFINANCE.NS,4767.48,13422.15,30835.27,43.529
Jan 2019,BAJFINANCE.NS,5063.42,13352.23,30778.19,43.382
Feb 2019,BAJFINANCE.NS,5328.54,14003.94,30666.54,45.665
Mar 2019,BAJFINANCE.NS,5328.54,15837.56,33536.479999999996,47.225
Apr 2019,BAJFINANCE.NS,5328.54,16366.74,34641.14,47.247
May 2019,BAJFINANCE.NS,5841.02,18896.19,36674.76,51.524
Jun 2019,BAJFINANCE.NS,6227.96,20468.2,37324.11,54.839
Jul 2019,BAJFINANCE.NS,6696.81,18494.73,33575.18,55.085
Aug 2019,BAJFINANCE.NS,7177.25,19449.16,34781.29,55.918
Sep 2019,BAJFINANCE.NS,7726.34,24295.38,39765.73,61.096
Oct 2019,BAJFINANCE.NS,8017.77,24478.29,40085.63,61.065
Nov 2019,BAJFINANCE.NS,8234.71,24978.99,40631.8,61.476
