Date,Portfolio_Value,Bank,Month,Equity
2014-07-01,1000.0,11000.0,Jul 2014,12000.0
2014-07-02,1010.23,11000.0,Jul 2014,12010.23
2014-07-03,1017.62,11000.0,Jul 2014,12017.62
2014-07-04,1017.7,11000.0,Jul 2014,12017.7
2014-07-07,1018.03,11000.0,Jul 2014,12018.03
2014-07-08,1002.94,11000.0,Jul 2014,12002.94
2014-07-09,989.57,11000.0,Jul 2014,11989.57
2014-07-10,984.4,11000.0,Jul 2014,11984.4
2014-07-11,990.41,11000.0,Jul 2014,11990.41
2014-07-14,980.2,11000.0,Jul 2014,11980.2
2014-07-15,992.3,11000.0,Jul 2014,11992.3
2014-07-16,1001.16,11000.0,Jul 2014,12001.16
2014-07-17,1033.25,11000.0,Jul 2014,12033.25
2014-07-18,1030.61,11000.0,Jul 2014,12030.61
2014-07-21,1035.17,11000.0,Jul 2014,12035.17
2014-07-22,1047.36,11000.0,Jul 2014,12047.36
2014-07-23,1082.96,11000.0,Jul 2014,12082.96
2014-07-24,1102.56,11000.0,Jul 2014,12102.56
2014-07-25,1071.04,11000.0,Jul 2014,12071.04
2014-07-28,1056.75,11000.0,Jul 2014,12056.75
2014-07-30,1053.65,11000.0,Jul 2014,12053.65
2014-07-31,1055.41,11000.0,Jul 2014,12055.41
2014-08-01,2078.37,10000.0,Aug 2014,12078.369999999999
2014-08-04,2078.28,10000.0,Aug 2014,12078.28
2014-08-05,2073.52,10000.0,Aug 2014,12073.52
2014-08-06,2059.61,10000.0,Aug 2014,12059.61
2014-08-07,2045.39,10000.0,Aug 2014,12045.39
2014-08-08,2013.57,10000.0,Aug 2014,12013.57
2014-08-11,2041.17,10000.0,Aug 2014,12041.17
2014-08-12,2031.11,10000.0,Aug 2014,12031.11
2014-08-13,1967.76,10000.0,Aug 2014,11967.76
2014-08-14,1993.27,10000.0,Aug 2014,11993.27
2014-08-18,2021.45,10000.0,Aug 2014,12021.45
2014-08-19,2006.66,10000.0,Aug 2014,12006.66
2014-08-20,2003.95,10000.0,Aug 2014,12003.95
2014-08-21,2011.79,10000.0,Aug 2014,12011.79
2014-08-22,2012.22,10000.0,Aug 2014,12012.22
2014-08-25,2011.5,10000.0,Aug 2014,12011.5
2014-08-26,2001.69,10000.0,Aug 2014,12001.69
2014-08-27,2008.23,10000.0,Aug 2014,12008.23
