Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing,Stocks_Affected
Oct 2020,2020-10-30,0.0,38032.53,3169.377165,0.0,0.0,0.0,0.0,0.0,38032.53,0
Nov 2020,2020-11-27,0.0,49698.84,4141.569792,693.86,0.0,693.86,693.86,0.0,49767.67,1
Dec 2020,2020-12-31,0.0,53433.42,4452.785372,0.0,0.0,0.0,0.0,0.0,53433.42,0
Jan 2021,2021-01-29,0.0,50218.99,4184.916061,0.0,0.0,0.0,0.0,0.0,50218.99,0
Feb 2021,2021-02-26,0.0,54167.02,4513.918645,532.23,0.0,532.23,532.23,0.0,54161.14,1
Mar 2021,2021-03-31,0.0,54102.55,4508.545977,0.0,0.0,0.0,0.0,0.0,54102.55,0
Apr 2021,2021-04-30,0.0,58293.73,4857.810551,0.0,0.0,0.0,0.0,0.0,58293.73,0
May 2021,2021-05-31,0.0,61678.49,5139.873774,2385.61,0.0,2385.61,2385.61,0.0,61797.83,2
Jun 2021,2021-06-30,0.0,66123.9,5510.32523,3413.03,0.0,3413.03,3413.03,0.0,66507.81,2
Jul 2021,2021-07-30,0.0,69671.81,5805.983995,5805.98,0.0,5805.98,5805.98,0.0,69931.63,2
Aug 2021,2021-08-31,0.0,77849.88,6487.489901,6487.49,0.0,6487.49,6487.49,0.0,77569.24,2
Sep 2021,2021-09-30,0.0,78863.92,6571.993372,6571.99,0.0,6571.99,6571.99,0.0,78952.83,1
Oct 2021,2021-10-29,0.0,77685.23,6473.768929,6473.77,0.0,6473.77,6473.77,0.0,78105.84,2
Nov 2021,2021-11-30,0.0,83088.1,6924.00826,6924.01,0.0,6924.01,6924.01,0.0,84597.62,1
Dec 2021,2021-12-31,0.0,115715.77,9642.980753,9642.98,0.0,9642.98,9642.98,0.0,119958.67,1
Jan 2022,2022-01-31,0.0,105143.16,8761.930317,8761.93,0.0,8761.93,8761.93,0.0,104267.46,2
Feb 2022,2022-02-28,0.0,84190.0,7015.833706,4134.9,0.0,4134.9,4134.9,0.0,83670.88,1
Mar 2022,2022-03-31,0.0,109433.89,9119.491135,116.02,0.0,116.02,116.02,0.0,109468.87,1
Apr 2022,2022-04-29,0.0,106896.72,8908.060149,1488.52,0.0,1488.52,1488.52,0.0,106867.3,2
May 2022,2022-05-31,0.0,92635.75,7719.645917,0.0,0.0,0.0,0.0,0.0,92635.75,0
Jun 2022,2022-06-30,0.0,89723.07,7476.922594,0.0,0.0,0.0,0.0,0.0,89723.07,0
Jul 2022,2022-07-29,0.0,94520.06,7876.67153,7876.67,0.0,7876.67,7876.67,0.0,94453.73,4
Aug 2022,2022-08-30,0.0,92243.04,7686.920002,7686.92,0.0,7686.92,7686.92,0.0,91912.9,1
Sep 2022,2022-09-30,0.0,90447.45,7537.28735,5660.45,0.0,5660.45,5660.45,0.0,90405.69,4
Oct 2022,2022-10-31,0.0,87777.28,7314.772982,0.0,0.0,0.0,0.0,0.0,87777.28,0
Nov 2022,2022-11-30,0.0,90214.61,7517.883807,996.75,0.0,996.75,996.75,0.0,90219.75,1
Dec 2022,2022-12-30,0.0,85886.98,7157.248187,3813.68,0.0,3813.68,3813.68,0.0,85567.27,3
Jan 2023,2023-01-31,0.0,85550.82,7129.23518,6757.43,0.0,6757.43,6757.43,0.0,85247.27,2
Feb 2023,2023-02-28,0.0,79092.39,6591.032108,1083.21,0.0,1083.21,1083.21,0.0,78992.45,1
Mar 2023,2023-03-31,0.0,78119.61,6509.96737,182.31,0.0,182.31,182.31,0.0,78108.01,1
Apr 2023,2023-04-28,0.0,86149.35,7179.112774,236.15,0.0,236.15,236.15,0.0,86177.33,2
May 2023,2023-05-31,0.0,89240.44,7436.703508,1934.47,0.0,1934.47,1934.47,0.0,89240.72,1
Jun 2023,2023-06-30,0.0,96648.41,8054.03448,0.0,0.0,0.0,0.0,0.0,96648.41,0
Jul 2023,2023-07-31,0.0,100667.17,8388.931199,8388.93,0.0,8388.93,8388.93,0.0,101784.74,4
Aug 2023,2023-08-31,0.0,104356.41,8696.367785,8696.37,0.0,8696.37,8696.37,0.0,103964.46,1
Sep 2023,2023-09-29,0.0,107336.58,8944.714613,8944.71,0.0,8944.71,8944.71,0.0,107348.54,1
Oct 2023,2023-10-31,0.0,106717.96,8893.163569,8893.16,0.0,8893.16,8893.16,0.0,107200.66,1
Nov 2023,2023-11-30,0.0,119401.74,9950.145224,9950.15,0.0,9950.15,9950.15,0.0,120507.77,3
Dec 2023,2023-12-29,0.0,127203.06,10600.254615,10600.25,0.0,10600.25,10600.25,0.0,128131.38,4
Jan 2024,2024-01-31,0.0,135263.05,11271.920451,11271.92,0.0,11271.92,11271.92,0.0,135948.6,5
Feb 2024,2024-02-29,0.0,133654.31,11137.85956,11137.86,0.0,11137.86,11137.86,0.0,133413.79,6
Mar 2024,2024-03-28,0.0,118702.39,9891.865996,9891.87,0.0,9891.87,9891.87,0.0,118165.5,2
Apr 2024,2024-04-30,0.0,125467.68,10455.639711,10455.64,0.0,10455.64,10455.64,0.0,126523.75,4
May 2024,2024-05-31,0.0,121710.95,10142.57955,10142.58,0.0,10142.58,10142.58,0.0,122116.4,2
Jun 2024,2024-06-28,0.0,141152.1,11762.674968,9698.69,0.0,9698.69,9698.69,0.0,142002.47,4
Jul 2024,2024-07-31,0.0,149581.46,12465.121654,12465.12,0.0,12465.12,12465.12,0.0,149947.46,4
Aug 2024,2024-08-30,0.0,152488.3,12707.358614,12707.36,0.0,12707.36,12707.36,0.0,153507.53,1
Sep 2024,2024-09-30,0.0,155962.48,12996.873423,12996.87,0.0,12996.87,12996.87,0.0,155720.09,2
Oct 2024,2024-10-31,0.0,147563.22,12296.93469,1733.8,0.0,1733.8,1733.8,0.0,147398.22,1
Nov 2024,2024-11-29,0.0,156708.93,13059.077114,10795.54,0.0,10795.54,10795.54,0.0,156413.12,2
Dec 2024,2024-12-31,0.0,153414.56,12784.546395,3498.01,0.0,3498.01,3498.01,0.0,153241.23,2
Jan 2025,2025-01-31,0.0,137200.56,11433.379618,5969.6,0.0,5969.6,5969.6,0.0,136390.94,1
Feb 2025,2025-02-28,0.0,114889.01,9574.084293,0.0,0.0,0.0,0.0,0.0,114889.01,0
Mar 2025,2025-03-31,0.0,124625.66,10385.471714,1541.07,0.0,1541.07,1541.07,0.0,124959.1,1
Apr 2025,2025-04-30,0.0,136463.58,11371.96475,11371.96,0.0,11371.96,11371.96,0.0,137096.58,6
May 2025,2025-05-30,0.0,158039.48,13169.956595,7590.07,0.0,7590.07,7590.07,0.0,158092.64,3
Jun 2025,2025-06-30,0.0,165367.75,13780.645979,2909.49,0.0,2909.49,2909.49,0.0,165416.95,1
Jul 2025,2025-07-31,0.0,164987.0,13748.916903,13748.92,0.0,13748.92,13748.92,0.0,165309.33,5
Aug 2025,2025-08-29,0.0,171017.47,14251.455843,14251.46,0.0,14251.46,14251.46,0.0,170256.54,2
Sep 2025,2025-09-30,0.0,171007.18,14250.598182,14250.6,0.0,14250.6,14250.6,0.0,171928.79,1
