Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
ATUL.NS,74.0,2.43,20.16
KAJARIACER.NS,467.7,15.36,31.42
WIPRO.NS,760.7,24.99,-10.56
ENGINERSIN.NS,146.2,4.8,5.04
IGL.NS,227.6,7.48,23.46
BALKRISIND.NS,281.0,9.23,30.07
AJANTPHARM.NS,363.8,11.95,72.66
ASTRAL.NS,211.1,6.94,-9.65
BERGEPAINT.NS,106.0,3.48,1.35
ECLERX.NS,890.1,29.24,58.25
TORNTPHARM.NS,417.7,13.72,33.87
KKCL.NS,352.2,11.57,2.95
INFY.NS,244.1,8.02,4.73
ZYDUSWELL.NS,235.6,7.74,-19.24
JUBLFOOD.NS,350.5,11.52,-31.42
RATNAMANI.NS,588.7,19.34,1.28
HINDZINC.NS,120.0,3.94,13.11
VSTIND.NS,175.0,5.75,25.75
VAKRANGEE.NS,249.5,8.2,72.0
BALMLAWRIE.NS,211.0,6.93,6.76
VGUARD.NS,263.7,8.66,28.51
RECLTD.NS,207.7,6.82,-12.07
GREENPLY.NS,167.5,5.5,-9.08
HINDUNILVR.NS,371.0,12.19,22.56
BAJAJ-AUTO.NS,1066.9,35.05,24.83
ZENSARTECH.NS,1184.0,38.9,86.19
RELAXO.NS,123.3,4.05,-3.64
VINATIORGA.NS,789.8,25.95,102.3
PERSISTENT.NS,129.0,4.24,39.01
VMART.NS,317.7,10.44,-20.69
BRITANNIA.NS,187.6,6.16,-3.68
AVANTIFEED.NS,511.7,16.81,-17.65
PCJEWELLER.NS,229.2,7.53,-48.17
CHOLAFIN.NS,337.1,11.07,-15.26
TVSSRICHAK.NS,1122.1,36.86,-6.73
AUROPHARMA.NS,68.1,2.24,-11.93
DIVISLAB.NS,59.4,1.95,7.12
ASIANPAINT.NS,60.0,1.97,-5.72
AARTIIND.NS,570.9,18.75,60.25
TCS.NS,243.0,7.98,8.5
APLLTD.NS,105.6,3.47,15.26
GULFOILLUB.NS,67.4,2.22,-14.5
HINDPETRO.NS,359.4,11.81,-24.05
BPCL.NS,244.5,8.03,-15.33
TATAELXSI.NS,179.0,5.88,103.91
ALKYLAMINE.NS,263.2,8.64,86.58
CAPLIPOINT.NS,179.0,5.88,92.81
BAJFINANCE.NS,1743.2,57.27,714.74
TECHM.NS,1027.5,33.76,99.44
THYROCARE.NS,214.0,7.03,-26.25
DHANUKA.NS,515.0,16.92,0.33
BHARATRAS.NS,667.0,21.91,84.33
SHARDACROP.NS,142.4,4.68,-5.35
STLTECH.NS,454.0,14.91,-39.13
SUDARSCHEM.NS,825.9,27.13,22.27
KPRMILL.NS,314.3,10.33,32.34
KEI.NS,259.9,8.54,25.24
GPTINFRA.NS,84.8,2.78,25.34
TI.NS,164.6,5.41,35.2
COCHINSHIP.NS,61.0,2.0,-23.59
SALASAR.NS,276.0,9.07,94.7
BANCOINDIA.NS,179.7,5.91,27.26
PITTIENG.NS,233.3,7.67,10.85
EKC.NS,379.2,12.46,-35.82
BALRAMCHIN.NS,664.1,21.82,3.96
BEL.NS,293.6,9.65,23.45
ASAL.NS,713.4,23.44,339.33
UGARSUGAR.NS,136.8,4.49,-29.59
REFEX.NS,101.7,3.34,-9.06
KAMDHENU.NS,216.4,7.11,0.71
GOKEX.NS,290.5,9.54,9.11
NEWGEN.NS,64.3,2.11,20.98
GHCL.NS,564.3,18.54,-3.8
MOLDTECH.NS,61.0,2.0,6.33
GOKULAGRO.NS,305.0,10.02,13.29
GNA.NS,317.6,10.43,15.39
HISARMETAL.NS,393.0,12.91,25.68
OFSS.NS,59.0,1.94,13.08
PRECWIRE.NS,485.0,15.93,90.59
GARFIBRES.NS,1522.4,50.01,212.4
POLYPLEX.NS,898.2,29.51,-39.69
AARTIDRUGS.NS,1199.0,39.39,-28.85
DCMSHRIRAM.NS,1018.6,33.46,8.99
HAL.NS,183.2,6.02,45.22
SONATSOFTW.NS,1529.2,50.24,242.64
APARINDS.NS,135.6,4.46,16.88
NMDC.NS,333.0,10.94,-27.45
POWERGRID.NS,150.0,4.93,-6.22
FCL.NS,960.4,31.55,-0.68
MUTHOOTFIN.NS,60.0,1.97,1.1
FACT.NS,686.2,22.54,63.2
GRAVITA.NS,59.0,1.94,3.75
GRSE.NS,59.0,1.94,77.57
HEROMOTOCO.NS,303.0,9.95,-25.9
GRANULES.NS,302.0,9.92,-22.88
PCBL.NS,293.7,9.65,-18.74
KSCL.NS,94.5,3.1,-18.23
COROMANDEL.NS,81.4,2.67,1.07
