Ticker,Quantity,Avg_Price,Invested,Current_Price,Current_Amount
BAJAJ-AUTO.NS,0.245878,7975.23,1960.93,8967.0,2204.79
REDINGTON.NS,28.81012,262.61,7565.73,243.89,7026.5
BANCOINDIA.NS,55.559566,453.33,25186.56,590.7,32819.04
HAL.NS,1.043826,4333.84,4523.78,4429.6,4623.73
SURYAROSNI.NS,22.711449,487.85,11079.73,281.98,6404.23
RITES.NS,15.025061,275.61,4141.13,258.48,3883.68
APARINDS.NS,1.365725,7276.85,9938.18,7802.0,10655.39
GULFOILLUB.NS,8.458391,1330.92,11257.45,1273.4,10770.92
GREENPLY.NS,15.937113,363.27,5789.44,305.9,4875.16
POWERGRID.NS,10.722896,327.85,3515.5,279.85,3000.8
DIXON.NS,0.173379,14486.15,2511.6,17582.0,3048.36
DIVISLAB.NS,0.426845,5884.1,2511.6,6093.0,2600.77
MUTHOOTFIN.NS,0.718183,2172.45,1560.22,2710.0,1946.28
HINDZINC.NS,14.845572,420.73,6245.94,435.9,6471.18
KSCL.NS,12.619788,1197.45,15111.6,1188.4,14997.36
GRAVITA.NS,7.290866,1728.19,12600.0,1655.6,12070.76
COROMANDEL.NS,10.029514,2190.08,21965.46,2339.4,23463.04
CHAMBLFERT.NS,4.96566,545.35,2708.02,544.85,2705.54
ASTRAZEN.NS,0.149202,8681.0,1295.22,8764.0,1307.6
SOLARINDS.NS,0.472974,14592.5,6901.87,14046.0,6643.39
SUVENPHAR.NS,3.429329,1022.5,3506.49,1056.65,3623.6
REFEX.NS,22.78465,411.04,9365.47,364.2,8298.17
WELCORP.NS,10.552226,887.53,9365.47,848.45,8953.04
TI.NS,21.883297,427.97,9365.47,480.75,10520.4
BASF.NS,0.64348,5206.0,3349.96,4629.6,2979.06
MANAPPURAM.NS,13.300233,247.9,3297.13,275.0,3657.56
GPIL.NS,11.361142,239.27,2718.38,239.27,2718.38
IMFA.NS,3.046317,892.35,2718.38,892.35,2718.38
