Month,Date,Stock,Liquidated_Qty,Liquidated_Amount,Reason,Remaining_Qty,Portfolio_Value_After
Oct 2014,2014-10-31,FDC.NS,1.086669,162.07,Lot-sellable (within limit),0.0,3224.91
Mar 2015,2015-03-31,IGL.NS,2.048413,150.65,Lot-sellable (within limit),0.0,9219.8
May 2015,2015-05-29,ENGINERSIN.NS,1.433533,112.45,Lot-sellable (within limit),1.651399,11776.5
May 2015,2015-05-29,ENGINERSIN.NS,1.651399,129.54,Lot-sellable (within limit),0.0,11776.5
May 2015,2015-05-29,BERGEPAINT.NS,1.379295,164.73,Lot-sellable (within limit),0.0,11776.5
Jun 2015,2015-06-30,AIAENG.NS,0.207602,195.3,Lot-sellable (partial mode),0.0,11908.31
Jun 2015,2015-06-30,CENTURYPLY.NS,1.174512,219.36,Lot-sellable (partial mode),0.0,11908.31
Jun 2015,2015-06-30,ICRA.NS,0.057594,224.23,Lot-sellable (partial mode),0.0,11908.31
Jun 2015,2015-06-30,BALKRISIND.NS,0.501988,164.37,Lot-sellable (partial mode),2.589857,11908.31
Jun 2015,2015-06-30,BALKRISIND.NS,0.481454,157.65,Lot-sellable (partial mode),2.108404,11908.31
Jun 2015,2015-06-30,BALKRISIND.NS,0.504863,165.31,Lot-sellable (partial mode),1.603541,11908.31
Jun 2015,2015-06-30,BALKRISIND.NS,0.144335,47.26,Lot-sellable (partial mode),1.459205,11908.31
Jul 2015,2015-07-31,BALKRISIND.NS,0.40059,125.46,Lot-sellable (within limit),1.058616,14299.98
Jul 2015,2015-07-31,BALKRISIND.NS,0.45953,143.92,Lot-sellable (within limit),0.599085,14299.98
Jul 2015,2015-07-31,AJANTPHARM.NS,0.415852,401.32,Lot-sellable (within limit),3.020381,14299.98
Jul 2015,2015-07-31,ASTRAL.NS,1.093896,180.77,Lot-sellable (within limit),3.844366,14299.98
Aug 2015,2015-08-31,AJANTPHARM.NS,0.404786,374.63,Lot-sellable (within limit),2.615594,15465.32
Aug 2015,2015-08-31,TORNTPHARM.NS,0.568882,383.26,Lot-sellable (within limit),3.783555,15465.32
Aug 2015,2015-08-31,HINDUNILVR.NS,0.179145,133.04,Lot-sellable (within limit),0.0,15465.32
Sep 2015,2015-09-30,AJANTPHARM.NS,0.416514,380.33,Lot-sellable (within limit),2.19908,15437.79
Sep 2015,2015-09-30,TORNTPHARM.NS,0.488172,307.44,Lot-sellable (within limit),3.295383,15437.79
Sep 2015,2015-09-30,NAUKRI.NS,0.234473,180.59,Lot-sellable (within limit),0.0,15437.79
Oct 2015,2015-10-30,AJANTPHARM.NS,0.454812,434.85,Lot-sellable (within limit),1.744268,16499.62
Nov 2015,2015-11-30,KKCL.NS,0.624413,197.08,Lot-sellable (partial mode),2.820199,15323.71
Nov 2015,2015-11-30,KKCL.NS,0.61335,193.59,Lot-sellable (partial mode),2.20685,15323.71
Nov 2015,2015-11-30,KKCL.NS,0.48967,154.55,Lot-sellable (partial mode),1.71718,15323.71
Nov 2015,2015-11-30,KKCL.NS,1.107076,349.42,Lot-sellable (partial mode),0.610104,15323.71
Nov 2015,2015-11-30,KKCL.NS,0.402667,127.09,Lot-sellable (partial mode),0.207438,15323.71
Nov 2015,2015-11-30,KKCL.NS,0.207438,65.47,Lot-sellable (partial mode),0.0,15323.71
Nov 2015,2015-11-30,ASTRAL.NS,1.056269,194.77,Lot-sellable (partial mode),2.788097,15323.71
Nov 2015,2015-11-30,ASTRAL.NS,0.602499,111.1,Lot-sellable (partial mode),2.185598,15323.71
Dec 2015,2015-12-31,AJANTPHARM.NS,0.355259,291.95,Lot-sellable (within limit),1.389009,16383.87
Dec 2015,2015-12-31,AJANTPHARM.NS,0.281288,231.16,Lot-sellable (within limit),1.10772,16383.87
Dec 2015,2015-12-31,ASTRAL.NS,0.240852,46.88,Lot-sellable (within limit),1.944745,16383.87
Jan 2016,2016-01-29,AJANTPHARM.NS,0.28745,225.97,Lot-sellable (within limit),0.820271,15360.73
Jan 2016,2016-01-29,ASTRAL.NS,0.963304,181.19,Lot-sellable (within limit),0.981441,15360.73
Jan 2016,2016-01-29,ASTRAL.NS,0.981441,184.6,Lot-sellable (within limit),0.0,15360.73
Feb 2016,2016-02-29,KKCL.NS,0.292724,86.76,Lot-sellable (partial mode),0.0,13396.84
