Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Available_for_Liquidation,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing
May 2017,2017-05-31,0.0,39679.19,3306.598958,0.0,426.85,0.0,426.85,426.85,0.0,39676.89
Jun 2017,2017-06-30,0.0,42665.96,3555.496738,0.0,659.25,0.0,659.25,659.25,0.0,42701.38
Jul 2017,2017-07-31,0.0,46005.42,3833.784686,0.0,1091.14,0.0,1091.14,1091.14,0.0,45990.94
Aug 2017,2017-08-31,0.0,44824.18,3735.348416,0.0,387.46,0.0,387.46,387.46,0.0,44820.45
Sep 2017,2017-09-29,0.0,44789.49,3732.457368,0.0,0.0,0.0,0.0,0.0,0.0,44789.49
Oct 2017,2017-10-31,0.0,45128.43,3760.702831,0.0,3760.7,0.0,3760.7,3760.7,0.0,45296.9
Nov 2017,2017-11-30,0.0,44563.3,3713.608292,0.0,774.78,0.0,774.78,774.78,0.0,44516.2
Dec 2017,2017-12-29,0.0,46511.63,3875.969493,0.0,17.79,0.0,17.79,17.79,0.0,46512.67
Jan 2018,2018-01-31,0.0,44036.36,3669.696972,0.0,157.71,0.0,157.71,157.71,0.0,44034.69
Feb 2018,2018-02-28,0.0,45641.87,3803.489272,0.0,3803.49,0.0,3803.49,3803.49,0.0,45522.09
Mar 2018,2018-03-28,0.0,45282.87,3773.572889,0.0,1786.36,0.0,1786.36,1786.36,0.0,45114.17
Apr 2018,2018-04-30,0.0,47377.52,3948.126746,0.0,219.95,0.0,219.95,219.95,0.0,47376.47
May 2018,2018-05-31,0.0,46450.88,3870.906379,0.0,3870.91,0.0,3870.91,3870.91,0.0,46399.58
Jun 2018,2018-06-29,0.0,46875.82,3906.318143,0.0,3367.03,0.0,3367.03,3367.03,0.0,46637.22
Jul 2018,2018-07-31,0.0,51182.7,4265.224935,0.0,1091.48,0.0,1091.48,1091.48,0.0,51165.36
Aug 2018,2018-08-31,0.0,54228.77,4519.064423,0.0,913.2,0.0,913.2,913.2,0.0,54291.04
Sep 2018,2018-09-28,0.0,44933.16,3744.42975,0.0,2023.09,0.0,2023.09,2023.09,0.0,44564.4
Oct 2018,2018-10-31,0.0,47002.73,3916.894064,0.0,957.77,0.0,957.77,957.77,0.0,46997.56
Nov 2018,2018-11-30,0.0,49850.36,4154.196505,0.0,1031.45,0.0,1031.45,1031.45,0.0,49906.79
Dec 2018,2018-12-31,0.0,51323.12,4276.926671,0.0,150.02,0.0,150.02,150.02,0.0,51319.48
Jan 2019,2019-01-31,0.0,51693.11,4307.759104,0.0,1970.24,0.0,1970.24,1970.24,0.0,51799.88
Feb 2019,2019-02-28,0.0,50694.87,4224.572576,0.0,0.0,0.0,0.0,0.0,0.0,50694.87
Mar 2019,2019-03-29,0.0,56475.37,4706.280493,0.0,0.0,0.0,0.0,0.0,0.0,56475.37
Apr 2019,2019-04-30,0.0,57708.41,4809.034239,0.0,4809.03,0.0,4809.03,4809.03,0.0,57699.36
May 2019,2019-05-31,0.0,63693.62,5307.801805,0.0,5307.8,0.0,5307.8,5307.8,0.0,64311.22
Jun 2019,2019-06-28,0.0,65643.37,5470.281061,0.0,2630.89,0.0,2630.89,2630.89,0.0,65612.23
Jul 2019,2019-07-31,0.0,57728.56,4810.713637,0.0,3101.17,0.0,3101.17,3101.17,0.0,57460.67
Aug 2019,2019-08-30,0.0,59144.83,4928.7355,0.0,1486.77,0.0,1486.77,1486.77,0.0,59147.74
Sep 2019,2019-09-30,0.0,68141.17,5678.431237,0.0,413.4,0.0,413.4,413.4,0.0,68175.48
Oct 2019,2019-10-31,0.0,69972.55,5831.045743,0.0,894.53,0.0,894.53,894.53,0.0,70025.29
Nov 2019,2019-11-29,0.0,69874.38,5822.864675,0.0,425.89,0.0,425.89,425.89,0.0,69869.79
Dec 2019,2019-12-31,0.0,71633.1,5969.424591,0.0,96.95,0.0,96.95,96.95,0.0,71634.61
Jan 2020,2020-01-31,0.0,74946.19,6245.515656,0.0,2373.09,0.0,2373.09,2373.09,0.0,75034.38
Feb 2020,2020-02-28,0.0,73982.3,6165.191489,0.0,0.0,0.0,0.0,0.0,0.0,73982.3
Mar 2020,2020-03-31,0.0,43489.58,3624.13129,0.0,799.34,0.0,799.34,799.34,0.0,43238.69
Apr 2020,2020-04-30,0.0,49336.17,4111.347512,0.0,1645.99,0.0,1645.99,1645.99,0.0,49886.07
May 2020,2020-05-29,0.0,45194.08,3766.173184,0.0,245.72,0.0,245.72,245.72,0.0,45206.12
Jun 2020,2020-06-30,0.0,56371.2,4697.599931,0.0,0.0,0.0,0.0,0.0,0.0,56371.2
Jul 2020,2020-07-30,0.0,62355.93,5196.327343,0.0,2163.91,0.0,2163.91,2163.91,0.0,62449.65
Aug 2020,2020-08-31,0.0,67169.04,5597.419816,0.0,5597.42,0.0,5597.42,5597.42,0.0,67470.57
Sep 2020,2020-09-30,0.0,66123.24,5510.270123,0.0,3621.08,0.0,3621.08,3621.08,0.0,66323.13
Oct 2020,2020-10-30,0.0,66860.42,5571.701349,0.0,2630.33,0.0,2630.33,2630.33,0.0,66860.1
Nov 2020,2020-11-27,0.0,86965.36,7247.113604,0.0,524.66,0.0,524.66,524.66,0.0,87070.7
Dec 2020,2020-12-31,0.0,92914.21,7742.850966,0.0,511.43,0.0,511.43,511.43,0.0,92957.69
Jan 2021,2021-01-29,0.0,88772.17,7397.681054,0.0,0.0,0.0,0.0,0.0,0.0,88772.17
Feb 2021,2021-02-26,0.0,97659.15,8138.262821,0.0,583.49,0.0,583.49,583.49,0.0,97751.8
Mar 2021,2021-03-31,0.0,98007.52,8167.293691,0.0,0.0,0.0,0.0,0.0,0.0,98007.52
Apr 2021,2021-04-30,0.0,106456.65,8871.387539,0.0,523.94,0.0,523.94,523.94,0.0,106531.87
May 2021,2021-05-31,0.0,113223.03,9435.252574,0.0,1901.28,0.0,1901.28,1901.28,0.0,113288.92
Jun 2021,2021-06-30,0.0,121919.72,10159.976258,0.0,840.39,0.0,840.39,840.39,0.0,122037.26
Jul 2021,2021-07-30,0.0,134093.51,11174.459403,0.0,2313.71,0.0,2313.71,2313.71,0.0,134263.43
Aug 2021,2021-08-31,0.0,147408.04,12284.003576,0.0,5354.56,0.0,5354.56,5354.56,0.0,147305.58
Sep 2021,2021-09-30,0.0,149531.71,12460.976034,0.0,1602.24,0.0,1602.24,1602.24,0.0,149593.77
Oct 2021,2021-10-29,0.0,146536.49,12211.374417,0.0,10031.23,0.0,10031.23,10031.23,0.0,146221.97
Nov 2021,2021-11-30,0.0,141805.24,11817.103365,0.0,3875.82,0.0,3875.82,3875.82,0.0,142098.86
Dec 2021,2021-12-31,0.0,145748.47,12145.705653,0.0,602.29,0.0,602.29,602.29,0.0,145822.51
Jan 2022,2022-01-31,0.0,144371.43,12030.952656,0.0,0.0,0.0,0.0,0.0,0.0,144371.43
Feb 2022,2022-02-28,0.0,138512.11,11542.675818,0.0,501.85,0.0,501.85,501.85,0.0,138478.74
Mar 2022,2022-03-31,0.0,147147.71,12262.308946,0.0,1844.43,0.0,1844.43,1844.43,0.0,147282.42
Apr 2022,2022-04-29,0.0,143767.99,11980.666079,0.0,4560.33,0.0,4560.33,4560.33,0.0,143713.44
May 2022,2022-05-31,0.0,129828.99,10819.082548,0.0,2715.68,0.0,2715.68,2715.68,0.0,129616.78
Jun 2022,2022-06-30,0.0,115967.43,9663.952899,0.0,9663.95,0.0,9663.95,9663.95,0.0,114712.0
Jul 2022,2022-07-29,0.0,137273.08,11439.423197,0.0,11439.42,0.0,11439.42,11439.42,0.0,137774.85
Aug 2022,2022-08-30,0.0,144655.79,12054.648864,0.0,4341.5,0.0,4341.5,4341.5,0.0,144975.45
Sep 2022,2022-09-30,0.0,140757.68,11729.806716,0.0,5941.72,0.0,5941.72,5941.72,0.0,140627.48
Oct 2022,2022-10-31,0.0,139265.22,11605.434957,0.0,4070.38,0.0,4070.38,4070.38,0.0,139280.04
Nov 2022,2022-11-30,0.0,137991.91,11499.326056,0.0,3492.79,0.0,3492.79,3492.79,0.0,138063.75
Dec 2022,2022-12-30,0.0,136918.89,11409.907673,0.0,3243.64,0.0,3243.64,3243.64,0.0,137742.49
Jan 2023,2023-01-31,0.0,135438.29,11286.523852,0.0,11286.52,0.0,11286.52,11286.52,0.0,135357.61
Feb 2023,2023-02-28,0.0,129711.64,10809.303052,0.0,10809.3,0.0,10809.3,10809.3,0.0,129433.89
Mar 2023,2023-03-31,0.0,127808.48,10650.706569,0.0,10650.71,0.0,10650.71,10650.71,0.0,128360.23
Apr 2023,2023-04-28,0.0,141170.18,11764.181844,0.0,7840.56,0.0,7840.56,7840.56,0.0,142010.7
May 2023,2023-05-31,0.0,150294.13,12524.511061,0.0,3797.51,0.0,3797.51,3797.51,0.0,150673.2
Jun 2023,2023-06-30,0.0,162460.78,13538.398554,0.0,7704.11,0.0,7704.11,7704.11,0.0,162514.57
Jul 2023,2023-07-31,0.0,176904.82,14742.068647,0.0,9611.25,0.0,9611.25,9611.25,0.0,177170.03
Aug 2023,2023-08-31,0.0,189907.94,15825.66143,0.0,4223.07,0.0,4223.07,4223.07,0.0,190315.63
Sep 2023,2023-09-29,0.0,188597.09,15716.423921,0.0,1353.68,0.0,1353.68,1353.68,0.0,188609.48
Oct 2023,2023-10-31,0.0,185854.54,15487.878555,0.0,187.47,0.0,187.47,187.47,0.0,185853.02
Nov 2023,2023-11-30,0.0,201406.99,16783.915918,0.0,2698.38,0.0,2698.38,2698.38,0.0,201682.3
Dec 2023,2023-12-29,0.0,217254.81,18104.567088,0.0,0.0,0.0,0.0,0.0,0.0,217254.81
Jan 2024,2024-01-31,0.0,228722.72,19060.226344,0.0,19060.23,0.0,19060.23,19060.23,0.0,228572.92
Feb 2024,2024-02-29,0.0,227602.28,18966.857036,0.0,16879.57,0.0,16879.57,16879.57,0.0,227603.11
Mar 2024,2024-03-28,0.0,226190.61,18849.217835,0.0,15062.02,0.0,15062.02,15062.02,0.0,225740.72
Apr 2024,2024-04-30,0.0,253025.59,21085.46559,0.0,10116.72,0.0,10116.72,10116.72,0.0,253987.72
May 2024,2024-05-31,0.0,264909.43,22075.786137,0.0,16276.5,0.0,16276.5,16276.5,0.0,266563.41
Jun 2024,2024-06-28,0.0,295965.1,24663.758611,0.0,4320.46,0.0,4320.46,4320.46,0.0,296063.0
Jul 2024,2024-07-31,0.0,303210.61,25267.550788,0.0,18028.75,0.0,18028.75,18028.75,0.0,304266.64
Aug 2024,2024-08-30,0.0,297808.99,24817.416198,0.0,13105.91,0.0,13105.91,13105.91,0.0,298907.27
Sep 2024,2024-09-30,0.0,298881.85,24906.82115,0.0,4876.34,0.0,4876.34,4876.34,0.0,298595.22
Oct 2024,2024-10-31,0.0,278921.33,23243.444237,0.0,3543.2,0.0,3543.2,3543.2,0.0,278563.53
Nov 2024,2024-11-29,0.0,289196.61,24099.717631,0.0,2877.32,0.0,2877.32,2877.32,0.0,289300.54
Dec 2024,2024-12-31,0.0,285441.57,23786.79789,0.0,6586.15,0.0,6586.15,6586.15,0.0,285931.19
Jan 2025,2025-01-31,0.0,264542.72,22045.226767,0.0,977.61,0.0,977.61,977.61,0.0,264469.99
Feb 2025,2025-02-28,0.0,223480.08,18623.33975,0.0,10076.43,0.0,10076.43,10076.43,0.0,222419.59
Mar 2025,2025-03-31,0.0,239213.02,19934.418534,0.0,628.71,0.0,628.71,628.71,0.0,239315.29
Apr 2025,2025-04-30,0.0,246405.24,20533.769599,0.0,15225.3,0.0,15225.3,15225.3,0.0,246540.35
May 2025,2025-05-30,0.0,266357.19,22196.432674,0.0,3598.74,0.0,3598.74,3598.74,0.0,266770.6
Jun 2025,2025-06-30,0.0,275594.6,22966.216291,0.0,4717.16,0.0,4717.16,4717.16,0.0,275665.24
Jul 2025,2025-07-31,0.0,267543.05,22295.25437,0.0,8337.66,0.0,8337.66,8337.66,0.0,268104.59
Aug 2025,2025-08-29,0.0,264472.49,22039.374397,0.0,16330.47,0.0,16330.47,16330.47,0.0,264222.76
Sep 2025,2025-09-30,0.0,283475.0,23622.916865,0.0,13536.85,0.0,13536.85,13536.85,0.0,283905.76
