Month,Ticker,Invested_Amount,Current_Amount,Portfolio_Total,Weight_Pct
Jul 2014,ATUL.NS,166.67,223.42,1067.29,20.933
Aug 2014,AARTIIND.NS,360.78,473.28,2361.33,20.043
Sep 2014,BAJFINANCE.NS,527.45,653.81,3447.79,18.963
Oct 2014,BAJFINANCE.NS,694.12,843.75,4616.0,18.279
Nov 2014,BAJFINANCE.NS,894.12,1150.53,5981.83,19.234
Dec 2014,BAJFINANCE.NS,1060.78,1484.53,6793.53,21.852
Jan 2015,BAJFINANCE.NS,1227.45,1918.86,8616.67,22.269
Feb 2015,BAJFINANCE.NS,1419.96,2135.71,10025.1,21.304
Mar 2015,BAJFINANCE.NS,1419.96,2136.41,11195.3,19.083
Apr 2015,BAJFINANCE.NS,1609.06,2287.77,12126.09,18.867
May 2015,BAJFINANCE.NS,1775.72,2552.83,13367.18,19.098
Jun 2015,BAJFINANCE.NS,1942.39,3502.74,15534.23,22.549
Jul 2015,BAJFINANCE.NS,2133.13,3750.55,16848.24,22.261
Aug 2015,BAJFINANCE.NS,2240.97,3512.32,16429.04,21.379
Sep 2015,BAJFINANCE.NS,2364.03,3717.25,17936.0,20.725
Oct 2015,BAJFINANCE.NS,2511.19,3933.71,18052.41,21.79
Nov 2015,BAJFINANCE.NS,2511.19,4173.73,18599.11,22.44
Dec 2015,BAJFINANCE.NS,2511.19,4526.97,19698.65,22.981
Jan 2016,BAJFINANCE.NS,2602.94,4554.76,18830.05,24.189
Feb 2016,BAJFINANCE.NS,2751.44,4704.31,17395.600000000002,27.043
Mar 2016,BAJFINANCE.NS,2751.44,5506.39,20285.25,27.145
Apr 2016,BAJFINANCE.NS,2751.44,5430.8,20858.23,26.037
May 2016,BAJFINANCE.NS,2751.44,6034.95,21595.98,27.945
Jun 2016,BAJFINANCE.NS,2796.19,6406.15,22266.17,28.771
Jul 2016,BAJFINANCE.NS,2825.74,8353.88,25696.469999999998,32.51
Aug 2016,BAJFINANCE.NS,2825.74,8868.07,28762.65,30.832
Sep 2016,BAJFINANCE.NS,2941.6,8613.57,29170.71,29.528
Oct 2016,BAJFINANCE.NS,3044.76,8851.21,31112.41,28.449
Nov 2016,BAJFINANCE.NS,3044.76,7590.64,28505.34,26.629
Dec 2016,BAJFINANCE.NS,3044.76,6950.25,26952.28,25.787
Jan 2017,BAJFINANCE.NS,3076.19,8594.46,30628.39,28.06
Feb 2017,BAJFINANCE.NS,3076.19,9185.44,32311.760000000002,28.428
Mar 2017,BAJFINANCE.NS,3076.19,9706.79,34339.13,28.267
Apr 2017,BAJFINANCE.NS,3232.48,10746.71,38317.18,28.047
May 2017,BAJFINANCE.NS,3232.48,11174.06,39676.89,28.163
Jun 2017,CANFINHOME.NS,3052.65,12678.28,42701.38,29.691
Jul 2017,BAJFINANCE.NS,3342.35,14519.93,45990.95,31.571
Aug 2017,BAJFINANCE.NS,3342.35,15191.74,44820.45,33.895
Sep 2017,BAJFINANCE.NS,3342.35,15670.46,44789.5,34.987
Oct 2017,BAJFINANCE.NS,3969.13,15955.41,45296.909999999996,35.224
Nov 2017,BAJFINANCE.NS,3969.13,15303.67,44516.21,34.378
Dec 2017,BAJFINANCE.NS,3969.13,15566.4,46512.67,33.467
Jan 2018,BAJFINANCE.NS,3969.13,14867.7,44034.67,33.764
Feb 2018,BAJFINANCE.NS,3969.13,14534.52,45522.11,31.928
Mar 2018,BAJFINANCE.NS,3969.13,15662.54,45114.17,34.718
Apr 2018,BAJFINANCE.NS,3969.13,16904.44,47376.49,35.681
May 2018,BAJFINANCE.NS,4614.28,19410.67,46399.57,41.834
Jun 2018,BAJFINANCE.NS,4614.28,21125.97,46637.22,45.299
Jul 2018,BAJFINANCE.NS,4614.28,24862.81,51165.35,48.593
Aug 2018,BAJFINANCE.NS,4614.28,26325.33,54291.060000000005,48.489
Sep 2018,BAJFINANCE.NS,4614.28,19979.46,44564.4,44.833
Oct 2018,BAJFINANCE.NS,4614.28,21956.67,46997.58,46.719
Nov 2018,BAJFINANCE.NS,4614.28,23386.47,49906.79,46.86
Dec 2018,BAJFINANCE.NS,4614.28,24376.68,51319.47,47.5
Jan 2019,BAJFINANCE.NS,4614.28,23728.83,51799.89,45.809
Feb 2019,BAJFINANCE.NS,4614.28,24412.17,50694.88,48.155
Mar 2019,BAJFINANCE.NS,4614.28,27608.6,56475.369999999995,48.886
Apr 2019,BAJFINANCE.NS,4614.28,28531.09,57699.37,49.448
May 2019,BAJFINANCE.NS,4614.28,31951.46,64311.21,49.683
Jun 2019,BAJFINANCE.NS,4614.28,33923.6,65612.22,51.703
Jul 2019,BAJFINANCE.NS,4614.28,30022.18,57460.67,52.248
Aug 2019,BAJFINANCE.NS,4614.28,30764.87,59147.729999999996,52.014
Sep 2019,BAJFINANCE.NS,4614.28,37352.2,68175.48999999999,54.788
Oct 2019,BAJFINANCE.NS,4614.28,37181.42,70025.31,53.097
Nov 2019,BAJFINANCE.NS,4614.28,37612.07,69869.8,53.832
Dec 2019,BAJFINANCE.NS,4614.28,39094.24,71634.63,54.574
Jan 2020,BAJFINANCE.NS,4614.28,40304.98,75034.37000000001,53.715
Feb 2020,BAJFINANCE.NS,4614.28,41227.69,73982.3,55.726
Mar 2020,BAJFINANCE.NS,4614.28,20502.77,43238.69,47.418
Apr 2020,BAJFINANCE.NS,4614.28,21449.35,49886.049999999996,42.997
May 2020,BAJFINANCE.NS,4614.28,18077.1,45206.15,39.988
Jun 2020,BAJFINANCE.NS,4614.28,26195.21,56371.19,46.469
Jul 2020,BAJFINANCE.NS,4614.28,29778.89,62449.65,47.685
Aug 2020,BAJFINANCE.NS,4614.28,32272.57,67470.56999999999,47.832
Sep 2020,BAJFINANCE.NS,4614.28,30336.85,66323.17,45.741
Oct 2020,BAJFINANCE.NS,4614.28,30618.14,66860.11,45.794
Nov 2020,BAJFINANCE.NS,4614.28,45421.07,87070.72,52.166
Dec 2020,BAJFINANCE.NS,4614.28,48996.42,92957.70999999999,52.708
Jan 2021,BAJFINANCE.NS,4614.28,43808.73,88772.2,49.35
Feb 2021,BAJFINANCE.NS,4614.28,48716.05,97751.79000000001,49.836
Mar 2021,BAJFINANCE.NS,4614.28,47651.5,98007.54,48.62
Apr 2021,BAJFINANCE.NS,4614.28,50446.37,106531.89,47.353
May 2021,BAJFINANCE.NS,4614.28,52075.36,113288.91,45.967
Jun 2021,BAJFINANCE.NS,4614.28,55664.59,122037.27,45.613
Jul 2021,BAJFINANCE.NS,4614.28,57721.66,134263.45,42.991
Aug 2021,BAJFINANCE.NS,4614.28,69736.61,147305.59,47.341
Sep 2021,BAJFINANCE.NS,4614.28,71067.49,149593.75,47.507
Oct 2021,BAJFINANCE.NS,4614.28,68584.61,146221.98,46.904
Nov 2021,BAJFINANCE.NS,4614.28,64850.09,142098.85,45.637
Dec 2021,BAJFINANCE.NS,4614.28,64665.19,145822.51,44.345
Jan 2022,BAJFINANCE.NS,4614.28,64877.89,144371.44,44.938
Feb 2022,BAJFINANCE.NS,4614.28,64896.89,138478.76,46.864
Mar 2022,BAJFINANCE.NS,4614.28,67284.78,147282.44,45.684
Apr 2022,BAJFINANCE.NS,4614.28,61833.84,143713.44,43.026
May 2022,BAJFINANCE.NS,4614.28,56369.0,129616.8,43.489
Jun 2022,BAJFINANCE.NS,4245.17,40569.8,114712.04000000001,35.367
Jul 2022,BAJFINANCE.NS,3835.64,42716.99,137774.88,31.005
Aug 2022,BAJFINANCE.NS,3835.64,43292.65,144975.46,29.862
Sep 2022,BAJFINANCE.NS,3835.64,43467.45,140627.51,30.91
Oct 2022,BAJFINANCE.NS,3835.64,42331.84,139280.03,30.393
Nov 2022,BAJFINANCE.NS,3835.64,39824.5,138063.77,28.845
Dec 2022,BAJFINANCE.NS,3835.64,38960.86,137742.49,28.285
Jan 2023,BAJFINANCE.NS,3200.37,23592.91,135357.6,17.43
Feb 2023,KEI.NS,7966.0,18139.12,129433.9,14.014
Mar 2023,KEI.NS,7966.0,18958.33,128360.24,14.77
Apr 2023,KEI.NS,9272.76,22609.84,142010.69,15.921
May 2023,KEI.NS,9905.68,24499.1,150673.19,16.26
Jun 2023,KEI.NS,11189.69,29850.28,162514.58,18.368
Jul 2023,KEI.NS,11189.69,31319.2,177170.03,17.677
Aug 2023,KEI.NS,11189.69,34902.24,190315.63,18.339
Sep 2023,KEI.NS,11189.69,34202.26,188609.51,18.134
Oct 2023,KEI.NS,11189.69,30969.21,185853.01,16.663
Nov 2023,KEI.NS,11189.69,37133.02,201682.28,18.412
Dec 2023,KEI.NS,11189.69,41888.49,217254.81,19.281
Jan 2024,KEI.NS,11189.69,41162.09,228572.91,18.008
Feb 2024,KEI.NS,11189.69,41389.61,227603.13,18.185
Mar 2024,KEI.NS,11189.69,44649.18,225740.74,19.779
Apr 2024,KEI.NS,12875.81,53488.51,253987.71,21.059
May 2024,KEI.NS,12875.81,54883.42,266563.41,20.589
Jun 2024,KEI.NS,12875.81,59168.55,296063.0,19.985
Jul 2024,KEI.NS,12875.81,57963.07,304266.63,19.05
Aug 2024,KEI.NS,12875.81,61710.72,298907.27,20.645
Sep 2024,KEI.NS,12875.81,57527.32,298595.21,19.266
Oct 2024,KEI.NS,12875.81,54240.18,278563.52,19.471
Nov 2024,KEI.NS,12875.81,57740.85,289300.5,19.959
Dec 2024,KEI.NS,12875.81,59392.78,285931.19,20.772
Jan 2025,KEI.NS,12875.81,53863.35,264470.0,20.367
Feb 2025,KEI.NS,12875.81,41099.65,222419.6,18.478
Mar 2025,KEI.NS,12875.81,38726.16,239315.28,16.182
Apr 2025,KEI.NS,12875.81,41011.97,246540.33000000002,16.635
May 2025,KEI.NS,12875.81,48329.22,266770.59,18.116
Jun 2025,KEI.NS,12875.81,50770.98,275665.25,18.418
Jul 2025,KEI.NS,12875.81,51461.74,268104.58,19.195
Aug 2025,KEI.NS,12875.81,51011.95,264222.77,19.306
Sep 2025,KEI.NS,12875.81,56224.79,283905.78,19.804
