Month,Ticker,Invested_Amount,Current_Amount,Portfolio_Total,Weight_Pct
Jul 2014,ATUL.NS,250.0,335.14,1111.81,30.144
Aug 2014,ATUL.NS,500.0,671.92,2141.18,31.381
Sep 2014,ATUL.NS,750.0,943.38,3314.9700000000003,28.458
Oct 2014,BALKRISIND.NS,1216.52,1230.41,4219.03,29.163
Nov 2014,AJANTPHARM.NS,1000.0,1385.17,5721.29,24.211
Dec 2014,AJANTPHARM.NS,1315.27,1668.99,6858.59,24.334
Jan 2015,AJANTPHARM.NS,1565.27,2103.07,8072.02,26.054
Feb 2015,AJANTPHARM.NS,1815.27,2512.54,9404.68,26.716
Mar 2015,RATNAMANI.NS,2489.73,2860.13,10354.33,27.623
Apr 2015,RATNAMANI.NS,3054.98,3361.84,11681.19,28.78
May 2015,RATNAMANI.NS,3304.98,3147.82,12291.74,25.609
Jun 2015,RATNAMANI.NS,3304.98,2933.94,12796.44,22.928
Jul 2015,ZENSARTECH.NS,2617.24,3621.74,14561.0,24.873
Aug 2015,ZENSARTECH.NS,3509.8,3933.55,14288.8,27.529
Sep 2015,ZENSARTECH.NS,3509.8,3799.53,14411.8,26.364
Oct 2015,ZENSARTECH.NS,3509.8,4529.62,15443.849999999999,29.33
Nov 2015,ZENSARTECH.NS,3651.31,5287.13,15695.18,33.686
Dec 2015,ZENSARTECH.NS,3688.29,5317.88,15683.9,33.907
Jan 2016,ZENSARTECH.NS,3688.29,4414.36,13861.3,31.847
Feb 2016,ZENSARTECH.NS,3998.21,4405.8,12479.86,35.303
Mar 2016,ZENSARTECH.NS,3998.21,4878.29,14112.16,34.568
Apr 2016,ZENSARTECH.NS,4076.98,5187.92,14826.88,34.99
May 2016,ZENSARTECH.NS,4076.98,5038.19,15050.029999999999,33.476
Jun 2016,ZENSARTECH.NS,4076.98,5155.53,15766.64,32.699
Jul 2016,ZENSARTECH.NS,4076.98,5583.74,17177.74,32.506
Aug 2016,ZENSARTECH.NS,4076.98,5716.48,18277.8,31.276
