Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,4,4,0.0,0
Aug 2014,2014-08-28,4,4,0.0,0
Sep 2014,2014-09-30,4,5,0.0,0
Oct 2014,2014-10-31,4,7,866.09,1
Nov 2014,2014-11-28,4,8,0.0,0
Dec 2014,2014-12-31,4,7,261.09,1
Jan 2015,2015-01-30,4,8,0.0,0
Feb 2015,2015-02-27,4,9,0.0,0
Mar 2015,2015-03-31,4,8,2831.75,1
Apr 2015,2015-04-30,4,8,1260.98,1
May 2015,2015-05-29,4,9,0.0,0
Jun 2015,2015-06-30,4,8,295.66,1
Jul 2015,2015-07-31,4,8,2475.46,2
Aug 2015,2015-08-31,4,7,3570.23,1
Sep 2015,2015-09-30,4,7,0.0,0
Oct 2015,2015-10-30,4,7,0.0,0
Nov 2015,2015-11-30,4,8,566.04,1
Dec 2015,2015-12-31,4,8,147.92,1
Jan 2016,2016-01-29,4,8,0.0,0
Feb 2016,2016-02-29,4,7,1239.69,2
Mar 2016,2016-03-31,4,7,0.0,0
Apr 2016,2016-04-29,4,7,315.09,1
May 2016,2016-05-31,4,7,0.0,0
Jun 2016,2016-06-30,4,7,0.0,0
Jul 2016,2016-07-29,4,9,989.16,1
Aug 2016,2016-08-31,4,9,0.0,0
Sep 2016,2016-09-30,4,9,0.0,0
Oct 2016,2016-10-28,4,10,3438.86,1
Nov 2016,2016-11-30,4,10,0.0,0
Dec 2016,2016-12-30,4,10,0.0,0
Jan 2017,2017-01-31,4,10,0.0,0
Feb 2017,2017-02-28,4,10,0.0,0
Mar 2017,2017-03-31,4,10,0.0,0
Apr 2017,2017-04-28,4,10,0.0,0
May 2017,2017-05-31,4,10,0.0,0
Jun 2017,2017-06-30,4,10,0.0,0
Jul 2017,2017-07-31,4,8,7815.29,4
Aug 2017,2017-08-31,4,8,3755.08,1
Sep 2017,2017-09-29,4,8,0.0,0
Oct 2017,2017-10-31,4,8,0.0,0
Nov 2017,2017-11-30,4,8,0.0,0
Dec 2017,2017-12-29,4,8,0.0,0
Jan 2018,2018-01-31,4,8,0.0,0
Feb 2018,2018-02-28,4,8,0.0,0
Mar 2018,2018-03-28,4,8,0.0,0
Apr 2018,2018-04-30,4,8,0.0,0
May 2018,2018-05-31,4,8,0.0,0
Jun 2018,2018-06-29,4,8,0.0,0
Jul 2018,2018-07-31,4,8,13038.0,3
Aug 2018,2018-08-31,4,8,0.0,0
Sep 2018,2018-09-28,4,8,0.0,0
Oct 2018,2018-10-31,4,8,0.0,0
Nov 2018,2018-11-30,4,10,1317.37,1
Dec 2018,2018-12-31,4,10,0.0,0
Jan 2019,2019-01-31,4,11,330.17,1
Feb 2019,2019-02-28,4,11,0.0,0
Mar 2019,2019-03-29,4,11,0.0,0
Apr 2019,2019-04-30,4,4,14299.21,9
May 2019,2019-05-31,4,5,6816.79,2
Jun 2019,2019-06-28,4,7,1627.88,1
Jul 2019,2019-07-31,4,7,3529.82,1
Aug 2019,2019-08-30,4,7,782.7,1
Sep 2019,2019-09-30,4,7,590.62,1
Oct 2019,2019-10-31,4,7,0.0,0
Nov 2019,2019-11-29,4,7,138.37,1
Dec 2019,2019-12-31,4,7,0.0,0
Jan 2020,2020-01-31,4,6,451.91,1
Feb 2020,2020-02-28,4,6,0.0,0
Mar 2020,2020-03-31,4,6,0.0,0
Apr 2020,2020-04-30,4,6,0.0,0
May 2020,2020-05-29,4,6,0.0,0
Jun 2020,2020-06-30,4,8,478.13,1
Jul 2020,2020-07-30,4,9,1218.05,2
Aug 2020,2020-08-31,4,9,0.0,0
Sep 2020,2020-09-30,4,9,0.0,0
Oct 2020,2020-10-30,4,9,0.0,0
Nov 2020,2020-11-27,4,9,0.0,0
Dec 2020,2020-12-31,4,9,0.0,0
Jan 2021,2021-01-29,4,9,0.0,0
Feb 2021,2021-02-26,4,12,710.08,1
Mar 2021,2021-03-31,4,12,0.0,0
Apr 2021,2021-04-30,4,12,0.0,0
May 2021,2021-05-31,4,12,0.0,0
Jun 2021,2021-06-30,4,14,457.52,1
Jul 2021,2021-07-30,4,15,50663.16,1
Aug 2021,2021-08-31,4,14,202.8,1
Sep 2021,2021-09-30,4,14,0.0,0
Oct 2021,2021-10-29,4,13,17480.88,1
Nov 2021,2021-11-30,4,13,5367.55,1
Dec 2021,2021-12-31,4,13,0.0,0
Jan 2022,2022-01-31,4,12,106.61,1
Feb 2022,2022-02-28,4,12,0.0,0
Mar 2022,2022-03-31,4,12,0.0,0
Apr 2022,2022-04-29,4,12,561.3,1
May 2022,2022-05-31,4,12,0.0,0
Jun 2022,2022-06-30,4,12,0.0,0
Jul 2022,2022-07-29,4,13,8374.33,2
Aug 2022,2022-08-30,4,13,0.0,0
Sep 2022,2022-09-30,4,13,0.0,0
Oct 2022,2022-10-31,4,13,0.0,0
Nov 2022,2022-11-30,4,13,0.0,0
Dec 2022,2022-12-30,4,13,2686.88,1
Jan 2023,2023-01-31,4,14,4573.96,2
Feb 2023,2023-02-28,4,14,0.0,0
Mar 2023,2023-03-31,4,14,0.0,0
Apr 2023,2023-04-28,4,14,0.0,0
May 2023,2023-05-31,4,14,0.0,0
Jun 2023,2023-06-30,4,14,0.0,0
Jul 2023,2023-07-31,4,14,104268.88,3
Aug 2023,2023-08-31,4,14,0.0,0
Sep 2023,2023-09-29,4,14,0.0,0
Oct 2023,2023-10-31,4,14,0.0,0
Nov 2023,2023-11-30,4,12,123017.72,6
Dec 2023,2023-12-29,4,13,113549.34,3
Jan 2024,2024-01-31,4,13,92040.2,3
Feb 2024,2024-02-29,4,13,0.0,0
Mar 2024,2024-03-28,4,13,0.0,0
Apr 2024,2024-04-30,4,13,23516.63,2
May 2024,2024-05-31,4,13,36723.48,1
Jun 2024,2024-06-28,4,13,0.0,0
Jul 2024,2024-07-31,4,12,48739.17,3
Aug 2024,2024-08-30,4,12,0.0,0
Sep 2024,2024-09-30,4,12,0.0,0
Oct 2024,2024-10-31,4,12,0.0,0
Nov 2024,2024-11-29,4,12,0.0,0
Dec 2024,2024-12-31,4,12,0.0,0
