Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Available_for_Liquidation,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing
Jul 2014,2014-07-31,12000.0,0.0,12000.0,0.0,0.0,1000.0,0.0,1000.0,11000.0,1111.81
Aug 2014,2014-08-28,11000.0,1125.58,12125.580796,0.0,0.0,1000.0,0.0,1000.0,10000.0,2141.17
Sep 2014,2014-09-30,10000.0,2267.2,12267.199529,0.0,0.0,1000.0,0.0,1000.0,9000.0,3314.97
Oct 2014,2014-10-31,9000.0,3268.6,12268.603108,0.0,866.09,1000.0,866.09,1866.09,8000.0,4219.02
Nov 2014,2014-11-28,8000.0,4549.14,12549.141775,0.0,0.0,1000.0,0.0,1000.0,7000.0,5721.28
Dec 2014,2014-12-31,7000.0,5843.27,12843.273554,0.0,261.09,1000.0,261.09,1261.09,6000.0,6858.59
Jan 2015,2015-01-30,6000.0,7073.64,13073.638821,0.0,0.0,1000.0,0.0,1000.0,5000.0,8072.03
Feb 2015,2015-02-27,5000.0,8386.32,13386.317648,0.0,0.0,1000.0,0.0,1000.0,4000.0,9404.69
Mar 2015,2015-03-31,4000.0,9706.78,13706.782812,0.0,2831.75,1000.0,2831.75,3831.75,3000.0,10354.34
Apr 2015,2015-04-30,3000.0,10713.92,13713.919801,0.0,1260.98,1000.0,1260.98,2260.98,2000.0,11681.19
May 2015,2015-05-29,2000.0,11242.52,13242.523827,0.0,0.0,1000.0,0.0,1000.0,1000.0,12291.73
Jun 2015,2015-06-30,1000.0,11871.08,12871.08208,0.0,295.66,1000.0,295.66,1295.66,0.0,12796.43
Jul 2015,2015-07-31,0.0,14253.35,14253.347133,0.0,2475.46,0.0,2475.46,2475.46,0.0,14560.99
Aug 2015,2015-08-31,0.0,14650.31,14650.307823,0.0,3570.23,0.0,3570.23,3570.23,0.0,14288.79
Sep 2015,2015-09-30,0.0,14411.81,14411.808127,0.0,0.0,0.0,0.0,0.0,0.0,14411.81
Oct 2015,2015-10-30,0.0,15443.86,15443.85995,0.0,0.0,0.0,0.0,0.0,0.0,15443.86
Nov 2015,2015-11-30,0.0,15661.84,15661.839648,0.0,566.04,0.0,566.04,566.04,0.0,15695.18
Dec 2015,2015-12-31,0.0,15678.0,15678.003323,0.0,147.92,0.0,147.92,147.92,0.0,15683.89
Jan 2016,2016-01-29,0.0,13861.29,13861.290717,0.0,0.0,0.0,0.0,0.0,0.0,13861.29
Feb 2016,2016-02-29,0.0,12566.44,12566.440575,0.0,1239.69,0.0,1239.69,1239.69,0.0,12479.86
Mar 2016,2016-03-31,0.0,14112.16,14112.157667,0.0,0.0,0.0,0.0,0.0,0.0,14112.16
Apr 2016,2016-04-29,0.0,14811.83,14811.833622,0.0,315.09,0.0,315.09,315.09,0.0,14826.88
May 2016,2016-05-31,0.0,15050.04,15050.036319,0.0,0.0,0.0,0.0,0.0,0.0,15050.04
Jun 2016,2016-06-30,0.0,15766.64,15766.640818,0.0,0.0,0.0,0.0,0.0,0.0,15766.64
Jul 2016,2016-07-29,0.0,17072.62,17072.622818,0.0,989.16,0.0,989.16,989.16,0.0,17177.73
Aug 2016,2016-08-31,0.0,18277.8,18277.796,0.0,0.0,0.0,0.0,0.0,0.0,18277.8
