Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,6,6,0.0,0
Aug 2014,2014-08-28,6,7,193.73,1
Sep 2014,2014-09-30,6,9,1014.44,4
Oct 2014,2014-10-31,6,9,1027.51,4
Nov 2014,2014-11-28,6,8,808.22,2
Dec 2014,2014-12-31,6,9,0.0,0
Jan 2015,2015-01-30,6,8,187.83,1
Feb 2015,2015-02-27,6,8,1097.43,2
Mar 2015,2015-03-31,6,7,526.82,1
Apr 2015,2015-04-30,6,10,1156.04,2
May 2015,2015-05-29,6,11,1175.66,3
Jun 2015,2015-06-30,6,9,1143.89,4
Jul 2015,2015-07-31,6,11,1239.01,1
Aug 2015,2015-08-31,6,10,1161.77,3
Sep 2015,2015-09-30,6,11,1152.03,1
Oct 2015,2015-10-30,6,11,609.58,1
Nov 2015,2015-11-30,6,10,1013.27,2
Dec 2015,2015-12-31,6,11,1255.12,2
Jan 2016,2016-01-29,6,13,1163.42,1
Feb 2016,2016-02-29,6,11,927.6,4
Mar 2016,2016-03-31,6,12,1146.95,2
Apr 2016,2016-04-29,6,14,1171.19,1
May 2016,2016-05-31,6,9,1115.29,6
Jun 2016,2016-06-30,6,9,0.0,0
Jul 2016,2016-07-29,6,11,621.09,2
Aug 2016,2016-08-31,6,10,514.0,3
Sep 2016,2016-09-30,6,10,218.48,1
Oct 2016,2016-10-28,6,9,190.72,1
Nov 2016,2016-11-30,6,9,1383.77,4
Dec 2016,2016-12-30,6,8,865.07,3
Jan 2017,2017-01-31,6,9,616.13,1
Feb 2017,2017-02-28,6,8,1068.25,3
Mar 2017,2017-03-31,6,9,1621.37,2
Apr 2017,2017-04-28,6,9,0.0,0
May 2017,2017-05-31,6,12,1749.79,2
Jun 2017,2017-06-30,6,10,956.16,3
Jul 2017,2017-07-31,6,10,1880.78,2
Aug 2017,2017-08-31,6,11,1825.07,3
Sep 2017,2017-09-29,6,11,1864.24,3
Oct 2017,2017-10-31,6,13,2025.05,4
Nov 2017,2017-11-30,6,13,2040.01,3
Dec 2017,2017-12-29,6,14,2063.98,1
Jan 2018,2018-01-31,6,15,2011.38,1
Feb 2018,2018-02-28,6,15,1959.84,3
Mar 2018,2018-03-28,6,15,1918.27,1
Apr 2018,2018-04-30,6,14,2074.37,3
May 2018,2018-05-31,6,15,1962.05,1
Jun 2018,2018-06-29,6,17,1964.45,2
Jul 2018,2018-07-31,6,17,2113.09,3
Aug 2018,2018-08-31,6,16,2303.08,3
Sep 2018,2018-09-28,6,16,1931.49,3
Oct 2018,2018-10-31,6,14,1944.41,3
Nov 2018,2018-11-30,6,15,1988.01,2
Dec 2018,2018-12-31,6,14,2044.39,2
Jan 2019,2019-01-31,6,13,2058.9,2
Feb 2019,2019-02-28,6,15,2026.77,1
Mar 2019,2019-03-29,6,16,2170.61,2
Apr 2019,2019-04-30,6,17,2213.9,2
May 2019,2019-05-31,6,15,2282.57,3
Jun 2019,2019-06-28,6,17,2240.68,2
Jul 2019,2019-07-31,6,18,2062.3,3
Aug 2019,2019-08-30,6,21,2088.44,2
Sep 2019,2019-09-30,6,19,2276.93,5
Oct 2019,2019-10-31,6,18,2274.8,3
Nov 2019,2019-11-29,6,16,2275.45,3
Dec 2019,2019-12-31,6,13,2303.23,5
Jan 2020,2020-01-31,6,13,2371.65,2
Feb 2020,2020-02-28,6,13,2223.02,2
Mar 2020,2020-03-31,6,14,1403.78,1
Apr 2020,2020-04-30,6,13,1639.48,2
May 2020,2020-05-29,6,14,1602.28,1
Jun 2020,2020-06-30,6,13,1776.37,2
Jul 2020,2020-07-30,6,14,1840.37,2
Aug 2020,2020-08-31,6,15,1982.71,2
Sep 2020,2020-09-30,6,14,1975.08,2
Oct 2020,2020-10-30,6,14,381.28,1
Nov 2020,2020-11-27,6,16,2133.01,1
Dec 2020,2020-12-31,6,16,1289.81,1
Jan 2021,2021-01-29,6,16,2380.93,2
Feb 2021,2021-02-26,6,15,2472.09,3
Mar 2021,2021-03-31,6,15,1909.37,2
Apr 2021,2021-04-30,6,16,858.11,1
May 2021,2021-05-31,6,16,3267.87,4
Jun 2021,2021-06-30,6,16,3432.48,3
Jul 2021,2021-07-30,6,16,0.0,0
Aug 2021,2021-08-31,6,18,3567.98,1
Sep 2021,2021-09-30,6,18,38.88,1
Oct 2021,2021-10-29,6,19,3597.99,2
Nov 2021,2021-11-30,6,17,1453.17,2
Dec 2021,2021-12-31,6,18,5904.08,1
Jan 2022,2022-01-31,6,19,5274.9,1
Feb 2022,2022-02-28,6,17,564.25,2
Mar 2022,2022-03-31,6,20,5460.76,3
Apr 2022,2022-04-29,6,18,5541.09,5
May 2022,2022-05-31,6,18,4758.41,3
Jun 2022,2022-06-30,6,17,2334.96,3
Jul 2022,2022-07-29,6,18,4825.79,5
Aug 2022,2022-08-30,6,15,4714.87,5
