Month,Ticker,Invested_Amount,Current_Amount,Portfolio_Total,Weight_Pct
Nov 2016,VSTIND.NS,4747.01,6284.83,16521.91,38.039
Dec 2016,VSTIND.NS,4891.19,6934.8,16453.38,42.148
Jan 2017,VSTIND.NS,4993.87,7031.54,17087.78,41.15
Feb 2017,VSTIND.NS,5171.91,8067.0,18558.79,43.467
Mar 2017,VSTIND.NS,5442.14,8882.25,19511.49,45.523
Apr 2017,VSTIND.NS,5442.14,9438.85,20489.32,46.067
May 2017,VSTIND.NS,4652.0,8207.48,20997.17,39.089
Jun 2017,VSTIND.NS,4811.36,9619.48,22449.7,42.849
Jul 2017,VSTIND.NS,5124.83,8621.69,22590.32,38.165
Aug 2017,BAJFINANCE.NS,2468.63,6939.91,21902.83,31.685
Sep 2017,VSTIND.NS,4849.42,7358.05,22330.55,32.951
Oct 2017,VSTIND.NS,4700.17,7845.76,24498.89,32.025
Nov 2017,VSTIND.NS,4112.12,6932.04,24545.65,28.241
Dec 2017,BAJFINANCE.NS,2108.92,5708.35,24839.02,22.981
Jan 2018,BAJFINANCE.NS,2108.92,5452.13,24034.32,22.685
Feb 2018,BAJFINANCE.NS,2108.92,5329.94,23413.85,22.764
Mar 2018,BAJFINANCE.NS,2108.92,5743.6,22950.36,25.026
Apr 2018,BAJFINANCE.NS,2454.65,6561.68,24686.03,26.581
May 2018,BAJFINANCE.NS,2781.66,7619.33,23560.12,32.34
Jun 2018,BAJFINANCE.NS,2781.66,8292.64,23535.98,35.234
Jul 2018,BAJFINANCE.NS,2781.66,9742.73,25491.559999999998,38.219
Aug 2018,BAJFINANCE.NS,2781.66,10315.83,27740.94,37.186
Sep 2018,BAJFINANCE.NS,2781.66,7829.14,23122.850000000002,33.859
Oct 2018,BAJFINANCE.NS,2754.71,8490.94,23275.09,36.481
Nov 2018,BAJFINANCE.NS,2754.71,9043.86,23830.14,37.951
Dec 2018,BAJFINANCE.NS,2522.08,8194.34,24517.120000000003,33.423
Jan 2019,BAJFINANCE.NS,2393.21,7332.96,24794.87,29.575
Feb 2019,BAJFINANCE.NS,1964.3,5517.36,24244.899999999998,22.757
Mar 2019,BAJFINANCE.NS,1964.3,6239.79,26058.93,23.945
Apr 2019,BAJFINANCE.NS,1964.3,6448.28,26604.11,24.238
May 2019,BAJFINANCE.NS,1964.3,7221.31,27221.21,26.528
Jun 2019,BAJFINANCE.NS,1964.3,7667.03,26836.01,28.57
Jul 2019,BAJFINANCE.NS,1964.3,6773.4,24658.88,27.468
Aug 2019,BAJFINANCE.NS,1964.3,6940.97,25153.22,27.595
Sep 2019,BAJFINANCE.NS,1964.3,8427.16,27557.14,30.581
Oct 2019,BAJFINANCE.NS,1964.3,8388.62,27372.7,30.646
Nov 2019,BAJFINANCE.NS,1964.3,8485.79,27242.14,31.149
Dec 2019,BAJFINANCE.NS,1853.31,8046.71,27699.21,29.05
Jan 2020,BAJFINANCE.NS,1853.31,8295.92,28626.44,28.98
Feb 2020,BAJFINANCE.NS,1659.72,7060.82,26488.12,26.657
Mar 2020,VSTIND.NS,3229.32,2374.23,16547.2,14.348
Apr 2020,VSTIND.NS,3502.57,2787.33,19985.190000000002,13.947
May 2020,VSTIND.NS,3769.61,3262.18,19264.57,16.934
Jun 2020,VSTIND.NS,4065.68,3558.66,21341.55,16.675
Jul 2020,VSTIND.NS,4372.4,3974.95,22200.28,17.905
Aug 2020,AVANTIFEED.NS,4583.74,4260.87,24019.760000000002,17.739
Sep 2020,AVANTIFEED.NS,4912.92,4405.77,23766.52,18.538
Oct 2020,VSTIND.NS,4765.13,4585.7,23614.74,19.419
Nov 2020,AVANTIFEED.NS,4912.92,4620.59,25789.89,17.916
Dec 2020,SONATSOFTW.NS,3806.3,4631.56,27292.72,16.97
Jan 2021,SONATSOFTW.NS,3806.3,4531.19,28565.88,15.862
Feb 2021,SONATSOFTW.NS,3806.3,5611.17,29587.71,18.965
Mar 2021,SONATSOFTW.NS,3806.3,5977.42,29809.02,20.052
Apr 2021,ALKYLAMINE.NS,2870.46,7275.35,35411.17,20.545
May 2021,SONATSOFTW.NS,4350.95,8538.5,39477.29,21.629
Jun 2021,SONATSOFTW.NS,4923.03,10128.08,41954.44,24.141
Jul 2021,SONATSOFTW.NS,4923.03,10475.27,44024.08,23.794
Aug 2021,SONATSOFTW.NS,5517.69,11948.97,42928.03,27.835
Sep 2021,SONATSOFTW.NS,5524.17,12530.56,43580.35,28.753
Oct 2021,SONATSOFTW.NS,5524.17,11980.52,43385.81,27.614
Nov 2021,SONATSOFTW.NS,5766.36,13353.89,49261.84,27.108
Dec 2021,ASAL.NS,1994.99,24137.85,71223.26,33.89
Jan 2022,ASAL.NS,2874.14,18042.8,62687.53,28.782
Feb 2022,SONATSOFTW.NS,6844.42,11672.97,51174.81,22.81
Mar 2022,ASAL.NS,3878.31,24278.54,67256.12,36.099
Apr 2022,ASAL.NS,4801.82,23504.72,66383.56999999999,35.407
May 2022,ASAL.NS,5594.89,19137.07,56714.25,33.743
Jun 2022,ASAL.NS,5984.05,21022.37,55418.42,37.934
Jul 2022,ASAL.NS,6788.35,21380.43,57923.810000000005,36.911
Aug 2022,ASAL.NS,7574.16,20603.48,56104.12,36.724
Sep 2022,ASAL.NS,7574.16,19817.61,54081.26,36.644
Oct 2022,ASAL.NS,8301.54,18788.49,51681.340000000004,36.354
Nov 2022,ASAL.NS,9047.65,20507.75,53168.57,38.571
Dec 2022,ASAL.NS,9751.25,19877.87,50720.3,39.191
Jan 2023,ASAL.NS,9751.25,18964.1,49589.18,38.242
Feb 2023,ASAL.NS,9751.25,15856.74,47800.56,33.173
Mar 2023,SONATSOFTW.NS,6844.42,17718.67,49333.49,35.916
Apr 2023,ASAL.NS,9751.25,18679.4,54211.76,34.456
May 2023,SONATSOFTW.NS,7113.43,20892.77,55741.54,37.482
Jun 2023,SONATSOFTW.NS,7964.11,22573.22,61694.119999999995,36.589
Jul 2023,SONATSOFTW.NS,8882.19,24601.51,67056.18,36.688
Aug 2023,SONATSOFTW.NS,8882.19,24341.92,68822.4,35.369
Sep 2023,SONATSOFTW.NS,8882.19,24627.12,70106.58,35.128
Oct 2023,SONATSOFTW.NS,8882.19,26858.65,73388.15,36.598
Nov 2023,SONATSOFTW.NS,8882.19,31642.99,80821.03,39.152
Dec 2023,SONATSOFTW.NS,10079.19,35883.61,86701.71,41.387
Jan 2024,SONATSOFTW.NS,11328.08,38430.28,90375.20999999999,42.523
Feb 2024,SONATSOFTW.NS,12607.64,41936.51,91979.35,45.593
Mar 2024,SONATSOFTW.NS,12607.64,37354.76,85558.6,43.66
Apr 2024,SONATSOFTW.NS,12607.64,35741.32,94877.06,37.671
May 2024,SONATSOFTW.NS,12607.64,26645.03,87664.19,30.394
Jun 2024,SONATSOFTW.NS,12607.64,30637.26,104407.31999999999,29.344
Jul 2024,SONATSOFTW.NS,12607.64,38104.59,114537.40999999999,33.268
Aug 2024,SONATSOFTW.NS,12607.64,34427.81,109747.31999999999,31.37
Sep 2024,SONATSOFTW.NS,12607.64,32633.38,106192.46,30.73
Oct 2024,SONATSOFTW.NS,12607.64,31648.25,98457.9,32.144
Nov 2024,FACT.NS,17725.74,29198.53,106383.58,27.446
Dec 2024,FACT.NS,17725.74,28552.33,99207.81,28.78
Jan 2025,FACT.NS,17725.74,26807.29,87835.24,30.52
Feb 2025,FACT.NS,17725.74,20134.21,66304.88,30.366
Mar 2025,FACT.NS,17725.74,18617.67,69552.93,26.768
Apr 2025,FACT.NS,17725.74,22295.5,76718.16,29.062
May 2025,FACT.NS,17725.74,25701.17,82302.61,31.228
Jun 2025,FACT.NS,17725.74,28367.49,84361.13,33.626
Jul 2025,FACT.NS,17725.74,27377.81,84160.2,32.531
Aug 2025,FACT.NS,17277.06,25722.99,81163.5,31.693
Sep 2025,FACT.NS,17277.06,24833.01,81555.01,30.449
