Month,Ticker,Invested_Amount,Current_Amount,Portfolio_Total,Weight_Pct
Jul 2014,ECLERX.NS,166.67,183.97,1013.39,18.154
Aug 2014,KKCL.NS,365.62,370.83,1971.27,18.812
Sep 2014,VSTIND.NS,701.36,708.5,3250.4,21.797
Oct 2014,VSTIND.NS,1039.28,1159.66,4301.13,26.962
Nov 2014,VSTIND.NS,1340.65,1484.93,5704.68,26.03
Dec 2014,VSTIND.NS,1507.32,1701.59,6833.87,24.899
Jan 2015,VSTIND.NS,1705.29,1868.99,7998.82,23.366
Feb 2015,VSTIND.NS,2054.86,2069.26,9251.41,22.367
Mar 2015,VSTIND.NS,2309.33,2103.03,10370.12,20.28
Apr 2015,VSTIND.NS,2668.67,2543.87,11911.13,21.357
May 2015,VSTIND.NS,3031.28,2993.4,13065.27,22.911
Jun 2015,VSTIND.NS,3388.59,3284.33,13655.61,24.051
Jul 2015,VSTIND.NS,3595.1,3723.48,14973.36,24.867
Aug 2015,VSTIND.NS,3595.1,3197.07,13848.45,23.086
Sep 2015,VSTIND.NS,3787.1,3643.1,13854.47,26.295
Oct 2015,VSTIND.NS,3888.7,3742.62,14353.619999999999,26.074
Nov 2015,ZENSARTECH.NS,2560.61,4148.6,14669.23,28.281
Dec 2015,ZENSARTECH.NS,2769.8,4359.15,15089.76,28.888
Jan 2016,VSTIND.NS,4460.67,4542.34,13928.630000000001,32.612
Feb 2016,VSTIND.NS,4615.27,4186.84,12592.09,33.25
Mar 2016,VSTIND.NS,4806.43,4781.83,13848.67,34.529
Apr 2016,VSTIND.NS,5001.62,4917.33,13866.52,35.462
May 2016,VSTIND.NS,5187.51,5176.81,13855.25,37.364
Jun 2016,VSTIND.NS,5187.51,5303.14,14310.22,37.058
Jul 2016,VSTIND.NS,5291.02,6478.65,16541.5,39.166
Aug 2016,VSTIND.NS,5376.69,7470.73,17905.47,41.723
Sep 2016,VSTIND.NS,5413.1,7345.91,17159.88,42.809
Oct 2016,VSTIND.NS,5444.89,7713.76,17254.12,44.707
