Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Available_for_Liquidation,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing
Jul 2014,2014-07-31,12000.0,0.0,1000.0,0.0,0.0,1000.0,0.0,1000.0,11000.0,1013.38
Aug 2014,2014-08-28,11000.0,1008.11,1000.675733,0.0,193.73,1000.0,193.73,1193.73,10000.0,1971.28
Sep 2014,2014-09-30,10000.0,2173.32,1014.443555,0.0,1014.44,1000.0,1014.44,2014.44,9000.0,3250.41
Oct 2014,2014-10-31,9000.0,3330.14,1027.511759,0.0,1027.51,1000.0,1027.51,2027.51,8000.0,4301.13
Nov 2014,2014-11-28,8000.0,4556.65,1046.38733,0.0,808.22,1000.0,808.22,1808.22,7000.0,5704.67
Dec 2014,2014-12-31,7000.0,5840.08,1070.006454,0.0,0.0,1000.0,0.0,1000.0,6000.0,6833.86
Jan 2015,2015-01-30,6000.0,6979.61,1081.634467,0.0,187.83,1000.0,187.83,1187.83,5000.0,7998.81
Feb 2015,2015-02-27,5000.0,8169.14,1097.428612,0.0,1097.43,1000.0,1097.43,2097.43,4000.0,9251.41
Mar 2015,2015-03-31,4000.0,9334.35,1111.196093,0.0,526.82,1000.0,526.82,1526.82,3000.0,10370.14
Apr 2015,2015-04-30,3000.0,10872.44,1156.036808,0.0,1156.04,1000.0,1156.04,2156.04,2000.0,11911.11
May 2015,2015-05-29,2000.0,12107.88,1175.65676,0.0,1175.66,1000.0,1175.66,2175.66,1000.0,13065.28
Jun 2015,2015-06-30,1000.0,12726.65,1143.887672,0.0,1143.89,1000.0,1143.89,2143.89,0.0,13655.62
Jul 2015,2015-07-31,0.0,14868.17,1239.01424,0.0,1239.01,0.0,1239.01,1239.01,0.0,14973.35
Aug 2015,2015-08-31,0.0,13941.19,1161.766094,0.0,1161.77,0.0,1161.77,1161.77,0.0,13848.46
Sep 2015,2015-09-30,0.0,13824.31,1152.025532,0.0,1152.03,0.0,1152.03,1152.03,0.0,13854.46
Oct 2015,2015-10-30,0.0,14345.5,1195.458646,0.0,609.58,0.0,609.58,609.58,0.0,14353.61
Nov 2015,2015-11-30,0.0,14641.65,1220.137734,0.0,1013.27,0.0,1013.27,1013.27,0.0,14669.23
Dec 2015,2015-12-31,0.0,15061.44,1255.119759,0.0,1255.12,0.0,1255.12,1255.12,0.0,15089.77
Jan 2016,2016-01-29,0.0,13961.05,1163.42056,0.0,1163.42,0.0,1163.42,1163.42,0.0,13928.63
Feb 2016,2016-02-29,0.0,12652.73,1054.393798,0.0,927.6,0.0,927.6,927.6,0.0,12592.09
Mar 2016,2016-03-31,0.0,13763.45,1146.953951,0.0,1146.95,0.0,1146.95,1146.95,0.0,13848.66
Apr 2016,2016-04-29,0.0,14054.32,1171.193461,0.0,1171.19,0.0,1171.19,1171.19,0.0,13866.52
May 2016,2016-05-31,0.0,14030.81,1169.233797,0.0,1115.29,0.0,1115.29,1115.29,0.0,13855.26
Jun 2016,2016-06-30,0.0,14310.22,1192.517964,0.0,0.0,0.0,0.0,0.0,0.0,14310.22
Jul 2016,2016-07-29,0.0,16595.14,1382.928631,0.0,621.09,0.0,621.09,621.09,0.0,16541.5
Aug 2016,2016-08-31,0.0,17858.71,1488.225975,0.0,514.0,0.0,514.0,514.0,0.0,17905.47
Sep 2016,2016-09-30,0.0,17153.52,1429.460074,0.0,218.48,0.0,218.48,218.48,0.0,17159.88
Oct 2016,2016-10-28,0.0,17244.82,1437.067994,0.0,190.72,0.0,190.72,190.72,0.0,17254.12
Nov 2016,2016-11-30,0.0,16605.21,1383.767482,0.0,1383.77,0.0,1383.77,1383.77,0.0,16521.91
Dec 2016,2016-12-30,0.0,16452.06,1371.004884,0.0,865.07,0.0,865.07,865.07,0.0,16453.38
Jan 2017,2017-01-31,0.0,17048.46,1420.705403,0.0,616.13,0.0,616.13,616.13,0.0,17087.79
Feb 2017,2017-02-28,0.0,18474.92,1539.576953,0.0,1068.25,0.0,1068.25,1068.25,0.0,18558.78
Mar 2017,2017-03-31,0.0,19456.48,1621.373319,0.0,1621.37,0.0,1621.37,1621.37,0.0,19511.5
Apr 2017,2017-04-28,0.0,20489.3,1707.441516,0.0,0.0,0.0,0.0,0.0,0.0,20489.3
May 2017,2017-05-31,0.0,20997.53,1749.794106,0.0,1749.79,0.0,1749.79,1749.79,0.0,20997.18
Jun 2017,2017-06-30,0.0,22431.51,1869.292907,0.0,956.16,0.0,956.16,956.16,0.0,22449.69
Jul 2017,2017-07-31,0.0,22569.39,1880.782536,0.0,1880.78,0.0,1880.78,1880.78,0.0,22590.34
Aug 2017,2017-08-31,0.0,21900.85,1825.07088,0.0,1825.07,0.0,1825.07,1825.07,0.0,21902.84
Sep 2017,2017-09-29,0.0,22370.89,1864.241232,0.0,1864.24,0.0,1864.24,1864.24,0.0,22330.55
Oct 2017,2017-10-31,0.0,24300.56,2025.046331,0.0,2025.05,0.0,2025.05,2025.05,0.0,24498.89
Nov 2017,2017-11-30,0.0,24480.11,2040.008934,0.0,2040.01,0.0,2040.01,2040.01,0.0,24545.64
Dec 2017,2017-12-29,0.0,24767.73,2063.97765,0.0,2063.98,0.0,2063.98,2063.98,0.0,24839.01
Jan 2018,2018-01-31,0.0,24136.6,2011.383113,0.0,2011.38,0.0,2011.38,2011.38,0.0,24034.33
Feb 2018,2018-02-28,0.0,23518.13,1959.843988,0.0,1959.84,0.0,1959.84,1959.84,0.0,23413.84
Mar 2018,2018-03-28,0.0,23019.3,1918.274833,0.0,1918.27,0.0,1918.27,1918.27,0.0,22950.37
Apr 2018,2018-04-30,0.0,24892.46,2074.37187,0.0,2074.37,0.0,2074.37,2074.37,0.0,24686.03
