Ticker,Quantity,Avg_Buy_Price,Invested_Amount,Current_Price,Current_Amount,Percent_of_Portfolio,Month,Date
BALKRISIND.NS,0.459719,362.54,166.67,388.82,178.75,17.639,Jul 2014,2014-07-31
KKCL.NS,0.494457,337.07,166.67,354.02,175.05,17.274,Jul 2014,2014-07-31
AJANTPHARM.NS,0.381028,437.41,166.67,430.39,163.99,16.183,Jul 2014,2014-07-31
VSTIND.NS,1.028258,162.09,166.67,139.1,143.04,14.115,Jul 2014,2014-07-31
ECLERX.NS,0.284839,585.13,166.67,645.88,183.97,18.154,Jul 2014,2014-07-31
WIPRO.NS,1.651596,100.91,166.67,102.08,168.59,16.636,Jul 2014,2014-07-31
BALKRISIND.NS,0.986049,370.79,365.62,356.81,351.83,17.848,Aug 2014,2014-08-28
KKCL.NS,1.074246,340.35,365.62,345.2,370.83,18.812,Aug 2014,2014-08-28
AJANTPHARM.NS,0.826568,442.34,365.62,423.99,350.45,17.778,Aug 2014,2014-08-28
VSTIND.NS,2.452413,149.09,365.62,139.14,341.22,17.31,Aug 2014,2014-08-28
WIPRO.NS,1.651596,100.91,166.67,105.98,175.04,8.879,Aug 2014,2014-08-28
ZENSARTECH.NS,2.413616,82.43,198.95,88.86,214.47,10.88,Aug 2014,2014-08-28
ENGINERSIN.NS,1.431327,139.0,198.95,116.97,167.43,8.493,Aug 2014,2014-08-28
KKCL.NS,0.851149,341.21,290.42,368.64,313.77,9.653,Sep 2014,2014-09-30
VSTIND.NS,4.78645,146.53,701.36,148.02,708.5,21.797,Sep 2014,2014-09-30
WIPRO.NS,1.651596,100.91,166.67,111.9,184.81,5.686,Sep 2014,2014-09-30
ZENSARTECH.NS,2.413616,82.43,198.95,123.17,297.29,9.146,Sep 2014,2014-09-30
NAUKRI.NS,2.270205,147.89,335.74,170.18,386.34,11.886,Sep 2014,2014-09-30
WHIRLPOOL.NS,0.732179,458.55,335.74,440.8,322.74,9.929,Sep 2014,2014-09-30
ATUL.NS,0.24656,1361.7,335.74,1389.6,342.62,10.541,Sep 2014,2014-09-30
PIDILITIND.NS,1.64076,204.62,335.74,198.55,325.77,10.022,Sep 2014,2014-09-30
BERGEPAINT.NS,3.267454,102.75,335.74,112.8,368.56,11.339,Sep 2014,2014-09-30
KKCL.NS,1.775333,353.93,628.34,338.67,601.25,13.979,Oct 2014,2014-10-31
VSTIND.NS,7.026884,147.9,1039.28,165.03,1159.66,26.962,Oct 2014,2014-10-31
WIPRO.NS,1.651596,100.91,166.67,105.69,174.56,4.058,Oct 2014,2014-10-31
ZENSARTECH.NS,5.148914,104.27,536.87,121.45,625.34,14.539,Oct 2014,2014-10-31
NAUKRI.NS,2.19634,147.89,324.82,168.6,370.3,8.609,Oct 2014,2014-10-31
BERGEPAINT.NS,3.267454,102.75,335.74,118.27,386.45,8.985,Oct 2014,2014-10-31
RATNAMANI.NS,1.189994,283.97,337.92,306.1,364.26,8.469,Oct 2014,2014-10-31
ASTRAL.NS,1.884865,179.28,337.92,153.2,288.77,6.714,Oct 2014,2014-10-31
BALKRISIND.NS,0.873009,387.07,337.92,378.62,330.54,7.685,Oct 2014,2014-10-31
KKCL.NS,1.775333,353.93,628.34,379.21,673.22,11.801,Nov 2014,2014-11-28
VSTIND.NS,8.850607,151.48,1340.65,167.78,1484.93,26.03,Nov 2014,2014-11-28
WIPRO.NS,1.651596,100.91,166.67,109.84,181.41,3.18,Nov 2014,2014-11-28
ZENSARTECH.NS,7.615118,110.08,838.24,118.11,899.42,15.766,Nov 2014,2014-11-28
RATNAMANI.NS,2.157992,296.24,639.29,392.3,846.58,14.84,Nov 2014,2014-11-28
ASTRAL.NS,3.77111,169.52,639.29,196.18,739.81,12.968,Nov 2014,2014-11-28
BALKRISIND.NS,1.635992,390.77,639.29,309.39,506.17,8.873,Nov 2014,2014-11-28
AJANTPHARM.NS,0.592316,508.8,301.37,629.96,373.14,6.541,Nov 2014,2014-11-28
KKCL.NS,1.775333,353.93,628.34,389.07,690.73,10.107,Dec 2014,2014-12-31
VSTIND.NS,9.841705,153.16,1507.32,172.9,1701.59,24.899,Dec 2014,2014-12-31
WIPRO.NS,1.651596,100.91,166.67,104.1,171.93,2.516,Dec 2014,2014-12-31
ZENSARTECH.NS,7.615118,110.08,838.24,120.88,920.52,13.47,Dec 2014,2014-12-31
RATNAMANI.NS,2.583814,311.92,805.96,462.53,1195.1,17.488,Dec 2014,2014-12-31
ASTRAL.NS,4.604339,175.04,805.96,177.12,815.52,11.934,Dec 2014,2014-12-31
BALKRISIND.NS,2.186088,368.67,805.96,301.35,658.79,9.64,Dec 2014,2014-12-31
AJANTPHARM.NS,0.851679,549.55,468.04,620.57,528.53,7.734,Dec 2014,2014-12-31
INFY.NS,0.306524,543.73,166.67,493.14,151.16,2.212,Dec 2014,2014-12-31
KKCL.NS,2.292299,360.47,826.31,383.74,879.65,10.997,Jan 2015,2015-01-30
VSTIND.NS,10.96501,155.52,1705.29,170.45,1868.99,23.366,Jan 2015,2015-01-30
ZENSARTECH.NS,7.615118,110.08,838.24,130.48,993.62,12.422,Jan 2015,2015-01-30
RATNAMANI.NS,3.011801,333.33,1003.93,467.03,1406.61,17.585,Jan 2015,2015-01-30
ASTRAL.NS,5.734849,175.06,1003.93,171.77,985.05,12.315,Jan 2015,2015-01-30
BALKRISIND.NS,2.840041,353.49,1003.93,319.03,906.06,11.327,Jan 2015,2015-01-30
AJANTPHARM.NS,1.166507,570.94,666.01,681.27,794.7,9.935,Jan 2015,2015-01-30
INFY.NS,0.306524,543.73,166.67,535.47,164.14,2.052,Jan 2015,2015-01-30
KKCL.NS,3.280347,358.46,1175.88,360.13,1181.35,12.769,Feb 2015,2015-02-27
VSTIND.NS,13.046299,157.51,2054.86,158.61,2069.26,22.367,Feb 2015,2015-02-27
ZENSARTECH.NS,10.339335,114.88,1187.81,144.37,1492.69,16.135,Feb 2015,2015-02-27
RATNAMANI.NS,1.149922,397.27,456.83,496.17,570.55,6.167,Feb 2015,2015-02-27
ASTRAL.NS,7.750483,174.63,1353.5,200.34,1552.73,16.784,Feb 2015,2015-02-27
BALKRISIND.NS,2.840041,353.49,1003.93,295.82,840.15,9.081,Feb 2015,2015-02-27
AJANTPHARM.NS,1.682698,603.54,1015.58,726.97,1223.28,13.223,Feb 2015,2015-02-27
TORNTPHARM.NS,0.616202,567.3,349.57,521.58,321.4,3.474,Feb 2015,2015-02-27
KKCL.NS,3.967434,360.52,1430.35,425.16,1686.79,16.266,Mar 2015,2015-03-31
VSTIND.NS,14.721493,156.87,2309.33,142.85,2103.03,20.28,Mar 2015,2015-03-31
ZENSARTECH.NS,12.103055,119.17,1442.28,128.62,1556.69,15.011,Mar 2015,2015-03-31
ASTRAL.NS,9.037145,177.93,1607.97,201.53,1821.28,17.563,Mar 2015,2015-03-31
BALKRISIND.NS,2.840041,353.49,1003.93,324.52,921.66,8.888,Mar 2015,2015-03-31
AJANTPHARM.NS,2.00799,632.5,1270.05,819.33,1645.21,15.865,Mar 2015,2015-03-31
