Month,Date,Stock,Liquidated_Qty,Liquidated_Amount,Reason,Remaining_Qty,Portfolio_Value_After
Mar 2015,2015-03-31,IGL.NS,2.048413,150.65,Lot-sellable (within limit),0.0,9258.35
May 2015,2015-05-29,ENGINERSIN.NS,1.651399,129.54,Lot-sellable (within limit),0.0,11753.1
May 2015,2015-05-29,BERGEPAINT.NS,1.527107,182.38,Lot-sellable (within limit),0.0,11753.1
Jun 2015,2015-06-30,BALKRISIND.NS,0.501988,164.37,Lot-sellable (over limit - PARTIAL_ALLOWED=False),2.513859,11828.4
Jun 2015,2015-06-30,BALKRISIND.NS,0.481454,157.65,Lot-sellable (over limit - PARTIAL_ALLOWED=False),2.032406,11828.4
Jun 2015,2015-06-30,BALKRISIND.NS,0.504863,165.31,Lot-sellable (over limit - PARTIAL_ALLOWED=False),1.527543,11828.4
Jun 2015,2015-06-30,BALKRISIND.NS,0.468927,153.55,Lot-sellable (over limit - PARTIAL_ALLOWED=False),1.058616,11828.4
Jun 2015,2015-06-30,BALKRISIND.NS,0.45953,150.47,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.599085,11828.4
Jun 2015,2015-06-30,ADANIPORTS.NS,0.663633,194.52,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.0,11828.4
Jun 2015,2015-06-30,CENTURYPLY.NS,1.095364,204.58,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.0,11828.4
Jul 2015,2015-07-31,AJANTPHARM.NS,0.415852,401.32,Lot-sellable (within limit),2.767836,14445.61
Jul 2015,2015-07-31,ASTRAL.NS,0.941336,155.56,Lot-sellable (within limit),2.862925,14445.61
Aug 2015,2015-08-31,AJANTPHARM.NS,0.404786,374.63,Lot-sellable (within limit),2.36305,15735.51
Sep 2015,2015-09-30,AJANTPHARM.NS,0.416514,380.33,Lot-sellable (within limit),1.946536,14955.08
Sep 2015,2015-09-30,TORNTPHARM.NS,0.488172,307.44,Lot-sellable (within limit),3.273962,14955.08
Sep 2015,2015-09-30,NAUKRI.NS,0.234473,180.59,Lot-sellable (within limit),0.0,14955.08
Sep 2015,2015-09-30,ICRA.NS,0.070065,261.94,Lot-sellable (within limit),0.053713,14955.08
Sep 2015,2015-09-30,ICRA.NS,0.053713,200.81,Lot-sellable (within limit),0.0,14955.08
Oct 2015,2015-10-30,TORNTPHARM.NS,0.458064,295.95,Lot-sellable (within limit),2.815898,16682.29
Nov 2015,2015-11-30,KKCL.NS,0.624413,197.08,Lot-sellable (within limit),1.675631,15355.34
Nov 2015,2015-11-30,KKCL.NS,0.61335,193.59,Lot-sellable (within limit),1.062281,15355.34
Nov 2015,2015-11-30,KKCL.NS,0.572612,180.73,Lot-sellable (within limit),0.48967,15355.34
Nov 2015,2015-11-30,KKCL.NS,0.48967,154.55,Lot-sellable (within limit),0.0,15355.34
Nov 2015,2015-11-30,AJANTPHARM.NS,0.355259,290.7,Lot-sellable (within limit),1.591277,15355.34
Nov 2015,2015-11-30,ASTRAL.NS,1.056269,194.77,Lot-sellable (within limit),1.806656,15355.34
Nov 2015,2015-11-30,ASTRAL.NS,0.843352,155.51,Lot-sellable (within limit),0.963304,15355.34
Dec 2015,2015-12-31,AJANTPHARM.NS,0.281288,231.16,Lot-sellable (within limit),1.309988,16719.37
Jan 2016,2016-01-29,AJANTPHARM.NS,0.28745,225.97,Lot-sellable (within limit),1.022539,15615.63
Jan 2016,2016-01-29,ASTRAL.NS,0.963304,181.19,Lot-sellable (within limit),0.0,15615.63
Feb 2016,2016-02-29,AJANTPHARM.NS,0.266911,214.46,Lot-sellable (within limit),0.755627,13821.99
Feb 2016,2016-02-29,KAJARIACER.NS,0.534827,215.75,Lot-sellable (within limit),0.235195,13821.99
Feb 2016,2016-02-29,KAJARIACER.NS,0.087053,35.12,Lot-sellable (within limit),0.148142,13821.99
Feb 2016,2016-02-29,KAJARIACER.NS,0.148142,59.76,Lot-sellable (within limit),0.0,13821.99
Feb 2016,2016-02-29,ECLERX.NS,0.254408,221.54,Lot-sellable (within limit),0.072111,13821.99
Feb 2016,2016-02-29,ECLERX.NS,0.072111,62.8,Lot-sellable (within limit),0.0,13821.99
Feb 2016,2016-02-29,DIVISLAB.NS,0.036799,32.24,Lot-sellable (within limit),0.0,13821.99
Mar 2016,2016-03-31,AJANTPHARM.NS,0.265872,232.54,Lot-sellable (within limit),0.489755,15922.81
Apr 2016,2016-04-29,AJANTPHARM.NS,0.221641,208.34,Lot-sellable (within limit),0.268114,16507.48
May 2016,2016-05-31,AJANTPHARM.NS,0.268114,252.73,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.0,15156.21
