Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,6,6,0.0,0
Aug 2014,2014-08-28,6,8,0.0,0
Sep 2014,2014-09-30,6,12,0.0,0
Oct 2014,2014-10-31,6,14,0.0,0
Nov 2014,2014-11-28,6,14,0.0,0
Dec 2014,2014-12-31,6,14,0.0,0
Jan 2015,2015-01-30,6,15,0.0,0
Feb 2015,2015-02-27,6,16,0.0,0
Mar 2015,2015-03-31,6,16,150.65,1
Apr 2015,2015-04-30,6,16,0.0,0
May 2015,2015-05-29,6,17,311.92,2
Jun 2015,2015-06-30,6,17,1190.44,7
Jul 2015,2015-07-31,6,18,556.88,2
Aug 2015,2015-08-31,6,21,374.63,1
Sep 2015,2015-09-30,6,19,1331.11,5
Oct 2015,2015-10-30,6,19,295.95,1
Nov 2015,2015-11-30,6,19,1366.93,7
Dec 2015,2015-12-31,6,20,231.16,1
Jan 2016,2016-01-29,6,19,407.16,2
Feb 2016,2016-02-29,6,16,841.66,7
Mar 2016,2016-03-31,6,17,232.54,1
Apr 2016,2016-04-29,6,19,208.34,1
May 2016,2016-05-31,6,16,1664.87,6
Jun 2016,2016-06-30,6,16,484.23,1
Jul 2016,2016-07-29,6,18,40.77,1
Aug 2016,2016-08-31,6,20,2034.52,7
Sep 2016,2016-09-30,6,20,0.0,0
Oct 2016,2016-10-28,6,21,2135.27,11
Nov 2016,2016-11-30,6,16,13814.4,43
Dec 2016,2016-12-30,6,16,32.05,1
Jan 2017,2017-01-31,6,16,0.0,0
Feb 2017,2017-02-28,6,16,0.0,0
Mar 2017,2017-03-31,6,16,0.0,0
Apr 2017,2017-04-28,6,16,0.0,0
May 2017,2017-05-31,6,15,3295.69,16
Jun 2017,2017-06-30,6,15,0.0,0
Jul 2017,2017-07-31,6,16,3931.98,14
Aug 2017,2017-08-31,6,15,2127.4,4
Sep 2017,2017-09-29,6,16,520.08,1
Oct 2017,2017-10-31,6,18,3397.6,10
Nov 2017,2017-11-30,6,20,18916.38,7
Dec 2017,2017-12-29,6,20,37.41,3
Jan 2018,2018-01-31,6,20,0.0,0
Feb 2018,2018-02-28,6,21,898.8,2
Mar 2018,2018-03-28,6,19,993.66,2
Apr 2018,2018-04-30,6,18,10486.09,16
May 2018,2018-05-31,6,18,0.0,0
Jun 2018,2018-06-29,6,16,6204.43,4
Jul 2018,2018-07-31,6,13,10825.73,14
Aug 2018,2018-08-31,6,12,673.69,3
Sep 2018,2018-09-28,6,13,107.85,1
Oct 2018,2018-10-31,6,15,740.06,1
Nov 2018,2018-11-30,6,14,6259.63,6
Dec 2018,2018-12-31,6,14,0.0,0
Jan 2019,2019-01-31,6,14,0.0,0
Feb 2019,2019-02-28,6,14,0.0,0
Mar 2019,2019-03-29,6,15,386.55,2
Apr 2019,2019-04-30,6,16,3572.85,3
May 2019,2019-05-31,6,16,505.33,1
Jun 2019,2019-06-28,6,18,1502.91,1
Jul 2019,2019-07-31,6,19,5739.36,5
Aug 2019,2019-08-30,6,19,256.75,2
Sep 2019,2019-09-30,6,19,1946.8,9
Oct 2019,2019-10-31,6,20,119.46,1
Nov 2019,2019-11-29,6,19,2825.22,3
Dec 2019,2019-12-31,6,18,7982.91,17
Jan 2020,2020-01-31,6,18,1266.94,1
Feb 2020,2020-02-28,6,18,0.0,0
Mar 2020,2020-03-31,6,18,920.76,5
Apr 2020,2020-04-30,6,21,1584.59,3
May 2020,2020-05-29,6,20,2640.01,10
Jun 2020,2020-06-30,6,19,296.12,1
Jul 2020,2020-07-30,6,20,8385.8,15
Aug 2020,2020-08-31,6,21,68.88,1
Sep 2020,2020-09-30,6,21,1981.12,6
Oct 2020,2020-10-30,6,21,0.0,0
Nov 2020,2020-11-27,6,23,771.4,1
Dec 2020,2020-12-31,6,21,3375.48,3
Jan 2021,2021-01-29,6,20,332.62,1
Feb 2021,2021-02-26,6,20,0.0,0
Mar 2021,2021-03-31,6,20,0.0,0
Apr 2021,2021-04-30,6,23,480.66,1
May 2021,2021-05-31,6,22,2863.98,3
Jun 2021,2021-06-30,6,22,166.16,2
Jul 2021,2021-07-30,6,24,9636.46,3
Aug 2021,2021-08-31,6,22,1197.41,6
Sep 2021,2021-09-30,6,22,2359.23,3
Oct 2021,2021-10-29,6,22,24365.28,14
Nov 2021,2021-11-30,6,22,632.99,2
Dec 2021,2021-12-31,6,22,3592.89,6
Jan 2022,2022-01-31,6,22,17970.01,16
Feb 2022,2022-02-28,6,22,0.0,0
Mar 2022,2022-03-31,6,21,2703.13,8
Apr 2022,2022-04-29,6,21,360.2,2
May 2022,2022-05-31,6,21,0.0,0
Jun 2022,2022-06-30,6,21,0.0,0
Jul 2022,2022-07-29,6,20,10802.67,19
Aug 2022,2022-08-30,6,21,308.99,1
Sep 2022,2022-09-30,6,19,34732.13,24
Oct 2022,2022-10-31,6,19,0.0,0
Nov 2022,2022-11-30,6,19,0.0,0
Dec 2022,2022-12-30,6,23,4704.12,1
Jan 2023,2023-01-31,6,26,8079.86,5
Feb 2023,2023-02-28,6,27,4663.58,2
Mar 2023,2023-03-31,6,27,2647.53,4
Apr 2023,2023-04-28,6,29,91.32,1
May 2023,2023-05-31,6,24,13510.88,21
Jun 2023,2023-06-30,6,25,11981.4,9
Jul 2023,2023-07-31,6,27,928.9,3
Aug 2023,2023-08-31,6,29,111.27,1
Sep 2023,2023-09-29,6,29,34936.18,7
Oct 2023,2023-10-31,6,28,11583.43,10
Nov 2023,2023-11-30,6,30,20750.96,6
Dec 2023,2023-12-29,6,28,21188.27,10
Jan 2024,2024-01-31,6,27,12529.88,5
Feb 2024,2024-02-29,6,28,9104.49,4
Mar 2024,2024-03-28,6,27,5480.31,5
Apr 2024,2024-04-30,6,29,8018.05,7
May 2024,2024-05-31,6,28,26065.1,4
Jun 2024,2024-06-28,6,28,4144.89,1
Jul 2024,2024-07-31,6,27,12328.29,16
Aug 2024,2024-08-30,6,26,108.35,3
Sep 2024,2024-09-30,6,27,24727.85,2
Oct 2024,2024-10-31,6,26,16166.81,4
Nov 2024,2024-11-29,6,27,13780.81,2
Dec 2024,2024-12-31,6,26,8111.7,2
Jan 2025,2025-01-31,6,25,10474.07,6
Feb 2025,2025-02-28,6,22,35437.67,14
Mar 2025,2025-03-31,6,20,42484.86,17
Apr 2025,2025-04-30,6,22,5446.17,4
May 2025,2025-05-30,6,23,23305.77,4
Jun 2025,2025-06-30,6,22,2581.46,2
Jul 2025,2025-07-31,6,20,40960.72,18
Aug 2025,2025-08-29,6,18,15270.34,5
Sep 2025,2025-09-30,6,20,6830.83,5
