Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing,Stocks_Affected
Jul 2014,2014-07-31,12000.0,0.0,1000.0,0.0,1000.0,0.0,1000.0,11000.0,1189.95,0
Aug 2014,2014-08-28,11000.0,1206.11,1017.176074,0.0,1000.0,0.0,1000.0,10000.0,2176.95,0
Sep 2014,2014-09-30,10000.0,2372.77,1031.064533,0.0,1000.0,0.0,1000.0,9000.0,3419.04,0
Oct 2014,2014-10-31,9000.0,3465.16,1038.763619,0.0,1000.0,0.0,1000.0,8000.0,4435.33,0
Nov 2014,2014-11-28,8000.0,4669.6,1055.800353,0.0,1000.0,0.0,1000.0,7000.0,5751.55,0
Dec 2014,2014-12-31,7000.0,5866.7,1072.224878,0.0,1000.0,0.0,1000.0,6000.0,6878.27,0
Jan 2015,2015-01-30,6000.0,7098.07,1091.506079,0.0,1000.0,0.0,1000.0,5000.0,8112.39,0
Feb 2015,2015-02-27,5000.0,8321.5,1110.125147,0.0,1000.0,0.0,1000.0,4000.0,9299.8,0
Mar 2015,2015-03-31,4000.0,9409.0,1117.416635,150.65,1000.0,150.65,1150.65,3000.0,10375.02,1
Apr 2015,2015-04-30,3000.0,10700.84,1141.736841,0.0,1000.0,0.0,1000.0,2000.0,11718.59,0
May 2015,2015-05-29,2000.0,12065.02,1172.084913,311.92,1000.0,311.92,1311.92,1000.0,13115.54,2
Jun 2015,2015-06-30,1000.0,13018.84,1168.236539,1190.44,1000.0,1190.44,2190.44,0.0,13926.04,7
Jul 2015,2015-07-31,0.0,15002.49,1250.207425,556.88,0.0,556.88,556.88,0.0,15064.64,2
Aug 2015,2015-08-31,0.0,16110.14,1342.511668,374.63,0.0,374.63,374.63,0.0,16071.39,1
Sep 2015,2015-09-30,0.0,16286.2,1357.182977,1331.11,0.0,1331.11,1331.11,0.0,16355.22,5
Oct 2015,2015-10-30,0.0,16978.25,1414.853997,295.95,0.0,295.95,295.95,0.0,16989.6,1
Nov 2015,2015-11-30,0.0,16722.26,1393.522044,1366.93,0.0,1366.93,1366.93,0.0,16733.22,7
Dec 2015,2015-12-31,0.0,16950.53,1412.544415,231.16,0.0,231.16,231.16,0.0,16960.69,1
Jan 2016,2016-01-29,0.0,16022.79,1335.232302,407.16,0.0,407.16,407.16,0.0,16011.69,2
Feb 2016,2016-02-29,0.0,14663.65,1221.970531,841.66,0.0,841.66,841.66,0.0,14604.58,7
Mar 2016,2016-03-31,0.0,16155.35,1346.278759,232.54,0.0,232.54,232.54,0.0,16172.35,1
Apr 2016,2016-04-29,0.0,16715.82,1392.984958,208.34,0.0,208.34,208.34,0.0,16714.51,1
May 2016,2016-05-31,0.0,16821.08,1401.756603,1664.87,0.0,1664.87,1664.87,0.0,16816.54,6
Jun 2016,2016-06-30,0.0,17269.38,1439.114844,484.23,0.0,484.23,484.23,0.0,17274.84,1
Jul 2016,2016-07-29,0.0,19191.8,1599.316965,40.77,0.0,40.77,40.77,0.0,19194.47,1
Aug 2016,2016-08-31,0.0,24699.18,2058.264635,2034.52,0.0,2034.52,2034.52,0.0,25108.7,7
Sep 2016,2016-09-30,0.0,24559.32,2046.609679,0.0,0.0,0.0,0.0,0.0,24559.32,0
Oct 2016,2016-10-28,0.0,25377.51,2114.792369,2135.27,0.0,2135.27,2135.27,0.0,25481.62,11
Nov 2016,2016-11-30,0.0,24355.71,2029.642609,13814.4,0.0,13814.4,13814.4,0.0,23595.16,43
Dec 2016,2016-12-30,0.0,23284.97,1940.414394,32.05,0.0,32.05,32.05,0.0,23285.23,1
Jan 2017,2017-01-31,0.0,25981.15,2165.095497,0.0,0.0,0.0,0.0,0.0,25981.15,0
Feb 2017,2017-02-28,0.0,27949.98,2329.164635,0.0,0.0,0.0,0.0,0.0,27949.98,0
Mar 2017,2017-03-31,0.0,29109.1,2425.758494,0.0,0.0,0.0,0.0,0.0,29109.1,0
Apr 2017,2017-04-28,0.0,30517.72,2543.143708,0.0,0.0,0.0,0.0,0.0,30517.72,0
May 2017,2017-05-31,0.0,30346.67,2528.889496,3295.69,0.0,3295.69,3295.69,0.0,30693.55,16
Jun 2017,2017-06-30,0.0,32575.22,2714.601703,0.0,0.0,0.0,0.0,0.0,32575.22,0
Jul 2017,2017-07-31,0.0,35651.51,2970.959444,3931.98,0.0,3931.98,3931.98,0.0,35841.33,14
Aug 2017,2017-08-31,0.0,36897.33,3074.777178,2127.4,0.0,2127.4,2127.4,0.0,36839.62,4
Sep 2017,2017-09-29,0.0,37889.17,3157.430896,520.08,0.0,520.08,520.08,0.0,37894.28,1
Oct 2017,2017-10-31,0.0,41230.58,3435.881491,3397.6,0.0,3397.6,3397.6,0.0,41648.81,10
Nov 2017,2017-11-30,0.0,45100.88,3758.406484,18916.38,0.0,18916.38,18916.38,0.0,45837.51,7
Dec 2017,2017-12-29,0.0,48189.76,4015.813635,37.41,0.0,37.41,37.41,0.0,48191.06,3
Jan 2018,2018-01-31,0.0,45889.06,3824.088529,0.0,0.0,0.0,0.0,0.0,45889.06,0
Feb 2018,2018-02-28,0.0,43835.34,3652.94464,898.8,0.0,898.8,898.8,0.0,43780.12,2
Mar 2018,2018-03-28,0.0,42099.0,3508.249724,993.66,0.0,993.66,993.66,0.0,42055.89,2
Apr 2018,2018-04-30,0.0,46147.26,3845.604685,10486.09,0.0,10486.09,10486.09,0.0,47260.58,16
May 2018,2018-05-31,0.0,41409.23,3450.769398,0.0,0.0,0.0,0.0,0.0,41409.23,0
Jun 2018,2018-06-29,0.0,39070.45,3255.870871,6204.43,0.0,6204.43,6204.43,0.0,38945.95,4
Jul 2018,2018-07-31,0.0,40947.08,3412.256297,10825.73,0.0,10825.73,10825.73,0.0,41640.11,14
Aug 2018,2018-08-31,0.0,44524.7,3710.39206,673.69,0.0,673.69,673.69,0.0,44565.44,3
Sep 2018,2018-09-28,0.0,39618.84,3301.570007,107.85,0.0,107.85,107.85,0.0,39617.26,1
Oct 2018,2018-10-31,0.0,40171.7,3347.641563,740.06,0.0,740.06,740.06,0.0,40102.56,1
Nov 2018,2018-11-30,0.0,38406.27,3200.522775,6259.63,0.0,6259.63,6259.63,0.0,38393.38,6
Dec 2018,2018-12-31,0.0,38654.31,3221.192261,0.0,0.0,0.0,0.0,0.0,38654.31,0
Jan 2019,2019-01-31,0.0,38520.18,3210.015111,0.0,0.0,0.0,0.0,0.0,38520.18,0
Feb 2019,2019-02-28,0.0,38455.17,3204.597782,0.0,0.0,0.0,0.0,0.0,38455.17,0
Mar 2019,2019-03-29,0.0,40560.23,3380.018866,386.55,0.0,386.55,386.55,0.0,40566.38,2
Apr 2019,2019-04-30,0.0,41215.94,3434.661678,3572.85,0.0,3572.85,3572.85,0.0,41349.25,3
May 2019,2019-05-31,0.0,41151.08,3429.256802,505.33,0.0,505.33,505.33,0.0,41157.58,1
Jun 2019,2019-06-28,0.0,40056.57,3338.047312,1502.91,0.0,1502.91,1502.91,0.0,40020.2,1
Jul 2019,2019-07-31,0.0,37614.36,3134.53007,5739.36,0.0,5739.36,5739.36,0.0,37422.2,5
Aug 2019,2019-08-30,0.0,39062.38,3255.198319,256.75,0.0,256.75,256.75,0.0,39060.72,2
Sep 2019,2019-09-30,0.0,41153.74,3429.478697,1946.8,0.0,1946.8,1946.8,0.0,41326.82,9
Oct 2019,2019-10-31,0.0,42258.25,3521.52122,119.46,0.0,119.46,119.46,0.0,42264.18,1
Nov 2019,2019-11-29,0.0,43109.6,3592.466254,2825.22,0.0,2825.22,2825.22,0.0,43159.25,3
Dec 2019,2019-12-31,0.0,43787.13,3648.927815,7982.91,0.0,7982.91,7982.91,0.0,43760.18,17
Jan 2020,2020-01-31,0.0,45213.89,3767.823817,1266.94,0.0,1266.94,1266.94,0.0,45280.65,1
Feb 2020,2020-02-28,0.0,41954.66,3496.22196,0.0,0.0,0.0,0.0,0.0,41954.66,0
Mar 2020,2020-03-31,0.0,30154.51,2512.875587,920.76,0.0,920.76,920.76,0.0,29966.8,5
Apr 2020,2020-04-30,0.0,33434.01,2786.16766,1584.59,0.0,1584.59,1584.59,0.0,33827.21,3
May 2020,2020-05-29,0.0,33156.66,2763.054746,2640.01,0.0,2640.01,2640.01,0.0,33251.86,10
Jun 2020,2020-06-30,0.0,36049.45,3004.120485,296.12,0.0,296.12,296.12,0.0,36053.13,1
Jul 2020,2020-07-30,0.0,42790.22,3565.851435,8385.8,0.0,8385.8,8385.8,0.0,43669.53,15
Aug 2020,2020-08-31,0.0,46693.27,3891.105814,68.88,0.0,68.88,68.88,0.0,46697.7,1
Sep 2020,2020-09-30,0.0,47380.05,3948.337739,1981.12,0.0,1981.12,1981.12,0.0,47557.86,6
Oct 2020,2020-10-30,0.0,47905.49,3992.124317,0.0,0.0,0.0,0.0,0.0,47905.49,0
Nov 2020,2020-11-27,0.0,52099.15,4341.595716,771.4,0.0,771.4,771.4,0.0,52183.25,1
Dec 2020,2020-12-31,0.0,55224.82,4602.068725,3375.48,0.0,3375.48,3375.48,0.0,55389.19,3
Jan 2021,2021-01-29,0.0,55994.28,4666.189701,332.62,0.0,332.62,332.62,0.0,55994.36,1
Feb 2021,2021-02-26,0.0,57006.71,4750.558849,0.0,0.0,0.0,0.0,0.0,57006.71,0
Mar 2021,2021-03-31,0.0,58496.9,4874.741576,0.0,0.0,0.0,0.0,0.0,58496.9,0
Apr 2021,2021-04-30,0.0,63656.89,5304.740954,480.66,0.0,480.66,480.66,0.0,63687.06,1
May 2021,2021-05-31,0.0,69371.4,5780.949804,2863.98,0.0,2863.98,2863.98,0.0,69549.28,3
Jun 2021,2021-06-30,0.0,73196.19,6099.682746,166.16,0.0,166.16,166.16,0.0,73207.38,2
Jul 2021,2021-07-30,0.0,92337.99,7694.832863,9636.46,0.0,9636.46,9636.46,0.0,94418.51,3
Aug 2021,2021-08-31,0.0,95719.53,7976.627864,1197.41,0.0,1197.41,1197.41,0.0,95675.93,6
Sep 2021,2021-09-30,0.0,96935.21,8077.933988,2359.23,0.0,2359.23,2359.23,0.0,97066.3,3
Oct 2021,2021-10-29,0.0,96871.89,8072.657835,24365.28,0.0,24365.28,24365.28,0.0,96264.7,14
Nov 2021,2021-11-30,0.0,101044.11,8420.342377,632.99,0.0,632.99,632.99,0.0,101189.7,2
Dec 2021,2021-12-31,0.0,121173.51,10097.792489,3592.89,0.0,3592.89,3592.89,0.0,122728.32,6
Jan 2022,2022-01-31,0.0,112562.42,9380.202007,17970.01,0.0,17970.01,17970.01,0.0,111293.4,16
Feb 2022,2022-02-28,0.0,96918.1,8076.508716,0.0,0.0,0.0,0.0,0.0,96918.1,0
Mar 2022,2022-03-31,0.0,112786.52,9398.876974,2703.13,0.0,2703.13,2703.13,0.0,113366.67,8
Apr 2022,2022-04-29,0.0,113953.7,9496.141785,360.2,0.0,360.2,360.2,0.0,113946.58,2
May 2022,2022-05-31,0.0,101084.48,8423.706272,0.0,0.0,0.0,0.0,0.0,101084.48,0
Jun 2022,2022-06-30,0.0,95205.94,7933.828589,0.0,0.0,0.0,0.0,0.0,95205.94,0
Jul 2022,2022-07-29,0.0,101729.58,8477.465401,10802.67,0.0,10802.67,10802.67,0.0,101735.9,19
Aug 2022,2022-08-30,0.0,100988.67,8415.722169,308.99,0.0,308.99,308.99,0.0,100958.43,1
Sep 2022,2022-09-30,0.0,96027.91,8002.325822,34732.13,0.0,34732.13,34732.13,0.0,96475.39,24
Oct 2022,2022-10-31,0.0,97580.04,8131.670399,0.0,0.0,0.0,0.0,0.0,97580.04,0
Nov 2022,2022-11-30,0.0,99920.02,8326.66821,0.0,0.0,0.0,0.0,0.0,99920.02,0
Dec 2022,2022-12-30,0.0,97420.29,8118.357551,4704.12,0.0,4704.12,4704.12,0.0,97500.17,1
Jan 2023,2023-01-31,0.0,100176.77,8348.064091,8079.86,0.0,8079.86,8079.86,0.0,100056.69,5
Feb 2023,2023-02-28,0.0,96182.35,8015.196109,4663.58,0.0,4663.58,4663.58,0.0,96132.64,2
Mar 2023,2023-03-31,0.0,94175.04,7847.91989,2647.53,0.0,2647.53,2647.53,0.0,94037.43,4
Apr 2023,2023-04-28,0.0,101483.93,8456.993802,91.32,0.0,91.32,91.32,0.0,101490.39,1
May 2023,2023-05-31,0.0,107092.19,8924.348792,13510.88,0.0,13510.88,13510.88,0.0,107288.85,21
Jun 2023,2023-06-30,0.0,111886.54,9323.87858,11981.4,0.0,11981.4,11981.4,0.0,112491.46,9
Jul 2023,2023-07-31,0.0,117746.34,9812.195298,928.9,0.0,928.9,928.9,0.0,117870.72,3
Aug 2023,2023-08-31,0.0,131748.29,10979.023828,111.27,0.0,111.27,111.27,0.0,131740.23,1
Sep 2023,2023-09-29,0.0,132824.43,11068.702458,34936.18,0.0,34936.18,34936.18,0.0,133002.45,7
Oct 2023,2023-10-31,0.0,133208.07,11100.67258,11583.43,0.0,11583.43,11583.43,0.0,133866.17,10
Nov 2023,2023-11-30,0.0,148410.43,12367.53564,20750.96,0.0,20750.96,20750.96,0.0,150713.56,6
Dec 2023,2023-12-29,0.0,163419.33,13618.277501,21188.27,0.0,21188.27,21188.27,0.0,166667.45,10
Jan 2024,2024-01-31,0.0,184227.11,15352.259475,12529.88,0.0,12529.88,12529.88,0.0,184743.08,5
Feb 2024,2024-02-29,0.0,177284.26,14773.688504,9104.49,0.0,9104.49,9104.49,0.0,177037.91,4
Mar 2024,2024-03-28,0.0,164317.35,13693.112612,5480.31,0.0,5480.31,5480.31,0.0,164335.14,5
Apr 2024,2024-04-30,0.0,183243.15,15270.262655,8018.05,0.0,8018.05,8018.05,0.0,184104.95,7
May 2024,2024-05-31,0.0,187979.28,15664.939992,26065.1,0.0,26065.1,26065.1,0.0,189005.98,4
Jun 2024,2024-06-28,0.0,206050.25,17170.853874,4144.89,0.0,4144.89,4144.89,0.0,206303.1,1
Jul 2024,2024-07-31,0.0,215751.9,17979.325193,12328.29,0.0,12328.29,12328.29,0.0,215777.3,16
Aug 2024,2024-08-30,0.0,233154.03,19429.502889,108.35,0.0,108.35,108.35,0.0,233166.2,3
Sep 2024,2024-09-30,0.0,248514.89,20709.574225,24727.85,0.0,24727.85,24727.85,0.0,248215.84,2
Oct 2024,2024-10-31,0.0,239583.9,19965.325193,16166.81,0.0,16166.81,16166.81,0.0,237849.01,4
Nov 2024,2024-11-29,0.0,255384.89,21282.073777,13780.81,0.0,13780.81,13780.81,0.0,254862.65,2
Dec 2024,2024-12-31,0.0,224276.8,18689.733039,8111.7,0.0,8111.7,8111.7,0.0,223252.03,2
Jan 2025,2025-01-31,0.0,184125.37,15343.780981,10474.07,0.0,10474.07,10474.07,0.0,182236.11,6
Feb 2025,2025-02-28,0.0,158574.6,13214.550325,35437.67,0.0,35437.67,35437.67,0.0,156198.21,14
Mar 2025,2025-03-31,0.0,168027.87,14002.322597,42484.86,0.0,42484.86,42484.86,0.0,175345.85,17
Apr 2025,2025-04-30,0.0,188368.77,15697.397784,5446.17,0.0,5446.17,5446.17,0.0,188567.38,4
May 2025,2025-05-30,0.0,217644.39,18137.032274,23305.77,0.0,23305.77,23305.77,0.0,218035.53,4
Jun 2025,2025-06-30,0.0,222005.22,18500.435353,2581.46,0.0,2581.46,2581.46,0.0,221939.89,2
Jul 2025,2025-07-31,0.0,213680.86,17806.737967,40960.72,0.0,40960.72,40960.72,0.0,216248.52,18
Aug 2025,2025-08-29,0.0,207087.03,17257.252864,15270.34,0.0,15270.34,15270.34,0.0,206235.19,5
Sep 2025,2025-09-30,0.0,212402.32,17700.192946,6830.83,0.0,6830.83,6830.83,0.0,212876.61,5
