Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
IGL.NS,354.4,11.64,52.3
ENGINERSIN.NS,397.7,13.06,-28.01
BERGEPAINT.NS,293.8,9.65,20.26
BALKRISIND.NS,451.3,14.83,57.01
ADANIPORTS.NS,57.0,1.87,-11.04
CENTURYPLY.NS,57.0,1.87,-6.44
AJANTPHARM.NS,398.2,13.08,69.11
ASTRAL.NS,364.0,11.96,3.76
TORNTPHARM.NS,506.7,16.64,49.76
NAUKRI.NS,394.0,12.94,8.35
ICRA.NS,287.7,9.45,28.82
KKCL.NS,427.5,14.04,9.81
KAJARIACER.NS,398.3,13.08,14.66
ECLERX.NS,771.7,25.35,67.42
DIVISLAB.NS,79.9,2.62,-4.05
ATUL.NS,485.3,15.94,58.59
BRITANNIA.NS,393.0,12.91,21.03
JUBLFOOD.NS,361.0,11.86,-34.7
RATNAMANI.NS,579.1,19.03,12.25
VSTIND.NS,602.3,19.79,254.66
WIPRO.NS,238.4,7.83,-8.55
ZENSARTECH.NS,486.5,15.98,12.19
INFY.NS,393.2,12.92,24.54
VINATIORGA.NS,259.6,8.53,-7.09
LICHSGFIN.NS,456.5,15.0,29.16
TVSSRICHAK.NS,425.0,13.96,73.84
BAJFINANCE.NS,485.0,15.93,120.85
VGUARD.NS,401.0,13.17,48.29
BALMLAWRIE.NS,150.0,4.93,-5.32
TIDEWATER.NS,417.9,13.73,28.58
VAKRANGEE.NS,365.1,11.99,143.02
KRBL.NS,176.0,5.78,-13.36
RUPA.NS,176.0,5.78,-11.17
RECLTD.NS,290.9,9.56,-21.51
NBCC.NS,179.9,5.91,-19.96
FINCABLES.NS,240.0,7.88,-5.64
NAVNETEDUL.NS,333.0,10.94,-31.65
GREENPLY.NS,259.8,8.53,-24.98
JAGRAN.NS,818.8,26.9,-24.82
RELAXO.NS,395.7,13.0,28.25
AARTIIND.NS,536.4,17.62,61.19
PAGEIND.NS,393.0,12.91,4.86
AUROPHARMA.NS,344.5,11.32,-5.47
PCJEWELLER.NS,527.7,17.34,-90.86
TCS.NS,392.3,12.89,14.69
TVTODAY.NS,452.8,14.87,-23.56
APLLTD.NS,301.3,9.9,0.12
GULFOILLUB.NS,138.5,4.55,-17.7
AVANTIFEED.NS,700.3,23.01,-0.47
GARFIBRES.NS,382.3,12.56,119.7
CHOLAFIN.NS,661.7,21.74,-28.58
BPCL.NS,323.1,10.61,-16.26
HINDPETRO.NS,304.7,10.01,-17.66
EXIDEIND.NS,794.2,26.09,-22.47
NATCOPHARM.NS,392.9,12.91,77.92
ALKYLAMINE.NS,427.9,14.06,323.71
FDC.NS,549.0,18.04,16.06
TECHM.NS,1294.7,42.53,148.62
PERSISTENT.NS,502.7,16.51,102.62
DHANUKA.NS,398.2,13.08,-1.53
SUDARSCHEM.NS,834.4,27.41,21.32
KPRMILL.NS,449.6,14.77,24.16
STLTECH.NS,457.1,15.02,-37.44
JUSTDIAL.NS,323.4,10.62,-40.04
SONATSOFTW.NS,1187.4,39.01,118.78
DCMSHRIRAM.NS,447.0,14.68,0.47
BEL.NS,425.5,13.98,120.79
ASAL.NS,442.6,14.54,269.54
EKC.NS,90.1,2.96,-42.29
DWARKESH.NS,174.6,5.74,-6.43
FCL.NS,120.0,3.94,-18.74
KEI.NS,403.4,13.25,67.84
ADANIENT.NS,363.0,11.93,-16.89
SOTL.NS,120.0,3.94,-26.16
COCHINSHIP.NS,270.4,8.88,377.65
GHCL.NS,334.0,10.97,-17.06
KAMDHENU.NS,138.9,4.56,-12.22
GNA.NS,109.7,3.6,-11.91
GOKULAGRO.NS,58.0,1.91,-9.91
BALRAMCHIN.NS,599.2,19.69,3.31
SHARDACROP.NS,384.4,12.63,-19.91
SOLARINDS.NS,393.0,12.91,45.49
TVSMOTOR.NS,393.5,12.93,59.65
HINDZINC.NS,2350.6,77.22,138.43
HGINFRA.NS,152.0,4.99,-3.85
UGARSUGAR.NS,117.1,3.85,-23.06
PITTIENG.NS,470.4,15.45,109.47
REFEX.NS,92.0,3.02,-20.55
TI.NS,477.6,15.69,70.67
SAKSOFT.NS,87.0,2.86,-3.34
SALASAR.NS,398.1,13.08,137.09
UTTAMSUGAR.NS,394.0,12.94,24.41
PRECWIRE.NS,394.0,12.94,98.02
MOLDTECH.NS,207.8,6.83,21.29
GPTINFRA.NS,394.9,12.97,160.83
BANCOINDIA.NS,393.0,12.91,175.04
BAJAJ-AUTO.NS,1482.6,48.7,206.2
AARTIDRUGS.NS,1275.1,41.89,-27.32
POLYPLEX.NS,890.4,29.25,-35.16
HAL.NS,405.5,13.32,108.76
DLINKINDIA.NS,394.0,12.94,132.07
GEEKAYWIRE.NS,394.8,12.97,77.53
UNIVASTU.NS,395.0,12.98,91.49
TEMBO.NS,394.8,12.97,140.12
GRAVITA.NS,394.0,12.94,141.19
POLYMED.NS,234.5,7.7,35.35
NEWGEN.NS,396.9,13.04,52.39
CREDITACC.NS,334.0,10.97,-43.94
NMDC.NS,269.4,8.85,-74.37
GODFRYPHLP.NS,439.8,14.45,96.12
PAISALO.NS,291.1,9.56,-46.3
JBCHEPHARM.NS,333.0,10.94,-2.68
PCBL.NS,168.6,5.54,-30.46
KEC.NS,58.0,1.91,-42.82
GRANULES.NS,184.4,6.06,-21.8
IIFLSEC.NS,94.3,3.1,-24.62
SYMPHONY.NS,56.0,1.84,-21.53
DIXON.NS,56.0,1.84,-9.02
OFSS.NS,56.0,1.84,-14.74
GPIL.NS,531.8,17.47,-71.15
GOKEX.NS,649.4,21.33,3.22
SHARDAMOTR.NS,321.6,10.57,-56.73
SPLPETRO.NS,303.0,9.95,-9.53
SUVENPHAR.NS,121.0,3.98,-1.62
ASTRAZEN.NS,125.8,4.13,-2.12
AKZOINDIA.NS,59.0,1.94,-0.25
