Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,6,6,0.0,0
Aug 2014,2014-08-28,6,9,0.0,0
Sep 2014,2014-09-30,6,10,416.1,3
Oct 2014,2014-10-31,6,11,235.32,1
Nov 2014,2014-11-28,6,13,0.0,0
Dec 2014,2014-12-31,6,13,0.0,0
Jan 2015,2015-01-30,6,14,0.0,0
Feb 2015,2015-02-27,6,14,0.0,0
Mar 2015,2015-03-31,6,16,0.0,0
Apr 2015,2015-04-30,6,17,163.73,1
May 2015,2015-05-29,6,15,995.65,6
Jun 2015,2015-06-30,6,16,295.89,1
Jul 2015,2015-07-31,6,20,571.95,3
Aug 2015,2015-08-31,6,21,866.08,4
Sep 2015,2015-09-30,6,21,1117.38,4
Oct 2015,2015-10-30,6,19,1098.41,4
Nov 2015,2015-11-30,6,20,962.82,5
Dec 2015,2015-12-31,6,20,231.16,1
Jan 2016,2016-01-29,6,20,829.51,6
Feb 2016,2016-02-29,6,22,1218.78,7
Mar 2016,2016-03-31,6,21,1214.44,6
Apr 2016,2016-04-29,6,21,263.26,2
May 2016,2016-05-31,6,19,1396.52,4
Jun 2016,2016-06-30,6,17,565.56,3
Jul 2016,2016-07-29,6,16,440.21,3
Aug 2016,2016-08-31,6,18,274.0,1
Sep 2016,2016-09-30,6,18,0.0,0
Oct 2016,2016-10-28,6,17,325.88,2
Nov 2016,2016-11-30,6,22,2095.94,4
Dec 2016,2016-12-30,6,19,1393.64,5
Jan 2017,2017-01-31,6,19,0.0,0
Feb 2017,2017-02-28,6,19,0.0,0
Mar 2017,2017-03-31,6,19,0.0,0
Apr 2017,2017-04-28,6,19,0.0,0
May 2017,2017-05-31,6,23,2720.78,4
Jun 2017,2017-06-30,6,22,853.23,2
Jul 2017,2017-07-31,6,23,3278.11,8
Aug 2017,2017-08-31,6,24,3120.38,11
Sep 2017,2017-09-29,6,24,2486.28,11
Oct 2017,2017-10-31,6,26,3563.08,7
Nov 2017,2017-11-30,6,28,3680.87,3
Dec 2017,2017-12-29,6,28,3749.83,3
Jan 2018,2018-01-31,6,28,3617.85,5
Feb 2018,2018-02-28,6,29,3522.0,9
Mar 2018,2018-03-28,6,28,3404.23,16
Apr 2018,2018-04-30,6,27,3692.67,20
May 2018,2018-05-31,6,26,3298.74,12
Jun 2018,2018-06-29,6,25,3155.42,9
Jul 2018,2018-07-31,6,26,3254.36,6
Aug 2018,2018-08-31,6,26,3459.76,8
Sep 2018,2018-09-28,6,26,3132.81,6
Oct 2018,2018-10-31,6,21,3168.74,8
Nov 2018,2018-11-30,6,21,3155.89,6
Dec 2018,2018-12-31,6,21,2383.91,3
Jan 2019,2019-01-31,6,21,2127.8,3
Feb 2019,2019-02-28,6,21,760.0,1
Mar 2019,2019-03-29,6,22,910.78,2
Apr 2019,2019-04-30,6,23,2802.56,4
May 2019,2019-05-31,6,24,537.18,2
Jun 2019,2019-06-28,6,25,3415.27,7
Jul 2019,2019-07-31,6,25,3159.63,7
Aug 2019,2019-08-30,6,23,3243.15,8
Sep 2019,2019-09-30,6,22,3443.04,7
Oct 2019,2019-10-31,6,21,2763.19,4
Nov 2019,2019-11-29,6,19,3059.34,7
Dec 2019,2019-12-31,6,20,3662.19,8
Jan 2020,2020-01-31,6,21,3819.11,9
Feb 2020,2020-02-28,6,21,3558.1,8
Mar 2020,2020-03-31,6,20,2646.18,8
Apr 2020,2020-04-30,6,19,2989.47,6
May 2020,2020-05-29,6,18,3008.62,10
Jun 2020,2020-06-30,6,17,2592.42,5
Jul 2020,2020-07-30,6,19,3624.1,10
Aug 2020,2020-08-31,6,19,3009.22,7
Sep 2020,2020-09-30,6,20,2647.61,6
Oct 2020,2020-10-30,6,21,2891.88,5
Nov 2020,2020-11-27,6,20,1054.24,2
Dec 2020,2020-12-31,6,20,0.0,0
Jan 2021,2021-01-29,6,20,0.0,0
Feb 2021,2021-02-26,6,22,893.92,1
Mar 2021,2021-03-31,6,22,0.0,0
Apr 2021,2021-04-30,6,25,2731.88,3
May 2021,2021-05-31,6,24,1789.96,2
Jun 2021,2021-06-30,6,24,1900.7,2
Jul 2021,2021-07-30,6,25,5209.43,4
Aug 2021,2021-08-31,6,24,6491.25,4
Sep 2021,2021-09-30,6,23,3460.83,4
Oct 2021,2021-10-29,6,25,8155.0,5
Nov 2021,2021-11-30,6,25,8238.15,6
Dec 2021,2021-12-31,6,25,2625.74,4
Jan 2022,2022-01-31,6,24,970.32,1
Feb 2022,2022-02-28,6,23,510.47,2
Mar 2022,2022-03-31,6,26,8206.94,9
Apr 2022,2022-04-29,6,25,4076.09,6
May 2022,2022-05-31,6,26,1861.75,4
Jun 2022,2022-06-30,6,26,2272.85,3
Jul 2022,2022-07-29,6,28,7651.72,13
Aug 2022,2022-08-30,6,23,7759.33,13
Sep 2022,2022-09-30,6,27,7595.72,6
Oct 2022,2022-10-31,6,27,3092.8,5
Nov 2022,2022-11-30,6,27,0.0,0
Dec 2022,2022-12-30,6,27,0.0,0
Jan 2023,2023-01-31,6,28,6231.6,7
Feb 2023,2023-02-28,6,30,6545.48,6
Mar 2023,2023-03-31,6,30,4555.08,4
Apr 2023,2023-04-28,6,33,8321.99,8
May 2023,2023-05-31,6,36,8598.27,10
Jun 2023,2023-06-30,6,37,6467.86,8
Jul 2023,2023-07-31,6,38,9718.38,10
Aug 2023,2023-08-31,6,37,10349.03,6
Sep 2023,2023-09-29,6,36,9452.34,4
Oct 2023,2023-10-31,6,39,10331.25,13
Nov 2023,2023-11-30,6,35,11096.79,10
Dec 2023,2023-12-29,6,36,981.37,1
Jan 2024,2024-01-31,6,35,7898.18,6
Feb 2024,2024-02-29,6,34,8405.39,5
Mar 2024,2024-03-28,6,32,11927.77,8
Apr 2024,2024-04-30,6,33,7897.68,3
May 2024,2024-05-31,6,33,9436.48,4
Jun 2024,2024-06-28,6,31,14596.03,8
Jul 2024,2024-07-31,6,29,17537.7,25
Aug 2024,2024-08-30,6,30,17842.26,6
Sep 2024,2024-09-30,6,28,18848.97,7
Oct 2024,2024-10-31,6,30,17413.13,4
Nov 2024,2024-11-29,6,29,16988.01,7
Dec 2024,2024-12-31,6,29,8694.91,6
Jan 2025,2025-01-31,6,28,14662.6,12
Feb 2025,2025-02-28,6,29,12108.48,7
Mar 2025,2025-03-31,6,29,13385.65,8
Apr 2025,2025-04-30,6,30,14125.51,10
May 2025,2025-05-30,6,31,15871.85,7
Jun 2025,2025-06-30,6,31,16291.11,5
Jul 2025,2025-07-31,6,27,15680.26,6
Aug 2025,2025-08-29,6,28,15449.09,9
Sep 2025,2025-09-30,6,27,16752.68,11
