Ticker,Quantity,Avg_Price,Invested,Current_Price,Current_Amount
KNRCON.NS,17.556882,249.2,4375.24,193.77,3402.0
CHAMBLFERT.NS,27.588445,407.3,11236.8,544.85,15031.56
HAL.NS,2.207157,4138.58,9134.49,4429.6,9776.82
HGINFRA.NS,3.88521,1203.21,4674.71,992.05,3854.32
BANCOINDIA.NS,27.188572,520.48,14151.21,590.7,16060.29
GPIL.NS,35.551406,213.5,7590.13,239.27,8506.39
SURYAROSNI.NS,9.078113,565.73,5135.8,281.98,2559.87
BAJAJ-AUTO.NS,0.817065,9628.06,7866.75,8967.0,7326.62
PCBL.NS,25.987824,382.71,9945.69,374.85,9741.54
APARINDS.NS,0.317365,6263.95,1987.96,7802.0,2476.09
ECLERX.NS,2.213818,3570.04,7903.41,4496.8,9955.09
TI.NS,75.643554,334.33,25290.06,480.75,36365.64
SHARDAMOTR.NS,1.529872,1588.64,2430.42,1044.9,1598.56
HINDZINC.NS,9.872116,491.22,4849.42,435.9,4303.26
HCLTECH.NS,4.872732,1636.43,7973.87,1468.4,7155.12
GRANULES.NS,4.718074,472.85,2230.94,515.8,2433.58
MSTCLTD.NS,1.930145,750.8,1449.15,458.75,885.45
POWERGRID.NS,7.87296,310.4,2443.77,279.85,2203.25
MUTHOOTFIN.NS,0.928942,2172.45,2018.08,2710.0,2517.43
KSCL.NS,1.929794,1219.95,2354.25,1188.4,2293.37
WELCORP.NS,18.155844,864.46,15695.08,848.45,15404.33
CHOLAFIN.NS,3.406323,1543.8,5258.69,1453.8,4952.11
REDINGTON.NS,30.140759,267.11,8050.8,243.89,7351.03
REFEX.NS,13.831514,388.02,5366.96,364.2,5037.44
MANAPPURAM.NS,10.386638,247.9,2574.85,275.0,2856.33
EICHERMOT.NS,0.465783,5528.0,2574.85,6280.0,2925.12
IMFA.NS,3.128945,892.35,2792.11,892.35,2792.11
