Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
RECLTD.NS,198.7,6.53,-20.2
ONGC.NS,198.2,6.51,-15.09
ADANIPORTS.NS,197.4,6.48,-0.96
BALKRISIND.NS,607.2,19.95,130.05
RATNAMANI.NS,281.5,9.25,-4.97
BERGEPAINT.NS,159.5,5.24,4.64
LICHSGFIN.NS,362.8,11.92,17.45
TCS.NS,336.9,11.07,18.55
HAVELLS.NS,296.7,9.75,-0.46
ASTRAL.NS,347.9,11.43,-6.67
AJANTPHARM.NS,367.4,12.07,70.04
HINDUNILVR.NS,311.5,10.23,12.18
ECLERX.NS,501.4,16.47,64.93
MARICO.NS,59.0,1.94,-4.36
KKCL.NS,375.3,12.33,2.08
BRITANNIA.NS,217.2,7.13,0.6
MUNJALSHOW.NS,270.0,8.87,-7.0
NAVNETEDUL.NS,333.5,10.96,-27.62
ATUL.NS,517.5,17.0,75.48
JUBLFOOD.NS,379.1,12.45,-28.96
LAOPALA.NS,394.0,12.94,62.78
TORNTPHARM.NS,682.5,22.42,49.26
WIPRO.NS,277.2,9.1,-9.13
ZENSARTECH.NS,617.1,20.27,-7.57
WHIRLPOOL.NS,58.7,1.93,-10.24
CENTURYPLY.NS,168.8,5.54,20.21
TVSSRICHAK.NS,480.8,15.8,52.28
IGL.NS,365.6,12.01,27.24
VSTIND.NS,1016.3,33.39,571.36
VGUARD.NS,109.7,3.6,-3.02
KAJARIACER.NS,521.5,17.13,38.19
BAJFINANCE.NS,620.0,20.37,201.27
KPRMILL.NS,329.5,10.82,25.78
AARTIIND.NS,855.9,28.12,57.86
TIDEWATER.NS,451.7,14.84,29.11
VAKRANGEE.NS,393.0,12.91,206.18
SWARAJENG.NS,107.8,3.54,-2.34
VINATIORGA.NS,318.4,10.46,21.11
NBCC.NS,254.2,8.35,-19.24
CERA.NS,149.5,4.91,-15.89
GREENPLY.NS,180.0,5.91,-36.94
TATAELXSI.NS,143.5,4.71,90.26
RELAXO.NS,362.9,11.92,46.87
TITAN.NS,266.1,8.74,23.74
AUROPHARMA.NS,390.4,12.82,7.46
PCJEWELLER.NS,499.9,16.42,-89.26
FINCABLES.NS,364.0,11.96,-39.08
AKZOINDIA.NS,241.0,7.92,-1.39
INFY.NS,306.3,10.06,34.78
TVTODAY.NS,455.0,14.95,-23.4
GULFOILLUB.NS,75.8,2.49,-5.86
AVANTIFEED.NS,629.3,20.67,4.01
CHOLAFIN.NS,545.8,17.93,-25.44
HINDPETRO.NS,334.6,10.99,-19.78
BPCL.NS,401.2,13.18,3.89
GARFIBRES.NS,394.1,12.95,89.88
CAPLIPOINT.NS,57.0,1.87,-12.0
ALKYLAMINE.NS,374.7,12.31,172.1
BHARATRAS.NS,422.4,13.88,49.32
EICHERMOT.NS,179.0,5.88,-11.0
HCLTECH.NS,97.5,3.2,-5.21
TECHM.NS,968.4,31.81,69.82
BEL.NS,458.0,15.05,98.24
KNRCON.NS,576.0,18.92,127.47
TTKPRESTIG.NS,439.4,14.44,34.15
RHIM.NS,108.9,3.58,-6.42
STLTECH.NS,373.3,12.26,-50.95
SUDARSCHEM.NS,826.4,27.15,16.31
BIRLAMONEY.NS,103.4,3.4,-4.16
EKC.NS,77.4,2.54,-40.73
ASAL.NS,151.0,4.96,-22.42
DCMSHRIRAM.NS,434.9,14.29,27.09
PAGEIND.NS,60.0,1.97,-1.65
ADANIENT.NS,152.0,4.99,-8.02
KEI.NS,430.6,14.15,93.69
FACT.NS,336.4,11.05,53.88
SALASAR.NS,218.7,7.19,53.41
GRINDWELL.NS,321.5,10.56,4.87
SONATSOFTW.NS,1409.1,46.29,347.92
GHCL.NS,214.0,7.03,-17.1
DWARKESH.NS,165.7,5.44,-11.16
GNA.NS,85.5,2.81,-10.72
GOKULAGRO.NS,75.7,2.49,-8.59
RADICO.NS,394.8,12.97,45.86
MOLDTECH.NS,90.0,2.96,-11.35
BALRAMCHIN.NS,527.3,17.32,0.43
SOLARINDS.NS,393.0,12.91,45.49
UGARSUGAR.NS,88.4,2.91,-20.18
HGINFRA.NS,288.4,9.48,0.33
GPIL.NS,248.0,8.15,4.76
HINDZINC.NS,1744.4,57.31,225.31
REFEX.NS,170.2,5.59,64.45
CENTEXT.NS,423.0,13.9,53.51
PITTIENG.NS,450.1,14.79,110.06
TI.NS,345.3,11.34,81.52
UTTAMSUGAR.NS,394.0,12.94,24.41
ACE.NS,393.0,12.91,290.97
HISARMETAL.NS,393.0,12.91,27.23
HITECH.NS,393.0,12.91,70.53
TRITURBINE.NS,395.0,12.98,67.8
CUMMINSIND.NS,395.0,12.98,124.98
POLYPLEX.NS,961.1,31.57,-27.45
AARTIDRUGS.NS,1162.3,38.18,-27.8
HAL.NS,413.8,13.59,78.13
MSTCLTD.NS,76.5,2.51,-14.49
DLINKINDIA.NS,424.0,13.93,126.82
PERSISTENT.NS,428.6,14.08,88.2
SUPREMEIND.NS,182.0,5.98,-10.22
GRSE.NS,394.0,12.94,130.87
JBCHEPHARM.NS,179.0,5.88,-2.29
NMDC.NS,576.4,18.94,-60.89
OFSS.NS,122.0,4.01,-20.28
PCBL.NS,292.6,9.61,-3.64
BAJAJ-AUTO.NS,424.0,13.93,18.89
IIFLSEC.NS,131.1,4.31,-41.69
GRANULES.NS,98.2,3.23,-14.69
CANFINHOME.NS,729.0,23.95,10.09
SHARDAMOTR.NS,246.1,8.09,-47.45
KSCL.NS,121.0,3.98,-9.02
