Ticker,Quantity,Avg_Price,Invested,Current_Price,Current_Amount
KNRCON.NS,15.831084,283.08,4481.43,193.77,3067.59
CHAMBLFERT.NS,33.888412,414.76,14055.69,544.85,18464.1
HAL.NS,2.291315,4086.08,9362.5,4429.6,10149.61
BANCOINDIA.NS,42.624133,549.51,23422.49,590.7,25178.08
PERSISTENT.NS,1.211575,3931.7,4763.55,5420.0,6566.74
SURYAROSNI.NS,16.916485,544.57,9212.22,281.98,4770.15
HGINFRA.NS,3.055255,986.3,3013.4,992.05,3030.97
GRSE.NS,5.332436,913.69,4872.19,2485.0,13251.1
REFEX.NS,24.378302,313.43,7640.77,364.2,8878.58
BAJAJ-AUTO.NS,1.220549,9168.82,11191.0,8967.0,10944.67
PCBL.NS,35.303834,382.71,13511.27,374.85,13233.64
APARINDS.NS,0.259377,6263.95,1624.72,7802.0,2023.66
ECLERX.NS,2.997056,3569.94,10699.3,4496.8,13477.16
CAPLIPOINT.NS,1.557936,1328.11,2069.11,2109.7,3286.78
POWERGRID.NS,10.592225,310.4,3287.83,279.85,2964.23
MUTHOOTFIN.NS,1.250151,2172.45,2715.89,2710.0,3387.91
HINDZINC.NS,6.278791,432.55,2715.89,435.9,2736.92
TI.NS,73.795204,324.52,23948.05,480.75,35477.04
WELCORP.NS,24.210976,864.68,20934.65,848.45,20541.8
CHOLAFIN.NS,4.596423,1543.35,7093.91,1453.8,6682.28
REDINGTON.NS,39.423145,267.65,10551.42,243.89,9614.91
MANAPPURAM.NS,14.051595,247.9,3483.39,275.0,3864.19
EICHERMOT.NS,0.630136,5528.0,3483.39,6280.0,3957.25
GPIL.NS,14.450261,239.27,3457.51,239.27,3457.51
IMFA.NS,3.874616,892.35,3457.51,892.35,3457.51
