Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing,Stocks_Affected
Apr 2016,2016-04-29,0.0,16486.31,1373.859105,263.26,0.0,263.26,263.26,0.0,16488.97,2
May 2016,2016-05-31,0.0,16799.65,1399.971235,1399.97,0.0,1399.97,1399.97,0.0,16806.95,5
Jun 2016,2016-06-30,0.0,17516.45,1459.703773,410.53,0.0,410.53,410.53,0.0,17524.64,2
Jul 2016,2016-07-29,0.0,19907.83,1658.985551,440.21,0.0,440.21,440.21,0.0,19955.22,3
Aug 2016,2016-08-31,0.0,26556.38,2213.031798,274.0,0.0,274.0,274.0,0.0,26593.83,1
Sep 2016,2016-09-30,0.0,26543.24,2211.936566,0.0,0.0,0.0,0.0,0.0,26543.24,0
Oct 2016,2016-10-28,0.0,26839.2,2236.599688,189.38,0.0,189.38,189.38,0.0,26835.43,1
Nov 2016,2016-11-30,0.0,25061.68,2088.472991,2088.47,0.0,2088.47,2088.47,0.0,24800.14,14
Dec 2016,2016-12-30,0.0,25162.0,2096.833492,1388.68,0.0,1388.68,1388.68,0.0,25144.29,5
Jan 2017,2017-01-31,0.0,26440.12,2203.343541,0.0,0.0,0.0,0.0,0.0,26440.12,0
Feb 2017,2017-02-28,0.0,28837.06,2403.088399,0.0,0.0,0.0,0.0,0.0,28837.06,0
Mar 2017,2017-03-31,0.0,30299.45,2524.954129,0.0,0.0,0.0,0.0,0.0,30299.45,0
Apr 2017,2017-04-28,0.0,32376.2,2698.016904,0.0,0.0,0.0,0.0,0.0,32376.2,0
May 2017,2017-05-31,0.0,33019.74,2751.645273,2751.65,0.0,2751.65,2751.65,0.0,33279.93,15
Jun 2017,2017-06-30,0.0,36398.61,3033.217211,862.91,0.0,862.91,862.91,0.0,36428.39,2
Jul 2017,2017-07-31,0.0,41059.23,3421.602149,3421.6,0.0,3421.6,3421.6,0.0,41263.88,14
Aug 2017,2017-08-31,0.0,38515.82,3209.65189,3209.65,0.0,3209.65,3209.65,0.0,38564.96,9
Sep 2017,2017-09-29,0.0,40209.96,3350.830101,2372.21,0.0,2372.21,2372.21,0.0,40228.94,8
Oct 2017,2017-10-31,0.0,44712.05,3726.003759,3726.0,0.0,3726.0,3726.0,0.0,45134.46,13
Nov 2017,2017-11-30,0.0,46317.09,3859.757584,3859.76,0.0,3859.76,3859.76,0.0,46373.0,6
Dec 2017,2017-12-29,0.0,46759.26,3896.604632,3896.6,0.0,3896.6,3896.6,0.0,46796.28,6
Jan 2018,2018-01-31,0.0,45359.89,3779.99084,3779.99,0.0,3779.99,3779.99,0.0,45106.93,6
Feb 2018,2018-02-28,0.0,44436.06,3703.005371,3703.01,0.0,3703.01,3703.01,0.0,44437.81,3
Mar 2018,2018-03-28,0.0,42353.07,3529.422697,3529.42,0.0,3529.42,3529.42,0.0,42255.32,3
Apr 2018,2018-04-30,0.0,45399.04,3783.253316,3783.25,0.0,3783.25,3783.25,0.0,45334.37,8
May 2018,2018-05-31,0.0,41057.78,3421.481282,3421.48,0.0,3421.48,3421.48,0.0,40760.03,7
Jun 2018,2018-06-29,0.0,38811.04,3234.253031,3234.25,0.0,3234.25,3234.25,0.0,38918.4,7
Jul 2018,2018-07-31,0.0,39230.85,3269.237907,3269.24,0.0,3269.24,3269.24,0.0,39306.52,8
Aug 2018,2018-08-31,0.0,42630.6,3552.54988,3552.55,0.0,3552.55,3552.55,0.0,42800.57,8
Sep 2018,2018-09-28,0.0,44327.69,3693.974059,3693.97,0.0,3693.97,3693.97,0.0,43913.47,6
Oct 2018,2018-10-31,0.0,46347.51,3862.292511,3862.29,0.0,3862.29,3862.29,0.0,46263.66,6
Nov 2018,2018-11-30,0.0,46226.27,3852.188932,3852.19,0.0,3852.19,3852.19,0.0,46315.29,6
Dec 2018,2018-12-31,0.0,47592.02,3966.00185,3966.0,0.0,3966.0,3966.0,0.0,47640.06,6
Jan 2019,2019-01-31,0.0,47847.35,3987.27932,3987.28,0.0,3987.28,3987.28,0.0,47920.1,5
Feb 2019,2019-02-28,0.0,46427.69,3868.973791,3868.97,0.0,3868.97,3868.97,0.0,46269.63,7
Mar 2019,2019-03-29,0.0,49549.89,4129.157177,3471.87,0.0,3471.87,3471.87,0.0,49636.12,5
Apr 2019,2019-04-30,0.0,50171.43,4180.952619,3659.15,0.0,3659.15,3659.15,0.0,50257.61,5
May 2019,2019-05-31,0.0,51332.31,4277.69244,1054.23,0.0,1054.23,1054.23,0.0,51342.29,2
Jun 2019,2019-06-28,0.0,50083.47,4173.622649,4173.62,0.0,4173.62,4173.62,0.0,49960.37,8
Jul 2019,2019-07-31,0.0,46621.68,3885.139793,3885.14,0.0,3885.14,3885.14,0.0,46420.47,9
Aug 2019,2019-08-30,0.0,48058.85,4004.904028,4004.9,0.0,4004.9,4004.9,0.0,48236.47,7
Sep 2019,2019-09-30,0.0,50930.44,4244.202976,4149.35,0.0,4149.35,4149.35,0.0,51267.42,6
Oct 2019,2019-10-31,0.0,53157.63,4429.802695,2765.74,0.0,2765.74,2765.74,0.0,53257.71,3
Nov 2019,2019-11-29,0.0,53143.81,4428.650639,2889.75,0.0,2889.75,2889.75,0.0,53073.79,4
Dec 2019,2019-12-31,0.0,53322.14,4443.511922,4443.51,0.0,4443.51,4443.51,0.0,53455.33,10
Jan 2020,2020-01-31,0.0,55947.96,4662.329842,4662.33,0.0,4662.33,4662.33,0.0,56275.49,9
Feb 2020,2020-02-28,0.0,52445.13,4370.427315,4370.43,0.0,4370.43,4370.43,0.0,52124.13,7
Mar 2020,2020-03-31,0.0,38843.68,3236.973048,3236.97,0.0,3236.97,3236.97,0.0,37928.95,7
Apr 2020,2020-04-30,0.0,44840.81,3736.733752,3736.73,0.0,3736.73,3736.73,0.0,45566.95,5
May 2020,2020-05-29,0.0,44042.29,3670.190594,3670.19,0.0,3670.19,3670.19,0.0,44024.01,10
Jun 2020,2020-06-30,0.0,47559.23,3963.268777,2106.21,0.0,2106.21,2106.21,0.0,47600.04,5
Jul 2020,2020-07-30,0.0,53187.56,4432.296369,4432.3,0.0,4432.3,4432.3,0.0,53800.28,9
Aug 2020,2020-08-31,0.0,57766.68,4813.889593,3397.22,0.0,3397.22,3397.22,0.0,58153.53,8
Sep 2020,2020-09-30,0.0,58057.97,4838.163811,3043.07,0.0,3043.07,3043.07,0.0,58081.91,6
Oct 2020,2020-10-30,0.0,58137.7,4844.808486,1688.97,0.0,1688.97,1688.97,0.0,58093.83,3
Nov 2020,2020-11-27,0.0,64323.01,5360.250818,842.89,0.0,842.89,842.89,0.0,64444.46,2
Dec 2020,2020-12-31,0.0,68332.03,5694.335757,0.0,0.0,0.0,0.0,0.0,68332.03,0
Jan 2021,2021-01-29,0.0,69983.24,5831.936796,0.0,0.0,0.0,0.0,0.0,69983.24,0
Feb 2021,2021-02-26,0.0,74716.0,6226.33298,1098.0,0.0,1098.0,1098.0,0.0,74721.51,1
Mar 2021,2021-03-31,0.0,76258.09,6354.840913,0.0,0.0,0.0,0.0,0.0,76258.09,0
Apr 2021,2021-04-30,0.0,86816.5,7234.708184,3414.75,0.0,3414.75,3414.75,0.0,87404.52,3
May 2021,2021-05-31,0.0,94799.4,7899.949992,2183.56,0.0,2183.56,2183.56,0.0,94894.0,2
Jun 2021,2021-06-30,0.0,100593.88,8382.823033,1544.22,0.0,1544.22,1544.22,0.0,100692.57,2
Jul 2021,2021-07-30,0.0,119117.97,9926.497282,6371.87,0.0,6371.87,6371.87,0.0,120704.68,4
Aug 2021,2021-08-31,0.0,121363.12,10113.593434,7328.21,0.0,7328.21,7328.21,0.0,121309.26,4
Sep 2021,2021-09-30,0.0,122350.6,10195.883381,4039.4,0.0,4039.4,4039.4,0.0,122462.04,4
Oct 2021,2021-10-29,0.0,120057.69,10004.807518,10004.81,0.0,10004.81,10004.81,0.0,119847.41,7
Nov 2021,2021-11-30,0.0,121762.52,10146.876472,10146.88,0.0,10146.88,10146.88,0.0,122258.9,8
Dec 2021,2021-12-31,0.0,126470.97,10539.247864,2705.04,0.0,2705.04,2705.04,0.0,126703.69,2
Jan 2022,2022-01-31,0.0,124209.76,10350.813017,1266.9,0.0,1266.9,1266.9,0.0,124156.74,1
Feb 2022,2022-02-28,0.0,116151.43,9679.285841,627.01,0.0,627.01,627.01,0.0,116105.77,2
Mar 2022,2022-03-31,0.0,120589.98,10049.165317,10049.17,0.0,10049.17,10049.17,0.0,121525.39,10
Apr 2022,2022-04-29,0.0,123820.49,10318.37401,4437.65,0.0,4437.65,4437.65,0.0,123743.09,6
May 2022,2022-05-31,0.0,112081.36,9340.112989,2124.58,0.0,2124.58,2124.58,0.0,111855.98,4
Jun 2022,2022-06-30,0.0,102066.77,8505.564124,2475.63,0.0,2475.63,2475.63,0.0,101788.24,3
Jul 2022,2022-07-29,0.0,111629.13,9302.427242,9302.43,0.0,9302.43,9302.43,0.0,112154.13,15
Aug 2022,2022-08-30,0.0,115850.17,9654.180624,6838.4,0.0,6838.4,6838.4,0.0,115517.14,9
Sep 2022,2022-09-30,0.0,110340.93,9195.077734,9195.08,0.0,9195.08,9195.08,0.0,110459.55,13
Oct 2022,2022-10-31,0.0,111581.36,9298.446622,1507.15,0.0,1507.15,1507.15,0.0,111553.72,1
Nov 2022,2022-11-30,0.0,117126.98,9760.581279,0.0,0.0,0.0,0.0,0.0,117126.98,0
Dec 2022,2022-12-30,0.0,113339.96,9444.996932,0.0,0.0,0.0,0.0,0.0,113339.96,0
Jan 2023,2023-01-31,0.0,116278.22,9689.851293,7551.62,0.0,7551.62,7551.62,0.0,115723.46,7
Feb 2023,2023-02-28,0.0,117435.35,9786.279573,8037.73,0.0,8037.73,8037.73,0.0,117238.79,6
Mar 2023,2023-03-31,0.0,122381.03,10198.419455,5569.2,0.0,5569.2,5569.2,0.0,122029.29,4
Apr 2023,2023-04-28,0.0,129884.18,10823.681794,10823.68,0.0,10823.68,10823.68,0.0,130187.47,5
May 2023,2023-05-31,0.0,135742.59,11311.882344,11311.88,0.0,11311.88,11311.88,0.0,136717.12,13
Jun 2023,2023-06-30,0.0,142296.07,11858.005514,11858.01,0.0,11858.01,11858.01,0.0,143308.95,7
Jul 2023,2023-07-31,0.0,152095.2,12674.600286,12674.6,0.0,12674.6,12674.6,0.0,154196.85,14
Aug 2023,2023-08-31,0.0,158772.69,13231.057407,13231.06,0.0,13231.06,13231.06,0.0,158478.19,7
Sep 2023,2023-09-29,0.0,159578.17,13298.180935,13298.18,0.0,13298.18,13298.18,0.0,159809.05,6
Oct 2023,2023-10-31,0.0,163285.47,13607.1225,13607.12,0.0,13607.12,13607.12,0.0,163304.54,9
Nov 2023,2023-11-30,0.0,179590.57,14965.880972,14965.88,0.0,14965.88,14965.88,0.0,179983.76,9
Dec 2023,2023-12-29,0.0,197938.2,16494.849924,16494.85,0.0,16494.85,16494.85,0.0,201076.63,5
Jan 2024,2024-01-31,0.0,212677.11,17723.092778,16818.53,0.0,16818.53,16818.53,0.0,213934.08,8
Feb 2024,2024-02-29,0.0,207270.61,17272.550508,10205.48,0.0,10205.48,10205.48,0.0,206680.38,3
Mar 2024,2024-03-28,0.0,196221.03,16351.752495,9748.33,0.0,9748.33,9748.33,0.0,196138.22,5
Apr 2024,2024-04-30,0.0,221591.99,18465.998944,10271.81,0.0,10271.81,10271.81,0.0,222024.15,3
May 2024,2024-05-31,0.0,242987.54,20248.961959,12414.63,0.0,12414.63,12414.63,0.0,244244.83,4
Jun 2024,2024-06-28,0.0,281021.37,23418.447227,23418.45,0.0,23418.45,23418.45,0.0,282870.27,8
Jul 2024,2024-07-31,0.0,295679.29,24639.940755,24639.94,0.0,24639.94,24639.94,0.0,296371.43,20
Aug 2024,2024-08-30,0.0,293001.29,24416.774237,24416.77,0.0,24416.77,24416.77,0.0,291691.57,10
Sep 2024,2024-09-30,0.0,304661.04,25388.419656,25388.42,0.0,25388.42,25388.42,0.0,304680.14,9
Oct 2024,2024-10-31,0.0,283362.83,23613.56888,19427.15,0.0,19427.15,19427.15,0.0,281894.63,8
Nov 2024,2024-11-29,0.0,309193.45,25766.12043,17707.23,0.0,17707.23,17707.23,0.0,308470.57,4
Dec 2024,2024-12-31,0.0,266068.96,22172.413005,22172.41,0.0,22172.41,22172.41,0.0,262858.78,4
Jan 2025,2025-01-31,0.0,236723.51,19726.959474,19726.96,0.0,19726.96,19726.96,0.0,233847.53,11
Feb 2025,2025-02-28,0.0,195544.14,16295.345215,16295.35,0.0,16295.35,16295.35,0.0,192840.1,7
Mar 2025,2025-03-31,0.0,216964.68,18080.389674,18080.39,0.0,18080.39,18080.39,0.0,218546.08,11
Apr 2025,2025-04-30,0.0,228946.53,19078.877127,19078.88,0.0,19078.88,19078.88,0.0,229399.96,8
May 2025,2025-05-30,0.0,259058.19,21588.182305,21588.18,0.0,21588.18,21588.18,0.0,261911.3,9
Jun 2025,2025-06-30,0.0,267841.97,22320.164395,22320.16,0.0,22320.16,22320.16,0.0,268138.95,8
Jul 2025,2025-07-31,0.0,251703.33,20975.277484,20975.28,0.0,20975.28,20975.28,0.0,251867.81,10
Aug 2025,2025-08-29,0.0,250804.09,20900.341196,20900.34,0.0,20900.34,20900.34,0.0,250885.89,9
Sep 2025,2025-09-30,0.0,248941.0,20745.083382,20745.08,0.0,20745.08,20745.08,0.0,250663.06,6
