Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Available_for_Liquidation,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing
Apr 2021,2021-04-30,0.0,86816.5,7234.708184,0.0,3414.75,0.0,3414.75,3414.75,0.0,87404.52
May 2021,2021-05-31,0.0,94799.4,7899.949992,0.0,2183.56,0.0,2183.56,2183.56,0.0,94894.0
Jun 2021,2021-06-30,0.0,100593.88,8382.823033,0.0,1544.22,0.0,1544.22,1544.22,0.0,100692.57
Jul 2021,2021-07-30,0.0,119117.97,9926.497282,0.0,6371.87,0.0,6371.87,6371.87,0.0,120704.68
Aug 2021,2021-08-31,0.0,121363.12,10113.593434,0.0,7328.21,0.0,7328.21,7328.21,0.0,121309.26
Sep 2021,2021-09-30,0.0,122350.6,10195.883381,0.0,4039.4,0.0,4039.4,4039.4,0.0,122462.04
Oct 2021,2021-10-29,0.0,120057.69,10004.807518,0.0,10004.81,0.0,10004.81,10004.81,0.0,119847.41
Nov 2021,2021-11-30,0.0,121762.52,10146.876472,0.0,10146.88,0.0,10146.88,10146.88,0.0,122258.9
Dec 2021,2021-12-31,0.0,126470.97,10539.247864,0.0,2705.04,0.0,2705.04,2705.04,0.0,126703.69
Jan 2022,2022-01-31,0.0,124209.76,10350.813017,0.0,1266.9,0.0,1266.9,1266.9,0.0,124156.74
Feb 2022,2022-02-28,0.0,116151.43,9679.285841,0.0,627.01,0.0,627.01,627.01,0.0,116105.77
Mar 2022,2022-03-31,0.0,120589.98,10049.165317,0.0,10049.17,0.0,10049.17,10049.17,0.0,121525.39
Apr 2022,2022-04-29,0.0,123820.49,10318.37401,0.0,4437.65,0.0,4437.65,4437.65,0.0,123743.09
May 2022,2022-05-31,0.0,112081.36,9340.112989,0.0,2124.58,0.0,2124.58,2124.58,0.0,111855.98
Jun 2022,2022-06-30,0.0,102066.77,8505.564124,0.0,2475.63,0.0,2475.63,2475.63,0.0,101788.24
Jul 2022,2022-07-29,0.0,111629.13,9302.427242,0.0,9302.43,0.0,9302.43,9302.43,0.0,112154.13
Aug 2022,2022-08-30,0.0,115850.17,9654.180624,0.0,6838.4,0.0,6838.4,6838.4,0.0,115517.14
Sep 2022,2022-09-30,0.0,110340.93,9195.077734,0.0,9195.08,0.0,9195.08,9195.08,0.0,110459.55
Oct 2022,2022-10-31,0.0,111581.36,9298.446622,0.0,1507.15,0.0,1507.15,1507.15,0.0,111553.72
Nov 2022,2022-11-30,0.0,117126.98,9760.581279,0.0,0.0,0.0,0.0,0.0,0.0,117126.98
Dec 2022,2022-12-30,0.0,113339.96,9444.996932,0.0,0.0,0.0,0.0,0.0,0.0,113339.96
Jan 2023,2023-01-31,0.0,116278.22,9689.851293,0.0,7551.62,0.0,7551.62,7551.62,0.0,115723.46
Feb 2023,2023-02-28,0.0,117435.35,9786.279573,0.0,8037.73,0.0,8037.73,8037.73,0.0,117238.79
Mar 2023,2023-03-31,0.0,122381.03,10198.419455,0.0,5569.2,0.0,5569.2,5569.2,0.0,122029.29
Apr 2023,2023-04-28,0.0,129884.18,10823.681794,0.0,10823.68,0.0,10823.68,10823.68,0.0,130187.47
May 2023,2023-05-31,0.0,135742.59,11311.882344,0.0,11311.88,0.0,11311.88,11311.88,0.0,136717.12
Jun 2023,2023-06-30,0.0,142296.07,11858.005514,0.0,11858.01,0.0,11858.01,11858.01,0.0,143308.95
Jul 2023,2023-07-31,0.0,152095.2,12674.600286,0.0,12674.6,0.0,12674.6,12674.6,0.0,154196.85
Aug 2023,2023-08-31,0.0,158772.69,13231.057407,0.0,13231.06,0.0,13231.06,13231.06,0.0,158478.19
Sep 2023,2023-09-29,0.0,159578.17,13298.180935,0.0,13298.18,0.0,13298.18,13298.18,0.0,159809.05
Oct 2023,2023-10-31,0.0,163285.47,13607.1225,0.0,13607.12,0.0,13607.12,13607.12,0.0,163304.54
Nov 2023,2023-11-30,0.0,179590.57,14965.880972,0.0,14965.88,0.0,14965.88,14965.88,0.0,179983.76
Dec 2023,2023-12-29,0.0,197938.2,16494.849924,0.0,16494.85,0.0,16494.85,16494.85,0.0,201076.63
Jan 2024,2024-01-31,0.0,212677.11,17723.092778,0.0,16818.53,0.0,16818.53,16818.53,0.0,213934.08
Feb 2024,2024-02-29,0.0,207270.61,17272.550508,0.0,10205.48,0.0,10205.48,10205.48,0.0,206680.38
Mar 2024,2024-03-28,0.0,196221.03,16351.752495,0.0,9748.33,0.0,9748.33,9748.33,0.0,196138.22
Apr 2024,2024-04-30,0.0,221591.99,18465.998944,0.0,10271.81,0.0,10271.81,10271.81,0.0,222024.15
May 2024,2024-05-31,0.0,242987.54,20248.961959,0.0,12414.63,0.0,12414.63,12414.63,0.0,244244.83
Jun 2024,2024-06-28,0.0,281021.37,23418.447227,0.0,23418.45,0.0,23418.45,23418.45,0.0,282870.27
Jul 2024,2024-07-31,0.0,295679.29,24639.940755,0.0,24639.94,0.0,24639.94,24639.94,0.0,296371.43
Aug 2024,2024-08-30,0.0,293001.29,24416.774237,0.0,24416.77,0.0,24416.77,24416.77,0.0,291691.57
Sep 2024,2024-09-30,0.0,304661.04,25388.419656,0.0,25388.42,0.0,25388.42,25388.42,0.0,304680.14
Oct 2024,2024-10-31,0.0,283362.83,23613.56888,0.0,19427.15,0.0,19427.15,19427.15,0.0,281894.63
Nov 2024,2024-11-29,0.0,309193.45,25766.12043,0.0,17707.23,0.0,17707.23,17707.23,0.0,308470.57
Dec 2024,2024-12-31,0.0,266068.96,22172.413005,0.0,22172.41,0.0,22172.41,22172.41,0.0,262858.78
Jan 2025,2025-01-31,0.0,236723.51,19726.959474,0.0,19726.96,0.0,19726.96,19726.96,0.0,233847.53
Feb 2025,2025-02-28,0.0,195544.14,16295.345215,0.0,16295.35,0.0,16295.35,16295.35,0.0,192840.1
Mar 2025,2025-03-31,0.0,216964.68,18080.389674,0.0,18080.39,0.0,18080.39,18080.39,0.0,218546.08
Apr 2025,2025-04-30,0.0,228946.53,19078.877127,0.0,19078.88,0.0,19078.88,19078.88,0.0,229399.96
May 2025,2025-05-30,0.0,259058.19,21588.182305,0.0,21588.18,0.0,21588.18,21588.18,0.0,261911.3
Jun 2025,2025-06-30,0.0,267841.97,22320.164395,0.0,22320.16,0.0,22320.16,22320.16,0.0,268138.95
Jul 2025,2025-07-31,0.0,251703.33,20975.277484,0.0,20975.28,0.0,20975.28,20975.28,0.0,251867.81
Aug 2025,2025-08-29,0.0,250804.09,20900.341196,0.0,20900.34,0.0,20900.34,20900.34,0.0,250885.89
Sep 2025,2025-09-30,0.0,248941.0,20745.083382,0.0,20745.08,0.0,20745.08,20745.08,0.0,250663.06
