Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
RECLTD.NS,240.2,7.89,-20.4
ONGC.NS,198.2,6.51,-15.09
ADANIPORTS.NS,183.4,6.03,-1.11
BALKRISIND.NS,597.4,19.63,119.14
RATNAMANI.NS,281.5,9.25,-4.97
BERGEPAINT.NS,106.5,3.5,-7.64
LICHSGFIN.NS,362.8,11.92,17.45
TCS.NS,341.5,11.22,25.67
HAVELLS.NS,156.9,5.15,-9.58
ASTRAL.NS,347.9,11.43,-6.67
AJANTPHARM.NS,258.6,8.49,41.43
HINDUNILVR.NS,296.0,9.72,8.97
ECLERX.NS,404.7,13.29,35.78
MARICO.NS,59.0,1.94,-4.36
KKCL.NS,370.3,12.16,2.32
BRITANNIA.NS,157.4,5.17,-2.03
KAJARIACER.NS,362.0,11.89,12.75
MUNJALSHOW.NS,270.0,8.87,-7.0
NAVNETEDUL.NS,274.3,9.01,-11.62
ATUL.NS,517.3,16.99,73.74
JUBLFOOD.NS,379.1,12.45,-28.96
LAOPALA.NS,394.0,12.94,62.78
TORNTPHARM.NS,652.5,21.44,52.64
VSTIND.NS,594.6,19.53,238.5
WIPRO.NS,231.0,7.59,-6.75
ZENSARTECH.NS,552.9,18.16,28.93
IGL.NS,290.3,9.54,4.43
WHIRLPOOL.NS,58.8,1.93,-16.76
CENTURYPLY.NS,69.9,2.3,-27.61
TVSSRICHAK.NS,425.0,13.96,73.84
BAJFINANCE.NS,522.6,17.17,157.47
VGUARD.NS,79.1,2.6,-13.68
TIDEWATER.NS,421.4,13.84,43.07
AARTIIND.NS,547.2,17.97,73.13
KPRMILL.NS,316.1,10.39,13.6
VAKRANGEE.NS,393.0,12.91,206.18
SWARAJENG.NS,91.0,2.99,-2.32
VINATIORGA.NS,279.2,9.17,6.96
CERA.NS,82.8,2.72,-14.63
NBCC.NS,234.1,7.69,-21.69
TITAN.NS,236.9,7.78,19.68
TATAELXSI.NS,124.0,4.07,72.05
AUROPHARMA.NS,683.1,22.44,25.97
PCJEWELLER.NS,485.0,15.93,-88.95
FINCABLES.NS,364.0,11.96,-39.08
INFY.NS,329.3,10.82,30.86
AKZOINDIA.NS,241.0,7.92,-1.39
TVTODAY.NS,455.0,14.95,-23.4
RELAXO.NS,393.6,12.93,52.68
GULFOILLUB.NS,72.2,2.37,-5.87
AVANTIFEED.NS,606.5,19.92,2.65
GARFIBRES.NS,270.5,8.89,44.27
CHOLAFIN.NS,523.9,17.21,-28.17
BPCL.NS,329.7,10.83,-4.89
HINDPETRO.NS,314.1,10.32,-17.01
CAPLIPOINT.NS,389.9,12.81,44.53
ALKYLAMINE.NS,370.1,12.16,178.42
BHARATRAS.NS,408.2,13.41,59.66
EICHERMOT.NS,179.0,5.88,-11.0
HCLTECH.NS,81.2,2.67,-8.9
TECHM.NS,932.6,30.64,49.74
TTKPRESTIG.NS,504.4,16.57,42.22
KNRCON.NS,576.0,18.92,127.47
BEL.NS,397.2,13.05,84.0
RHIM.NS,110.4,3.63,-6.23
SUDARSCHEM.NS,808.3,26.55,15.7
STLTECH.NS,380.5,12.5,-49.97
BIRLAMONEY.NS,103.0,3.38,-4.07
SONATSOFTW.NS,1251.6,41.12,137.33
DCMSHRIRAM.NS,424.9,13.96,15.68
ASAL.NS,151.0,4.96,-22.42
EKC.NS,89.5,2.94,-42.21
PAGEIND.NS,60.0,1.97,-1.65
ADANIENT.NS,152.0,4.99,-8.02
KEI.NS,433.7,14.25,86.45
FACT.NS,303.0,9.96,47.63
SALASAR.NS,225.5,7.41,56.55
GRINDWELL.NS,284.8,9.36,-1.82
GHCL.NS,165.8,5.45,-12.83
DWARKESH.NS,175.8,5.78,-9.95
GNA.NS,105.1,3.45,-12.89
GOKULAGRO.NS,75.1,2.47,-8.63
RADICO.NS,394.7,12.97,46.46
BALRAMCHIN.NS,511.3,16.8,-3.46
TI.NS,256.0,8.41,47.95
MOLDTECH.NS,90.0,2.96,-7.4
SOLARINDS.NS,393.0,12.91,45.49
HINDZINC.NS,1300.0,42.71,68.39
HGINFRA.NS,334.9,11.0,0.86
UGARSUGAR.NS,92.7,3.04,-17.72
GPIL.NS,171.3,5.63,-0.82
PITTIENG.NS,450.1,14.79,110.06
CENTEXT.NS,423.0,13.9,53.51
REFEX.NS,100.0,3.29,-12.5
UTTAMSUGAR.NS,394.0,12.94,24.41
ACE.NS,393.0,12.91,290.97
HISARMETAL.NS,393.0,12.91,27.23
HITECH.NS,393.0,12.91,70.55
TRITURBINE.NS,395.0,12.98,67.8
CUMMINSIND.NS,395.0,12.98,124.98
AARTIDRUGS.NS,1137.7,37.37,-27.4
POLYPLEX.NS,975.0,32.03,-25.75
HAL.NS,382.6,12.57,78.29
DLINKINDIA.NS,394.0,12.94,132.07
MSTCLTD.NS,74.0,2.43,-7.94
PERSISTENT.NS,394.9,12.97,80.48
SUPREMEIND.NS,182.0,5.98,-10.22
GRSE.NS,394.3,12.95,134.25
JBCHEPHARM.NS,179.0,5.88,-2.29
NMDC.NS,577.9,18.99,-60.06
OFSS.NS,122.0,4.01,-20.28
GODFRYPHLP.NS,461.5,15.16,134.17
BAJAJ-AUTO.NS,292.6,9.61,-4.15
PCBL.NS,277.7,9.12,0.23
IIFLSEC.NS,133.7,4.39,-43.18
GRANULES.NS,58.4,1.92,-7.76
CANFINHOME.NS,699.0,22.96,-0.11
MUTHOOTFIN.NS,86.0,2.83,-0.12
GOKEX.NS,486.0,15.97,12.68
GRAVITA.NS,395.0,12.98,26.87
SHARDAMOTR.NS,196.8,6.46,-41.19
KSCL.NS,121.0,3.98,-9.02
