Month,Allowed_Limit,Possible_Liquidation,Excess
Oct 2017,3760.7,4490.32,729.62
Feb 2018,3806.3,11036.51,7230.21
Apr 2019,4914.07,10706.8,5792.73
Aug 2020,5494.44,7485.61,1991.17
Jun 2022,9633.17,52256.86,42623.69
Jan 2024,18183.09,26571.92,8388.83
