Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Mar 2020,2020-03-31,6,30,1098.84,5
Apr 2020,2020-04-30,6,30,2291.87,5
May 2020,2020-05-29,6,30,379.89,1
Jun 2020,2020-06-30,6,30,0.0,0
Jul 2020,2020-07-30,6,27,1193.72,8
Aug 2020,2020-08-31,6,28,7485.61,13
Sep 2020,2020-09-30,6,29,1137.21,4
Oct 2020,2020-10-30,6,30,4021.92,9
Nov 2020,2020-11-27,6,29,792.07,2
Dec 2020,2020-12-31,6,30,676.67,4
Jan 2021,2021-01-29,6,30,0.0,0
Feb 2021,2021-02-26,6,33,679.7,2
Mar 2021,2021-03-31,6,33,0.0,0
Apr 2021,2021-04-30,6,33,729.53,1
May 2021,2021-05-31,6,34,2672.41,7
Jun 2021,2021-06-30,6,36,979.05,2
Jul 2021,2021-07-30,6,37,2129.55,4
Aug 2021,2021-08-31,6,38,6330.38,6
Sep 2021,2021-09-30,6,39,1195.21,2
Oct 2021,2021-10-29,6,38,3900.42,8
Nov 2021,2021-11-30,6,40,3574.63,3
Dec 2021,2021-12-31,6,39,695.98,3
Jan 2022,2022-01-31,6,39,0.0,0
Feb 2022,2022-02-28,6,40,616.34,3
Mar 2022,2022-03-31,6,41,1265.1,3
Apr 2022,2022-04-29,6,37,2885.56,11
May 2022,2022-05-31,6,36,2973.86,5
Jun 2022,2022-06-30,6,32,52256.86,33
Jul 2022,2022-07-29,6,35,3971.57,13
Aug 2022,2022-08-30,6,35,0.0,0
Sep 2022,2022-09-30,6,35,9296.41,3
Oct 2022,2022-10-31,6,37,10234.03,3
Nov 2022,2022-11-30,6,36,4444.6,3
Dec 2022,2022-12-30,6,37,9987.15,5
Jan 2023,2023-01-31,6,38,2129.31,2
Feb 2023,2023-02-28,4,36,2868.15,5
Mar 2023,2023-03-31,6,38,647.32,1
Apr 2023,2023-04-28,6,41,721.22,2
May 2023,2023-05-31,6,44,577.66,2
Jun 2023,2023-06-30,6,46,9188.27,3
Jul 2023,2023-07-31,6,47,6078.19,16
Aug 2023,2023-08-31,6,49,1979.34,2
Sep 2023,2023-09-29,6,50,634.46,2
Oct 2023,2023-10-31,6,51,87.87,1
Nov 2023,2023-11-30,5,49,2694.95,6
Dec 2023,2023-12-29,6,49,0.0,0
Jan 2024,2024-01-31,6,51,26571.92,4
Feb 2024,2024-02-29,6,52,2361.14,2
Mar 2024,2024-03-28,6,49,2109.61,5
Apr 2024,2024-04-30,6,49,4961.6,3
May 2024,2024-05-31,6,50,8344.38,7
Jun 2024,2024-06-28,6,54,3974.56,2
Jul 2024,2024-07-31,6,51,12796.38,22
Aug 2024,2024-08-30,6,50,9503.69,6
Sep 2024,2024-09-30,6,54,3492.56,2
Oct 2024,2024-10-31,6,54,2555.9,3
Nov 2024,2024-11-29,6,52,2239.63,3
Dec 2024,2024-12-31,6,51,3023.73,4
Jan 2025,2025-01-31,6,50,448.83,1
Feb 2025,2025-02-28,6,48,6878.77,14
Mar 2025,2025-03-31,6,48,578.38,1
Apr 2025,2025-04-30,6,48,9385.69,8
May 2025,2025-05-30,6,48,1811.19,2
Jun 2025,2025-06-30,6,48,2418.32,1
Jul 2025,2025-07-31,6,46,6761.44,7
Aug 2025,2025-08-29,6,45,11217.95,10
Sep 2025,2025-09-30,6,45,13832.05,7
