Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
JSWSTEEL.NS,184.9,6.07,2.74
HERITGFOOD.NS,254.7,8.37,50.3
ARVIND.NS,109.4,3.6,-17.55
BPCL.NS,665.2,21.85,16.7
TATASTEEL.NS,323.9,10.64,93.83
ASTRAL.NS,197.0,6.47,-6.28
VTL.NS,395.0,12.98,135.52
VAKRANGEE.NS,552.5,18.15,-17.17
CHOLAFIN.NS,459.1,15.08,57.71
LT.NS,168.0,5.52,14.99
AARTIIND.NS,1062.5,34.91,231.06
WHEELS.NS,378.3,12.43,-11.68
KPRMILL.NS,941.6,30.93,7.24
BBTC.NS,546.0,17.94,55.84
BLUEDART.NS,301.0,9.89,-8.82
TATAELXSI.NS,486.0,15.97,210.17
SONATSOFTW.NS,58.8,1.93,-8.19
M&M.NS,338.0,11.1,-3.26
NOCIL.NS,368.0,12.09,66.52
GREENPLY.NS,59.0,1.94,-14.49
JKTYRE.NS,342.9,11.26,-9.79
TVTODAY.NS,214.0,7.03,-7.65
FINCABLES.NS,582.3,19.13,-34.25
LAOPALA.NS,704.6,23.15,34.21
KEC.NS,317.2,10.42,71.52
HIMATSEIDE.NS,119.0,3.91,-1.66
HINDPETRO.NS,289.1,9.5,62.92
KRBL.NS,149.0,4.89,-0.17
DCMSHRIRAM.NS,168.1,5.52,-6.56
ATUL.NS,1197.9,39.35,114.89
CEATLTD.NS,114.0,3.75,-24.92
MRF.NS,221.8,7.29,-10.36
APLAPOLLO.NS,228.1,7.49,18.23
VSTIND.NS,877.5,28.83,467.71
TIDEWATER.NS,407.8,13.4,35.39
FINPIPE.NS,266.5,8.76,28.55
TRIDENT.NS,219.5,7.21,-4.48
CANFINHOME.NS,874.5,28.73,272.68
NAVINFLUOR.NS,124.1,4.08,0.39
EICHERMOT.NS,212.3,6.98,-13.25
IOC.NS,303.7,9.98,-22.24
JCHAC.NS,59.0,1.94,-1.27
LICHSGFIN.NS,1366.0,44.88,49.22
RECLTD.NS,1307.0,42.94,-11.4
ADANIPORTS.NS,1184.0,38.9,16.99
ZENSARTECH.NS,943.5,30.99,26.89
GHCL.NS,352.1,11.57,-9.81
KNRCON.NS,119.0,3.91,-14.7
CHAMBLFERT.NS,293.5,9.64,-14.29
IIFL.NS,91.5,3.01,-34.17
NILKAMAL.NS,82.7,2.72,-17.23
ESCORTS.NS,303.7,9.98,14.09
VOLTAS.NS,152.0,4.99,-1.43
GAIL.NS,244.0,8.02,-2.31
MARUTI.NS,99.0,3.25,-3.62
BLUESTARCO.NS,379.3,12.46,86.4
TVSSRICHAK.NS,425.0,13.96,-40.56
MANAPPURAM.NS,258.1,8.48,14.79
RELIANCE.NS,342.2,11.24,50.28
JKPAPER.NS,326.4,10.72,-4.82
BALMLAWRIE.NS,60.0,1.97,-5.06
SRF.NS,373.7,12.28,52.58
TTKPRESTIG.NS,302.0,9.92,-0.84
NBCC.NS,1121.1,36.83,-76.23
TORNTPHARM.NS,395.0,12.98,59.43
HEIDELBERG.NS,158.8,5.22,-7.51
SUVEN.NS,393.0,12.91,286.3
MOIL.NS,92.5,3.04,-5.87
GAEL.NS,104.0,3.42,20.16
MUTHOOTFIN.NS,690.7,22.69,109.17
VENKEYS.NS,61.0,2.0,-20.07
CGCL.NS,423.0,13.9,155.14
JINDALSAW.NS,196.8,6.46,-16.84
PNCINFRA.NS,56.8,1.87,-2.03
VAIBHAVGBL.NS,121.0,3.98,-18.04
GUJGASLTD.NS,332.0,10.91,-5.19
JUBLFOOD.NS,165.6,5.44,-32.25
BHARATRAS.NS,543.0,17.84,62.43
TATACHEM.NS,343.6,11.29,27.6
FACT.NS,219.3,7.2,-11.27
BSOFT.NS,58.0,1.91,-1.72
CARBORUNIV.NS,58.0,1.91,-2.56
REDINGTON.NS,311.3,10.23,-16.52
ALOKINDS.NS,60.0,1.97,-13.5
BAJFINANCE.NS,2604.3,85.55,1497.54
RATNAMANI.NS,394.0,12.94,30.39
PRESTIGE.NS,59.0,1.94,-19.23
USHAMART.NS,89.4,2.94,-1.3
NIITLTD.NS,91.0,2.99,-23.6
WELCORP.NS,154.2,5.07,-3.19
ANDHRSUGAR.NS,72.7,2.39,-8.58
ESTER.NS,58.0,1.91,-13.66
PRAJIND.NS,61.0,2.0,-11.12
JINDALSTEL.NS,79.8,2.62,-3.99
