year,total_return,annualized_return,downside_volatility,sharpe,days
2014,5.48955,48.15348760521024,0.04538251754709445,1.6719351031384035,121
2015,1.0654045048416458,1.0959539751397092,0.193733035772654,1.3093610565487903,247
2016,0.19301757424664423,0.1981640269723992,0.1377232376820956,1.1294481679165953,246
2017,0.6919165823696156,0.7063278465550231,0.10540587601191696,3.8052447238615468,248
2018,-0.0311408052508636,-0.03188809781650115,0.12840307349839797,-0.11874820484882556,246
2019,0.23203761372577425,0.2404956466392092,0.09082379764395916,1.6254586655147898,244
2020,0.2135163071315802,0.2153965008032479,0.33399176566449723,0.7780516324438173,250
2021,1.2277656948417328,1.264182372646037,0.12694014929721684,4.530070103726711,247
2022,-0.2491355525945239,-0.2534781144592412,0.1857140059886788,-0.8373211181304555,247
2023,0.6313223509790264,0.6542926945787795,0.148711224701585,2.863341768831196,245
2024,0.5011492376918523,0.513544532052675,0.19507812875566855,1.7522162539415262,247
2025,-0.09203058946221376,-0.09380334111427724,0.1785356767299582,-0.32588496594169514,247
2026,-0.12447868335690848,-0.39346767871843924,0.16377006275953698,-2.5303042195401955,67
