Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Mar 2020,2020-03-31,6,30,806.53,5
Apr 2020,2020-04-30,6,30,1622.0,5
May 2020,2020-05-29,6,30,245.2,1
Jun 2020,2020-06-30,6,30,0.0,0
Jul 2020,2020-07-30,6,27,2102.27,8
Aug 2020,2020-08-31,6,28,5579.14,13
Sep 2020,2020-09-30,6,29,3630.98,6
Oct 2020,2020-10-30,6,30,2616.8,10
Nov 2020,2020-11-27,6,29,522.89,2
Dec 2020,2020-12-31,6,30,513.01,4
Jan 2021,2021-01-29,6,30,0.0,0
Feb 2021,2021-02-26,6,33,598.17,2
Mar 2021,2021-03-31,6,33,0.0,0
Apr 2021,2021-04-30,6,33,516.3,1
May 2021,2021-05-31,6,34,1881.17,7
Jun 2021,2021-06-30,6,36,861.56,2
Jul 2021,2021-07-30,6,37,2262.9,4
Aug 2021,2021-08-31,6,38,5405.63,6
Sep 2021,2021-09-30,6,39,1612.04,2
Oct 2021,2021-10-29,6,38,10036.08,8
Nov 2021,2021-11-30,6,40,3871.61,3
Dec 2021,2021-12-31,6,39,603.93,3
Jan 2022,2022-01-31,6,39,0.0,0
Feb 2022,2022-02-28,6,40,510.04,3
Mar 2022,2022-03-31,6,41,1841.29,3
Apr 2022,2022-04-29,6,37,4558.16,11
May 2022,2022-05-31,6,36,2703.52,5
Jun 2022,2022-06-30,6,33,9637.42,9
Jul 2022,2022-07-29,6,36,11451.99,15
Aug 2022,2022-08-30,6,36,0.0,0
Sep 2022,2022-09-30,6,36,4858.01,3
Oct 2022,2022-10-31,6,38,3234.26,3
Nov 2022,2022-11-30,6,37,1686.04,3
Dec 2022,2022-12-30,6,38,2974.36,5
Jan 2023,2023-01-31,6,39,10961.17,6
Feb 2023,2023-02-28,4,37,10650.89,7
Mar 2023,2023-03-31,6,39,10377.2,5
Apr 2023,2023-04-28,6,42,1891.22,2
May 2023,2023-05-31,6,44,721.0,2
Jun 2023,2023-06-30,6,46,12798.25,6
Jul 2023,2023-07-31,6,47,13488.69,22
Aug 2023,2023-08-31,6,49,13856.11,12
Sep 2023,2023-09-29,6,50,4441.49,2
Oct 2023,2023-10-31,6,51,615.1,1
Nov 2023,2023-11-30,5,49,5139.45,6
Dec 2023,2023-12-29,6,49,0.0,0
Jan 2024,2024-01-31,6,52,17626.61,3
Feb 2024,2024-02-29,6,52,4316.27,4
Mar 2024,2024-03-28,6,49,10723.08,5
Apr 2024,2024-04-30,6,49,4527.01,3
May 2024,2024-05-31,6,50,11828.19,7
Jun 2024,2024-06-28,6,54,5140.74,2
Jul 2024,2024-07-31,6,51,19257.23,22
Aug 2024,2024-08-30,6,51,23196.44,6
Sep 2024,2024-09-30,6,54,9307.86,3
Oct 2024,2024-10-31,6,54,6480.37,3
Nov 2024,2024-11-29,6,52,5197.95,3
Dec 2024,2024-12-31,6,51,7030.13,4
Jan 2025,2025-01-31,6,50,1043.51,1
Feb 2025,2025-02-28,6,48,14595.13,14
Mar 2025,2025-03-31,6,48,748.08,1
Apr 2025,2025-04-30,6,48,12153.8,8
May 2025,2025-05-30,6,48,2191.14,2
Jun 2025,2025-06-30,6,48,3427.98,1
Jul 2025,2025-07-31,6,46,6806.46,7
Aug 2025,2025-08-29,6,45,16893.27,10
Sep 2025,2025-09-30,6,45,15682.77,7
