Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing,Stocks_Affected
Apr 2016,2016-04-29,0.0,20858.21,1738.183958,0.0,0.0,0.0,0.0,0.0,20858.21,0
May 2016,2016-05-31,0.0,21595.97,1799.664068,0.0,0.0,0.0,0.0,0.0,21595.97,0
Jun 2016,2016-06-30,0.0,22259.13,1854.927104,268.52,0.0,268.52,268.52,0.0,22266.15,1
Jul 2016,2016-07-29,0.0,25677.51,2139.792437,177.29,0.0,177.29,177.29,0.0,25696.46,1
Aug 2016,2016-08-31,0.0,28762.64,2396.886374,0.0,0.0,0.0,0.0,0.0,28762.64,0
Sep 2016,2016-09-30,0.0,29149.93,2429.160512,695.15,0.0,695.15,695.15,0.0,29170.71,3
Oct 2016,2016-10-28,0.0,31095.33,2591.277322,618.99,0.0,618.99,618.99,0.0,31112.41,2
Nov 2016,2016-11-30,0.0,28532.85,2377.73768,256.96,0.0,256.96,256.96,0.0,28505.37,2
Dec 2016,2016-12-30,0.0,26954.38,2246.198347,69.46,0.0,69.46,69.46,0.0,26952.26,2
Jan 2017,2017-01-31,0.0,30608.54,2550.711886,188.55,0.0,188.55,188.55,0.0,30628.38,3
Feb 2017,2017-02-28,0.0,32297.57,2691.463772,251.62,0.0,251.62,251.62,0.0,32311.73,1
Mar 2017,2017-03-31,0.0,34334.17,2861.180518,296.84,0.0,296.84,296.84,0.0,34339.12,1
Apr 2017,2017-04-28,0.0,38212.14,3184.345296,937.74,0.0,937.74,937.74,0.0,38317.19,5
May 2017,2017-05-31,0.0,39679.19,3306.598958,426.85,0.0,426.85,426.85,0.0,39676.89,2
Jun 2017,2017-06-30,0.0,42665.96,3555.496738,659.25,0.0,659.25,659.25,0.0,42701.38,6
Jul 2017,2017-07-31,0.0,46005.42,3833.784686,1091.14,0.0,1091.14,1091.14,0.0,45990.94,5
Aug 2017,2017-08-31,0.0,44824.18,3735.348416,387.46,0.0,387.46,387.46,0.0,44820.45,3
Sep 2017,2017-09-29,0.0,44789.49,3732.457368,0.0,0.0,0.0,0.0,0.0,44789.49,0
Oct 2017,2017-10-31,0.0,45128.43,3760.702831,3760.7,0.0,3760.7,3760.7,0.0,45296.9,5
Nov 2017,2017-11-30,0.0,44546.38,3712.198547,757.86,0.0,757.86,757.86,0.0,44500.31,3
Dec 2017,2017-12-29,0.0,46495.28,3874.60665,17.79,0.0,17.79,17.79,0.0,46496.32,1
Jan 2018,2018-01-31,0.0,44020.76,3668.397001,155.58,0.0,155.58,155.58,0.0,44019.11,2
Feb 2018,2018-02-28,0.0,45626.75,3802.229257,3802.23,0.0,3802.23,3802.23,0.0,45507.01,8
Mar 2018,2018-03-28,0.0,45171.37,3764.280621,1004.06,0.0,1004.06,1004.06,0.0,45076.55,6
Apr 2018,2018-04-30,0.0,47223.15,3935.262349,219.95,0.0,219.95,219.95,0.0,47222.1,1
May 2018,2018-05-31,0.0,46305.65,3858.80396,3858.8,0.0,3858.8,3858.8,0.0,46254.51,17
Jun 2018,2018-06-29,0.0,46688.41,3890.700589,3600.6,0.0,3600.6,3600.6,0.0,46433.26,26
Jul 2018,2018-07-31,0.0,50974.41,4247.867443,1058.03,0.0,1058.03,1058.03,0.0,50957.6,7
Aug 2018,2018-08-31,0.0,54006.86,4500.571817,936.76,0.0,936.76,936.76,0.0,54070.74,4
Sep 2018,2018-09-28,0.0,44728.25,3727.353901,2022.49,0.0,2022.49,2022.49,0.0,44359.6,7
Oct 2018,2018-10-31,0.0,46813.08,3901.089905,986.8,0.0,986.8,986.8,0.0,46807.75,3
Nov 2018,2018-11-30,0.0,49648.06,4137.338198,1038.47,0.0,1038.47,1038.47,0.0,49704.88,5
Dec 2018,2018-12-31,0.0,51122.53,4260.211173,153.89,0.0,153.89,153.89,0.0,51118.8,1
Jan 2019,2019-01-31,0.0,51469.54,4289.127968,2062.08,0.0,2062.08,2062.08,0.0,51581.28,9
Feb 2019,2019-02-28,0.0,50491.58,4207.632068,0.0,0.0,0.0,0.0,0.0,50491.58,0
Mar 2019,2019-03-29,0.0,56270.11,4689.176169,0.0,0.0,0.0,0.0,0.0,56270.11,0
Apr 2019,2019-04-30,0.0,57499.62,4791.635077,4791.64,0.0,4791.64,4791.64,0.0,57490.6,6
May 2019,2019-05-31,0.0,63492.16,5291.013506,5291.01,0.0,5291.01,5291.01,0.0,64107.8,12
Jun 2019,2019-06-28,0.0,65461.14,5455.095017,2493.51,0.0,2493.51,2493.51,0.0,65431.62,11
Jul 2019,2019-07-31,0.0,57567.92,4797.326585,3067.48,0.0,3067.48,3067.48,0.0,57302.94,9
Aug 2019,2019-08-30,0.0,58980.89,4915.074138,1483.63,0.0,1483.63,1483.63,0.0,58983.8,3
Sep 2019,2019-09-30,0.0,67965.7,5663.808333,413.27,0.0,413.27,413.27,0.0,68000.0,1
Oct 2019,2019-10-31,0.0,69788.61,5815.717762,897.23,0.0,897.23,897.23,0.0,69841.51,3
Nov 2019,2019-11-29,0.0,69693.79,5807.815954,428.21,0.0,428.21,428.21,0.0,69689.18,2
Dec 2019,2019-12-31,0.0,71443.25,5953.604102,98.08,0.0,98.08,98.08,0.0,71444.78,2
Jan 2020,2020-01-31,0.0,74730.27,6227.52264,2434.36,0.0,2434.36,2434.36,0.0,74820.74,8
Feb 2020,2020-02-28,0.0,73774.05,6147.837098,0.0,0.0,0.0,0.0,0.0,73774.05,0
Mar 2020,2020-03-31,0.0,43362.13,3613.510658,806.53,0.0,806.53,806.53,0.0,43108.99,5
Apr 2020,2020-04-30,0.0,49169.87,4097.489249,1622.0,0.0,1622.0,1622.0,0.0,49711.76,5
May 2020,2020-05-29,0.0,45026.13,3752.177378,245.2,0.0,245.2,245.2,0.0,45038.14,1
Jun 2020,2020-06-30,0.0,56183.09,4681.924085,0.0,0.0,0.0,0.0,0.0,56183.09,0
Jul 2020,2020-07-30,0.0,62157.97,5179.830533,2102.27,0.0,2102.27,2102.27,0.0,62249.02,8
Aug 2020,2020-08-31,0.0,66949.72,5579.143677,5579.14,0.0,5579.14,5579.14,0.0,67250.27,13
Sep 2020,2020-09-30,0.0,65950.86,5495.904895,3630.98,0.0,3630.98,3630.98,0.0,66151.29,6
Oct 2020,2020-10-30,0.0,66692.06,5557.671716,2616.8,0.0,2616.8,2616.8,0.0,66691.75,10
Nov 2020,2020-11-27,0.0,86770.38,7230.865042,522.89,0.0,522.89,522.89,0.0,86875.36,2
Dec 2020,2020-12-31,0.0,92705.28,7725.440026,513.01,0.0,513.01,513.01,0.0,92748.9,4
Jan 2021,2021-01-29,0.0,88560.71,7380.059457,0.0,0.0,0.0,0.0,0.0,88560.71,0
Feb 2021,2021-02-26,0.0,97415.54,8117.961282,598.17,0.0,598.17,598.17,0.0,97510.51,2
Mar 2021,2021-03-31,0.0,97760.25,8146.687094,0.0,0.0,0.0,0.0,0.0,97760.25,0
Apr 2021,2021-04-30,0.0,106177.58,8848.131799,516.3,0.0,516.3,516.3,0.0,106251.71,1
May 2021,2021-05-31,0.0,112901.62,9408.46853,1881.17,0.0,1881.17,1881.17,0.0,112966.82,7
Jun 2021,2021-06-30,0.0,121581.6,10131.800155,861.56,0.0,861.56,861.56,0.0,121702.1,2
Jul 2021,2021-07-30,0.0,133728.13,11144.011167,2262.9,0.0,2262.9,2262.9,0.0,133894.32,4
Aug 2021,2021-08-31,0.0,147018.33,12251.527903,5405.63,0.0,5405.63,5405.63,0.0,146914.89,6
Sep 2021,2021-09-30,0.0,149130.89,12427.573819,1612.04,0.0,1612.04,1612.04,0.0,149193.33,2
Oct 2021,2021-10-29,0.0,146146.61,12178.884096,10036.08,0.0,10036.08,10036.08,0.0,145831.94,8
Nov 2021,2021-11-30,0.0,141395.94,11782.995282,3871.61,0.0,3871.61,3871.61,0.0,141689.24,3
Dec 2021,2021-12-31,0.0,145342.66,12111.888368,603.93,0.0,603.93,603.93,0.0,145416.9,3
Jan 2022,2022-01-31,0.0,143991.41,11999.283982,0.0,0.0,0.0,0.0,0.0,143991.41,0
Feb 2022,2022-02-28,0.0,138170.25,11514.18712,510.04,0.0,510.04,510.04,0.0,138136.34,3
Mar 2022,2022-03-31,0.0,146798.26,12233.188422,1841.29,0.0,1841.29,1841.29,0.0,146932.74,3
Apr 2022,2022-04-29,0.0,143410.8,11950.899886,4558.16,0.0,4558.16,4558.16,0.0,143356.27,11
May 2022,2022-05-31,0.0,129501.99,10791.832816,2703.52,0.0,2703.52,2703.52,0.0,129290.73,5
Jun 2022,2022-06-30,0.0,115649.06,9637.421494,9637.42,0.0,9637.42,9637.42,0.0,114397.07,9
Jul 2022,2022-07-29,0.0,137423.83,11451.986041,11451.99,0.0,11451.99,11451.99,0.0,137926.16,15
Aug 2022,2022-08-30,0.0,144626.83,12052.235676,0.0,0.0,0.0,0.0,0.0,144626.83,0
Sep 2022,2022-09-30,0.0,140661.55,11721.795919,4858.01,0.0,4858.01,4858.01,0.0,140555.1,3
Oct 2022,2022-10-31,0.0,139054.24,11587.853201,3234.26,0.0,3234.26,3234.26,0.0,139066.01,3
Nov 2022,2022-11-30,0.0,136695.9,11391.32517,1686.04,0.0,1686.04,1686.04,0.0,136730.58,3
Dec 2022,2022-12-30,0.0,133567.5,11130.625377,2974.36,0.0,2974.36,2974.36,0.0,134322.72,5
Jan 2023,2023-01-31,0.0,131534.01,10961.167896,10961.17,0.0,10961.17,10961.17,0.0,131455.66,6
Feb 2023,2023-02-28,0.0,127810.68,10650.889919,10650.89,0.0,10650.89,10650.89,0.0,127537.0,7
Mar 2023,2023-03-31,0.0,124526.44,10377.203508,10377.2,0.0,10377.2,10377.2,0.0,125064.03,5
Apr 2023,2023-04-28,0.0,136698.82,11391.568253,1891.22,0.0,1891.22,1891.22,0.0,136901.56,2
May 2023,2023-05-31,0.0,143727.99,11977.332369,721.0,0.0,721.0,721.0,0.0,143799.96,2
Jun 2023,2023-06-30,0.0,153578.96,12798.246319,12798.25,0.0,12798.25,12798.25,0.0,153668.32,6
Jul 2023,2023-07-31,0.0,161864.24,13488.686619,13488.69,0.0,13488.69,13488.69,0.0,162236.44,22
Aug 2023,2023-08-31,0.0,174053.48,14504.456531,13856.11,0.0,13856.11,13856.11,0.0,175391.15,12
Sep 2023,2023-09-29,0.0,173498.01,14458.167138,4441.49,0.0,4441.49,4441.49,0.0,173538.68,2
Oct 2023,2023-10-31,0.0,169350.51,14112.542663,615.1,0.0,615.1,615.1,0.0,169345.53,1
Nov 2023,2023-11-30,0.0,185532.0,15461.000129,5139.45,0.0,5139.45,5139.45,0.0,186056.37,6
Dec 2023,2023-12-29,0.0,200593.89,16716.157656,0.0,0.0,0.0,0.0,0.0,200593.89,0
Jan 2024,2024-01-31,0.0,211519.33,17626.610864,17626.61,0.0,17626.61,17626.61,0.0,211380.8,3
Feb 2024,2024-02-29,0.0,212059.38,17671.614662,4316.27,0.0,4316.27,4316.27,0.0,212059.59,4
Mar 2024,2024-03-28,0.0,210014.72,17501.226598,10723.08,0.0,10723.08,10723.08,0.0,209694.43,5
Apr 2024,2024-04-30,0.0,235528.79,19627.399291,4527.01,0.0,4527.01,4527.01,0.0,235959.33,3
May 2024,2024-05-31,0.0,247727.61,20643.967475,11828.19,0.0,11828.19,11828.19,0.0,248929.56,7
Jun 2024,2024-06-28,0.0,274797.34,22899.778386,5140.74,0.0,5140.74,5140.74,0.0,274913.82,2
Jul 2024,2024-07-31,0.0,283292.26,23607.688229,19257.23,0.0,19257.23,19257.23,0.0,284420.25,22
Aug 2024,2024-08-30,0.0,278357.32,23196.44292,23196.44,0.0,23196.44,23196.44,0.0,280301.18,6
Sep 2024,2024-09-30,0.0,281093.65,23424.471082,9307.86,0.0,9307.86,9307.86,0.0,280546.54,3
Oct 2024,2024-10-31,0.0,261382.3,21781.858504,6480.37,0.0,6480.37,6480.37,0.0,260727.9,3
Nov 2024,2024-11-29,0.0,269981.78,22498.482065,5197.95,0.0,5197.95,5197.95,0.0,270169.53,3
Dec 2024,2024-12-31,0.0,267490.27,22290.85561,7030.13,0.0,7030.13,7030.13,0.0,268012.89,4
Jan 2025,2025-01-31,0.0,247928.83,20660.736069,1043.51,0.0,1043.51,1043.51,0.0,247851.2,1
Feb 2025,2025-02-28,0.0,211390.98,17615.915114,14595.13,0.0,14595.13,14595.13,0.0,209854.93,14
Mar 2025,2025-03-31,0.0,226414.12,18867.843683,748.08,0.0,748.08,748.08,0.0,226535.81,1
Apr 2025,2025-04-30,0.0,231055.37,19254.613935,12153.8,0.0,12153.8,12153.8,0.0,231163.22,8
May 2025,2025-05-30,0.0,249271.83,20772.652719,2191.14,0.0,2191.14,2191.14,0.0,249523.54,2
Jun 2025,2025-06-30,0.0,257987.23,21498.935433,3427.98,0.0,3427.98,3427.98,0.0,258038.56,1
Jul 2025,2025-07-31,0.0,250084.99,20840.41579,6806.46,0.0,6806.46,6806.46,0.0,250543.4,7
Aug 2025,2025-08-29,0.0,248473.7,20706.141371,16893.27,0.0,16893.27,16893.27,0.0,248215.35,10
Sep 2025,2025-09-30,0.0,265897.02,22158.084645,15682.77,0.0,15682.77,15682.77,0.0,266396.06,7
