Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Mar 2020,2020-03-31,6,36,524.17,4
Apr 2020,2020-04-30,6,36,1428.44,5
May 2020,2020-05-29,6,35,256.95,1
Jun 2020,2020-06-30,6,35,0.0,0
Jul 2020,2020-07-30,6,34,1027.83,6
Aug 2020,2020-08-31,6,36,5388.32,12
Sep 2020,2020-09-30,6,38,2150.16,6
Oct 2020,2020-10-30,6,39,2109.87,9
Nov 2020,2020-11-27,6,39,424.22,2
Dec 2020,2020-12-31,6,40,468.57,4
Jan 2021,2021-01-29,6,40,0.0,0
Feb 2021,2021-02-26,6,41,395.3,2
Mar 2021,2021-03-31,6,41,0.0,0
Apr 2021,2021-04-30,6,42,454.69,1
May 2021,2021-05-31,6,44,1562.73,6
Jun 2021,2021-06-30,6,45,21.55,1
Jul 2021,2021-07-30,6,45,3999.01,7
Aug 2021,2021-08-31,6,45,3982.29,7
Sep 2021,2021-09-30,6,46,592.81,1
Oct 2021,2021-10-29,6,44,7415.67,7
Nov 2021,2021-11-30,6,45,2788.3,4
Dec 2021,2021-12-31,6,46,226.52,1
Jan 2022,2022-01-31,6,46,282.61,1
Feb 2022,2022-02-28,6,45,891.17,3
Mar 2022,2022-03-31,6,46,273.82,2
Apr 2022,2022-04-29,6,41,3146.76,11
May 2022,2022-05-31,6,41,2020.47,4
Jun 2022,2022-06-30,6,42,9152.8,2
Jul 2022,2022-07-29,6,44,10899.9,4
Aug 2022,2022-08-30,6,43,2829.21,10
Sep 2022,2022-09-30,6,43,2663.99,6
Oct 2022,2022-10-31,6,44,4022.03,4
Nov 2022,2022-11-30,6,44,2051.35,4
Dec 2022,2022-12-30,6,44,2568.56,5
Jan 2023,2023-01-31,6,48,10687.93,4
Feb 2023,2023-02-28,4,49,10339.55,5
Mar 2023,2023-03-31,6,51,10043.68,13
Apr 2023,2023-04-28,6,52,5557.51,5
May 2023,2023-05-31,6,53,3137.44,4
Jun 2023,2023-06-30,6,55,6727.7,5
Jul 2023,2023-07-31,6,54,13302.34,18
Aug 2023,2023-08-31,6,55,1326.29,2
Sep 2023,2023-09-29,6,55,0.0,0
Oct 2023,2023-10-31,6,57,195.29,1
Nov 2023,2023-11-30,5,54,2404.58,4
Dec 2023,2023-12-29,6,56,30.64,1
Jan 2024,2024-01-31,6,58,17611.74,3
Feb 2024,2024-02-29,6,55,16563.02,10
Mar 2024,2024-03-28,6,53,5485.09,2
Apr 2024,2024-04-30,6,52,9041.0,6
May 2024,2024-05-31,6,50,13661.98,7
Jun 2024,2024-06-28,6,52,5872.87,3
Jul 2024,2024-07-31,6,48,17287.4,25
Aug 2024,2024-08-30,6,50,14017.72,6
Sep 2024,2024-09-30,6,50,0.0,0
Oct 2024,2024-10-31,6,52,2178.47,1
Nov 2024,2024-11-29,6,52,1946.35,1
Dec 2024,2024-12-31,6,50,5724.71,6
Jan 2025,2025-01-31,6,49,778.94,1
Feb 2025,2025-02-28,6,47,4911.71,9
Mar 2025,2025-03-31,6,48,854.62,1
Apr 2025,2025-04-30,6,48,11775.31,9
May 2025,2025-05-30,6,48,4923.65,3
Jun 2025,2025-06-30,6,48,0.0,0
Jul 2025,2025-07-31,6,46,3098.44,6
Aug 2025,2025-08-29,6,46,5053.22,6
Sep 2025,2025-09-30,6,47,8669.63,7
