Month,Ticker,Invested_Amount,Current_Amount,Portfolio_Total,Weight_Pct
Jul 2014,ATUL.NS,166.67,223.42,1067.29,20.933
Aug 2014,AARTIIND.NS,360.78,473.28,2361.33,20.043
Sep 2014,BAJFINANCE.NS,527.45,653.81,3447.79,18.963
Oct 2014,BAJFINANCE.NS,694.12,843.75,4637.52,18.194
Nov 2014,BAJFINANCE.NS,924.85,1184.6,5928.3,19.982
Dec 2014,BAJFINANCE.NS,1091.52,1522.91,6736.93,22.605
Jan 2015,BAJFINANCE.NS,1258.18,1963.49,8571.86,22.906
Feb 2015,BAJFINANCE.NS,1424.85,2155.44,9928.26,21.71
Mar 2015,BAJFINANCE.NS,1424.85,2156.15,11180.8,19.284
Apr 2015,BAJFINANCE.NS,1613.94,2307.2,12149.939999999999,18.989
May 2015,BAJFINANCE.NS,1780.61,2573.09,13451.74,19.128
Jun 2015,BAJFINANCE.NS,1947.28,3528.89,15582.4,22.647
Jul 2015,BAJFINANCE.NS,2160.98,3800.21,16770.04,22.661
Aug 2015,BAJFINANCE.NS,2272.62,3560.92,16257.73,21.903
Sep 2015,BAJFINANCE.NS,2377.73,3748.26,17874.62,20.97
Oct 2015,BAJFINANCE.NS,2524.89,3965.27,18103.75,21.903
Nov 2015,BAJFINANCE.NS,2524.89,4207.21,18591.71,22.629
Dec 2015,BAJFINANCE.NS,2524.89,4563.28,19648.66,23.224
Jan 2016,BAJFINANCE.NS,2570.93,4546.14,18938.31,24.005
Feb 2016,BAJFINANCE.NS,2714.87,4691.17,17608.01,26.642
Mar 2016,BAJFINANCE.NS,2714.87,5491.01,20391.31,26.928
Apr 2016,BAJFINANCE.NS,2742.7,5443.27,21057.670000000002,25.849
May 2016,BAJFINANCE.NS,2742.7,6048.81,21942.02,27.567
Jun 2016,BAJFINANCE.NS,2831.52,6466.87,22648.559999999998,28.553
Jul 2016,BAJFINANCE.NS,2861.07,8432.69,26099.63,32.31
Aug 2016,BAJFINANCE.NS,2861.07,8951.73,28989.82,30.879
Sep 2016,BAJFINANCE.NS,2965.58,8683.06,29486.95,29.447
Oct 2016,BAJFINANCE.NS,3068.75,8921.8,31155.85,28.636
Nov 2016,BAJFINANCE.NS,3068.75,7651.18,28403.920000000002,26.937
Dec 2016,BAJFINANCE.NS,3068.75,7005.68,26756.47,26.183
Jan 2017,BAJFINANCE.NS,3076.15,8634.07,30510.73,28.298
Feb 2017,BAJFINANCE.NS,3076.15,9227.78,32093.05,28.753
Mar 2017,BAJFINANCE.NS,3076.15,9751.53,33886.35,28.777
Apr 2017,BAJFINANCE.NS,3160.5,10717.77,37764.68,28.38
May 2017,BAJFINANCE.NS,3160.5,11143.98,39046.59,28.54
Jun 2017,CANFINHOME.NS,2798.06,12303.14,41898.13,29.364
Jul 2017,BAJFINANCE.NS,3222.07,14419.08,45094.76,31.975
Aug 2017,BAJFINANCE.NS,3222.07,15086.23,44104.25,34.206
Sep 2017,BAJFINANCE.NS,3222.07,15561.62,44074.98,35.307
Oct 2017,BAJFINANCE.NS,3834.86,15835.3,44285.42,35.757
Nov 2017,BAJFINANCE.NS,3834.86,15188.46,43813.24,34.666
Dec 2017,BAJFINANCE.NS,3834.86,15449.22,45743.49,33.774
Jan 2018,BAJFINANCE.NS,3834.86,14755.78,43220.81,34.14
Feb 2018,BAJFINANCE.NS,3834.86,14425.11,44441.99,32.458
Mar 2018,BAJFINANCE.NS,3834.86,15544.64,44358.55,35.043
Apr 2018,BAJFINANCE.NS,3834.86,16777.18,46473.79,36.1
May 2018,BAJFINANCE.NS,4472.76,19261.89,45877.75,41.985
Jun 2018,BAJFINANCE.NS,4472.76,20964.05,46057.94,45.517
Jul 2018,BAJFINANCE.NS,4472.76,24672.25,50330.05,49.021
Aug 2018,BAJFINANCE.NS,4472.76,26123.56,53414.28,48.907
Sep 2018,BAJFINANCE.NS,4472.76,19826.32,43659.54,45.411
Oct 2018,BAJFINANCE.NS,4472.76,21788.38,46107.04,47.256
Nov 2018,BAJFINANCE.NS,4472.76,23207.22,49089.420000000006,47.275
Dec 2018,BAJFINANCE.NS,4472.76,24189.84,50547.78,47.855
Jan 2019,BAJFINANCE.NS,4472.76,23546.96,51068.26,46.109
Feb 2019,BAJFINANCE.NS,4472.76,24225.06,50150.14,48.305
Mar 2019,BAJFINANCE.NS,4472.76,27396.99,55683.16,49.202
Apr 2019,BAJFINANCE.NS,4472.76,28312.41,56957.71,49.708
May 2019,BAJFINANCE.NS,4472.76,31706.56,63105.340000000004,50.244
Jun 2019,BAJFINANCE.NS,4472.76,33663.59,64426.21,52.251
Jul 2019,BAJFINANCE.NS,4472.76,29792.07,56426.48,52.798
Aug 2019,BAJFINANCE.NS,4472.76,30529.07,57968.5,52.665
Sep 2019,BAJFINANCE.NS,4472.76,37065.91,66783.15000000001,55.502
Oct 2019,BAJFINANCE.NS,4472.76,36896.43,68275.02,54.041
Nov 2019,BAJFINANCE.NS,4472.76,37323.79,68123.04,54.789
Dec 2019,BAJFINANCE.NS,4472.76,38794.59,69614.09,55.728
Jan 2020,BAJFINANCE.NS,4472.76,39996.06,72592.84,55.096
Feb 2020,BAJFINANCE.NS,4472.76,40911.7,71615.92,57.127
Mar 2020,BAJFINANCE.NS,4472.76,20345.63,42285.73,48.115
Apr 2020,BAJFINANCE.NS,4472.76,21284.95,48001.6,44.342
May 2020,BAJFINANCE.NS,4472.76,17938.54,43552.55,41.188
Jun 2020,BAJFINANCE.NS,4472.76,25994.43,54255.31,47.911
Jul 2020,BAJFINANCE.NS,4472.76,29550.65,60069.340000000004,49.194
Aug 2020,BAJFINANCE.NS,4472.76,32025.22,64983.76,49.282
Sep 2020,BAJFINANCE.NS,4472.76,30104.32,63841.63,47.155
Oct 2020,BAJFINANCE.NS,4472.76,30383.46,64368.14,47.203
Nov 2020,BAJFINANCE.NS,4472.76,45072.93,83661.18000000001,53.876
Dec 2020,BAJFINANCE.NS,4472.76,48620.88,89678.95,54.217
Jan 2021,BAJFINANCE.NS,4472.76,43472.95,85986.05,50.558
Feb 2021,BAJFINANCE.NS,4472.76,48342.66,94444.85,51.186
Mar 2021,BAJFINANCE.NS,4472.76,47286.27,94379.72,50.102
Apr 2021,BAJFINANCE.NS,4472.76,50059.71,102200.43000000001,48.982
May 2021,BAJFINANCE.NS,4472.76,51676.22,108365.22,47.687
Jun 2021,BAJFINANCE.NS,4472.76,55237.94,116062.55,47.593
Jul 2021,BAJFINANCE.NS,4472.76,57279.24,127217.22,45.025
Aug 2021,BAJFINANCE.NS,4472.76,69202.1,140499.37,49.254
Sep 2021,BAJFINANCE.NS,4472.76,70522.78,142477.62,49.497
Oct 2021,BAJFINANCE.NS,4472.76,68058.93,138986.05,48.968
Nov 2021,BAJFINANCE.NS,4472.76,64353.04,134641.36,47.796
Dec 2021,BAJFINANCE.NS,4472.76,64169.55,138238.24,46.42
Jan 2022,BAJFINANCE.NS,4472.76,64380.63,137136.44,46.946
Feb 2022,BAJFINANCE.NS,4472.76,64399.48,131617.37,48.929
Mar 2022,BAJFINANCE.NS,4472.76,66769.06,138553.24,48.19
Apr 2022,BAJFINANCE.NS,4472.76,61359.9,135405.93,45.316
May 2022,BAJFINANCE.NS,4472.76,55936.95,122670.54,45.599
Jun 2022,BAJFINANCE.NS,4124.84,40695.92,108718.62,37.432
Jul 2022,BAJFINANCE.NS,3740.42,43424.88,131732.82,32.964
Aug 2022,BAJFINANCE.NS,3740.42,44010.07,138353.11000000002,31.81
Sep 2022,BAJFINANCE.NS,3740.42,44187.77,134614.99,32.825
Oct 2022,BAJFINANCE.NS,3740.42,43033.35,132966.38,32.364
Nov 2022,BAJFINANCE.NS,3740.42,40484.45,132163.23,30.632
Dec 2022,BAJFINANCE.NS,3740.42,39606.51,130753.39,30.291
Jan 2023,BAJFINANCE.NS,3184.45,24769.5,128471.55,19.28
Feb 2023,BAJFINANCE.NS,2473.75,15379.68,123293.61,12.474
Mar 2023,KEI.NS,6365.14,13940.79,121044.4,11.517
Apr 2023,KEI.NS,7291.4,16587.18,133769.08,12.4
May 2023,KEI.NS,7814.3,18035.31,140919.88,12.798
Jun 2023,KEI.NS,8935.59,22172.72,151570.87,14.629
Jul 2023,KEI.NS,8935.59,23263.83,164710.82,14.124
Aug 2023,KEI.NS,8935.59,25925.3,176933.46,14.653
Sep 2023,KEI.NS,8935.59,25405.36,175969.63,14.437
Oct 2023,KEI.NS,8935.59,23003.86,173219.55000000002,13.28
Nov 2023,KEI.NS,8935.59,27582.32,186476.73,14.791
Dec 2023,KEI.NS,8935.59,31114.67,200714.52,15.502
Jan 2024,KEI.NS,8935.59,30575.1,211357.83,14.466
Feb 2024,KEI.NS,8935.59,30744.1,206766.95,14.869
Mar 2024,KEI.NS,8935.59,33165.3,202035.66,16.416
Apr 2024,KEI.NS,8935.59,38301.43,226064.22,16.943
May 2024,KEI.NS,11212.58,41634.67,238291.8,17.472
Jun 2024,KEI.NS,11212.58,44885.38,265634.15,16.897
Jul 2024,KEI.NS,14093.81,46754.72,272582.29,17.153
Aug 2024,KEI.NS,14093.81,49777.68,268521.0,18.538
Sep 2024,KEI.NS,14093.81,46403.24,266346.14,17.422
Oct 2024,KEI.NS,14093.81,43751.73,245590.24,17.815
Nov 2024,KEI.NS,14093.81,46575.47,255708.39,18.214
Dec 2024,KEI.NS,14093.81,47907.97,252748.88,18.955
Jan 2025,KEI.NS,14093.81,43447.76,235018.41,18.487
Feb 2025,KEI.NS,14093.81,33152.19,195566.47,16.952
Mar 2025,KEI.NS,14093.81,31237.66,207119.24,15.082
Apr 2025,KEI.NS,14093.81,33081.46,216157.09,15.304
May 2025,KEI.NS,14093.81,38983.77,229561.94,16.982
Jun 2025,KEI.NS,14093.81,40953.37,239750.78,17.082
Jul 2025,KEI.NS,14093.81,41510.56,233241.93,17.797
Aug 2025,KEI.NS,14093.81,41147.74,230427.09,17.857
Sep 2025,KEI.NS,14093.81,45352.57,247523.61000000002,18.323
