Month,Allowed_Limit,Possible_Liquidation,Excess
Oct 2017,3676.73,4240.43,563.7
Feb 2018,3715.09,10751.46,7036.36
Sep 2018,3817.06,3869.86,52.81
Apr 2019,4844.88,9589.27,4744.39
Aug 2020,5361.74,6677.74,1316.01
Jun 2022,9350.23,50429.58,41079.35
Jan 2024,16359.73,22964.48,6604.75
