Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
JSWSTEEL.NS,57.9,1.9,-2.0
HEG.NS,58.0,1.91,-7.79
ARVIND.NS,157.9,5.19,-10.48
BPCL.NS,667.7,21.93,16.62
TATASTEEL.NS,404.6,13.29,134.99
ASTRAL.NS,204.1,6.7,-0.9
VTL.NS,395.0,12.98,135.52
VAKRANGEE.NS,534.8,17.57,-16.57
CHOLAFIN.NS,415.7,13.66,48.73
AARTIIND.NS,1082.7,35.57,251.34
WHEELS.NS,424.0,13.93,3.97
KPRMILL.NS,944.0,31.01,5.94
BBTC.NS,546.0,17.94,55.84
BLUEDART.NS,301.0,9.89,-8.82
SONATSOFTW.NS,59.0,1.94,-6.97
KKCL.NS,424.0,13.93,0.2
M&M.NS,462.4,15.19,-1.59
HERITGFOOD.NS,296.3,9.73,70.78
NOCIL.NS,358.8,11.79,75.58
GREENPLY.NS,59.0,1.94,-14.49
JKTYRE.NS,326.1,10.71,-14.22
FINCABLES.NS,590.4,19.39,-33.46
LAOPALA.NS,729.2,23.96,42.27
HINDPETRO.NS,189.0,6.21,28.78
DCMSHRIRAM.NS,216.1,7.1,0.76
ATUL.NS,1181.7,38.82,115.73
MRF.NS,226.5,7.44,-10.59
CEATLTD.NS,116.7,3.84,-26.47
APLAPOLLO.NS,166.8,5.48,4.74
VSTIND.NS,904.0,29.7,493.76
TIDEWATER.NS,407.6,13.39,35.47
FINPIPE.NS,239.1,7.85,25.51
TRIDENT.NS,394.3,12.95,435.84
CANFINHOME.NS,955.9,31.4,310.96
NAVINFLUOR.NS,159.9,5.25,-7.46
EICHERMOT.NS,268.1,8.81,-11.69
IOC.NS,295.8,9.72,-22.5
JCHAC.NS,59.0,1.94,-1.27
ZENSARTECH.NS,918.8,30.18,29.48
KEC.NS,60.0,1.97,-6.38
GHCL.NS,392.9,12.91,-10.39
KNRCON.NS,111.5,3.66,-15.34
CHAMBLFERT.NS,291.0,9.56,-15.41
IIFL.NS,96.0,3.15,-33.7
NILKAMAL.NS,83.3,2.74,-17.53
MARUTI.NS,122.0,4.01,-11.02
DCAL.NS,91.0,2.99,-9.77
BLUESTARCO.NS,386.7,12.7,88.66
MANAPPURAM.NS,216.0,7.1,13.42
RELIANCE.NS,341.1,11.2,51.19
JKPAPER.NS,342.4,11.25,-3.46
BALMLAWRIE.NS,60.0,1.97,-5.06
SRF.NS,370.5,12.17,51.06
TTKPRESTIG.NS,302.0,9.92,-0.84
NBCC.NS,1121.0,36.83,-76.23
TORNTPHARM.NS,395.0,12.98,59.43
SUVEN.NS,393.0,12.91,286.3
MOIL.NS,88.0,2.89,-5.6
GAEL.NS,105.9,3.48,20.98
MUTHOOTFIN.NS,576.0,18.92,128.21
ITI.NS,356.6,11.71,1.85
VENKEYS.NS,61.0,2.0,-20.07
BAJAJELEC.NS,423.0,13.9,130.52
JINDALSAW.NS,197.9,6.5,-15.99
PNCINFRA.NS,58.0,1.91,-3.96
DBL.NS,91.0,2.99,-39.19
DEEPAKNTR.NS,483.0,15.87,178.45
GUJGASLTD.NS,332.0,10.91,-5.19
JUBLFOOD.NS,120.0,3.94,-28.76
BHARATRAS.NS,563.3,18.5,52.63
TATACHEM.NS,291.9,9.59,15.75
FACT.NS,212.0,6.96,-15.83
BSOFT.NS,58.0,1.91,-1.72
CARBORUNIV.NS,58.0,1.91,-2.56
ULTRACEMCO.NS,393.0,12.91,-3.75
REDINGTON.NS,316.6,10.4,-13.72
BAJFINANCE.NS,2621.3,86.11,1525.85
RATNAMANI.NS,394.0,12.94,30.39
HIKAL.NS,59.0,1.94,-37.34
USHAMART.NS,91.0,2.99,-0.45
WELCORP.NS,150.3,4.94,-3.37
ANDHRSUGAR.NS,59.4,1.95,-5.93
ESTER.NS,58.0,1.91,-13.66
JINDALSTEL.NS,81.9,2.69,-3.63
GPIL.NS,57.0,1.87,-13.71
REFEX.NS,197.9,6.5,91.88
DLINKINDIA.NS,354.5,11.64,101.54
LUXIND.NS,574.0,18.86,-56.94
RHIM.NS,455.0,14.95,7.24
WSTCSTPAPR.NS,70.4,2.31,-9.48
UGARSUGAR.NS,150.0,4.93,-26.53
JWL.NS,471.4,15.49,433.15
LT.NS,393.0,12.91,79.95
SWARAJENG.NS,2342.0,76.94,48.52
VINATIORGA.NS,1582.0,51.97,67.77
SARDAEN.NS,176.8,5.81,23.06
ADANIPOWER.NS,313.7,10.3,78.53
FIEMIND.NS,120.0,3.94,-0.18
POLYPLEX.NS,933.3,30.66,-11.78
AARTIDRUGS.NS,1338.0,43.96,-27.16
BALAMINES.NS,973.0,31.96,-14.2
HCC.NS,60.0,1.97,-2.32
ELECON.NS,60.0,1.97,-6.42
GABRIEL.NS,91.0,2.99,-6.75
RCF.NS,120.0,3.94,-16.69
SHRIRAMFIN.NS,152.0,4.99,-2.68
SCHNEIDER.NS,96.4,3.17,-14.05
VOLTAMP.NS,60.0,1.97,-18.36
GUFICBIO.NS,211.0,6.93,-5.72
ELECTCAST.NS,131.8,4.33,-49.5
IMAGICAA.NS,91.6,3.01,-15.68
RVNL.NS,301.0,9.89,-12.69
JSL.NS,447.5,14.7,-5.46
WELENT.NS,86.0,2.83,-20.82
IMFA.NS,86.0,2.83,-14.72
PATANJALI.NS,59.0,1.94,-7.24
CENTURYPLY.NS,2523.0,82.88,240.26
ADANIENT.NS,1176.3,38.64,20.09
COFORGE.NS,793.4,26.07,-60.53
PNBHOUSING.NS,91.0,2.99,-2.87
PGEL.NS,223.1,7.33,-31.81
PCBL.NS,411.2,13.51,13.65
TVSMOTOR.NS,425.0,13.96,36.58
INDIGO.NS,75.5,2.48,-3.34
MAHSEAMLES.NS,60.0,1.97,-6.03
