Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Mar 2020,2020-03-31,6,35,742.9,4
Apr 2020,2020-04-30,6,35,2075.15,5
May 2020,2020-05-29,6,34,367.96,1
Jun 2020,2020-06-30,6,34,0.0,0
Jul 2020,2020-07-30,6,33,1063.36,6
Aug 2020,2020-08-31,6,35,6677.74,11
Sep 2020,2020-09-30,6,37,630.81,2
Oct 2020,2020-10-30,6,38,3479.13,8
Nov 2020,2020-11-27,6,38,671.94,2
Dec 2020,2020-12-31,6,39,603.68,4
Jan 2021,2021-01-29,6,39,0.0,0
Feb 2021,2021-02-26,6,40,513.16,2
Mar 2021,2021-03-31,6,40,0.0,0
Apr 2021,2021-04-30,6,41,660.55,1
May 2021,2021-05-31,6,43,2262.5,6
Jun 2021,2021-06-30,6,44,27.47,1
Jul 2021,2021-07-30,6,45,3239.04,6
Aug 2021,2021-08-31,6,45,4670.09,7
Sep 2021,2021-09-30,6,46,695.19,1
Oct 2021,2021-10-29,6,44,1955.44,6
Nov 2021,2021-11-30,6,45,2990.02,4
Dec 2021,2021-12-31,6,46,291.84,1
Jan 2022,2022-01-31,6,46,303.06,1
Feb 2022,2022-02-28,6,45,1357.22,3
Mar 2022,2022-03-31,6,46,392.15,2
Apr 2022,2022-04-29,6,41,2582.09,11
May 2022,2022-05-31,6,41,2376.22,4
Jun 2022,2022-06-30,6,38,50429.58,34
Jul 2022,2022-07-29,6,39,2933.87,13
Aug 2022,2022-08-30,6,39,0.0,0
Sep 2022,2022-09-30,6,42,486.78,1
Oct 2022,2022-10-31,6,43,9683.29,3
Nov 2022,2022-11-30,6,43,2987.58,3
Dec 2022,2022-12-30,6,43,9271.31,5
Jan 2023,2023-01-31,6,46,480.09,1
Feb 2023,2023-02-28,4,43,1784.89,5
Mar 2023,2023-03-31,6,45,402.84,1
Apr 2023,2023-04-28,6,49,1819.08,2
May 2023,2023-05-31,6,52,658.57,2
Jun 2023,2023-06-30,6,54,8219.96,1
Jul 2023,2023-07-31,6,52,5540.13,16
Aug 2023,2023-08-31,6,52,0.0,0
Sep 2023,2023-09-29,6,52,0.0,0
Oct 2023,2023-10-31,6,52,0.0,0
Nov 2023,2023-11-30,5,51,2117.65,2
Dec 2023,2023-12-29,6,51,0.0,0
Jan 2024,2024-01-31,6,54,22964.48,5
Feb 2024,2024-02-29,6,53,187.45,2
Mar 2024,2024-03-28,6,51,220.0,2
Apr 2024,2024-04-30,6,49,5262.27,6
May 2024,2024-05-31,6,47,4149.57,6
Jun 2024,2024-06-28,6,49,4319.71,3
Jul 2024,2024-07-31,6,45,14782.84,24
Aug 2024,2024-08-30,6,49,7649.71,3
Sep 2024,2024-09-30,6,49,0.0,0
Oct 2024,2024-10-31,6,51,1188.83,1
Nov 2024,2024-11-29,6,51,1062.16,1
Dec 2024,2024-12-31,6,50,2986.25,5
Jan 2025,2025-01-31,6,49,406.33,1
Feb 2025,2025-02-28,6,47,2636.06,9
Mar 2025,2025-03-31,6,48,628.6,1
Apr 2025,2025-04-30,6,48,6477.34,8
May 2025,2025-05-30,6,48,2321.69,3
Jun 2025,2025-06-30,6,48,0.0,0
Jul 2025,2025-07-31,6,46,3311.96,6
Aug 2025,2025-08-29,6,46,3231.14,6
Sep 2025,2025-09-30,6,47,5139.98,7
