Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Nov 2022,2022-11-30,6,26,0.0,0
Dec 2022,2022-12-30,6,27,1130.32,1
Jan 2023,2023-01-31,6,29,5035.81,6
Feb 2023,2023-02-28,6,29,4643.95,4
Mar 2023,2023-03-31,6,30,4585.26,6
Apr 2023,2023-04-28,6,31,6954.79,6
May 2023,2023-05-31,6,35,8403.1,5
Jun 2023,2023-06-30,6,36,3418.71,3
Jul 2023,2023-07-31,6,38,9715.01,4
Aug 2023,2023-08-31,6,40,10514.91,2
Sep 2023,2023-09-29,6,40,10816.96,16
Oct 2023,2023-10-31,6,40,11166.54,14
Nov 2023,2023-11-30,6,41,12241.63,7
Dec 2023,2023-12-29,6,42,13580.26,8
Jan 2024,2024-01-31,6,36,15426.71,18
Feb 2024,2024-02-29,6,31,11408.69,8
Mar 2024,2024-03-28,6,29,12058.61,8
Apr 2024,2024-04-30,6,29,12919.57,7
May 2024,2024-05-31,6,28,12751.6,4
Jun 2024,2024-06-28,6,27,11860.04,8
Jul 2024,2024-07-31,6,27,17761.06,22
Aug 2024,2024-08-30,6,28,18332.46,6
Sep 2024,2024-09-30,6,29,19488.51,5
Oct 2024,2024-10-31,6,27,15583.45,6
Nov 2024,2024-11-29,6,27,9102.07,3
Dec 2024,2024-12-31,6,27,17524.28,3
Jan 2025,2025-01-31,6,24,13464.93,7
Feb 2025,2025-02-28,6,28,12613.85,6
Mar 2025,2025-03-31,6,31,13611.12,8
Apr 2025,2025-04-30,6,31,14706.76,8
May 2025,2025-05-30,6,33,16625.91,8
Jun 2025,2025-06-30,6,29,17056.27,8
Jul 2025,2025-07-31,6,31,16498.07,7
Aug 2025,2025-08-29,6,32,15982.32,5
Sep 2025,2025-09-30,6,28,12133.81,9
