Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
FDC.NS,60.0,1.97,-2.76
IGL.NS,414.9,13.63,51.0
ENGINERSIN.NS,394.5,12.96,-27.89
BERGEPAINT.NS,58.0,1.91,-1.16
BALKRISIND.NS,551.1,18.1,37.05
AIAENG.NS,58.2,1.91,-12.43
CENTURYPLY.NS,65.1,2.14,-4.9
AJANTPHARM.NS,414.4,13.61,72.96
ASTRAL.NS,356.0,11.69,1.94
ICRA.NS,88.0,2.89,-1.94
TORNTPHARM.NS,549.1,18.04,58.97
HINDUNILVR.NS,261.9,8.6,21.11
NAUKRI.NS,394.0,12.94,8.35
KKCL.NS,308.8,10.15,-0.06
KAJARIACER.NS,376.8,12.38,15.3
BRITANNIA.NS,354.2,11.64,10.59
ECLERX.NS,754.4,24.78,69.08
MUNJALSHOW.NS,270.0,8.87,-7.0
JUBLFOOD.NS,361.0,11.86,-34.7
RATNAMANI.NS,585.1,19.22,14.63
VSTIND.NS,825.7,27.12,415.15
ZENSARTECH.NS,861.5,28.3,35.76
INFY.NS,410.1,13.47,30.89
BAJFINANCE.NS,555.7,18.26,149.04
VGUARD.NS,455.5,14.96,51.81
VAKRANGEE.NS,460.8,15.14,-24.53
TIDEWATER.NS,537.9,17.67,28.92
KRBL.NS,176.0,5.78,-13.36
RUPA.NS,176.0,5.78,-11.17
VINATIORGA.NS,578.4,19.0,44.22
TVSSRICHAK.NS,790.0,25.95,32.7
AARTIIND.NS,628.0,20.63,78.32
RECLTD.NS,320.3,10.52,-27.74
NBCC.NS,211.0,6.93,-29.73
WIPRO.NS,327.2,10.75,-17.67
DIVISLAB.NS,74.5,2.45,-8.3
NAVNETEDUL.NS,455.0,14.95,-31.51
BAJAJ-AUTO.NS,1212.8,39.84,163.66
GREENPLY.NS,344.8,11.33,-47.78
PERSISTENT.NS,465.8,15.3,139.14
RELAXO.NS,416.8,13.69,33.38
PAGEIND.NS,379.3,12.46,1.98
COLPAL.NS,59.3,1.95,-7.16
AUROPHARMA.NS,266.0,8.74,2.27
PCJEWELLER.NS,469.3,15.42,-87.93
TCS.NS,404.5,13.29,5.8
APLLTD.NS,355.5,11.68,1.35
OFSS.NS,378.0,12.42,14.4
GULFOILLUB.NS,190.8,6.27,-15.64
AVANTIFEED.NS,736.4,24.19,-1.46
BPCL.NS,375.7,12.34,-4.64
CHOLAFIN.NS,601.4,19.76,-27.13
HINDPETRO.NS,348.4,11.45,-21.51
ALKYLAMINE.NS,397.6,13.06,163.22
BHARATRAS.NS,393.6,12.93,62.69
TECHM.NS,1554.0,51.05,144.27
CAPLIPOINT.NS,392.0,12.88,46.01
DHANUKA.NS,414.4,13.61,-7.92
BEL.NS,422.2,13.87,103.68
SHARDACROP.NS,503.9,16.55,-25.36
COFORGE.NS,152.9,5.02,-44.26
SUDARSCHEM.NS,852.3,28.0,15.51
STLTECH.NS,484.0,15.9,-30.85
KPRMILL.NS,413.0,13.57,14.61
SONATSOFTW.NS,932.1,30.62,83.29
FCL.NS,120.0,3.94,-18.74
KEI.NS,442.2,14.53,68.89
LUXIND.NS,421.0,13.83,-65.66
FACT.NS,354.9,11.66,66.57
COCHINSHIP.NS,76.7,2.52,-6.49
DCMSHRIRAM.NS,690.6,22.69,-4.96
ASAL.NS,669.6,22.0,394.49
BALRAMCHIN.NS,618.1,20.3,3.19
EKC.NS,445.9,14.65,-35.63
DWARKESH.NS,478.8,15.73,-17.62
HINDZINC.NS,1696.7,55.74,99.61
GHCL.NS,489.1,16.07,2.64
PITTIENG.NS,513.1,16.86,114.96
COALINDIA.NS,369.4,12.14,72.13
TVSMOTOR.NS,426.9,14.02,85.8
SOLARINDS.NS,455.0,14.95,89.83
MANGCHEFER.NS,485.0,15.93,18.33
TI.NS,431.2,14.16,81.87
SALASAR.NS,394.7,12.97,107.23
UTTAMSUGAR.NS,394.0,12.94,24.41
UGARSUGAR.NS,211.6,6.95,-37.06
GNA.NS,365.0,11.99,-5.85
SAKSOFT.NS,149.0,4.89,-18.26
MOLDTECH.NS,90.0,2.96,-13.66
BANCOINDIA.NS,393.0,12.91,175.04
GPTINFRA.NS,394.5,12.96,159.96
GOKULAGRO.NS,360.0,11.83,-1.67
TEMBO.NS,210.0,6.9,-3.36
GRAVITA.NS,394.6,12.96,125.22
ACE.NS,395.0,12.98,243.69
PRECWIRE.NS,393.0,12.91,96.99
AARTIDRUGS.NS,1285.1,42.22,-27.07
POLYPLEX.NS,865.9,28.45,-37.97
HAL.NS,415.9,13.66,82.37
REFEX.NS,403.5,13.26,255.1
GEEKAYWIRE.NS,400.6,13.16,86.74
NEWGEN.NS,394.7,12.97,58.21
NMDC.NS,258.9,8.5,-74.68
MSTCLTD.NS,214.0,7.03,-26.34
GODFRYPHLP.NS,401.4,13.19,104.09
PCBL.NS,229.1,7.53,-15.92
GPIL.NS,546.0,17.94,-69.43
GRANULES.NS,224.8,7.38,-24.92
IIFLSEC.NS,200.3,6.58,-41.37
GOKEX.NS,557.0,18.3,1.01
SHARDAMOTR.NS,371.7,12.21,-57.21
SUVENPHAR.NS,152.0,4.99,-7.08
