Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
IGL.NS,439.5,14.44,57.67
ENGINERSIN.NS,399.6,13.13,-27.93
BERGEPAINT.NS,293.1,9.63,20.18
BALKRISIND.NS,521.2,17.12,43.12
ADANIPORTS.NS,57.0,1.87,-11.04
CENTURYPLY.NS,60.4,1.98,-5.8
AJANTPHARM.NS,405.3,13.31,67.42
ASTRAL.NS,364.0,11.96,3.76
TORNTPHARM.NS,555.2,18.24,50.94
NAUKRI.NS,394.0,12.94,8.35
ICRA.NS,287.7,9.45,28.82
KKCL.NS,427.5,14.04,9.81
KAJARIACER.NS,398.6,13.09,14.71
ECLERX.NS,750.3,24.65,70.49
DIVISLAB.NS,220.0,7.23,10.31
ATUL.NS,487.6,16.02,63.8
BRITANNIA.NS,422.8,13.89,23.37
JUBLFOOD.NS,361.0,11.86,-34.7
RATNAMANI.NS,582.6,19.14,14.02
WIPRO.NS,564.4,18.54,-7.44
VSTIND.NS,807.1,26.51,408.01
ZENSARTECH.NS,746.8,24.53,20.14
INFY.NS,421.1,13.83,12.97
BAJFINANCE.NS,558.8,18.36,153.02
VGUARD.NS,465.6,15.29,54.3
BALMLAWRIE.NS,150.0,4.93,-5.32
TIDEWATER.NS,567.4,18.64,37.52
VAKRANGEE.NS,461.6,15.16,-28.52
KRBL.NS,176.0,5.78,-13.36
RUPA.NS,176.0,5.78,-11.17
VINATIORGA.NS,555.8,18.26,45.47
LICHSGFIN.NS,972.5,31.95,26.27
TVSSRICHAK.NS,759.0,24.93,60.5
RECLTD.NS,317.8,10.44,-27.41
NBCC.NS,476.6,15.66,-49.9
FINCABLES.NS,240.0,7.88,-5.64
JAGRAN.NS,819.5,26.92,-24.73
NAVNETEDUL.NS,364.0,11.96,-15.7
GREENPLY.NS,305.4,10.03,-53.83
RELAXO.NS,410.0,13.47,31.12
AARTIIND.NS,643.4,21.14,78.69
PAGEIND.NS,379.4,12.46,1.99
AUROPHARMA.NS,285.2,9.37,-8.24
PCJEWELLER.NS,545.6,17.93,-91.63
TCS.NS,397.7,13.07,8.12
TVTODAY.NS,425.2,13.97,-26.11
GULFOILLUB.NS,87.0,2.86,-5.83
AVANTIFEED.NS,748.5,24.59,0.06
APLLTD.NS,400.3,13.15,29.27
CHOLAFIN.NS,576.6,18.94,-27.64
BPCL.NS,309.7,10.17,-11.27
HINDPETRO.NS,328.4,10.79,-19.97
GARFIBRES.NS,392.3,12.89,119.27
EXIDEIND.NS,801.7,26.34,-23.07
KPRMILL.NS,421.2,13.84,31.24
NATCOPHARM.NS,393.1,12.91,78.58
ALKYLAMINE.NS,438.1,14.39,293.36
FDC.NS,586.3,19.26,21.13
TECHM.NS,1462.6,48.05,139.55
CAPLIPOINT.NS,392.0,12.88,46.01
DHANUKA.NS,395.7,13.0,1.59
BEL.NS,559.7,18.39,102.63
PERSISTENT.NS,604.4,19.85,154.61
SUDARSCHEM.NS,860.5,28.27,14.91
JUSTDIAL.NS,371.6,12.21,-37.77
STLTECH.NS,458.5,15.06,-37.1
SONATSOFTW.NS,1354.0,44.48,147.98
FCL.NS,120.0,3.94,-18.74
KEI.NS,403.2,13.25,61.59
ADANIENT.NS,363.0,11.93,-16.89
SOTL.NS,120.0,3.94,-26.16
COCHINSHIP.NS,290.0,9.53,438.29
DCMSHRIRAM.NS,694.3,22.81,-3.96
ASAL.NS,634.2,20.84,258.65
BALRAMCHIN.NS,558.3,18.34,-8.23
EKC.NS,419.9,13.79,-37.89
DWARKESH.NS,407.3,13.38,-16.52
SHARDACROP.NS,386.2,12.69,-22.21
SOLARINDS.NS,393.0,12.91,45.49
TVSMOTOR.NS,394.0,12.94,68.19
HINDZINC.NS,2585.9,84.95,170.8
GHCL.NS,515.4,16.93,-2.02
PITTIENG.NS,480.1,15.77,111.42
MANGCHEFER.NS,423.0,13.9,-8.69
GPTINFRA.NS,400.4,13.15,158.26
TI.NS,465.4,15.29,77.43
SALASAR.NS,405.2,13.31,115.63
UTTAMSUGAR.NS,394.0,12.94,24.41
KAMDHENU.NS,407.2,13.38,73.41
MOLDTECH.NS,241.3,7.93,31.21
PRECWIRE.NS,394.0,12.94,98.02
GNA.NS,381.9,12.55,2.15
UGARSUGAR.NS,226.5,7.44,-37.09
SAKSOFT.NS,149.0,4.89,-18.26
BANCOINDIA.NS,393.0,12.91,175.04
GOKULAGRO.NS,360.0,11.83,-1.67
BAJAJ-AUTO.NS,1403.1,46.09,196.6
AARTIDRUGS.NS,1258.8,41.35,-27.56
POLYPLEX.NS,891.3,29.28,-36.45
HAL.NS,418.0,13.73,131.56
DLINKINDIA.NS,424.0,13.93,126.82
REFEX.NS,425.2,13.97,221.53
GEEKAYWIRE.NS,410.7,13.49,82.81
UNIVASTU.NS,426.0,13.99,122.62
TEMBO.NS,422.0,13.86,161.83
POLYMED.NS,394.0,12.94,102.12
GRAVITA.NS,423.0,13.9,147.68
NEWGEN.NS,398.3,13.08,41.09
CREDITACC.NS,334.0,10.97,-43.94
NMDC.NS,226.4,7.44,-73.68
GODFRYPHLP.NS,398.3,13.08,85.79
PAISALO.NS,313.3,10.29,-50.09
JBCHEPHARM.NS,349.9,11.49,-3.36
HGINFRA.NS,699.0,22.96,15.63
