Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
GPIL.NS,531.2,17.45,-71.22
GRANULES.NS,250.1,8.22,-23.78
PCBL.NS,250.2,8.22,-26.79
IIFLSEC.NS,201.7,6.62,-33.7
KEC.NS,180.0,5.91,-23.5
SYMPHONY.NS,147.0,4.83,-24.75
GOKEX.NS,623.3,20.48,0.06
SHARDAMOTR.NS,362.2,11.9,-57.06
SPLPETRO.NS,364.0,11.96,-3.2
OFSS.NS,239.0,7.85,-2.07
SUVENPHAR.NS,182.0,5.98,-1.62
