Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,6,6,0.0,0
Aug 2014,2014-08-28,6,8,0.0,0
Sep 2014,2014-09-30,6,12,0.0,0
Oct 2014,2014-10-31,6,14,0.0,0
Nov 2014,2014-11-28,6,14,0.0,0
Dec 2014,2014-12-31,6,14,0.0,0
Jan 2015,2015-01-30,6,15,0.0,0
Feb 2015,2015-02-27,6,16,0.0,0
Mar 2015,2015-03-31,6,16,150.65,1
Apr 2015,2015-04-30,6,16,0.0,0
May 2015,2015-05-29,6,17,311.92,2
Jun 2015,2015-06-30,6,18,1168.24,7
Jul 2015,2015-07-31,6,18,580.48,3
Aug 2015,2015-08-31,6,21,374.63,1
Sep 2015,2015-09-30,6,19,1331.11,5
Oct 2015,2015-10-30,6,19,295.95,1
Nov 2015,2015-11-30,6,19,1366.93,7
Dec 2015,2015-12-31,6,20,231.16,1
Jan 2016,2016-01-29,6,19,407.16,2
Feb 2016,2016-02-29,6,16,841.66,7
Mar 2016,2016-03-31,6,17,232.54,1
Apr 2016,2016-04-29,6,19,208.34,1
May 2016,2016-05-31,6,17,1402.07,6
Jun 2016,2016-06-30,6,16,747.24,2
Jul 2016,2016-07-29,6,18,40.77,1
Aug 2016,2016-08-31,6,20,2034.37,7
Sep 2016,2016-09-30,6,20,0.0,0
Oct 2016,2016-10-28,6,21,2114.31,11
Nov 2016,2016-11-30,6,20,2028.65,4
Dec 2016,2016-12-30,6,18,301.0,3
Jan 2017,2017-01-31,6,17,775.34,8
Feb 2017,2017-02-28,6,17,0.0,0
Mar 2017,2017-03-31,6,17,0.0,0
Apr 2017,2017-04-28,6,17,0.0,0
May 2017,2017-05-31,6,18,2594.37,6
Jun 2017,2017-06-30,6,18,0.0,0
Jul 2017,2017-07-31,6,20,3128.25,11
Aug 2017,2017-08-31,6,18,3051.17,12
Sep 2017,2017-09-29,6,19,2255.96,4
Oct 2017,2017-10-31,6,22,3455.47,4
Nov 2017,2017-11-30,6,24,3662.02,3
Dec 2017,2017-12-29,6,24,3833.49,7
Jan 2018,2018-01-31,6,25,3660.13,12
Feb 2018,2018-02-28,6,25,3374.44,7
Mar 2018,2018-03-28,6,23,2703.85,8
Apr 2018,2018-04-30,6,25,3434.19,18
May 2018,2018-05-31,6,23,3047.73,11
Jun 2018,2018-06-29,6,21,2897.58,10
Jul 2018,2018-07-31,6,22,3013.15,8
Aug 2018,2018-08-31,6,20,3303.8,8
Sep 2018,2018-09-28,6,20,2940.65,6
Oct 2018,2018-10-31,6,20,1567.63,5
Nov 2018,2018-11-30,6,20,2879.25,5
Dec 2018,2018-12-31,6,18,2287.46,4
Jan 2019,2019-01-31,6,18,0.0,0
Feb 2019,2019-02-28,6,18,0.0,0
Mar 2019,2019-03-29,6,18,1238.72,2
Apr 2019,2019-04-30,6,19,2871.99,4
May 2019,2019-05-31,6,18,1072.54,2
Jun 2019,2019-06-28,6,20,701.89,1
Jul 2019,2019-07-31,6,21,1974.27,6
Aug 2019,2019-08-30,6,21,1259.1,2
Sep 2019,2019-09-30,6,22,3047.2,7
Oct 2019,2019-10-31,6,23,269.63,2
Nov 2019,2019-11-29,6,21,1835.3,4
Dec 2019,2019-12-31,6,21,3315.65,8
Jan 2020,2020-01-31,6,21,3456.62,8
Feb 2020,2020-02-28,6,24,3229.49,7
Mar 2020,2020-03-31,6,24,2363.66,9
Apr 2020,2020-04-30,6,24,2105.97,6
May 2020,2020-05-29,6,23,2610.6,14
Jun 2020,2020-06-30,6,22,348.8,2
Jul 2020,2020-07-30,6,24,3263.88,10
Aug 2020,2020-08-31,6,23,2781.03,10
Sep 2020,2020-09-30,6,23,2423.19,7
Oct 2020,2020-10-30,6,25,71.4,1
Nov 2020,2020-11-27,6,25,501.11,1
Dec 2020,2020-12-31,6,23,1596.43,3
Jan 2021,2021-01-29,6,22,907.48,1
Feb 2021,2021-02-26,6,23,811.36,1
Mar 2021,2021-03-31,6,23,0.0,0
Apr 2021,2021-04-30,6,26,638.81,1
May 2021,2021-05-31,6,25,2832.08,3
Jun 2021,2021-06-30,6,23,195.72,2
Jul 2021,2021-07-30,6,25,4303.3,3
Aug 2021,2021-08-31,6,23,3955.33,6
Sep 2021,2021-09-30,6,23,1854.71,3
Oct 2021,2021-10-29,6,23,7101.29,6
Nov 2021,2021-11-30,6,23,7322.61,6
Dec 2021,2021-12-31,6,23,8104.17,15
Jan 2022,2022-01-31,6,24,8627.19,8
Feb 2022,2022-02-28,6,23,197.44,1
Mar 2022,2022-03-31,6,22,5196.16,13
Apr 2022,2022-04-29,6,22,6560.43,9
May 2022,2022-05-31,6,22,0.0,0
Jun 2022,2022-06-30,6,22,0.0,0
Jul 2022,2022-07-29,6,23,7873.51,22
Aug 2022,2022-08-30,6,22,1812.35,3
Sep 2022,2022-09-30,6,25,7436.48,7
Oct 2022,2022-10-31,6,27,2031.45,5
Nov 2022,2022-11-30,6,27,0.0,0
Dec 2022,2022-12-30,6,29,1007.2,1
Jan 2023,2023-01-31,6,32,6745.44,7
Feb 2023,2023-02-28,6,32,2827.85,3
Mar 2023,2023-03-31,6,32,2115.89,4
Apr 2023,2023-04-28,6,33,4150.41,4
May 2023,2023-05-31,6,34,7746.34,8
Jun 2023,2023-06-30,6,35,8185.98,8
Jul 2023,2023-07-31,6,38,8574.07,4
Aug 2023,2023-08-31,6,38,9337.04,13
Sep 2023,2023-09-29,6,39,9445.99,8
Oct 2023,2023-10-31,6,40,9205.35,12
Nov 2023,2023-11-30,6,40,10234.49,9
Dec 2023,2023-12-29,6,40,11304.14,7
Jan 2024,2024-01-31,6,36,13238.59,14
Feb 2024,2024-02-29,6,34,11030.29,11
Mar 2024,2024-03-28,6,31,8101.44,11
Apr 2024,2024-04-30,6,33,9911.85,8
May 2024,2024-05-31,6,33,13624.19,4
Jun 2024,2024-06-28,6,32,8164.2,3
Jul 2024,2024-07-31,6,31,15718.79,22
Aug 2024,2024-08-30,6,31,16695.19,6
Sep 2024,2024-09-30,6,29,18023.09,6
Oct 2024,2024-10-31,6,29,17339.75,6
Nov 2024,2024-11-29,6,28,14249.29,4
Dec 2024,2024-12-31,6,27,4904.47,2
Jan 2025,2025-01-31,6,26,11383.82,6
Feb 2025,2025-02-28,6,29,11562.28,6
Mar 2025,2025-03-31,6,31,12468.1,9
Apr 2025,2025-04-30,6,31,13480.17,9
May 2025,2025-05-30,6,32,15612.25,7
Jun 2025,2025-06-30,6,27,16022.26,10
Jul 2025,2025-07-31,6,30,15439.45,7
Aug 2025,2025-08-29,6,30,15140.95,6
Sep 2025,2025-09-30,6,28,15409.66,12
