Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Dec 2022,2022-12-30,6,22,5566.93,1
Jan 2023,2023-01-31,6,24,8243.54,5
Feb 2023,2023-02-28,6,25,1402.09,3
Mar 2023,2023-03-31,6,26,3332.68,6
Apr 2023,2023-04-28,6,28,279.61,1
May 2023,2023-05-31,6,26,32416.07,19
Jun 2023,2023-06-30,6,27,3678.37,3
Jul 2023,2023-07-31,6,28,1123.83,4
Aug 2023,2023-08-31,6,30,129.57,1
Sep 2023,2023-09-29,6,29,40003.54,8
Oct 2023,2023-10-31,6,29,8135.58,7
Nov 2023,2023-11-30,6,30,25434.03,7
Dec 2023,2023-12-29,6,30,25107.09,12
Jan 2024,2024-01-31,6,29,10768.38,4
Feb 2024,2024-02-29,6,27,9825.55,5
Mar 2024,2024-03-28,6,27,7097.44,5
Apr 2024,2024-04-30,6,28,3462.83,6
May 2024,2024-05-31,6,27,40338.17,4
Jun 2024,2024-06-28,6,26,12452.31,8
Jul 2024,2024-07-31,6,27,7702.05,15
Aug 2024,2024-08-30,6,26,2389.1,5
Sep 2024,2024-09-30,6,27,38902.4,3
Oct 2024,2024-10-31,6,26,7959.15,3
Nov 2024,2024-11-29,6,26,15067.25,3
Dec 2024,2024-12-31,6,25,33043.54,3
Jan 2025,2025-01-31,6,24,9160.75,5
Feb 2025,2025-02-28,6,26,38615.72,13
Mar 2025,2025-03-31,6,23,50789.97,20
Apr 2025,2025-04-30,6,21,16151.43,8
May 2025,2025-05-30,6,23,36084.74,4
Jun 2025,2025-06-30,6,22,2465.78,1
Jul 2025,2025-07-31,6,22,44958.87,15
Aug 2025,2025-08-29,6,21,17114.38,6
Sep 2025,2025-09-30,6,22,4440.86,2
