Ticker,Quantity,Avg_Price,Invested,Current_Price,Current_Amount
REDINGTON.NS,42.285813,277.15,11719.47,243.89,10313.09
BANCOINDIA.NS,63.022763,438.22,27618.02,590.7,37227.55
HAL.NS,0.596735,4208.25,2511.21,4429.6,2643.3
SURYAROSNI.NS,25.507498,479.73,12236.78,281.98,7192.66
RITES.NS,3.150561,382.31,1204.5,258.48,814.36
APARINDS.NS,1.041664,5684.04,5920.86,7802.0,8127.06
GREENPLY.NS,24.627206,365.24,8994.94,305.9,7533.46
POWERGRID.NS,16.798101,327.85,5507.26,279.85,4700.95
HINDZINC.NS,27.780539,401.61,11156.9,435.9,12109.54
KSCL.NS,21.921808,1095.62,24017.94,1188.4,26051.88
GRAVITA.NS,10.708085,1641.94,17581.99,1655.6,17728.31
COROMANDEL.NS,13.931672,2057.73,28667.67,2339.4,32591.75
CHAMBLFERT.NS,15.522134,545.35,8465.0,544.85,8457.23
SOLARINDS.NS,0.481806,13335.43,6425.09,14046.0,6767.44
SUVENPHAR.NS,0.40192,1022.5,410.96,1056.65,424.69
REFEX.NS,25.472708,435.2,11085.69,364.2,9277.16
WELCORP.NS,12.269828,903.49,11085.69,848.45,10410.34
TI.NS,28.890635,383.71,11085.69,480.75,13889.17
BASF.NS,1.439329,5206.0,7493.15,4629.6,6663.52
MANAPPURAM.NS,11.506239,247.9,2852.4,275.0,3164.22
GPIL.NS,3.093338,239.27,740.14,239.27,740.14
IMFA.NS,0.829431,892.35,740.14,892.35,740.14
