Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing,Stocks_Affected
Nov 2016,2016-11-30,0.0,24544.07,2045.339518,14142.8,0.0,14142.8,14142.8,0.0,23765.45,38
Dec 2016,2016-12-30,0.0,23441.63,1953.468831,0.0,0.0,0.0,0.0,0.0,23441.63,0
Jan 2017,2017-01-31,0.0,26238.68,2186.557061,0.0,0.0,0.0,0.0,0.0,26238.68,0
Feb 2017,2017-02-28,0.0,28242.27,2353.522097,0.0,0.0,0.0,0.0,0.0,28242.27,0
Mar 2017,2017-03-31,0.0,29421.31,2451.775452,0.0,0.0,0.0,0.0,0.0,29421.31,0
Apr 2017,2017-04-28,0.0,30857.02,2571.418738,0.0,0.0,0.0,0.0,0.0,30857.02,0
May 2017,2017-05-31,0.0,30682.45,2556.87082,2994.2,0.0,2994.2,2994.2,0.0,31003.76,16
Jun 2017,2017-06-30,0.0,32871.14,2739.261769,451.85,0.0,451.85,451.85,0.0,32879.73,1
Jul 2017,2017-07-31,0.0,35780.15,2981.679574,3948.74,0.0,3948.74,3948.74,0.0,36028.59,12
Aug 2017,2017-08-31,0.0,37241.69,3103.474019,2530.65,0.0,2530.65,2530.65,0.0,37209.97,5
Sep 2017,2017-09-29,0.0,38362.42,3196.868685,0.0,0.0,0.0,0.0,0.0,38362.42,0
Oct 2017,2017-10-31,0.0,41793.91,3482.825452,3009.16,0.0,3009.16,3009.16,0.0,42123.8,9
Nov 2017,2017-11-30,0.0,45669.44,3805.786813,19863.54,0.0,19863.54,19863.54,0.0,46161.86,8
Dec 2017,2017-12-29,0.0,48345.47,4028.789018,0.0,0.0,0.0,0.0,0.0,48345.47,0
Jan 2018,2018-01-31,0.0,45864.91,3822.076244,0.0,0.0,0.0,0.0,0.0,45864.91,0
Feb 2018,2018-02-28,0.0,43715.34,3642.944682,808.07,0.0,808.07,808.07,0.0,43664.38,2
Mar 2018,2018-03-28,0.0,42168.33,3514.027284,880.06,0.0,880.06,880.06,0.0,42149.39,2
Apr 2018,2018-04-30,0.0,46494.32,3874.52635,10681.26,0.0,10681.26,10681.26,0.0,47628.36,8
May 2018,2018-05-31,0.0,41988.7,3499.058121,0.0,0.0,0.0,0.0,0.0,41988.7,0
Jun 2018,2018-06-29,0.0,40196.52,3349.710374,2385.74,0.0,2385.74,2385.74,0.0,40164.77,4
Jul 2018,2018-07-31,0.0,42532.36,3544.362938,11009.93,0.0,11009.93,11009.93,0.0,43289.42,12
Aug 2018,2018-08-31,0.0,45803.55,3816.962815,902.52,0.0,902.52,902.52,0.0,45853.35,3
Sep 2018,2018-09-28,0.0,40805.95,3400.495931,0.0,0.0,0.0,0.0,0.0,40805.95,0
Oct 2018,2018-10-31,0.0,41087.93,3423.994233,655.45,0.0,655.45,655.45,0.0,41038.5,1
Nov 2018,2018-11-30,0.0,39988.86,3332.405203,10557.08,0.0,10557.08,10557.08,0.0,39862.8,6
Dec 2018,2018-12-31,0.0,40159.57,3346.630704,315.42,0.0,315.42,315.42,0.0,40153.74,1
Jan 2019,2019-01-31,0.0,40342.46,3361.871953,0.0,0.0,0.0,0.0,0.0,40342.46,0
Feb 2019,2019-02-28,0.0,40719.63,3393.302276,0.0,0.0,0.0,0.0,0.0,40719.63,0
Mar 2019,2019-03-29,0.0,42615.06,3551.255355,347.04,0.0,347.04,347.04,0.0,42607.24,2
Apr 2019,2019-04-30,0.0,43249.19,3604.099112,2070.41,0.0,2070.41,2070.41,0.0,43285.94,2
May 2019,2019-05-31,0.0,43119.65,3593.30452,610.65,0.0,610.65,610.65,0.0,43077.63,2
Jun 2019,2019-06-28,0.0,41798.23,3483.186207,2852.2,0.0,2852.2,2852.2,0.0,41700.49,6
Jul 2019,2019-07-31,0.0,39193.85,3266.154342,4502.81,0.0,4502.81,4502.81,0.0,39049.43,5
Aug 2019,2019-08-30,0.0,40621.81,3385.151177,343.96,0.0,343.96,343.96,0.0,40623.86,2
Sep 2019,2019-09-30,0.0,42511.48,3542.623367,730.4,0.0,730.4,730.4,0.0,42576.42,5
Oct 2019,2019-10-31,0.0,43342.12,3611.843345,274.72,0.0,274.72,274.72,0.0,43350.89,2
Nov 2019,2019-11-29,0.0,44246.43,3687.202318,4407.25,0.0,4407.25,4407.25,0.0,44309.08,4
Dec 2019,2019-12-31,0.0,44853.78,3737.815029,8084.08,0.0,8084.08,8084.08,0.0,45144.25,19
Jan 2020,2020-01-31,0.0,46789.76,3899.14699,2200.22,0.0,2200.22,2200.22,0.0,46909.77,2
Feb 2020,2020-02-28,0.0,43072.68,3589.389888,3170.09,0.0,3170.09,3170.09,0.0,42799.03,4
Mar 2020,2020-03-31,0.0,30282.76,2523.563401,1229.66,0.0,1229.66,1229.66,0.0,30032.08,5
Apr 2020,2020-04-30,0.0,33019.47,2751.622912,871.16,0.0,871.16,871.16,0.0,33209.02,3
May 2020,2020-05-29,0.0,32599.16,2716.596589,2082.0,0.0,2082.0,2082.0,0.0,32647.54,7
Jun 2020,2020-06-30,0.0,35576.44,2964.703024,561.97,0.0,561.97,561.97,0.0,35591.29,1
Jul 2020,2020-07-30,0.0,42782.09,3565.173973,6546.77,0.0,6546.77,6546.77,0.0,43753.75,14
Aug 2020,2020-08-31,0.0,46529.13,3877.427704,0.0,0.0,0.0,0.0,0.0,46529.13,0
Sep 2020,2020-09-30,0.0,46672.78,3889.397989,2582.02,0.0,2582.02,2582.02,0.0,46820.6,7
Oct 2020,2020-10-30,0.0,47706.62,3975.551899,0.0,0.0,0.0,0.0,0.0,47706.62,0
Nov 2020,2020-11-27,0.0,51573.49,4297.791095,1203.36,0.0,1203.36,1203.36,0.0,51708.53,1
Dec 2020,2020-12-31,0.0,55291.88,4607.656711,2502.46,0.0,2502.46,2502.46,0.0,55413.73,1
Jan 2021,2021-01-29,0.0,56009.84,4667.487037,631.74,0.0,631.74,631.74,0.0,56005.67,1
Feb 2021,2021-02-26,0.0,57342.46,4778.53857,884.03,0.0,884.03,884.03,0.0,57343.65,1
Mar 2021,2021-03-31,0.0,58851.67,4904.305978,0.0,0.0,0.0,0.0,0.0,58851.67,0
Apr 2021,2021-04-30,0.0,63940.0,5328.333005,212.68,0.0,212.68,212.68,0.0,63960.67,1
May 2021,2021-05-31,0.0,69435.57,5786.297848,0.0,0.0,0.0,0.0,0.0,69435.57,0
Jun 2021,2021-06-30,0.0,73540.94,6128.411338,216.23,0.0,216.23,216.23,0.0,73597.78,1
Jul 2021,2021-07-30,0.0,92599.5,7716.624959,10381.56,0.0,10381.56,10381.56,0.0,95009.96,6
Aug 2021,2021-08-31,0.0,97334.59,8111.215928,2476.22,0.0,2476.22,2476.22,0.0,97228.2,8
Sep 2021,2021-09-30,0.0,97762.51,8146.87603,1420.97,0.0,1420.97,1420.97,0.0,97822.44,2
Oct 2021,2021-10-29,0.0,98252.26,8187.688635,24541.68,0.0,24541.68,24541.68,0.0,99993.96,14
Nov 2021,2021-11-30,0.0,115009.73,9584.144322,987.45,0.0,987.45,987.45,0.0,115231.49,2
Dec 2021,2021-12-31,0.0,169073.26,14089.438185,871.05,0.0,871.05,871.05,0.0,169434.54,1
Jan 2022,2022-01-31,0.0,144355.2,12029.600202,22643.43,0.0,22643.43,22643.43,0.0,141930.43,18
Feb 2022,2022-02-28,0.0,111204.27,9267.022275,215.12,0.0,215.12,215.12,0.0,111178.27,1
Mar 2022,2022-03-31,0.0,150223.42,12518.618333,2892.99,0.0,2892.99,2892.99,0.0,150731.03,9
Apr 2022,2022-04-29,0.0,149276.19,12439.682818,1102.87,0.0,1102.87,1102.87,0.0,149254.4,5
May 2022,2022-05-31,0.0,127744.59,10645.382124,0.0,0.0,0.0,0.0,0.0,127744.59,0
Jun 2022,2022-06-30,0.0,125341.95,10445.162809,0.0,0.0,0.0,0.0,0.0,125341.95,0
Jul 2022,2022-07-29,0.0,131267.58,10938.9653,12153.3,0.0,12153.3,12153.3,0.0,131274.69,19
Aug 2022,2022-08-30,0.0,127301.4,10608.450305,638.99,0.0,638.99,638.99,0.0,127251.51,1
Sep 2022,2022-09-30,0.0,121581.54,10131.795238,41102.49,0.0,41102.49,41102.49,0.0,122111.1,27
Oct 2022,2022-10-31,0.0,119686.18,9973.848679,104.76,0.0,104.76,104.76,0.0,119679.58,1
Nov 2022,2022-11-30,0.0,122590.27,10215.855972,0.0,0.0,0.0,0.0,0.0,122590.27,0
Dec 2022,2022-12-30,0.0,119166.78,9930.5652,5566.93,0.0,5566.93,5566.93,0.0,119202.52,1
Jan 2023,2023-01-31,0.0,119162.08,9930.173171,8243.54,0.0,8243.54,8243.54,0.0,118604.19,5
Feb 2023,2023-02-28,0.0,110290.37,9190.864063,1402.09,0.0,1402.09,1402.09,0.0,110242.11,3
Mar 2023,2023-03-31,0.0,108582.37,9048.530878,3332.68,0.0,3332.68,3332.68,0.0,108297.81,6
Apr 2023,2023-04-28,0.0,119100.1,9925.008522,279.61,0.0,279.61,279.61,0.0,119145.02,1
May 2023,2023-05-31,0.0,122188.52,10182.37626,32416.07,0.0,32416.07,32416.07,0.0,124761.31,19
Jun 2023,2023-06-30,0.0,130457.17,10871.43053,3678.37,0.0,3678.37,3678.37,0.0,130924.47,3
Jul 2023,2023-07-31,0.0,139938.97,11661.581017,1123.83,0.0,1123.83,1123.83,0.0,140099.22,4
Aug 2023,2023-08-31,0.0,156183.73,13015.310637,129.57,0.0,129.57,129.57,0.0,156177.36,1
Sep 2023,2023-09-29,0.0,158240.49,13186.707884,40003.54,0.0,40003.54,40003.54,0.0,159160.16,8
Oct 2023,2023-10-31,0.0,169124.2,14093.683606,8135.58,0.0,8135.58,8135.58,0.0,169429.32,7
Nov 2023,2023-11-30,0.0,182054.46,15171.205047,25434.03,0.0,25434.03,25434.03,0.0,184545.75,7
Dec 2023,2023-12-29,0.0,202699.28,16891.607024,25107.09,0.0,25107.09,25107.09,0.0,205718.66,12
Jan 2024,2024-01-31,0.0,222913.84,18576.153297,10768.38,0.0,10768.38,10768.38,0.0,223568.77,4
Feb 2024,2024-02-29,0.0,215868.0,17989.000019,9825.55,0.0,9825.55,9825.55,0.0,215811.4,5
Mar 2024,2024-03-28,0.0,203006.41,16917.201117,7097.44,0.0,7097.44,7097.44,0.0,202776.41,5
Apr 2024,2024-04-30,0.0,220449.01,18370.750417,3462.83,0.0,3462.83,3462.83,0.0,220768.94,6
May 2024,2024-05-31,0.0,213627.05,17802.254037,40338.17,0.0,40338.17,40338.17,0.0,215960.43,4
Jun 2024,2024-06-28,0.0,248185.54,20682.128295,12452.31,0.0,12452.31,12452.31,0.0,249702.39,8
Jul 2024,2024-07-31,0.0,267634.16,22302.846501,7702.05,0.0,7702.05,7702.05,0.0,267763.22,15
Aug 2024,2024-08-30,0.0,281179.48,23431.623414,2389.1,0.0,2389.1,2389.1,0.0,281434.79,5
Sep 2024,2024-09-30,0.0,297020.09,24751.674152,38902.4,0.0,38902.4,38902.4,0.0,294146.29,3
Oct 2024,2024-10-31,0.0,279620.88,23301.739957,7959.15,0.0,7959.15,7959.15,0.0,278895.41,3
Nov 2024,2024-11-29,0.0,306413.26,25534.438382,15067.25,0.0,15067.25,15067.25,0.0,305936.66,3
Dec 2024,2024-12-31,0.0,257006.31,21417.192098,33043.54,0.0,33043.54,33043.54,0.0,255616.57,3
Jan 2025,2025-01-31,0.0,217585.19,18132.099477,9160.75,0.0,9160.75,9160.75,0.0,216389.75,5
Feb 2025,2025-02-28,0.0,189166.22,15763.851392,38615.72,0.0,38615.72,38615.72,0.0,187305.99,13
Mar 2025,2025-03-31,0.0,203500.03,16958.335854,50789.97,0.0,50789.97,50789.97,0.0,212248.56,20
Apr 2025,2025-04-30,0.0,226620.25,18885.021073,16151.43,0.0,16151.43,16151.43,0.0,227268.2,8
May 2025,2025-05-30,0.0,253270.82,21105.901995,36084.74,0.0,36084.74,36084.74,0.0,254140.52,4
Jun 2025,2025-06-30,0.0,257740.15,21478.345884,2465.78,0.0,2465.78,2465.78,0.0,257763.29,1
Jul 2025,2025-07-31,0.0,245114.11,20426.175469,44958.87,0.0,44958.87,44958.87,0.0,247228.39,15
Aug 2025,2025-08-29,0.0,234427.59,19535.632431,17114.38,0.0,17114.38,17114.38,0.0,233472.88,6
Sep 2025,2025-09-30,0.0,247102.24,20591.85348,4440.86,0.0,4440.86,4440.86,0.0,247276.77,2
