Month,Date,Stock,Liquidated_Qty,Liquidated_Amount,Reason,Remaining_Qty,Portfolio_Value_After
Oct 2014,2014-10-31,FDC.NS,1.086669,162.07,Lot-sellable (within limit),0.0,3224.91
Mar 2015,2015-03-31,IGL.NS,2.048413,150.65,Lot-sellable (within limit),0.0,9219.8
May 2015,2015-05-29,ENGINERSIN.NS,1.433533,112.45,Lot-sellable (within limit),1.651399,11776.5
May 2015,2015-05-29,ENGINERSIN.NS,1.651399,129.54,Lot-sellable (within limit),0.0,11776.5
May 2015,2015-05-29,BERGEPAINT.NS,1.379295,164.73,Lot-sellable (within limit),0.0,11776.5
Jun 2015,2015-06-30,BALKRISIND.NS,0.501988,164.37,Lot-sellable (over limit - PARTIAL_ALLOWED=False),2.589857,11626.67
Jun 2015,2015-06-30,BALKRISIND.NS,0.481454,157.65,Lot-sellable (over limit - PARTIAL_ALLOWED=False),2.108404,11626.67
Jun 2015,2015-06-30,BALKRISIND.NS,0.504863,165.31,Lot-sellable (over limit - PARTIAL_ALLOWED=False),1.603541,11626.67
Jun 2015,2015-06-30,BALKRISIND.NS,0.544925,178.43,Lot-sellable (over limit - PARTIAL_ALLOWED=False),1.058616,11626.67
Jun 2015,2015-06-30,BALKRISIND.NS,0.45953,150.47,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.599085,11626.67
Jun 2015,2015-06-30,CENTURYPLY.NS,1.174512,219.36,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.0,11626.67
Jun 2015,2015-06-30,ICRA.NS,0.057594,224.23,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.0,11626.67
Jun 2015,2015-06-30,AIAENG.NS,0.207602,195.3,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.0,11626.67
Jul 2015,2015-07-31,AJANTPHARM.NS,0.415852,401.32,Lot-sellable (within limit),3.020381,14608.82
Jul 2015,2015-07-31,ASTRAL.NS,1.093896,180.77,Lot-sellable (within limit),3.844366,14608.82
Aug 2015,2015-08-31,AJANTPHARM.NS,0.404786,374.63,Lot-sellable (within limit),2.615594,15530.78
Aug 2015,2015-08-31,TORNTPHARM.NS,0.568882,383.26,Lot-sellable (within limit),3.79508,15530.78
Aug 2015,2015-08-31,HINDUNILVR.NS,0.122469,90.95,Lot-sellable (within limit),0.0,15530.78
Sep 2015,2015-09-30,AJANTPHARM.NS,0.416514,380.33,Lot-sellable (within limit),2.19908,15464.94
Sep 2015,2015-09-30,TORNTPHARM.NS,0.488172,307.44,Lot-sellable (within limit),3.306908,15464.94
Sep 2015,2015-09-30,NAUKRI.NS,0.234473,180.59,Lot-sellable (within limit),0.0,15464.94
Oct 2015,2015-10-30,AJANTPHARM.NS,0.454812,434.85,Lot-sellable (within limit),1.744268,16525.77
Nov 2015,2015-11-30,KKCL.NS,0.624413,197.08,Lot-sellable (over limit - PARTIAL_ALLOWED=False),2.963653,14954.91
Nov 2015,2015-11-30,KKCL.NS,0.61335,193.59,Lot-sellable (over limit - PARTIAL_ALLOWED=False),2.350303,14954.91
Nov 2015,2015-11-30,KKCL.NS,0.48967,154.55,Lot-sellable (over limit - PARTIAL_ALLOWED=False),1.860634,14954.91
Nov 2015,2015-11-30,KKCL.NS,1.250529,394.69,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.610104,14954.91
Nov 2015,2015-11-30,KKCL.NS,0.402667,127.09,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.207438,14954.91
Nov 2015,2015-11-30,KKCL.NS,0.207438,65.47,Lot-sellable (over limit - PARTIAL_ALLOWED=False),0.0,14954.91
Nov 2015,2015-11-30,AJANTPHARM.NS,0.355259,290.7,Lot-sellable (over limit - PARTIAL_ALLOWED=False),1.389009,14954.91
Nov 2015,2015-11-30,ASTRAL.NS,1.056269,194.77,Lot-sellable (over limit - PARTIAL_ALLOWED=False),2.788097,14954.91
Nov 2015,2015-11-30,ASTRAL.NS,0.843352,155.51,Lot-sellable (over limit - PARTIAL_ALLOWED=False),1.944745,14954.91
Dec 2015,2015-12-31,AJANTPHARM.NS,0.281288,231.16,Lot-sellable (within limit),1.10772,16743.29
Jan 2016,2016-01-29,AJANTPHARM.NS,0.28745,225.97,Lot-sellable (within limit),0.820271,15359.82
