Ticker,Quantity,Avg_Buy_Price,Invested_Amount,Current_Price,Current_Amount,Percent_of_Portfolio,Month,Date
BAJFINANCE.NS,9.951981,20.1,200.0,21.92,218.19,20.324,Jul 2014,2014-07-31
BPCL.NS,2.035278,98.27,200.0,96.69,196.79,18.331,Jul 2014,2014-07-31
JSWSTEEL.NS,1.575423,126.95,200.0,118.04,185.96,17.322,Jul 2014,2014-07-31
HAVELLS.NS,0.85357,234.31,200.0,239.59,204.51,19.05,Jul 2014,2014-07-31
ATUL.NS,0.224782,889.75,200.0,1192.75,268.11,24.974,Jul 2014,2014-07-31
BAJFINANCE.NS,22.975093,21.17,486.29,24.71,567.81,22.687,Aug 2014,2014-08-28
HAVELLS.NS,2.086875,233.02,486.29,284.2,593.09,23.697,Aug 2014,2014-08-28
ATUL.NS,0.470206,1034.2,486.29,1356.6,637.88,25.486,Aug 2014,2014-08-28
AARTIIND.NS,5.438098,52.64,286.29,68.21,370.92,14.82,Aug 2014,2014-08-28
BERGEPAINT.NS,3.245907,88.2,286.29,102.63,333.14,13.31,Aug 2014,2014-08-28
BAJFINANCE.NS,43.084097,22.66,976.37,27.21,1172.45,32.074,Sep 2014,2014-09-30
BPCL.NS,4.171837,117.47,490.09,109.23,455.7,12.466,Sep 2014,2014-09-30
CHOLAFIN.NS,6.025902,81.33,490.09,99.2,597.77,16.353,Sep 2014,2014-09-30
TTKPRESTIG.NS,1.276863,383.82,490.09,340.12,434.29,11.881,Sep 2014,2014-09-30
HERITGFOOD.NS,5.948152,82.39,490.09,87.43,520.02,14.226,Sep 2014,2014-09-30
M&M.NS,0.698452,701.67,490.09,680.4,475.23,13.001,Sep 2014,2014-09-30
BAJFINANCE.NS,56.611825,23.87,1351.1,28.08,1589.94,33.469,Oct 2014,2014-10-31
BPCL.NS,7.615736,113.56,864.81,120.79,919.92,19.365,Oct 2014,2014-10-31
CHOLAFIN.NS,9.930099,87.09,864.81,96.99,963.12,20.274,Oct 2014,2014-10-31
HERITGFOOD.NS,9.997685,86.5,864.81,86.56,865.44,18.218,Oct 2014,2014-10-31
HAVELLS.NS,1.444026,259.5,374.72,285.4,412.13,8.675,Oct 2014,2014-10-31
BAJFINANCE.NS,86.962295,25.27,2197.79,30.92,2688.74,43.09,Nov 2014,2014-11-28
CHOLAFIN.NS,18.804294,91.02,1711.5,90.23,1696.71,27.192,Nov 2014,2014-11-28
CANFINHOME.NS,9.598802,88.21,846.69,91.12,874.64,14.017,Nov 2014,2014-11-28
LICHSGFIN.NS,2.319373,365.05,846.69,422.4,979.7,15.701,Nov 2014,2014-11-28
BAJFINANCE.NS,110.387397,26.46,2920.95,34.84,3845.84,50.022,Dec 2014,2014-12-31
CHOLAFIN.NS,26.654577,91.34,2434.67,94.73,2524.99,32.842,Dec 2014,2014-12-31
WHEELS.NS,1.520299,475.67,723.17,457.23,695.12,9.041,Dec 2014,2014-12-31
VAKRANGEE.NS,10.71227,67.51,723.17,58.1,622.35,8.095,Dec 2014,2014-12-31
BAJFINANCE.NS,132.992313,27.91,3712.06,40.51,5386.92,52.438,Jan 2015,2015-01-30
VAKRANGEE.NS,10.71227,67.51,723.17,59.87,641.32,6.243,Jan 2015,2015-01-30
CANFINHOME.NS,8.642859,91.53,791.1,123.62,1068.43,10.4,Jan 2015,2015-01-30
AARTIIND.NS,12.655589,62.51,791.1,69.17,875.37,8.521,Jan 2015,2015-01-30
RECLTD.NS,6.284216,125.89,791.1,124.91,784.98,7.641,Jan 2015,2015-01-30
HAVELLS.NS,2.863208,276.3,791.1,258.45,740.0,7.203,Jan 2015,2015-01-30
ASTRAL.NS,4.517562,175.12,791.1,171.77,775.96,7.553,Jan 2015,2015-01-30
BAJFINANCE.NS,142.629114,28.84,4112.96,41.07,5857.92,50.117,Feb 2015,2015-02-27
CANFINHOME.NS,11.846476,100.62,1192.0,125.17,1482.82,12.686,Feb 2015,2015-02-27
AARTIIND.NS,18.212463,65.45,1192.0,70.6,1285.84,11.001,Feb 2015,2015-02-27
HAVELLS.NS,2.863208,276.3,791.1,273.9,784.23,6.709,Feb 2015,2015-02-27
ASTRAL.NS,6.82916,174.55,1192.0,200.34,1368.15,11.705,Feb 2015,2015-02-27
WHEELS.NS,0.700416,572.38,400.9,736.33,515.73,4.412,Feb 2015,2015-02-27
ATUL.NS,0.302441,1325.55,400.9,1302.0,393.78,3.369,Feb 2015,2015-02-27
CANFINHOME.NS,21.59396,111.59,2409.76,121.48,2623.23,19.83,Mar 2015,2015-03-31
AARTIIND.NS,35.511215,67.86,2409.76,85.24,3027.06,22.882,Mar 2015,2015-03-31
HAVELLS.NS,7.234966,277.66,2008.86,305.25,2208.47,16.694,Mar 2015,2015-03-31
ASTRAL.NS,12.986423,185.56,2409.76,201.53,2617.19,19.784,Mar 2015,2015-03-31
