Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
BPCL.NS,67.8,2.23,4.5
JSWSTEEL.NS,103.6,3.4,29.38
HAVELLS.NS,77.9,2.56,6.26
ATUL.NS,100.5,3.3,2.97
AARTIIND.NS,220.2,7.23,25.6
BERGEPAINT.NS,60.0,1.97,27.89
TTKPRESTIG.NS,60.0,1.97,-14.82
M&M.NS,67.9,2.23,-0.05
HERITGFOOD.NS,86.3,2.83,21.3
CANFINHOME.NS,463.8,15.24,74.06
LICHSGFIN.NS,60.0,1.97,19.44
CHOLAFIN.NS,168.5,5.54,6.95
WHEELS.NS,59.1,1.94,-0.29
VAKRANGEE.NS,92.9,3.05,31.56
RECLTD.NS,57.5,1.89,-6.72
BAJFINANCE.NS,152.4,5.01,11.81
ARVIND.NS,59.3,1.95,-19.04
KKCL.NS,60.0,1.97,20.17
ASTRAL.NS,77.0,2.53,-0.18
LAOPALA.NS,97.3,3.2,9.29
KAJARIACER.NS,91.6,3.01,10.79
LT.NS,60.0,1.97,-12.96
TITAN.NS,59.0,1.94,4.48
ZENSARTECH.NS,71.3,2.34,-0.22
GABRIEL.NS,63.1,2.07,6.68
HINDPETRO.NS,75.8,2.49,7.1
KEC.NS,59.5,1.95,9.76
AVANTIFEED.NS,69.0,2.27,36.12
CEATLTD.NS,97.4,3.2,-20.57
JSWENERGY.NS,57.0,1.87,-14.17
JKCEMENT.NS,90.0,2.96,-8.01
EICHERMOT.NS,121.5,3.99,-4.04
FINPIPE.NS,77.0,2.53,16.14
BALKRISIND.NS,58.0,1.91,19.59
KPRMILL.NS,90.2,2.96,2.7
KRBL.NS,58.0,1.91,8.81
JKTYRE.NS,59.7,1.96,-6.18
MRF.NS,93.6,3.07,11.68
HIMATSEIDE.NS,93.4,3.07,-3.07
DCMSHRIRAM.NS,78.2,2.57,23.74
SHILPI.NS,60.0,1.97,-66.76
FINCABLES.NS,211.0,6.93,-19.55
APLAPOLLO.NS,86.1,2.83,14.2
IOC.NS,77.1,2.53,-6.44
TRIDENT.NS,66.5,2.18,14.74
IGL.NS,58.7,1.93,-11.38
NAVINFLUOR.NS,107.5,3.53,-4.65
SONATSOFTW.NS,84.0,2.76,14.23
SRF.NS,127.8,4.2,3.19
GHCL.NS,63.3,2.08,-5.58
CHAMBLFERT.NS,78.4,2.58,2.02
KNRCON.NS,70.2,2.31,-3.88
NAUKRI.NS,58.0,1.91,3.61
IIFL.NS,112.0,3.68,-32.13
NILKAMAL.NS,85.7,2.81,-18.29
ESCORTS.NS,128.2,4.21,14.66
MARUTI.NS,91.0,2.99,-1.05
BLUESTARCO.NS,60.2,1.98,-14.85
MANAPPURAM.NS,90.9,2.99,1.38
MUTHOOTFIN.NS,58.8,1.93,8.44
HONAUT.NS,60.0,1.97,16.04
DEEPAKNTR.NS,75.6,2.48,8.76
TORNTPHARM.NS,60.0,1.97,10.0
JKPAPER.NS,88.4,2.9,1.36
RELIANCE.NS,94.4,3.1,22.79
GARFIBRES.NS,104.8,3.44,19.94
HEIDELBERG.NS,230.7,7.58,0.37
GSPL.NS,61.0,2.0,-9.17
KEI.NS,231.5,7.6,14.34
MOIL.NS,60.0,1.97,0.94
CGCL.NS,59.0,1.94,16.53
GAEL.NS,65.2,2.14,4.52
BHARATRAS.NS,99.2,3.26,16.27
POLYPLEX.NS,82.2,2.7,13.19
ALKYLAMINE.NS,163.0,5.36,54.43
AARTIDRUGS.NS,59.7,1.96,7.67
NOCIL.NS,79.0,2.6,-11.45
TATACHEM.NS,72.4,2.38,10.44
ULTRACEMCO.NS,66.0,2.17,5.07
RATNAMANI.NS,59.0,1.94,12.04
BIRLAMONEY.NS,59.2,1.95,41.88
VENKEYS.NS,61.0,2.0,-20.47
REDINGTON.NS,75.5,2.48,-9.35
TATASTEEL.NS,60.0,1.97,-8.59
JINDALSAW.NS,122.3,4.02,4.54
PNCINFRA.NS,66.0,2.17,-1.34
VAIBHAVGBL.NS,58.0,1.91,-20.15
BALAMINES.NS,61.0,2.0,10.26
FACT.NS,104.0,3.42,53.59
JUBLFOOD.NS,169.6,5.57,-33.37
COFORGE.NS,60.1,1.98,0.56
ALOKINDS.NS,60.0,1.97,-13.5
RADICO.NS,121.0,3.98,0.59
HIKAL.NS,60.0,1.97,-37.34
PRESTIGE.NS,60.0,1.97,-19.23
GUJGASLTD.NS,58.0,1.91,-20.71
USHAMART.NS,60.0,1.97,-10.89
WELCORP.NS,72.3,2.38,7.27
NIITLTD.NS,91.0,2.99,-23.6
RHIM.NS,60.0,1.97,30.58
MAITHANALL.NS,90.0,2.96,-10.0
ANDHRSUGAR.NS,76.7,2.52,-10.01
ESTER.NS,60.0,1.97,-13.66
JWL.NS,133.9,4.4,80.95
ACE.NS,90.5,2.97,16.62
JINDALSTEL.NS,59.6,1.96,-3.01
GPIL.NS,58.0,1.91,-13.71
PERSISTENT.NS,58.1,1.91,16.97
REFEX.NS,59.1,1.94,35.93
ADANIPOWER.NS,89.7,2.95,60.39
WSTCSTPAPR.NS,60.0,1.97,-0.7
HGINFRA.NS,60.4,1.98,11.65
ASTRAMICRO.NS,86.8,2.85,25.17
UTTAMSUGAR.NS,60.0,1.97,22.73
JBCHEPHARM.NS,60.0,1.97,13.8
NACLIND.NS,91.0,2.99,-17.18
BRIGADE.NS,91.0,2.99,4.06
GLOBUSSPR.NS,61.0,2.0,-30.14
DLINKINDIA.NS,95.1,3.12,21.08
HCC.NS,59.4,1.95,21.31
GREENLAM.NS,59.0,1.94,-12.48
VOLTAMP.NS,59.5,1.95,10.38
BEL.NS,69.3,2.28,8.89
UGARSUGAR.NS,78.0,2.56,-19.07
CAPLIPOINT.NS,59.9,1.97,-4.79
KOTARISUG.NS,75.6,2.48,0.71
TBZ.NS,60.0,1.97,9.52
TATACOMM.NS,58.0,1.91,5.9
HISARMETAL.NS,61.0,2.0,0.2
INDRAMEDCO.NS,61.0,2.0,-9.82
SUPREMEIND.NS,59.0,1.94,-7.27
SARDAEN.NS,161.6,5.31,35.07
GRSE.NS,60.0,1.97,69.61
BDL.NS,58.0,1.91,62.32
KIRLOSBROS.NS,64.2,2.11,52.71
WABAG.NS,68.0,2.24,22.29
JSL.NS,144.2,4.74,11.72
HAL.NS,106.0,3.48,20.12
ELECON.NS,60.0,1.97,-6.42
POLYCAB.NS,60.0,1.97,1.15
IRB.NS,72.1,2.37,-7.82
SHRIRAMFIN.NS,60.0,1.97,19.66
GUFICBIO.NS,60.0,1.97,10.36
MANINFRA.NS,107.3,3.52,-0.35
ASHOKLEY.NS,60.0,1.97,-17.18
TITAGARH.NS,60.0,1.97,-12.49
RCF.NS,104.2,3.42,-14.33
ECLERX.NS,99.8,3.28,17.72
BSE.NS,77.2,2.54,29.72
PCBL.NS,71.9,2.36,-5.46
TIMETECHNO.NS,61.0,2.0,-10.94
BANCOINDIA.NS,67.6,2.22,12.07
PRICOLLTD.NS,61.0,2.0,2.01
ELECTCAST.NS,168.2,5.53,-56.69
PGEL.NS,118.6,3.9,14.77
IMAGICAA.NS,119.0,3.91,-18.68
NAVA.NS,58.0,1.91,-20.42
KIRLOSENG.NS,58.0,1.91,-42.9
AGI.NS,89.0,2.92,-32.69
WELENT.NS,82.3,2.7,-15.61
GRAVITA.NS,90.0,2.96,6.63
PNBHOUSING.NS,60.0,1.97,9.82
FIEMIND.NS,314.5,10.33,32.33
HSCL.NS,60.0,1.97,1.88
CGPOWER.NS,150.0,4.93,12.89
TI.NS,87.8,2.88,12.4
INDIGO.NS,91.0,2.99,-6.21
MAHSEAMLES.NS,60.0,1.97,-10.93
