Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,5,5,0.0,0
Aug 2014,2014-08-28,5,5,431.44,2
Sep 2014,2014-09-30,6,6,1940.52,4
Oct 2014,2014-10-31,5,5,873.62,2
Nov 2014,2014-11-28,4,4,2386.75,3
Dec 2014,2014-12-31,4,4,1892.67,2
Jan 2015,2015-01-30,6,7,3746.63,2
Feb 2015,2015-02-27,6,7,1405.4,2
Mar 2015,2015-03-31,6,7,6306.52,2
Apr 2015,2015-04-30,6,8,4470.88,3
May 2015,2015-05-29,6,7,3050.62,2
Jun 2015,2015-06-30,6,6,1754.52,1
Jul 2015,2015-07-31,5,5,9737.95,3
Aug 2015,2015-08-31,6,6,12719.95,3
Sep 2015,2015-09-30,5,5,8093.85,3
Oct 2015,2015-10-30,5,5,6277.75,2
Nov 2015,2015-11-30,5,5,16214.14,3
Dec 2015,2015-12-31,6,6,11629.78,2
Jan 2016,2016-01-29,6,7,3593.92,2
Feb 2016,2016-02-29,5,5,10031.9,4
Mar 2016,2016-03-31,6,6,14248.9,3
Apr 2016,2016-04-29,6,7,10206.29,3
May 2016,2016-05-31,6,7,4455.74,2
Jun 2016,2016-06-30,6,7,2876.75,1
Jul 2016,2016-07-29,6,7,2843.59,3
Aug 2016,2016-08-31,6,7,2772.37,2
Sep 2016,2016-09-30,6,6,15285.69,5
Oct 2016,2016-10-28,6,7,4966.95,2
Nov 2016,2016-11-30,6,6,3819.99,3
Dec 2016,2016-12-30,6,7,1900.8,2
Jan 2017,2017-01-31,6,10,338.83,1
Feb 2017,2017-02-28,6,8,5348.71,5
Mar 2017,2017-03-31,6,8,6520.62,2
Apr 2017,2017-04-28,6,7,3616.36,2
May 2017,2017-05-31,6,7,10367.26,4
Jun 2017,2017-06-30,6,7,7226.98,4
Jul 2017,2017-07-31,6,8,3868.3,3
Aug 2017,2017-08-31,6,6,3030.94,4
Sep 2017,2017-09-29,6,7,4611.1,2
Oct 2017,2017-10-31,6,7,1678.44,2
Nov 2017,2017-11-30,6,6,5128.05,3
Dec 2017,2017-12-29,6,9,4324.32,3
Jan 2018,2018-01-31,6,12,1300.51,2
Feb 2018,2018-02-28,5,5,60831.72,9
Mar 2018,2018-03-28,6,5,0.0,0
Apr 2018,2018-04-30,6,8,30196.91,2
May 2018,2018-05-31,6,7,23426.27,3
Jun 2018,2018-06-29,6,9,7057.46,1
Jul 2018,2018-07-31,6,10,14537.58,1
Aug 2018,2018-08-31,6,6,42966.75,8
Sep 2018,2018-09-28,6,6,18584.49,3
Oct 2018,2018-10-31,6,7,2668.71,1
Nov 2018,2018-11-30,5,5,32841.62,5
Dec 2018,2018-12-31,6,9,6255.71,1
Jan 2019,2019-01-31,6,6,21468.26,5
Feb 2019,2019-02-28,6,7,9913.17,2
Mar 2019,2019-03-29,5,5,10139.97,4
Apr 2019,2019-04-30,6,7,44477.61,2
May 2019,2019-05-31,6,6,33595.12,3
Jun 2019,2019-06-28,6,7,40287.27,3
Jul 2019,2019-07-31,6,8,11651.53,2
Aug 2019,2019-08-30,5,6,38838.58,4
Sep 2019,2019-09-30,6,6,15412.32,1
Oct 2019,2019-10-31,4,5,14298.31,2
Nov 2019,2019-11-29,6,7,30705.5,2
Dec 2019,2019-12-31,6,8,24616.43,4
Jan 2020,2020-01-31,6,9,13250.25,3
Feb 2020,2020-02-28,6,9,9544.66,4
Mar 2020,2020-03-31,6,9,3189.42,3
Apr 2020,2020-04-30,6,8,7693.89,3
May 2020,2020-05-29,6,8,0.0,0
Jun 2020,2020-06-30,6,9,10976.03,1
Jul 2020,2020-07-30,6,9,37367.84,3
Aug 2020,2020-08-31,6,9,27635.6,3
Sep 2020,2020-09-30,6,7,45758.85,6
Oct 2020,2020-10-30,6,7,18881.36,2
Nov 2020,2020-11-27,6,7,3136.52,1
Dec 2020,2020-12-31,6,9,15528.53,2
Jan 2021,2021-01-29,6,9,48606.54,3
Feb 2021,2021-02-26,6,8,34675.14,4
Mar 2021,2021-03-31,6,7,36090.1,4
Apr 2021,2021-04-30,6,8,31211.57,2
May 2021,2021-05-31,6,6,66318.42,5
Jun 2021,2021-06-30,6,8,43072.34,3
Jul 2021,2021-07-30,6,8,92278.13,5
Aug 2021,2021-08-31,6,10,12231.01,1
Sep 2021,2021-09-30,6,9,56713.06,4
Oct 2021,2021-10-29,5,6,61451.85,6
Nov 2021,2021-11-30,6,7,19076.93,2
Dec 2021,2021-12-31,6,9,8038.9,2
Jan 2022,2022-01-31,6,8,2799.76,2
Feb 2022,2022-02-28,6,8,112674.19,4
Mar 2022,2022-03-31,6,7,102556.32,5
Apr 2022,2022-04-29,6,10,19281.68,1
May 2022,2022-05-31,6,10,54906.87,4
Jun 2022,2022-06-30,6,6,114948.34,7
Jul 2022,2022-07-29,6,8,32452.24,2
Aug 2022,2022-08-30,6,8,49210.75,2
Sep 2022,2022-09-30,5,8,100958.9,5
Oct 2022,2022-10-31,6,9,89074.77,3
Nov 2022,2022-11-30,6,6,100751.35,6
Dec 2022,2022-12-30,6,7,15890.87,1
Jan 2023,2023-01-31,6,7,164673.47,3
Feb 2023,2023-02-28,4,4,198800.9,6
Mar 2023,2023-03-31,3,3,179269.69,3
Apr 2023,2023-04-28,6,7,163431.95,2
May 2023,2023-05-31,6,7,253729.29,5
Jun 2023,2023-06-30,6,6,326761.36,6
Jul 2023,2023-07-31,6,8,119763.11,2
Aug 2023,2023-08-31,6,6,292203.92,6
Sep 2023,2023-09-29,5,5,356240.56,5
Oct 2023,2023-10-31,6,6,239080.0,3
Nov 2023,2023-11-30,4,4,295448.59,5
Dec 2023,2023-12-29,6,7,166096.87,2
Jan 2024,2024-01-31,5,6,118271.89,4
Feb 2024,2024-02-29,6,9,96809.78,2
Mar 2024,2024-03-28,6,9,50321.03,3
Apr 2024,2024-04-30,6,9,61654.09,3
May 2024,2024-05-31,6,7,312788.36,5
Jun 2024,2024-06-28,6,7,294166.9,4
Jul 2024,2024-07-31,6,9,420295.65,3
Aug 2024,2024-08-30,6,8,386098.01,5
Sep 2024,2024-09-30,6,7,374309.02,5
Oct 2024,2024-10-31,6,8,240186.35,3
Nov 2024,2024-11-29,6,8,219636.05,3
Dec 2024,2024-12-31,6,10,137581.13,2
Jan 2025,2025-01-31,6,9,112084.99,5
Feb 2025,2025-02-28,6,7,251035.04,6
Mar 2025,2025-03-31,6,8,44699.13,2
Apr 2025,2025-04-30,6,10,94069.09,3
May 2025,2025-05-30,6,12,63198.69,2
Jun 2025,2025-06-30,6,10,50026.4,3
Jul 2025,2025-07-31,6,8,352610.21,6
Aug 2025,2025-08-29,6,8,400791.26,3
Sep 2025,2025-09-30,6,7,508531.21,5
