Date,Portfolio_Value,Bank,Month,Equity
2014-07-01,1000.0,11000.0,Jul 2014,12000.0
2014-07-02,1026.29,11000.0,Jul 2014,12026.29
2014-07-03,1043.72,11000.0,Jul 2014,12043.72
2014-07-04,1059.89,11000.0,Jul 2014,12059.89
2014-07-07,1055.26,11000.0,Jul 2014,12055.26
2014-07-08,1020.65,11000.0,Jul 2014,12020.65
2014-07-09,1026.1,11000.0,Jul 2014,12026.1
2014-07-10,1035.82,11000.0,Jul 2014,12035.82
2014-07-11,1018.11,11000.0,Jul 2014,12018.11
2014-07-14,1019.57,11000.0,Jul 2014,12019.57
2014-07-15,1037.46,11000.0,Jul 2014,12037.46
2014-07-16,1041.2,11000.0,Jul 2014,12041.2
2014-07-17,1070.78,11000.0,Jul 2014,12070.78
2014-07-18,1060.42,11000.0,Jul 2014,12060.42
2014-07-21,1060.56,11000.0,Jul 2014,12060.56
2014-07-22,1070.0,11000.0,Jul 2014,12070.0
2014-07-23,1103.2,11000.0,Jul 2014,12103.2
2014-07-24,1135.03,11000.0,Jul 2014,12135.03
2014-07-25,1103.23,11000.0,Jul 2014,12103.23
2014-07-28,1080.79,11000.0,Jul 2014,12080.79
2014-07-30,1065.5,11000.0,Jul 2014,12065.5
2014-07-31,1073.55,11000.0,Jul 2014,12073.55
2014-08-01,2110.56,10000.0,Aug 2014,12110.56
2014-08-04,2132.98,10000.0,Aug 2014,12132.98
2014-08-05,2200.99,10000.0,Aug 2014,12200.99
2014-08-06,2207.55,10000.0,Aug 2014,12207.55
2014-08-07,2205.99,10000.0,Aug 2014,12205.99
2014-08-08,2177.61,10000.0,Aug 2014,12177.61
2014-08-11,2193.29,10000.0,Aug 2014,12193.29
2014-08-12,2205.63,10000.0,Aug 2014,12205.630000000001
2014-08-13,2191.21,10000.0,Aug 2014,12191.21
2014-08-14,2208.16,10000.0,Aug 2014,12208.16
2014-08-18,2247.42,10000.0,Aug 2014,12247.42
2014-08-19,2353.78,10000.0,Aug 2014,12353.78
2014-08-20,2426.95,10000.0,Aug 2014,12426.95
2014-08-21,2437.88,10000.0,Aug 2014,12437.880000000001
2014-08-22,2422.82,10000.0,Aug 2014,12422.82
2014-08-25,2417.8,10000.0,Aug 2014,12417.8
2014-08-26,2457.79,10000.0,Aug 2014,12457.79
2014-08-27,2558.98,10000.0,Aug 2014,12558.98
2014-08-28,2502.84,10000.0,Aug 2014,12502.84
2014-09-01,3500.46,9000.0,Sep 2014,12500.46
2014-09-02,3515.1,9000.0,Sep 2014,12515.1
2014-09-03,3553.08,9000.0,Sep 2014,12553.08
2014-09-04,3536.78,9000.0,Sep 2014,12536.78
2014-09-05,3532.7,9000.0,Sep 2014,12532.7
2014-09-08,3629.2,9000.0,Sep 2014,12629.2
2014-09-09,3664.32,9000.0,Sep 2014,12664.32
2014-09-10,3653.08,9000.0,Sep 2014,12653.08
2014-09-11,3701.62,9000.0,Sep 2014,12701.619999999999
2014-09-12,3713.68,9000.0,Sep 2014,12713.68
2014-09-15,3673.22,9000.0,Sep 2014,12673.22
2014-09-16,3597.59,9000.0,Sep 2014,12597.59
2014-09-17,3603.3,9000.0,Sep 2014,12603.3
