Date,Portfolio_Value,Bank,Month,Equity,momentum,ValueMomentum,VM
2016-05-13,16877.26,0.0,May 2016,16877.26,20636.482509457102,37513.7425094571,1.5630726045607126
2016-05-16,16910.89,0.0,May 2016,16910.89,20638.3226646462,37549.2126646462,1.5645505276935916
2016-05-17,16929.87,0.0,May 2016,16929.87,20582.76553565981,37512.63553565981,1.563026480652492
2016-05-18,17098.46,0.0,May 2016,17098.46,20590.253304057795,37688.71330405779,1.5703630543357412
2016-05-19,17012.41,0.0,May 2016,17012.41,20432.890984640555,37445.300984640555,1.5602208743600232
2016-05-20,16869.19,0.0,May 2016,16869.19,20298.372714066976,37167.562714066975,1.5486484464194572
2016-05-23,16716.44,0.0,May 2016,16716.44,20117.23758682341,36833.67758682341,1.5347365661176422
2016-05-24,16602.53,0.0,May 2016,16602.53,19972.82257852114,36575.35257852114,1.5239730241050475
2016-05-25,16647.7,0.0,May 2016,16647.7,19958.0301786015,36605.7301786015,1.5252387574417292
2016-05-26,16747.37,0.0,May 2016,16747.37,20146.927864404675,36894.297864404674,1.5372624110168613
2016-05-27,16772.3,0.0,May 2016,16772.3,20433.79788332612,37206.09788332612,1.5502540784719216
2016-05-30,16754.15,0.0,May 2016,16754.15,20471.235025137805,37225.3850251378,1.5510577093807418
2016-05-31,16555.9,0.0,May 2016,16555.9,20534.190798396026,37090.09079839603,1.5454204499331679
2016-06-01,16609.93,0.0,Jun 2016,16609.93,20597.246900714086,37207.17690071408,1.5502990375297534
2016-06-02,16628.33,0.0,Jun 2016,16628.33,20817.5220261081,37445.8520261081,1.5602438344211709
2016-06-03,16637.67,0.0,Jun 2016,16637.67,20678.94651314039,37316.61651314038,1.5548590213808493
2016-06-06,16584.36,0.0,Jun 2016,16584.36,20780.011344372604,37364.3713443726,1.556848806015525
2016-06-07,16748.09,0.0,Jun 2016,16748.09,20710.113444135794,37458.2034441358,1.5607584768389915
2016-06-08,16787.83,0.0,Jun 2016,16787.83,20757.663969703946,37545.49396970395,1.564395582070998
2016-06-09,16688.85,0.0,Jun 2016,16688.85,20595.69575024943,37284.545750249425,1.553522739593726
2016-06-10,16670.49,0.0,Jun 2016,16670.49,20439.752756706894,37110.242756706895,1.5462601148627872
2016-06-13,16629.48,0.0,Jun 2016,16629.48,20392.089921218125,37021.56992121812,1.5425654133840883
2016-06-14,16666.91,0.0,Jun 2016,16666.91,20385.820211031525,37052.73021103152,1.54386375879298
2016-06-15,16848.38,0.0,Jun 2016,16848.38,20589.301229532182,37437.68122953219,1.559903384563841
2016-06-16,16843.53,0.0,Jun 2016,16843.53,20551.391007794675,37394.92100779468,1.5581217086581116
2016-06-17,16861.04,0.0,Jun 2016,16861.04,20445.431593261765,37306.47159326177,1.554436316385907
2016-06-20,16790.51,0.0,Jun 2016,16790.51,20520.706277382287,37311.216277382286,1.5546340115575952
2016-06-21,16863.83,0.0,Jun 2016,16863.83,20617.620512026948,37481.450512026946,1.5617271046677894
2016-06-22,16837.9,0.0,Jun 2016,16837.9,20573.2044759761,37411.1044759761,1.5587960198323374
2016-06-23,16933.16,0.0,Jun 2016,16933.16,20689.32700253638,37622.48700253638,1.5676036251056824
2016-06-24,16795.17,0.0,Jun 2016,16795.17,20448.10481774145,37243.27481774145,1.5518031174058937
2016-06-27,16817.54,0.0,Jun 2016,16817.54,20739.847806259153,37557.387806259154,1.5648911585941314
2016-06-28,16912.24,0.0,Jun 2016,16912.24,20776.776579041278,37689.01657904128,1.5703756907933866
2016-06-29,16914.93,0.0,Jun 2016,16914.93,21091.16488581377,38006.09488581377,1.5835872869089072
2016-06-30,17093.92,0.0,Jun 2016,17093.92,21324.67095052533,38418.59095052533,1.6007746229385553
2016-07-01,17192.02,0.0,Jul 2016,17192.02,21529.992341609668,38722.01234160967,1.6134171809004028
2016-07-04,17583.42,0.0,Jul 2016,17583.42,21798.34078464542,39381.76078464542,1.6409066993602257
2016-07-05,17632.37,0.0,Jul 2016,17632.37,21731.13821141462,39363.50821141462,1.6401461754756093
2016-07-07,17667.65,0.0,Jul 2016,17667.65,21755.29488727216,39422.94488727216,1.64262270363634
2016-07-08,17706.23,0.0,Jul 2016,17706.23,21754.873648127203,39461.1036481272,1.6442126520053002
2016-07-11,17697.13,0.0,Jul 2016,17697.13,21979.380984548676,39676.51098454867,1.653187957689528
2016-07-12,17631.81,0.0,Jul 2016,17631.81,22018.220033207068,39650.03003320707,1.6520845847169612
2016-07-13,17660.82,0.0,Jul 2016,17660.82,21887.161924307,39547.981924307,1.6478325801794584
2016-07-14,18064.71,0.0,Jul 2016,18064.71,22161.12374590824,40225.83374590824,1.67607640607951
2016-07-15,18147.66,0.0,Jul 2016,18147.66,22193.668201389988,40341.32820138999,1.6808886750579162
2016-07-18,18162.63,0.0,Jul 2016,18162.63,22233.957800682474,40396.58780068248,1.68319115836177
2016-07-19,18001.18,0.0,Jul 2016,18001.18,22180.54730771179,40181.727307711786,1.6742386378213243
2016-07-20,18117.42,0.0,Jul 2016,18117.42,22463.1015726943,40580.5215726943,1.6908550655289292
2016-07-21,18191.67,0.0,Jul 2016,18191.67,22481.402194892253,40673.07219489225,1.6947113414538437
2016-07-22,18090.38,0.0,Jul 2016,18090.38,22753.345475068145,40843.725475068146,1.701821894794506
2016-07-25,18229.52,0.0,Jul 2016,18229.52,23122.03175235316,41351.55175235316,1.722981323014715
2016-07-26,18516.74,0.0,Jul 2016,18516.74,23381.347017473407,41898.08701747341,1.7457536257280586
2016-07-27,18636.74,0.0,Jul 2016,18636.74,23503.16078479805,42139.900784798054,1.7558291993665855
2016-07-28,18882.97,0.0,Jul 2016,18882.97,23866.344468517364,42749.31446851736,1.7812214361882235
2016-07-29,19129.72,0.0,Jul 2016,19129.72,23991.320614930173,43121.04061493017,1.7967100256220905
2016-08-01,19864.54,0.0,Aug 2016,19864.54,24586.96770875817,44451.507708758174,1.8521461545315905
2016-08-02,23207.71,0.0,Aug 2016,23207.71,24902.62207741873,48110.33207741873,2.004597169892447
2016-08-03,22897.98,0.0,Aug 2016,22897.98,24378.33611651797,47276.31611651797,1.9698465048549154
2016-08-04,22837.56,0.0,Aug 2016,22837.56,24381.871891134742,47219.43189113474,1.967476328797281
2016-08-05,23141.57,0.0,Aug 2016,23141.57,24820.490612249476,47962.06061224948,1.9984191921770615
2016-08-08,23257.56,0.0,Aug 2016,23257.56,24967.525786112245,48225.08578611225,2.0093785744213437
2016-08-09,22900.11,0.0,Aug 2016,22900.11,24981.817422130705,47881.927422130706,1.995080309255446
2016-08-10,22810.43,0.0,Aug 2016,22810.43,24635.645613725068,47446.07561372507,1.9769198172385447
2016-08-11,23303.47,0.0,Aug 2016,23303.47,24766.493916619722,48069.96391661972,2.0029151631924886
2016-08-12,23325.34,0.0,Aug 2016,23325.34,24928.374562192654,48253.714562192654,2.010571440091361
2016-08-16,23295.89,0.0,Aug 2016,23295.89,25037.832762553036,48333.722762553036,2.0139051151063767
2016-08-17,23187.82,0.0,Aug 2016,23187.82,25194.68300729586,48382.50300729586,2.0159376253039945
2016-08-18,23236.28,0.0,Aug 2016,23236.28,25238.876086524237,48475.156086524235,2.019798170271843
2016-08-19,23218.13,0.0,Aug 2016,23218.13,25244.325028688203,48462.4550286882,2.019268959528675
2016-08-22,23273.92,0.0,Aug 2016,23273.92,25475.23938623839,48749.15938623839,2.0312149744265997
2016-08-23,23507.23,0.0,Aug 2016,23507.23,25330.485241136197,48837.7152411362,2.034904801714008
2016-08-24,23888.07,0.0,Aug 2016,23888.07,25629.36671916242,49517.43671916242,2.063226529965101
2016-08-25,24088.82,0.0,Aug 2016,24088.82,25721.52027547637,49810.34027547637,2.0754308448115153
2016-08-26,25160.53,0.0,Aug 2016,25160.53,26038.87050439082,51199.40050439082,2.1333083543496176
2016-08-29,25120.89,0.0,Aug 2016,25120.89,26341.63952180559,51462.52952180559,2.1442720634085664
2016-08-30,25385.59,0.0,Aug 2016,25385.59,26563.24176570561,51948.83176570561,2.1645346569044004
2016-08-31,25317.39,0.0,Aug 2016,25317.39,26524.991860444658,51842.38186044466,2.160099244185194
2016-09-01,25034.01,0.0,Sep 2016,25034.01,26497.469986248674,51531.47998624867,2.1471449994270277
2016-09-02,24949.17,0.0,Sep 2016,24949.17,26492.90846745467,51442.07846745467,2.1434199361439443
2016-09-06,24697.62,0.0,Sep 2016,24697.62,27007.8472401199,51705.4672401199,2.154394468338329
2016-09-07,24769.4,0.0,Sep 2016,24769.4,27046.749214618845,51816.14921461885,2.159006217275785
2016-09-08,24919.81,0.0,Sep 2016,24919.81,27292.242433575444,52212.052433575445,2.17550218473231
2016-09-09,24836.49,0.0,Sep 2016,24836.49,27136.789790749237,51973.279790749235,2.1655533246145513
2016-09-12,24283.05,0.0,Sep 2016,24283.05,26462.133003453837,50745.183003453836,2.11438262514391
2016-09-14,25182.58,0.0,Sep 2016,25182.58,26786.27094263353,51968.85094263354,2.1653687892763975
2016-09-15,25079.48,0.0,Sep 2016,25079.48,26865.205466561412,51944.68546656141,2.164361894440059
2016-09-16,24831.04,0.0,Sep 2016,24831.04,26890.36234288833,51721.40234288833,2.15505843095368
2016-09-19,25131.0,0.0,Sep 2016,25131.0,27069.492318857323,52200.49231885732,2.175020513285722
2016-09-20,24764.73,0.0,Sep 2016,24764.73,27168.33945878705,51933.06945878705,2.163877894116127
2016-09-21,25030.95,0.0,Sep 2016,25030.95,27199.574685968833,52230.524685968834,2.1762718619153683
2016-09-22,25043.3,0.0,Sep 2016,25043.3,27648.25773956708,52691.557739567084,2.195481572481962
2016-09-23,25086.42,0.0,Sep 2016,25086.42,27704.332981379965,52790.75298137996,2.1996147075574983
2016-09-26,24940.77,0.0,Sep 2016,24940.77,27671.000199075126,52611.77019907512,2.1921570916281303
2016-09-27,24883.67,0.0,Sep 2016,24883.67,27518.296057763935,52401.96605776393,2.18341525240683
2016-09-28,25309.8,0.0,Sep 2016,25309.8,27767.94548610508,53077.74548610508,2.211572728587712
2016-09-29,24558.93,0.0,Sep 2016,24558.93,26989.56344782231,51548.493447822315,2.147853893659263
2016-09-30,24740.82,0.0,Sep 2016,24740.82,27325.680376018325,52066.500376018324,2.1694375156674304
2016-10-03,25481.93,0.0,Oct 2016,25481.93,28044.616463553295,53526.5464635533,2.2302727693147206
2016-10-04,25482.04,0.0,Oct 2016,25482.04,28361.269361078965,53843.309361078966,2.24347122337829
2016-10-05,25634.43,0.0,Oct 2016,25634.43,28371.861455101727,54006.29145510173,2.2502621439625723
2016-10-06,25842.68,0.0,Oct 2016,25842.68,28412.94857058907,54255.62857058907,2.2606511904412114
2016-10-07,25709.2,0.0,Oct 2016,25709.2,28473.10031189104,54182.30031189104,2.2575958463287935
2016-10-10,25455.69,0.0,Oct 2016,25455.69,28523.965876631413,53979.65587663141,2.2491523281929755
2016-10-13,25429.46,0.0,Oct 2016,25429.46,28397.14257139487,53826.60257139487,2.242775107141453
2016-10-14,25739.29,0.0,Oct 2016,25739.29,28827.142975743005,54566.43297574301,2.273601373989292
2016-10-17,25642.99,0.0,Oct 2016,25642.99,28698.71579591574,54341.70579591574,2.264237741496489
2016-10-18,25663.51,0.0,Oct 2016,25663.51,29182.583527213483,54846.09352721348,2.2852538969672285
2016-10-19,25696.35,0.0,Oct 2016,25696.35,29250.67704918192,54947.02704918192,2.28945946038258
2016-10-20,25776.65,0.0,Oct 2016,25776.65,29329.56546874644,55106.21546874644,2.2960923111977682
2016-10-21,25889.51,0.0,Oct 2016,25889.51,29393.402795969618,55282.91279596962,2.3034546998320673
2016-10-24,25885.09,0.0,Oct 2016,25885.09,29482.80891518563,55367.89891518563,2.3069957881327348
2016-10-25,25908.5,0.0,Oct 2016,25908.5,29630.15451979447,55538.654519794465,2.314110604991436
2016-10-26,26037.95,0.0,Oct 2016,26037.95,29450.840958810273,55488.79095881028,2.3120329566170947
2016-10-27,25817.15,0.0,Oct 2016,25817.15,29092.4110578202,54909.5610578202,2.2878983774091752
2016-10-28,25627.18,0.0,Oct 2016,25627.18,29243.291850141868,54870.47185014187,2.286269660422578
2016-11-01,26043.5,0.0,Nov 2016,26043.5,29363.165037729435,55406.665037729435,2.3086110432387263
2016-11-02,25834.91,0.0,Nov 2016,25834.91,28867.219976548582,54702.12997654858,2.279255415689524
2016-11-03,25308.96,0.0,Nov 2016,25308.96,28621.748245241753,53930.70824524175,2.2471128435517396
2016-11-04,25074.87,0.0,Nov 2016,25074.87,28084.36183860616,53159.23183860616,2.214967993275257
2016-11-07,25170.81,0.0,Nov 2016,25170.81,28157.105433883586,53327.91543388359,2.221996476411816
2016-11-08,24830.56,0.0,Nov 2016,24830.56,27954.579839702554,52785.139839702555,2.199380826654273
2016-11-09,24820.62,0.0,Nov 2016,24820.62,27442.264238774133,52262.88423877413,2.177620176615589
2016-11-10,24694.56,0.0,Nov 2016,24694.56,27702.661437155853,52397.22143715585,2.183217559881494
2016-11-11,24180.54,0.0,Nov 2016,24180.54,26546.35967128698,50726.899671286985,2.113620819636958
2016-11-15,23827.69,0.0,Nov 2016,23827.69,24813.006388029207,48640.6963880292,2.02669568283455
2016-11-16,23875.01,0.0,Nov 2016,23875.01,25626.66284873797,49501.67284873797,2.062569702030749
2016-11-17,24325.97,0.0,Nov 2016,24325.97,25651.247890003695,49977.217890003696,2.082384078750154
2016-11-18,24503.91,0.0,Nov 2016,24503.91,26087.22940260688,50591.13940260688,2.1079641417752866
2016-11-21,23877.12,0.0,Nov 2016,23877.12,25460.916155750354,49338.03615575035,2.0557515064895977
2016-11-22,24113.47,0.0,Nov 2016,24113.47,25781.42538897959,49894.895388979596,2.0789539745408163
2016-11-23,23869.99,0.0,Nov 2016,23869.99,25907.742529474926,49777.73252947493,2.074072188728122
2016-11-24,23581.52,0.0,Nov 2016,23581.52,25666.915432343823,49248.435432343824,2.052018143014326
2016-11-25,23972.15,0.0,Nov 2016,23972.15,26316.191057619013,50288.341057619014,2.095347544067459
2016-11-28,24139.6,0.0,Nov 2016,24139.6,26393.963623424104,50533.5636234241,2.1055651509760045
2016-11-29,24132.7,0.0,Nov 2016,24132.7,27045.536583395853,51178.236583395854,2.1324265243081606
2016-11-30,24397.18,0.0,Nov 2016,24397.18,27306.146003546648,51703.32600354665,2.154305250147777
2016-12-01,24416.91,0.0,Dec 2016,24416.91,27119.06925878484,51535.979258784835,2.147332469116035
2016-12-02,24183.53,0.0,Dec 2016,24183.53,26674.178693001093,50857.70869300109,2.119071195541712
2016-12-05,24220.65,0.0,Dec 2016,24220.65,26678.716210782244,50899.366210782246,2.1208069254492603
2016-12-06,24261.4,0.0,Dec 2016,24261.4,26813.20180120312,51074.60180120312,2.128108408383463
2016-12-07,24361.06,0.0,Dec 2016,24361.06,26784.29481772531,51145.35481772531,2.1310564507385545
2016-12-08,24586.07,0.0,Dec 2016,24586.07,27122.045595212723,51708.11559521272,2.1545048164671967
2016-12-09,24638.46,0.0,Dec 2016,24638.46,27071.901079570736,51710.361079570735,2.1545983783154474
2016-12-12,24409.75,0.0,Dec 2016,24409.75,26467.449016461225,50877.19901646122,2.119883292352551
2016-12-13,24529.76,0.0,Dec 2016,24529.76,26340.769094973617,50870.529094973615,2.119605378957234
2016-12-14,24447.56,0.0,Dec 2016,24447.56,26438.231066514487,50885.79106651449,2.1202412944381037
2016-12-15,24585.95,0.0,Dec 2016,24585.95,26600.165182397963,51186.11518239796,2.1327547992665816
2016-12-16,24639.3,0.0,Dec 2016,24639.3,26703.639827296385,51342.93982729639,2.1392891594706827
2016-12-19,24340.88,0.0,Dec 2016,24340.88,26493.640055522243,50834.52005552224,2.1181050023134267
2016-12-20,24054.65,0.0,Dec 2016,24054.65,26299.287131952755,50353.937131952756,2.0980807138313646
2016-12-21,23893.92,0.0,Dec 2016,23893.92,26163.077509825205,50056.9975098252,2.08570822957605
2016-12-22,23646.8,0.0,Dec 2016,23646.8,25788.110222604395,49434.91022260439,2.0597879259418495
2016-12-23,23706.54,0.0,Dec 2016,23706.54,25908.95095720807,49615.49095720807,2.067312123217003
2016-12-26,23521.69,0.0,Dec 2016,23521.69,25135.30104128322,48656.99104128322,2.027374626720134
2016-12-27,24291.11,0.0,Dec 2016,24291.11,25484.925731905754,49776.03573190575,2.0740014888294063
2016-12-28,24002.09,0.0,Dec 2016,24002.09,25495.431336816135,49497.521336816135,2.062396722367339
2016-12-29,24414.22,0.0,Dec 2016,24414.22,25763.49296829598,50177.71296829598,2.090738040345666
2016-12-30,24781.71,0.0,Dec 2016,24781.71,26194.741425889617,50976.451425889616,2.1240188094120676
2017-01-02,24843.76,0.0,Jan 2017,24843.76,26615.149750240886,51458.909750240884,2.14412123959337
2017-01-03,24985.13,0.0,Jan 2017,24985.13,26835.869107842107,51820.99910784211,2.159208296160088
2017-01-04,24856.18,0.0,Jan 2017,24856.18,26783.562257109807,51639.74225710981,2.1516559273795752
2017-01-05,25100.16,0.0,Jan 2017,25100.16,27040.14979529903,52140.30979529903,2.1725129081374597
2017-01-06,25038.11,0.0,Jan 2017,25038.11,27084.924651197038,52123.03465119704,2.1717931104665436
2017-01-09,25102.07,0.0,Jan 2017,25102.07,27191.57683662667,52293.64683662667,2.1789019515261114
2017-01-10,25259.08,0.0,Jan 2017,25259.08,27291.301471364935,52550.38147136493,2.189599227973539
2017-01-11,25510.29,0.0,Jan 2017,25510.29,27407.02634517162,52917.316345171625,2.2048881810488177
2017-01-12,25474.67,0.0,Jan 2017,25474.67,27286.514990780775,52761.18499078078,2.198382707949199
2017-01-13,25498.55,0.0,Jan 2017,25498.55,27302.48274853198,52801.03274853198,2.2000430311888324
2017-01-16,25524.52,0.0,Jan 2017,25524.52,27659.61271206332,53184.13271206332,2.216005529669305
2017-01-17,25660.62,0.0,Jan 2017,25660.62,27601.766433386325,53262.386433386324,2.219266101391097
2017-01-18,25729.86,0.0,Jan 2017,25729.86,27758.906100523443,53488.76610052344,2.22869858752181
2017-01-19,25805.72,0.0,Jan 2017,25805.72,27718.2743106038,53523.9943106038,2.2301664296084915
2017-01-20,25578.23,0.0,Jan 2017,25578.23,27402.560704603082,52980.79070460308,2.2075329460251285
2017-01-23,25878.68,0.0,Jan 2017,25878.68,27607.192994151494,53485.87299415149,2.2285780414229786
2017-01-24,26006.65,0.0,Jan 2017,26006.65,27768.16304502079,53774.81304502079,2.2406172102091997
2017-01-25,26250.32,0.0,Jan 2017,26250.32,28251.525534643893,54501.84553464389,2.2709102306101623
2017-01-27,26216.69,0.0,Jan 2017,26216.69,28407.89175921274,54624.58175921274,2.2760242399671977
2017-01-30,26412.94,0.0,Jan 2017,26412.94,28737.251268469932,55150.191268469935,2.2979246361862473
2017-01-31,26232.3,0.0,Jan 2017,26232.3,28614.19617097306,54846.496170973056,2.285270673790544
2017-02-01,26671.5,0.0,Feb 2017,26671.5,29089.676474616153,55761.17647461615,2.323382353109006
2017-02-02,26971.0,0.0,Feb 2017,26971.0,29491.679410833287,56462.67941083328,2.3526116421180534
2017-02-03,27065.64,0.0,Feb 2017,27065.64,29740.616129301412,56806.256129301415,2.3669273387208922
2017-02-06,27741.78,0.0,Feb 2017,27741.78,30281.374631350976,58023.154631350975,2.4176314429729575
2017-02-07,27818.75,0.0,Feb 2017,27818.75,30262.324171810324,58081.07417181032,2.4200447571587635
2017-02-08,27827.3,0.0,Feb 2017,27827.3,30195.17362652236,58022.47362652236,2.4176030677717653
2017-02-09,27948.45,0.0,Feb 2017,27948.45,30132.015974264996,58080.465974265,2.420019415594375
2017-02-10,28203.94,0.0,Feb 2017,28203.94,30111.606957546544,58315.54695754654,2.429814456564439
2017-02-13,28135.17,0.0,Feb 2017,28135.17,30059.960152936743,58195.13015293674,2.4247970897056974
2017-02-14,28120.47,0.0,Feb 2017,28120.47,29846.711364518644,57967.18136451865,2.41529922352161
2017-02-15,28066.67,0.0,Feb 2017,28066.67,29765.04693676815,57831.71693676815,2.4096548723653397
2017-02-16,28523.45,0.0,Feb 2017,28523.45,30285.60566116628,58809.055661166276,2.4503773192152614
2017-02-17,28332.19,0.0,Feb 2017,28332.19,30180.108985068924,58512.29898506892,2.438012457711205
2017-02-20,28727.83,0.0,Feb 2017,28727.83,30347.372434258126,59075.20243425813,2.4614667680940885
2017-02-21,28545.35,0.0,Feb 2017,28545.35,30350.612771184595,58895.9627711846,2.453998448799358
2017-02-22,28327.57,0.0,Feb 2017,28327.57,30396.79106537591,58724.36106537591,2.446848377723996
2017-02-23,28222.54,0.0,Feb 2017,28222.54,30333.16357893152,58555.70357893152,2.43982098245548
2017-02-27,28332.14,0.0,Feb 2017,28332.14,30244.562808434337,58576.70280843433,2.4406959503514307
2017-02-28,28440.0,0.0,Feb 2017,28440.0,30194.54384940866,58634.543849408656,2.4431059937253607
2017-03-01,28711.68,0.0,Mar 2017,28711.68,30281.691978844727,58993.37197884473,2.458057165785197
2017-03-02,28460.34,0.0,Mar 2017,28460.34,29912.639429528044,58372.979429528044,2.432207476230335
2017-03-03,28450.19,0.0,Mar 2017,28450.19,29831.760103441455,58281.95010344146,2.428414587643394
2017-03-06,28555.11,0.0,Mar 2017,28555.11,29832.59278849288,58387.70278849288,2.432820949520537
2017-03-07,28461.58,0.0,Mar 2017,28461.58,30037.182856632913,58498.762856632915,2.4374484523597046
2017-03-08,28443.14,0.0,Mar 2017,28443.14,30186.560865125157,58629.70086512515,2.442904202713548
2017-03-09,28402.12,0.0,Mar 2017,28402.12,30157.791185837283,58559.91118583728,2.4399962994098865
2017-03-10,28288.33,0.0,Mar 2017,28288.33,30211.944346871733,58500.27434687174,2.4375114311196557
2017-03-14,28437.36,0.0,Mar 2017,28437.36,30826.56860369022,59263.92860369022,2.4693303584870923
2017-03-15,28319.0,0.0,Mar 2017,28319.0,31010.418558403355,59329.418558403355,2.4720591066001396
2017-03-16,28590.38,0.0,Mar 2017,28590.38,31310.12888627697,59900.50888627697,2.4958545369282072
2017-03-17,29459.81,0.0,Mar 2017,29459.81,31324.62770121471,60784.437701214716,2.53268490421728
2017-03-20,29469.02,0.0,Mar 2017,29469.02,31424.897880928333,60893.91788092833,2.537246578372014
2017-03-21,29699.16,0.0,Mar 2017,29699.16,31455.2896682861,61154.4496682861,2.5481020695119208
2017-03-22,29317.61,0.0,Mar 2017,29317.61,31104.48116238436,60422.09116238436,2.517587131766015
2017-03-23,29655.45,0.0,Mar 2017,29655.45,31414.824907116126,61070.27490711612,2.544594787796505
2017-03-24,29488.99,0.0,Mar 2017,29488.99,31394.878712313144,60883.868712313146,2.536827863013048
2017-03-27,29368.58,0.0,Mar 2017,29368.58,31255.310614769438,60623.890614769436,2.52599544228206
2017-03-28,29877.14,0.0,Mar 2017,29877.14,31368.448065778193,61245.588065778196,2.551899502740758
2017-03-29,29674.02,0.0,Mar 2017,29674.02,31221.483956266376,60895.50395626637,2.5373126648444324
2017-03-30,29545.2,0.0,Mar 2017,29545.2,31322.89260686951,60868.09260686951,2.5361705252862294
2017-03-31,29747.99,0.0,Mar 2017,29747.99,31713.463433014145,61461.45343301415,2.5608938930422562
2017-04-03,29795.41,0.0,Apr 2017,29795.41,32564.67994167579,62360.08994167579,2.598337080903158
2017-04-05,29817.89,0.0,Apr 2017,29817.89,32792.39620061801,62610.28620061801,2.60876192502575
2017-04-06,29891.61,0.0,Apr 2017,29891.61,32927.71341849577,62819.32341849577,2.6174718091039906
2017-04-07,30070.85,0.0,Apr 2017,30070.85,33014.18369742581,63085.03369742581,2.6285430707260753
2017-04-10,30254.47,0.0,Apr 2017,30254.47,33333.984295441864,63588.454295441865,2.6495189289767445
2017-04-11,30651.01,0.0,Apr 2017,30651.01,33874.20419938518,64525.214199385184,2.6885505916410493
2017-04-12,30753.16,0.0,Apr 2017,30753.16,34458.23350567786,65211.39350567786,2.717141396069911
2017-04-13,31145.5,0.0,Apr 2017,31145.5,34609.72234447062,65755.22234447062,2.739800931019609
2017-04-17,31538.4,0.0,Apr 2017,31538.4,34412.24248097697,65950.64248097697,2.7479434367073736
2017-04-18,31115.03,0.0,Apr 2017,31115.03,33990.89724589117,65105.927245891166,2.7127469685787986
2017-04-19,30877.47,0.0,Apr 2017,30877.47,34068.79609120052,64946.26609120052,2.7060944204666884
2017-04-20,31051.4,0.0,Apr 2017,31051.4,34454.88934620374,65506.28934620374,2.729428722758489
2017-04-21,31132.34,0.0,Apr 2017,31132.34,34576.516077074426,65708.85607707442,2.737869003211434
2017-04-24,31377.53,0.0,Apr 2017,31377.53,34859.05755480385,66236.58755480385,2.759857814783494
2017-04-25,31548.34,0.0,Apr 2017,31548.34,35177.71713340697,66726.05713340697,2.7802523805586237
2017-04-26,31276.33,0.0,Apr 2017,31276.33,34904.17088840499,66180.50088840499,2.757520870350208
2017-04-27,31290.33,0.0,Apr 2017,31290.33,35226.71133250476,66517.04133250477,2.7715433888543655
2017-04-28,31203.24,0.0,Apr 2017,31203.24,35320.93983932379,66524.1798393238,2.7718408266384915
2017-05-02,31262.47,0.0,May 2017,31262.47,35866.07059722689,67128.54059722689,2.797022524884454
2017-05-03,31257.19,0.0,May 2017,31257.19,35818.753390223275,67075.94339022327,2.794830974592636
2017-05-04,31422.12,0.0,May 2017,31422.12,35912.34859679528,67334.46859679528,2.8056028581998036
2017-05-05,31223.4,0.0,May 2017,31223.4,35859.971011614696,67083.3710116147,2.7951404588172792
2017-05-08,31161.15,0.0,May 2017,31161.15,35953.02224244408,67114.17224244408,2.79642384343517
2017-05-09,31167.18,0.0,May 2017,31167.18,35954.271605940376,67121.45160594038,2.796727150247516
2017-05-10,31447.75,0.0,May 2017,31447.75,36188.934697602934,67636.68469760293,2.8181951957334554
2017-05-11,31385.97,0.0,May 2017,31385.97,36074.476182363665,67460.44618236367,2.810851924265153
2017-05-12,31196.13,0.0,May 2017,31196.13,35846.672788976415,67042.80278897642,2.793450116207351
2017-05-15,31533.38,0.0,May 2017,31533.38,37052.294580054775,68585.67458005478,2.8577364408356156
2017-05-16,31668.3,0.0,May 2017,31668.3,37624.687076356335,69292.98707635634,2.8872077948481807
2017-05-17,31539.4,0.0,May 2017,31539.4,37811.90286774255,69351.30286774255,2.889637619489273
2017-05-18,31414.24,0.0,May 2017,31414.24,37519.77830082082,68934.01830082083,2.872250762534201
2017-05-19,31115.02,0.0,May 2017,31115.02,37091.78400884903,68206.80400884902,2.841950167035376
2017-05-22,30906.23,0.0,May 2017,30906.23,36176.607379700436,67082.83737970043,2.7951182241541845
2017-05-23,30857.3,0.0,May 2017,30857.3,36017.211467729314,66874.51146772932,2.7864379778220547
2017-05-24,30679.58,0.0,May 2017,30679.58,35866.9344661963,66546.5144661963,2.7727714360915123
2017-05-25,31062.57,0.0,May 2017,31062.57,36511.41983230761,67573.98983230762,2.815582909679484
2017-05-26,31619.0,0.0,May 2017,31619.0,37249.30944332887,68868.30944332888,2.8695128934720366
2017-05-29,31412.83,0.0,May 2017,31412.83,37061.770242309125,68474.60024230913,2.853108343429547
2017-05-30,31682.08,0.0,May 2017,31682.08,37433.111436912426,69115.19143691243,2.8797996432046844
2017-05-31,31825.44,0.0,May 2017,31825.44,37649.27126017503,69474.71126017503,2.894779635840626
2017-06-01,31955.96,0.0,Jun 2017,31955.96,37902.85481861744,69858.81481861744,2.9107839507757265
2017-06-02,32032.22,0.0,Jun 2017,32032.22,38058.39722203907,70090.61722203907,2.920442384251628
2017-06-05,32260.93,0.0,Jun 2017,32260.93,38282.57498656734,70543.50498656734,2.939312707773639
2017-06-06,32248.01,0.0,Jun 2017,32248.01,38124.828285011055,70372.83828501105,2.932201595208794
2017-06-07,32260.68,0.0,Jun 2017,32260.68,38717.83925595961,70978.5192559596,2.95743830233165
2017-06-08,32387.47,0.0,Jun 2017,32387.47,38735.94909254249,71123.41909254249,2.9634757955226037
2017-06-09,32464.14,0.0,Jun 2017,32464.14,39082.19618155043,71546.33618155043,2.981097340897935
