Ticker,Quantity,Avg_Price,Invested,Current_Price,Current_Amount
BAJAJ-AUTO.NS,0.1862,7975.23,1484.99,8967.0,1669.66
TI.NS,44.169424,371.09,16390.85,480.75,21234.45
BANCOINDIA.NS,51.001116,458.4,23378.82,590.7,30126.36
SURYAROSNI.NS,16.519047,552.41,9125.34,281.98,4658.08
APARINDS.NS,3.597987,7477.66,26904.51,7802.0,28071.49
ZENSARTECH.NS,4.666238,599.7,2798.33,787.35,3673.96
RITES.NS,11.767009,357.79,4210.14,258.48,3041.54
GULFOILLUB.NS,0.694649,1379.1,957.99,1273.4,884.57
POWERGRID.NS,12.606695,310.62,3915.91,279.85,3527.98
KSCL.NS,11.970401,1200.42,14369.55,1188.4,14225.63
DIXON.NS,0.162111,14486.15,2348.37,17582.0,2850.24
DIVISLAB.NS,0.399104,5884.1,2348.37,6093.0,2431.74
COROMANDEL.NS,6.961561,2206.91,15363.54,2339.4,16285.88
GRAVITA.NS,6.9512,1729.37,12021.18,1655.6,11508.41
CHAMBLFERT.NS,4.656329,545.35,2539.33,544.85,2537.0
HINDZINC.NS,12.73252,419.62,5342.85,435.9,5550.11
SUVENPHAR.NS,5.69733,1044.09,5948.55,1056.65,6020.08
ASTRAZEN.NS,0.379935,8680.7,3298.1,8764.0,3329.75
SOLARINDS.NS,0.457766,14588.96,6678.33,14046.0,6429.78
MANAPPURAM.NS,24.701513,262.29,6479.05,275.0,6792.92
REDINGTON.NS,35.292974,270.06,9531.17,243.89,8607.6
WELCORP.NS,7.162375,904.6,6479.05,848.45,6076.92
REFEX.NS,7.673842,417.65,3204.98,364.2,2794.81
GPIL.NS,12.755974,239.27,3052.12,239.27,3052.12
IMFA.NS,3.420319,892.35,3052.12,892.35,3052.12
CREDITACC.NS,2.175115,1403.2,3052.12,1403.2,3052.12
