Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
ADANIPORTS.NS,67.9,2.23,1.59
AIAENG.NS,92.7,3.05,1.26
ASIANPAINT.NS,67.7,2.22,2.89
ATFL.NS,66.9,2.2,0.53
ATUL.NS,196.8,6.46,15.31
BAJAJ-AUTO.NS,266.5,8.75,1.2
BRITANNIA.NS,591.2,19.42,71.43
CARERATING.NS,72.5,2.38,5.25
COALINDIA.NS,64.1,2.11,2.29
COLPAL.NS,65.5,2.15,2.55
CUMMINSIND.NS,84.6,2.78,5.97
DABUR.NS,68.0,2.23,1.93
DBCORP.NS,71.2,2.34,-0.76
DIVISLAB.NS,81.1,2.67,3.79
EXIDEIND.NS,462.1,15.18,-0.95
FDC.NS,301.1,9.89,9.56
GODREJCP.NS,81.6,2.68,3.01
HEROMOTOCO.NS,315.4,10.36,0.53
HINDUNILVR.NS,67.1,2.21,2.54
ICRA.NS,304.5,10.0,13.22
IGL.NS,324.2,10.65,31.76
ITC.NS,93.1,3.06,1.21
JAGRAN.NS,180.4,5.93,-3.03
JUBLFOOD.NS,203.0,6.67,-5.92
JYOTISTRUC.NS,63.2,2.08,-16.85
KAJARIACER.NS,314.5,10.33,25.66
KSCL.NS,195.4,6.42,14.96
LUPIN.NS,96.9,3.18,-0.8
MARICO.NS,74.1,2.43,3.68
MMTC.NS,79.2,2.6,-12.29
MOIL.NS,59.1,1.94,-3.43
NAUKRI.NS,92.1,3.02,0.63
NAVNETEDUL.NS,156.1,5.13,-6.73
NBCC.NS,255.1,8.38,-1.27
NMDC.NS,380.5,12.5,-19.35
OIL.NS,174.1,5.72,-15.85
PAGEIND.NS,120.8,3.97,1.4
PERSISTENT.NS,287.3,9.44,76.56
PIDILITIND.NS,105.2,3.46,4.37
PIIND.NS,84.5,2.78,4.29
RALLIS.NS,113.0,3.71,6.06
SUNDARMFIN.NS,260.3,8.55,2.58
SUNTV.NS,234.1,7.69,1.18
TCS.NS,168.1,5.52,6.84
TITAN.NS,65.3,2.14,3.96
WHIRLPOOL.NS,167.7,5.51,3.98
ZEEL.NS,74.4,2.44,1.19
ZYDUSWELL.NS,114.4,3.76,3.46
RECLTD.NS,534.0,17.54,3.94
GMDCLTD.NS,85.4,2.8,-8.85
MCLEODRUSS.NS,76.2,2.5,-5.47
ONGC.NS,132.0,4.34,-7.92
IPCALAB.NS,156.6,5.15,-8.06
KKCL.NS,231.6,7.61,1.2
LICHSGFIN.NS,730.2,23.99,-1.44
SWARAJENG.NS,427.9,14.06,16.77
WIPRO.NS,304.0,9.99,-4.55
INFY.NS,259.3,8.52,5.69
M&M.NS,403.6,13.26,16.26
TTKPRESTIG.NS,1382.3,45.41,29.99
ECLERX.NS,269.7,8.86,31.18
KITEX.NS,114.9,3.77,-17.79
TI.NS,153.9,5.06,29.2
ENGINERSIN.NS,129.1,4.24,-1.41
MAYURUNIQ.NS,73.8,2.42,-1.69
COROMANDEL.NS,163.8,5.38,1.96
GAIL.NS,211.7,6.95,-16.86
ASTRAL.NS,138.5,4.55,-6.25
M&MFIN.NS,227.1,7.46,-6.01
CENTURYPLY.NS,169.4,5.57,3.98
BALKRISIND.NS,415.4,13.65,39.65
HAVELLS.NS,124.8,4.1,1.62
LT.NS,283.1,9.3,-8.9
EMAMILTD.NS,70.3,2.31,2.87
APLLTD.NS,121.4,3.99,-2.49
CAMLINFINE.NS,65.9,2.16,-5.35
INOXWIND.NS,60.5,1.99,-8.31
VRLLOG.NS,64.2,2.11,-1.9
MUNJALSHOW.NS,183.6,6.03,2.56
BLISSGVS.NS,125.4,4.12,9.58
SOLARINDS.NS,82.6,2.71,8.38
LAOPALA.NS,89.7,2.95,5.14
CERA.NS,71.6,2.35,3.96
DHANUKA.NS,217.5,7.14,0.41
TRITURBINE.NS,62.4,2.05,5.53
RELAXO.NS,106.4,3.49,5.41
MARKSANS.NS,62.3,2.05,-2.17
HMVL.NS,72.7,2.39,-3.48
IGARASHI.NS,67.9,2.23,0.12
SYNGENE.NS,61.2,2.01,4.51
GSPL.NS,529.9,17.41,40.73
INDRAMEDCO.NS,784.5,25.77,29.28
RATNAMANI.NS,331.2,10.88,11.94
INDIGO.NS,59.3,1.95,1.63
LALPATHLAB.NS,63.7,2.09,2.59
BERGEPAINT.NS,243.4,8.0,17.24
AJANTPHARM.NS,346.0,11.37,26.95
THYROCARE.NS,61.4,2.02,-1.15
ICICIPRULI.NS,61.3,2.01,-1.05
MGL.NS,110.0,3.61,-1.55
ENDURANCE.NS,77.6,2.55,4.32
ZENSARTECH.NS,517.8,17.01,16.55
DBL.NS,74.9,2.46,-11.02
VGUARD.NS,102.1,3.35,10.19
BLUEDART.NS,67.3,2.21,-3.69
SHARDACROP.NS,132.3,4.35,-1.1
CCL.NS,100.2,3.29,2.63
AKZOINDIA.NS,108.5,3.57,1.61
JUSTDIAL.NS,115.7,3.8,4.35
AUROPHARMA.NS,180.9,5.94,8.11
KRBL.NS,460.2,15.12,-3.7
PCJEWELLER.NS,240.7,7.91,-59.91
BALMLAWRIE.NS,731.9,24.04,49.69
ICIL.NS,149.6,4.92,-22.62
KPRMILL.NS,337.5,11.09,20.79
TVSSRICHAK.NS,237.2,7.79,-4.82
DMART.NS,65.8,2.16,6.43
RUPA.NS,149.4,4.91,-18.06
TIDEWATER.NS,356.2,11.7,38.22
FINCABLES.NS,210.4,6.91,25.72
VAKRANGEE.NS,129.7,4.26,-1.33
BAJFINANCE.NS,531.7,17.47,102.48
INDOCO.NS,195.0,6.41,-12.71
ERIS.NS,62.5,2.05,4.92
HATSUN.NS,66.5,2.19,-0.54
GREENPLY.NS,140.7,4.62,-12.95
GODREJAGRO.NS,83.1,2.73,0.94
NESCO.NS,142.9,4.7,8.3
SBILIFE.NS,59.6,1.96,0.33
TVSMOTOR.NS,130.2,4.28,16.23
SUNDRMFAST.NS,113.9,3.74,4.79
IEX.NS,62.0,2.04,4.12
TATAELXSI.NS,97.6,3.21,20.77
ICICIGI.NS,98.6,3.24,6.37
VIPIND.NS,64.4,2.11,3.55
TORNTPHARM.NS,726.3,23.86,39.76
VMART.NS,61.8,2.03,-3.9
BAJAJCON.NS,60.6,1.99,-1.71
ASAL.NS,76.6,2.52,27.28
TIMKEN.NS,60.7,1.99,8.57
