Ticker,Avg_Holding_Days,Avg_Holding_Months,Avg_Return_Pct
OFSS.NS,78.7,2.58,6.73
KANSAINER.NS,113.0,3.71,-6.48
GLAXO.NS,68.0,2.23,9.67
REPCOHOME.NS,69.2,2.27,7.9
TVTODAY.NS,113.1,3.72,3.43
GULFOILLUB.NS,136.2,4.47,1.11
AARTIIND.NS,726.7,23.87,45.29
ABBOTINDIA.NS,62.0,2.04,3.29
AVANTIFEED.NS,396.1,13.01,16.28
GARFIBRES.NS,75.1,2.47,0.73
HIMATSEIDE.NS,191.3,6.28,-35.9
CHOLAFIN.NS,496.2,16.3,-11.85
ASAHIINDIA.NS,132.6,4.36,-10.57
HINDPETRO.NS,215.9,7.09,-4.7
MARUTI.NS,223.9,7.36,1.45
SYMPHONY.NS,60.0,1.97,-1.2
NELCO.NS,63.8,2.1,25.21
3MINDIA.NS,59.0,1.94,6.75
BPCL.NS,595.3,19.56,15.67
SUPREMEIND.NS,82.4,2.71,6.56
JYOTHYLAB.NS,63.3,2.08,5.51
BHARATRAS.NS,107.6,3.54,17.66
HCLTECH.NS,71.3,2.34,4.13
NATCOPHARM.NS,186.9,6.14,31.72
GREAVESCOT.NS,85.5,2.81,18.86
POLYMED.NS,65.8,2.16,8.46
CAPLIPOINT.NS,71.6,2.35,10.63
COFORGE.NS,61.4,2.02,4.19
SKFINDIA.NS,82.6,2.71,8.91
VINATIORGA.NS,1009.7,33.17,209.12
LUXIND.NS,112.1,3.68,0.43
HDFCLIFE.NS,59.6,1.96,-0.24
HAL.NS,99.7,3.28,16.47
LTTS.NS,62.0,2.04,4.32
RITES.NS,70.1,2.3,9.73
MIDHANI.NS,59.9,1.97,-1.29
HDFCAMC.NS,62.2,2.04,4.38
SFL.NS,66.0,2.17,1.77
ALKEM.NS,91.6,3.01,2.25
BDL.NS,59.7,1.96,10.02
SBICARD.NS,65.9,2.16,1.48
NAM-INDIA.NS,65.1,2.14,7.93
TASTYBITE.NS,60.0,1.97,-3.16
IRCTC.NS,59.7,1.96,15.8
SUMICHEM.NS,61.1,2.01,4.51
DIXON.NS,68.9,2.27,11.04
ROSSARI.NS,60.0,1.97,2.21
ROUTE.NS,59.7,1.96,15.1
GALAXYSURF.NS,133.2,4.37,6.39
VALIANTORG.NS,60.3,1.98,-4.9
METROPOLIS.NS,60.4,1.98,3.45
POLYCAB.NS,63.6,2.09,9.58
FINEORG.NS,68.1,2.24,1.04
CAMS.NS,62.3,2.05,6.9
CDSL.NS,71.1,2.34,10.76
ISEC.NS,202.4,6.65,12.57
BALAMINES.NS,183.5,6.03,9.03
PRINCEPIPE.NS,59.4,1.95,7.01
EICHERMOT.NS,125.5,4.12,6.11
ASTRAZEN.NS,68.0,2.23,3.88
GMMPFAUDLR.NS,73.3,2.41,0.46
INDUSTOWER.NS,62.6,2.06,-0.93
ADVENZYMES.NS,59.5,1.95,-6.55
PFIZER.NS,62.3,2.05,-0.0
POWERGRID.NS,59.5,1.95,5.52
TCIEXP.NS,69.4,2.28,-4.42
GRINDWELL.NS,63.7,2.09,1.47
ADANIENT.NS,69.2,2.27,7.78
NAVINFLUOR.NS,61.6,2.02,0.61
RADICO.NS,79.1,2.6,9.86
GHCL.NS,342.1,11.24,77.41
ALKYLAMINE.NS,132.6,4.36,23.28
VSTIND.NS,2790.4,91.67,7074.48
PETRONET.NS,74.1,2.43,2.06
SUPRAJIT.NS,271.1,8.91,5.94
MANAPPURAM.NS,477.7,15.69,7.62
KEC.NS,560.3,18.41,41.35
MUTHOOTFIN.NS,161.3,5.3,-1.39
RHIM.NS,98.1,3.22,27.52
POLYPLEX.NS,297.7,9.78,6.52
STLTECH.NS,280.5,9.22,-37.26
SUDARSCHEM.NS,568.3,18.67,-2.77
KBCGLOBAL.NS,62.3,2.05,2.06
MOKSH.NS,135.3,4.45,10.78
ORIENTELEC.NS,68.0,2.23,2.12
BIRLAMONEY.NS,205.8,6.76,14.82
MPHASIS.NS,156.6,5.14,1.26
GOKUL.NS,242.7,7.97,29.68
TRIVENI.NS,62.7,2.06,3.89
DOLATALGO.NS,61.3,2.01,2.56
IIFLSEC.NS,68.1,2.24,8.75
BAYERCROP.NS,108.0,3.55,1.21
ASHOKA.NS,65.2,2.14,3.97
HGINFRA.NS,209.0,6.87,-2.63
COCHINSHIP.NS,142.6,4.68,30.03
EKC.NS,136.9,4.5,0.92
DWARKESH.NS,136.2,4.47,-3.02
CANFINHOME.NS,397.8,13.07,-2.06
FINPIPE.NS,385.9,12.68,6.81
TNPETRO.NS,131.3,4.31,-9.12
HONAUT.NS,62.7,2.06,1.11
TPLPLASTEH.NS,184.1,6.05,35.47
FACT.NS,77.2,2.54,34.33
GRAVITA.NS,73.7,2.42,17.86
ELGIEQUIP.NS,66.0,2.17,1.86
ATGL.NS,73.2,2.4,-0.32
FCL.NS,67.9,2.23,3.94
BEPL.NS,94.4,3.1,-5.51
COMPINFO.NS,92.5,3.04,-11.19
DOLLAR.NS,111.7,3.67,-13.47
JINDWORLD.NS,77.4,2.54,-21.95
UNIVASTU.NS,70.7,2.32,13.17
LTIM.NS,173.3,5.69,-6.78
SALASAR.NS,153.8,5.05,18.48
MOLDTECH.NS,62.2,2.04,17.49
KEI.NS,510.9,16.78,132.03
SOTL.NS,191.2,6.28,50.1
ACE.NS,126.7,4.16,28.48
SONATSOFTW.NS,1054.4,34.64,189.81
SOBHA.NS,169.9,5.58,-5.45
KAMDHENU.NS,107.5,3.53,1.24
GOKULAGRO.NS,99.3,3.26,0.06
GNA.NS,106.1,3.49,-7.09
HFCL.NS,178.6,5.87,-5.66
MANGCHEFER.NS,154.1,5.06,3.15
MAITHANALL.NS,173.3,5.69,1.07
GUJGASLTD.NS,220.2,7.23,-7.1
FILATEX.NS,216.4,7.11,-12.18
KMSUGAR.NS,228.0,7.49,-2.26
HEIDELBERG.NS,176.9,5.81,1.16
BALRAMCHIN.NS,438.4,14.4,6.51
IOLCP.NS,231.8,7.62,13.66
TEMBO.NS,79.1,2.6,5.82
TIINDIA.NS,60.9,2.0,1.34
CARBORUNIV.NS,62.2,2.04,-0.95
SAKSOFT.NS,66.2,2.18,0.79
RAJMET.NS,60.2,1.98,16.75
DEEPAKNTR.NS,76.1,2.5,-1.61
CREDITACC.NS,144.7,4.75,-8.88
JBCHEPHARM.NS,60.6,1.99,3.22
EVEREADY.NS,80.5,2.64,1.37
GRSE.NS,109.7,3.6,75.95
BEL.NS,764.8,25.12,189.77
GUFICBIO.NS,212.7,6.99,29.47
UGARSUGAR.NS,76.0,2.5,-17.2
REFEX.NS,78.5,2.58,-5.12
RANASUG.NS,79.5,2.61,-1.71
TCI.NS,119.7,3.93,4.91
GPIL.NS,256.2,8.42,-6.69
GODFRYPHLP.NS,420.0,13.8,-6.25
MENONBE.NS,96.2,3.16,-2.21
DHAMPURSUG.NS,96.7,3.18,-0.57
DLINKINDIA.NS,98.2,3.23,1.1
BSL.NS,97.3,3.2,4.97
HISARMETAL.NS,199.2,6.54,33.03
ESABINDIA.NS,58.3,1.91,-2.83
INGERRAND.NS,64.8,2.13,4.18
APARINDS.NS,89.8,2.95,20.05
BLS.NS,66.7,2.19,1.62
SUVENPHAR.NS,79.8,2.62,10.05
NEWGEN.NS,84.5,2.78,10.54
GEEKAYWIRE.NS,125.2,4.11,62.27
UTTAMSUGAR.NS,250.7,8.24,17.18
CORDSCABLE.NS,247.3,8.12,68.03
PRECWIRE.NS,251.3,8.26,74.4
PAISALO.NS,155.1,5.1,2.29
HITECH.NS,251.9,8.28,71.86
CENTEXT.NS,394.6,12.96,75.06
PSPPROJECT.NS,306.6,10.07,-3.86
PITTIENG.NS,695.6,22.85,270.06
AARTIDRUGS.NS,641.0,21.06,0.53
BSOFT.NS,61.9,2.03,-6.31
MSTCLTD.NS,73.6,2.42,-12.04
HAPPSTMNDS.NS,59.6,1.96,-4.44
DCMSHRIRAM.NS,876.7,28.8,53.58
TECHM.NS,1434.2,47.12,88.61
MASFIN.NS,90.8,2.98,-1.21
EPL.NS,81.5,2.68,5.04
GRANULES.NS,133.5,4.39,-10.23
SHARDAMOTR.NS,278.7,9.16,-44.42
GOKEX.NS,400.8,13.17,0.24
AAVAS.NS,59.5,1.96,-11.83
CROMPTON.NS,59.5,1.96,-4.09
TANLA.NS,59.5,1.95,9.0
CGPOWER.NS,59.5,1.95,10.77
SPLPETRO.NS,332.0,10.91,-12.07
