Month,Date,Bank_Balance_Before_Investing,Portfolio_Value_Before_Liquidity,Total_Liquidation_Limit,Available_for_Liquidation,Total_Liquidated,Investable_Amount_from_Bank_Balance,Investable_Amount_from_Liquidation,Investment,Bank_Balance_After_Investing,Portfolio_Value_After_Investing
Jul 2014,2014-07-31,12000.0,0.0,1000.0,0.0,0.0,1000.0,0.0,1000.0,11000.0,1001.67
Aug 2014,2014-08-28,11000.0,1050.6,1004.216299,0.0,665.02,1000.0,665.02,1665.02,10000.0,2126.72
Sep 2014,2014-09-30,10000.0,2225.4,1018.783464,0.0,1018.78,1000.0,1018.78,2018.78,9000.0,3274.97
Oct 2014,2014-10-31,9000.0,3389.82,1032.485022,0.0,1032.49,1000.0,1032.49,2032.49,8000.0,4423.45
Nov 2014,2014-11-28,8000.0,4553.77,1046.147662,0.0,1046.15,1000.0,1046.15,2046.15,7000.0,5587.49
Dec 2014,2014-12-31,7000.0,5616.87,1051.405769,0.0,1051.41,1000.0,1051.41,2051.41,6000.0,6614.45
Jan 2015,2015-01-30,6000.0,6771.5,1064.291367,0.0,1064.29,1000.0,1064.29,2064.29,5000.0,7783.27
Feb 2015,2015-02-27,5000.0,7887.83,1073.985976,0.0,1073.99,1000.0,1073.99,2073.99,4000.0,8905.22
Mar 2015,2015-03-31,4000.0,8980.03,1081.669319,0.0,1081.67,1000.0,1081.67,2081.67,3000.0,9916.04
Apr 2015,2015-04-30,3000.0,9688.92,1057.409691,0.0,1057.41,1000.0,1057.41,2057.41,2000.0,10602.0
May 2015,2015-05-29,2000.0,10946.85,1078.904141,0.0,1078.9,1000.0,1078.9,2078.9,1000.0,11950.9
Jun 2015,2015-06-30,1000.0,11891.91,1074.325511,0.0,1074.33,1000.0,1074.33,2074.33,0.0,12851.62
Jul 2015,2015-07-31,0.0,13349.82,1112.485233,0.0,1112.49,0.0,1112.49,1112.49,0.0,13373.91
Aug 2015,2015-08-31,0.0,13005.7,1083.807979,0.0,1083.81,0.0,1083.81,1083.81,0.0,12962.05
Sep 2015,2015-09-30,0.0,12999.25,1083.270967,0.0,1083.27,0.0,1083.27,1083.27,0.0,13001.19
Oct 2015,2015-10-30,0.0,13338.78,1111.564909,0.0,1111.56,0.0,1111.56,1111.56,0.0,13346.48
Nov 2015,2015-11-30,0.0,13302.95,1108.579284,0.0,1108.58,0.0,1108.58,1108.58,0.0,13291.25
Dec 2015,2015-12-31,0.0,13491.08,1124.256355,0.0,1124.26,0.0,1124.26,1124.26,0.0,13487.43
Jan 2016,2016-01-29,0.0,12783.63,1065.302396,0.0,1065.3,0.0,1065.3,1065.3,0.0,12695.52
Feb 2016,2016-02-29,0.0,11682.84,973.569984,0.0,973.57,0.0,973.57,973.57,0.0,11592.72
Mar 2016,2016-03-31,0.0,12672.37,1056.030706,0.0,1056.03,0.0,1056.03,1056.03,0.0,12724.9
Apr 2016,2016-04-29,0.0,13191.34,1099.278327,0.0,1099.28,0.0,1099.28,1099.28,0.0,13218.39
May 2016,2016-05-31,0.0,13266.68,1105.556529,0.0,1105.56,0.0,1105.56,1105.56,0.0,13252.07
Jun 2016,2016-06-30,0.0,13758.45,1146.537366,0.0,1146.54,0.0,1146.54,1146.54,0.0,13796.19
Jul 2016,2016-07-29,0.0,14692.0,1224.333118,0.0,1224.33,0.0,1224.33,1224.33,0.0,14756.07
Aug 2016,2016-08-31,0.0,16432.47,1369.372422,0.0,1369.37,0.0,1369.37,1369.37,0.0,16499.25
Sep 2016,2016-09-30,0.0,16564.11,1380.342544,0.0,1380.34,0.0,1380.34,1380.34,0.0,16589.41
Oct 2016,2016-10-28,0.0,16963.94,1413.661523,0.0,1413.66,0.0,1413.66,1413.66,0.0,16977.18
Nov 2016,2016-11-30,0.0,16422.16,1368.513417,0.0,1368.51,0.0,1368.51,1368.51,0.0,16340.77
Dec 2016,2016-12-30,0.0,15904.99,1325.415929,0.0,1325.42,0.0,1325.42,1325.42,0.0,15868.32
Jan 2017,2017-01-31,0.0,16651.83,1387.65217,0.0,1387.65,0.0,1387.65,1387.65,0.0,16712.48
Feb 2017,2017-02-28,0.0,17412.55,1451.045823,0.0,1451.05,0.0,1451.05,1451.05,0.0,17460.18
Mar 2017,2017-03-31,0.0,18480.53,1540.043855,0.0,1540.04,0.0,1540.04,1540.04,0.0,18563.82
Apr 2017,2017-04-28,0.0,19328.78,1610.731353,0.0,1610.73,0.0,1610.73,1610.73,0.0,19374.69
May 2017,2017-05-31,0.0,19592.35,1632.695684,0.0,1632.7,0.0,1632.7,1632.7,0.0,19584.9
Jun 2017,2017-06-30,0.0,20171.1,1680.925137,0.0,1680.93,0.0,1680.93,1680.93,0.0,20185.59
Jul 2017,2017-07-31,0.0,21308.59,1775.715598,0.0,1775.72,0.0,1775.72,1775.72,0.0,21332.34
Aug 2017,2017-08-31,0.0,20992.56,1749.38023,0.0,1749.38,0.0,1749.38,1749.38,0.0,20985.29
Sep 2017,2017-09-29,0.0,21271.42,1772.617959,0.0,1772.62,0.0,1772.62,1772.62,0.0,21263.35
Oct 2017,2017-10-31,0.0,22573.87,1881.155637,0.0,1881.16,0.0,1881.16,1881.16,0.0,22688.39
Nov 2017,2017-11-30,0.0,23049.36,1920.77963,0.0,1920.78,0.0,1920.78,1920.78,0.0,23102.75
Dec 2017,2017-12-29,0.0,23866.58,1988.881981,0.0,1988.88,0.0,1988.88,1988.88,0.0,23973.44
Jan 2018,2018-01-31,0.0,23175.8,1931.316332,0.0,1931.32,0.0,1931.32,1931.32,0.0,23136.32
Feb 2018,2018-02-28,0.0,22486.31,1873.859405,0.0,1873.86,0.0,1873.86,1873.86,0.0,22430.05
Mar 2018,2018-03-28,0.0,21523.22,1793.602019,0.0,1793.6,0.0,1793.6,1793.6,0.0,21476.31
Apr 2018,2018-04-30,0.0,22976.87,1914.738945,0.0,1914.74,0.0,1914.74,1914.74,0.0,23047.4
May 2018,2018-05-31,0.0,22135.46,1844.621897,0.0,1844.62,0.0,1844.62,1844.62,0.0,22086.05
Jun 2018,2018-06-29,0.0,21315.56,1776.296798,0.0,1776.3,0.0,1776.3,1776.3,0.0,21274.17
Jul 2018,2018-07-31,0.0,21918.47,1826.538803,0.0,1826.54,0.0,1826.54,1826.54,0.0,22001.59
Aug 2018,2018-08-31,0.0,24154.89,2012.907707,0.0,2012.91,0.0,2012.91,2012.91,0.0,24218.72
Sep 2018,2018-09-28,0.0,23842.57,1986.88046,0.0,1986.88,0.0,1986.88,1986.88,0.0,23638.94
Oct 2018,2018-10-31,0.0,24848.68,2070.723168,0.0,2070.72,0.0,2070.72,2070.72,0.0,24815.03
Nov 2018,2018-11-30,0.0,25136.21,2094.68426,0.0,2094.68,0.0,2094.68,2094.68,0.0,25183.79
Dec 2018,2018-12-31,0.0,25935.63,2161.302463,0.0,2161.3,0.0,2161.3,2161.3,0.0,25970.23
Jan 2019,2019-01-31,0.0,25369.16,2114.096262,0.0,2114.1,0.0,2114.1,2114.1,0.0,25311.77
