Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,78,77,0.0,0
Aug 2014,2014-08-28,78,77,665.02,48
Sep 2014,2014-09-30,78,77,1018.78,38
Oct 2014,2014-10-31,81,81,1032.49,31
Nov 2014,2014-11-28,81,81,1046.15,33
Dec 2014,2014-12-31,81,81,1051.41,30
Jan 2015,2015-01-30,82,82,1064.29,33
Feb 2015,2015-02-27,82,82,1073.99,31
Mar 2015,2015-03-31,82,82,1081.67,34
Apr 2015,2015-04-30,82,83,1057.41,33
May 2015,2015-05-29,82,83,1078.9,15
Jun 2015,2015-06-30,82,83,1074.33,19
Jul 2015,2015-07-31,71,82,1112.49,13
Aug 2015,2015-08-31,71,77,1083.81,16
Sep 2015,2015-09-30,71,74,1083.27,18
Oct 2015,2015-10-30,75,78,1111.56,22
Nov 2015,2015-11-30,75,78,1108.58,20
Dec 2015,2015-12-31,75,78,1124.26,22
Jan 2016,2016-01-29,75,78,1065.3,27
Feb 2016,2016-02-29,75,77,973.57,30
Mar 2016,2016-03-31,75,77,1056.03,34
Apr 2016,2016-04-29,79,82,1099.28,24
May 2016,2016-05-31,79,81,1105.56,39
Jun 2016,2016-06-30,79,81,1146.54,39
Jul 2016,2016-07-29,77,85,1224.33,34
Aug 2016,2016-08-31,77,83,1369.37,43
Sep 2016,2016-09-30,77,79,1380.34,43
Oct 2016,2016-10-28,78,80,1413.66,40
Nov 2016,2016-11-30,78,80,1368.51,21
Dec 2016,2016-12-30,78,80,1325.42,41
Jan 2017,2017-01-31,78,80,1387.65,44
Feb 2017,2017-02-28,78,80,1451.05,41
Mar 2017,2017-03-31,78,80,1540.04,43
Apr 2017,2017-04-28,83,85,1610.73,46
May 2017,2017-05-31,83,85,1632.7,40
Jun 2017,2017-06-30,83,85,1680.93,48
Jul 2017,2017-07-31,92,95,1775.72,50
Aug 2017,2017-08-31,92,94,1749.38,53
Sep 2017,2017-09-29,92,94,1772.62,52
Oct 2017,2017-10-31,89,93,1881.16,35
Nov 2017,2017-11-30,89,92,1920.78,49
Dec 2017,2017-12-29,89,91,1988.88,51
Jan 2018,2018-01-31,88,90,1931.32,51
Feb 2018,2018-02-28,88,90,1873.86,50
Mar 2018,2018-03-28,88,90,1793.6,51
Apr 2018,2018-04-30,90,92,1914.74,34
May 2018,2018-05-31,90,92,1844.62,30
Jun 2018,2018-06-29,90,92,1776.3,46
Jul 2018,2018-07-31,90,94,1826.54,51
Aug 2018,2018-08-31,90,94,2012.91,47
Sep 2018,2018-09-28,75,79,1986.88,52
Oct 2018,2018-10-31,79,82,2070.72,40
Nov 2018,2018-11-30,79,81,2094.68,40
Dec 2018,2018-12-31,79,81,2161.3,40
Jan 2019,2019-01-31,77,79,2114.1,41
Feb 2019,2019-02-28,79,81,2074.3,39
Mar 2019,2019-03-29,79,81,2210.71,43
Apr 2019,2019-04-30,80,82,2227.59,43
May 2019,2019-05-31,80,82,2286.3,44
Jun 2019,2019-06-28,80,82,2193.6,43
Jul 2019,2019-07-31,87,90,2007.36,42
Aug 2019,2019-08-30,88,90,2320.66,50
Sep 2019,2019-09-30,88,90,2481.52,47
Oct 2019,2019-10-31,87,89,2580.71,55
Nov 2019,2019-11-29,87,89,2683.62,52
Dec 2019,2019-12-31,87,88,2666.99,53
Jan 2020,2020-01-31,88,89,2809.58,51
Feb 2020,2020-02-28,89,90,2568.37,50
Mar 2020,2020-03-31,89,90,1871.67,53
Apr 2020,2020-04-30,90,91,2067.08,53
May 2020,2020-05-29,90,91,2150.05,52
Jun 2020,2020-06-30,90,91,2265.85,51
Jul 2020,2020-07-30,101,104,2774.11,41
Aug 2020,2020-08-31,101,103,2976.14,50
Sep 2020,2020-09-30,102,103,3073.77,57
Oct 2020,2020-10-30,103,104,3094.13,56
Nov 2020,2020-11-27,103,104,3289.46,59
Dec 2020,2020-12-31,104,105,3465.77,57
Jan 2021,2021-01-29,103,104,3466.23,61
Feb 2021,2021-02-26,107,108,3549.7,60
Mar 2021,2021-03-31,107,108,3558.02,62
Apr 2021,2021-04-30,143,144,3701.76,62
May 2021,2021-05-31,143,144,3967.25,95
Jun 2021,2021-06-30,143,144,4307.69,96
Jul 2021,2021-07-30,144,148,6180.86,103
Aug 2021,2021-08-31,144,147,6139.91,96
Sep 2021,2021-09-30,144,145,6277.16,99
Oct 2021,2021-10-29,141,142,6245.08,99
Nov 2021,2021-11-30,141,142,6162.97,95
Dec 2021,2021-12-31,141,142,6647.51,98
Jan 2022,2022-01-31,109,114,6400.97,82
Feb 2022,2022-02-28,117,118,5841.54,68
Mar 2022,2022-03-31,117,118,6251.3,59
Apr 2022,2022-04-29,113,114,6347.97,74
May 2022,2022-05-31,113,114,6006.76,71
Jun 2022,2022-06-30,113,114,5634.55,67
Jul 2022,2022-07-29,164,166,5986.63,53
Aug 2022,2022-08-30,164,166,6200.18,88
Sep 2022,2022-09-30,164,166,6023.59,43
Oct 2022,2022-10-31,171,173,6258.76,86
Nov 2022,2022-11-30,171,173,6379.06,104
Dec 2022,2022-12-30,171,172,6181.28,110
Jan 2023,2023-01-31,187,188,6053.89,112
Feb 2023,2023-02-28,187,188,5978.15,119
Mar 2023,2023-03-31,187,188,6038.56,122
Apr 2023,2023-04-28,184,185,6363.72,120
May 2023,2023-05-31,184,185,6592.15,62
Jun 2023,2023-06-30,184,185,6863.36,106
Jul 2023,2023-07-31,188,194,7333.25,101
Aug 2023,2023-08-31,188,190,7477.73,115
Sep 2023,2023-09-29,188,190,7532.59,110
Oct 2023,2023-10-31,188,190,7349.41,96
Nov 2023,2023-11-30,165,177,7886.59,109
Dec 2023,2023-12-29,188,190,8369.99,108
Jan 2024,2024-01-31,165,173,9054.6,115
Feb 2024,2024-02-29,165,173,9115.89,95
Mar 2024,2024-03-28,165,169,8727.24,101
Apr 2024,2024-04-30,157,161,9807.42,105
May 2024,2024-05-31,157,161,10370.99,90
Jun 2024,2024-06-28,157,161,11148.97,91
Jul 2024,2024-07-31,154,161,11847.59,81
Aug 2024,2024-08-30,154,160,11854.8,83
Sep 2024,2024-09-30,154,159,11797.67,84
Oct 2024,2024-10-31,153,156,10987.29,89
Nov 2024,2024-11-29,153,156,10877.96,84
Dec 2024,2024-12-31,153,156,10500.75,89
Jan 2025,2025-01-31,153,155,9787.73,90
Feb 2025,2025-02-28,153,155,8441.73,74
Mar 2025,2025-03-31,153,155,8959.08,58
Apr 2025,2025-04-30,153,155,9203.72,43
May 2025,2025-05-30,153,155,9696.22,70
Jun 2025,2025-06-30,153,155,10140.08,84
Jul 2025,2025-07-31,134,149,9549.8,66
