Ticker,Quantity,Avg_Buy_Price,Invested_Amount,Current_Price,Current_Amount,Percent_of_Portfolio,Month,Date
ADANIPORTS.NS,0.055534,230.86,12.82,247.25,13.73,1.371,Jul 2014,2014-07-31
AIAENG.NS,0.017969,713.5,12.82,722.86,12.99,1.297,Jul 2014,2014-07-31
AJANTPHARM.NS,0.031989,400.78,12.82,396.84,12.69,1.267,Jul 2014,2014-07-31
ASIANPAINT.NS,0.023707,540.78,12.82,582.27,13.8,1.378,Jul 2014,2014-07-31
ATFL.NS,0.022449,571.08,12.82,543.81,12.21,1.219,Jul 2014,2014-07-31
ATUL.NS,0.015059,851.33,12.82,1141.25,17.19,1.716,Jul 2014,2014-07-31
BAJAJ-AUTO.NS,0.007271,1763.17,12.82,1601.81,11.65,1.163,Jul 2014,2014-07-31
BALKRISIND.NS,0.038614,332.01,12.82,356.08,13.75,1.373,Jul 2014,2014-07-31
BALMLAWRIE.NS,0.255852,50.11,12.82,48.15,12.32,1.23,Jul 2014,2014-07-31
BERGEPAINT.NS,0.156234,82.06,12.82,84.05,13.13,1.311,Jul 2014,2014-07-31
BRITANNIA.NS,0.029001,442.08,12.82,505.41,14.66,1.464,Jul 2014,2014-07-31
CARERATING.NS,0.015431,830.82,12.82,902.79,13.93,1.391,Jul 2014,2014-07-31
COALINDIA.NS,0.076499,167.59,12.82,160.29,12.26,1.224,Jul 2014,2014-07-31
COLPAL.NS,0.020284,632.05,12.82,646.81,13.12,1.31,Jul 2014,2014-07-31
COROMANDEL.NS,0.05872,218.33,12.82,209.08,12.28,1.226,Jul 2014,2014-07-31
CUMMINSIND.NS,0.023397,547.94,12.82,522.89,12.23,1.221,Jul 2014,2014-07-31
DABUR.NS,0.076378,167.86,12.82,186.03,14.21,1.419,Jul 2014,2014-07-31
DBCORP.NS,0.058513,219.11,12.82,220.33,12.89,1.287,Jul 2014,2014-07-31
DIVISLAB.NS,0.019363,662.1,12.82,673.4,13.04,1.302,Jul 2014,2014-07-31
ECLERX.NS,0.023424,547.31,12.82,622.76,14.59,1.457,Jul 2014,2014-07-31
ENGINERSIN.NS,0.110272,116.26,12.82,101.58,11.2,1.118,Jul 2014,2014-07-31
EXIDEIND.NS,0.096976,132.2,12.82,145.91,14.15,1.413,Jul 2014,2014-07-31
FDC.NS,0.094903,135.09,12.82,133.64,12.68,1.266,Jul 2014,2014-07-31
GAIL.NS,0.2086,61.46,12.82,58.15,12.13,1.211,Jul 2014,2014-07-31
GMDCLTD.NS,0.102553,125.01,12.82,112.37,11.52,1.15,Jul 2014,2014-07-31
GODREJCP.NS,0.050942,251.67,12.82,261.34,13.31,1.329,Jul 2014,2014-07-31
GSPL.NS,0.147044,87.19,12.82,79.67,11.71,1.169,Jul 2014,2014-07-31
HAVELLS.NS,0.059756,214.55,12.82,219.38,13.11,1.309,Jul 2014,2014-07-31
HEROMOTOCO.NS,0.006602,1941.81,12.82,1955.26,12.91,1.289,Jul 2014,2014-07-31
HINDUNILVR.NS,0.02408,532.41,12.82,581.31,14.0,1.398,Jul 2014,2014-07-31
HINDZINC.NS,0.218169,58.76,12.82,56.3,12.28,1.226,Jul 2014,2014-07-31
ICRA.NS,0.005431,2360.48,12.82,2395.06,13.01,1.299,Jul 2014,2014-07-31
IGL.NS,0.197149,65.03,12.82,64.44,12.7,1.268,Jul 2014,2014-07-31
INDRAMEDCO.NS,0.365169,35.11,12.82,32.62,11.91,1.189,Jul 2014,2014-07-31
INFY.NS,0.041347,310.07,12.82,324.18,13.4,1.338,Jul 2014,2014-07-31
IPCALAB.NS,0.03053,419.93,12.82,343.26,10.48,1.046,Jul 2014,2014-07-31
ITC.NS,0.078892,162.51,12.82,177.92,14.04,1.402,Jul 2014,2014-07-31
JAGRAN.NS,0.126833,101.08,12.82,93.14,11.81,1.179,Jul 2014,2014-07-31
JUBLFOOD.NS,0.100933,127.02,12.82,122.94,12.41,1.239,Jul 2014,2014-07-31
JYOTISTRUC.NS,0.207284,61.85,12.82,48.9,10.14,1.012,Jul 2014,2014-07-31
KAJARIACER.NS,0.052101,246.07,12.82,290.03,15.11,1.508,Jul 2014,2014-07-31
KKCL.NS,0.048032,266.92,12.82,280.34,13.47,1.345,Jul 2014,2014-07-31
KSCL.NS,0.018351,698.62,12.82,668.98,12.28,1.226,Jul 2014,2014-07-31
LICHSGFIN.NS,0.048732,263.08,12.82,235.38,11.47,1.145,Jul 2014,2014-07-31
LT.NS,0.01316,974.17,12.82,848.08,11.16,1.114,Jul 2014,2014-07-31
LUPIN.NS,0.012935,991.11,12.82,1119.04,14.48,1.446,Jul 2014,2014-07-31
