Date,Portfolio_Value,Bank,Month,Equity
2014-07-01,987.18,11000.0,Jul 2014,11987.18
2014-07-02,998.13,11000.0,Jul 2014,11998.13
2014-07-03,997.55,11000.0,Jul 2014,11997.55
2014-07-04,1002.76,11000.0,Jul 2014,12002.76
2014-07-07,1012.34,11000.0,Jul 2014,12012.34
2014-07-08,982.96,11000.0,Jul 2014,11982.96
2014-07-09,975.36,11000.0,Jul 2014,11975.36
2014-07-10,975.54,11000.0,Jul 2014,11975.54
2014-07-11,958.85,11000.0,Jul 2014,11958.85
2014-07-14,953.58,11000.0,Jul 2014,11953.58
2014-07-15,965.82,11000.0,Jul 2014,11965.82
2014-07-16,975.96,11000.0,Jul 2014,11975.96
2014-07-17,989.69,11000.0,Jul 2014,11989.69
2014-07-18,989.36,11000.0,Jul 2014,11989.36
2014-07-21,993.73,11000.0,Jul 2014,11993.73
2014-07-22,999.72,11000.0,Jul 2014,11999.72
2014-07-23,1001.4,11000.0,Jul 2014,12001.4
2014-07-24,1002.29,11000.0,Jul 2014,12002.29
2014-07-25,995.83,11000.0,Jul 2014,11995.83
2014-07-28,999.63,11000.0,Jul 2014,11999.63
2014-07-30,1002.25,11000.0,Jul 2014,12002.25
2014-07-31,1001.67,11000.0,Jul 2014,12001.67
2014-08-01,2007.59,10000.0,Aug 2014,12007.59
2014-08-04,2025.57,10000.0,Aug 2014,12025.57
2014-08-05,2044.64,10000.0,Aug 2014,12044.64
2014-08-06,2044.48,10000.0,Aug 2014,12044.48
2014-08-07,2032.73,10000.0,Aug 2014,12032.73
2014-08-08,2000.73,10000.0,Aug 2014,12000.73
2014-08-11,2015.23,10000.0,Aug 2014,12015.23
2014-08-12,2027.28,10000.0,Aug 2014,12027.28
2014-08-13,2009.84,10000.0,Aug 2014,12009.84
2014-08-14,2029.75,10000.0,Aug 2014,12029.75
2014-08-18,2061.09,10000.0,Aug 2014,12061.09
2014-08-19,2088.09,10000.0,Aug 2014,12088.09
2014-08-20,2094.27,10000.0,Aug 2014,12094.27
2014-08-21,2100.16,10000.0,Aug 2014,12100.16
2014-08-22,2103.23,10000.0,Aug 2014,12103.23
2014-08-25,2098.12,10000.0,Aug 2014,12098.119999999999
2014-08-26,2105.33,10000.0,Aug 2014,12105.33
2014-08-27,2123.31,10000.0,Aug 2014,12123.31
2014-08-28,2126.72,10000.0,Aug 2014,12126.72
2014-09-01,3127.38,9000.0,Sep 2014,12127.380000000001
2014-09-02,3143.92,9000.0,Sep 2014,12143.92
2014-09-03,3162.83,9000.0,Sep 2014,12162.83
2014-09-04,3167.44,9000.0,Sep 2014,12167.44
