,Ticker,ROE_Mar-25,ROCE_Mar-25,ROE_Mar-24,ROCE_Mar-24,ROE_Mar-23,ROCE_Mar-23,ROE_Mar-22,ROCE_Mar-22,ROE_Mar-21,ROCE_Mar-21,ROE_Mar-20,ROCE_Mar-20,ROE_Mar-19,ROCE_Mar-19,ROE_Mar-18,ROCE_Mar-18,ROE_Mar-17,ROCE_Mar-17,ROE_Mar-16,ROCE_Mar-16,ROE_Mar-15,ROCE_Mar-15,ROE_Mar-14,ROCE_Mar-14,ROE_Mar-13,ROCE_Mar-13,ROE_Mar-12,ROCE_Mar-12,ROE_Mar-11,ROCE_Mar-11,ROE_Mar-10,ROCE_Mar-10,ROE_Mar-09,ROCE_Mar-09,ROE_Mar-08,ROCE_Mar-08,ROE_Mar-07,ROCE_Mar-07,ROE_Mar-06,ROCE_Mar-06,ROE_Mar-05,ROCE_Mar-05,Unnamed: 0
640,MINDTREE.NS,,,,,,,30.19,37.95,25.7,32.47,19.98,23.0,22.8,29.77,22.01,21.95,17.02,16.84,25.03,23.95,26.57,26.1,27.49,27.17,25.79,25.62,22.83,22.67,15.85,15.36,32.21,32.06,5.65,4.48,19.51,16.64,20.67,20.21,42.1,34.33,66.91,12.44,648
641,MIRCELECTR.NS,,,-48.43,-31.04,-6.53,-0.74,-9.87,4.92,0.84,3.71,-5.16,0.21,-1.88,4.66,9.89,15.28,-15.48,18.71,-18.55,-17.34,0.48,0.47,-43.15,-43.15,-14.39,-14.24,-17.11,-14.96,10.24,8.49,7.18,4.73,3.63,1.98,13.6,8.93,14.43,9.51,15.21,9.9,14.27,6.59,649
642,MIRZAINT.NS,,,2.97,5.15,5.75,8.56,14.62,17.12,1.15,5.96,7.59,13.12,7.97,16.31,13.71,22.87,14.28,24.17,17.61,15.56,16.37,13.92,15.13,12.01,17.28,13.26,17.07,12.74,21.94,16.6,13.0,9.32,4.52,2.83,4.52,3.03,14.53,9.81,10.58,7.1,26.33,17.7,650
643,MMTC.NS,4.77,7.87,5.03,2.31,85.07,-2.04,-125.09,205.64,-182.19,-3.95,-19.17,-3.13,5.46,11.54,3.36,5.15,3.97,0.69,3.98,1.42,3.52,3.44,1.38,20.52,-5.26,22.78,4.97,48.13,8.81,39.05,16.79,37.09,12.48,73.91,19.46,40.87,14.37,26.4,12.99,27.12,14.22,57.04,651
644,MOIL.NS,14.46,17.56,11.95,15.27,11.16,14.34,17.6,23.43,6.26,10.04,8.98,12.03,15.37,23.22,15.07,22.99,10.9,16.35,5.0,4.98,12.65,12.57,16.29,15.7,15.61,15.09,16.82,16.33,27.63,26.91,27.8,27.31,50.25,49.06,59.04,57.64,29.08,28.41,31.86,31.49,47.42,46.59,652
645,MOKSH.NS,7.6,14.82,10.92,23.27,12.02,19.6,11.44,15.99,10.53,23.74,14.86,30.17,15.67,31.87,15.16,34.09,27.96,61.47,1.9,1.9,5.93,5.93,19.74,19.74,6.15,6.15,,,,,,,,,,,,,,,,,653
646,MOLDTECH.NS,10.32,13.93,23.16,29.67,28.57,36.51,18.56,24.06,16.47,22.74,20.84,26.95,23.35,32.71,13.35,16.18,17.12,23.27,19.52,17.31,21.3,19.59,8.89,8.2,5.28,4.99,4.2,3.76,6.33,5.19,9.84,5.3,25.46,13.42,17.51,11.13,31.07,17.42,27.79,13.93,7.53,3.82,654
647,MONNETISPA.NS,,,,,-85.15,-3.45,1.06,7.53,-12.24,4.58,-50.84,-6.22,-238.39,-6.15,0.0,-81.12,0.0,-11.29,-287.93,-25.48,-43.19,-11.32,2.5,0.79,9.7,3.59,12.23,5.34,13.45,7.26,16.55,10.43,17.94,10.32,15.56,9.51,23.6,8.7,25.81,8.37,39.54,15.05,655
648,MONSANTO.NS,,,,,,,,,,,,,21.45,23.66,25.69,26.78,28.37,30.48,24.5,23.56,28.39,27.07,35.67,33.75,16.52,15.84,13.05,12.67,11.44,11.12,15.3,15.3,23.31,23.31,37.64,37.64,18.81,18.8,22.25,22.22,20.08,19.95,656
649,MONTECARLO.NS,9.56,14.8,7.66,12.0,17.08,20.65,16.59,21.15,10.97,14.35,11.49,15.73,12.32,18.91,13.27,20.34,8.9,14.59,13.21,21.94,14.45,12.28,14.31,11.84,15.24,12.83,32.53,24.38,0.0,1.11,0.0,1.12,,,,,,,,,,,657
650,MOREPENLAB.NS,8.59,11.48,12.47,16.45,5.92,7.98,16.89,18.74,23.49,20.35,10.52,11.86,10.31,10.27,10.42,11.32,10.32,12.78,7.54,4.1,0.29,0.15,-3.01,-1.5,-10.75,-5.22,-10.34,-5.09,-16.68,-8.39,-0.57,-0.31,-18.9,-6.18,-21.04,-7.57,-179.23,-27.05,-13.37,-3.11,-22.21,-4.41,658
651,MOTHERSON.NS,4.2,5.12,2.95,3.84,2.46,3.05,3.76,3.11,7.72,3.43,14.39,9.13,12.64,16.23,14.22,11.95,14.25,11.78,29.28,26.55,24.6,20.91,28.22,22.59,29.08,21.53,24.86,17.9,28.51,20.6,24.97,17.65,16.8,7.88,32.01,17.33,38.18,17.77,34.89,14.13,36.08,28.05,659
652,MOTHERSUMI.NS,4.2,5.12,2.95,3.84,2.46,3.05,3.76,3.11,7.72,3.43,14.39,9.13,12.64,16.23,14.22,11.95,14.25,11.78,29.28,26.55,24.6,20.91,28.22,22.59,29.08,21.53,24.86,17.9,28.51,20.6,24.97,17.65,16.8,7.88,32.01,17.33,38.18,17.77,34.89,14.13,36.08,28.05,660
653,MOTILALOFS.NS,19.54,34.15,25.19,20.82,12.77,12.63,16.66,16.32,20.17,19.66,7.11,8.19,12.42,11.88,16.51,15.49,12.89,15.35,7.87,6.66,10.52,8.21,7.49,7.07,6.82,6.49,10.08,10.01,8.32,8.28,8.95,7.93,10.45,10.45,4.32,4.32,0.59,0.59,-3.49,-3.49,,,661
654,MPHASIS.NS,24.32,30.78,25.27,33.59,28.22,35.08,27.77,33.77,25.76,31.07,32.77,33.78,23.57,29.19,18.93,23.91,13.31,13.15,10.14,9.98,13.65,13.46,5.78,5.77,,,,,,,,,,,22.46,22.35,16.61,15.7,14.3,14.26,,,662
655,MRF.NS,10.02,13.36,12.41,16.18,5.62,8.01,4.69,7.1,9.47,13.03,11.62,11.97,10.29,14.51,11.37,9.29,16.98,13.88,34.54,27.0,,,,,,,,,,,,,,,,,,,,,,,663
656,MRPL.NS,0.39,5.06,27.13,28.84,26.82,23.93,41.06,17.85,-3.19,0.03,-34.71,-19.59,3.09,6.93,20.16,16.06,36.19,28.86,17.83,8.63,-32.27,-12.96,8.5,3.65,-11.7,-5.8,12.57,7.82,18.04,14.76,19.9,14.24,25.26,15.93,33.71,19.23,19.12,8.81,15.57,5.7,40.83,14.05,664
657,MSPL.NS,,,4.88,10.24,-19.02,1.55,10.17,9.09,1.69,7.79,-23.03,2.7,-5.72,6.41,-14.63,5.01,-87.03,1.49,-35.89,-13.48,-17.71,-6.79,3.08,1.57,3.64,1.61,7.49,2.89,16.07,6.3,15.92,5.82,23.57,11.5,35.93,17.58,24.25,12.03,1.69,0.75,5.36,2.22,665
658,MSTCLTD.NS,53.6,30.78,25.86,40.83,40.27,50.49,42.98,45.0,28.47,31.05,26.87,51.12,-155.93,-92.32,13.61,30.42,12.65,30.49,8.17,25.34,13.1,30.97,-11.18,40.0,18.78,43.63,,,19.62,50.08,21.07,68.57,24.84,11.66,34.06,15.27,29.49,12.75,35.28,14.84,33.95,16.59,666
659,MTEDUCARE.NS,,,-29.12,-7.59,-74.59,-22.02,-22.13,-7.52,-21.65,-4.48,-31.04,1.6,3.3,9.23,-58.11,-52.8,0.01,9.41,20.07,19.16,22.13,20.81,19.3,18.68,17.97,16.52,23.81,31.68,17.29,15.81,11.55,11.55,7.32,6.42,-142.01,-8.16,-494.7,-7.22,,,,,667
660,MTNL.NS,0.0,14.53,0.0,-66.15,0.0,80.78,0.0,35.8,0.0,-12.41,0.0,702.3,0.0,-54.09,0.0,-20.4,0.0,-21.13,0.0,-18.34,-139.95,-17.22,155.23,43.09,0.0,-22.81,-162.01,-19.87,-42.15,-14.61,-27.63,-27.63,1.75,1.58,4.92,4.43,5.86,5.25,5.16,4.64,8.57,7.77,668
661,MUKANDLTD.NS,9.05,22.97,10.95,10.67,21.04,15.43,12.17,13.72,5.12,14.72,-22.81,2.99,-7.98,6.34,3.88,2.15,3.1,0.54,0.35,0.04,0.34,0.04,-18.87,-2.67,-9.58,-1.32,-20.71,-3.17,8.56,1.47,12.23,2.05,-41.64,-7.05,8.13,3.05,15.56,5.53,20.09,6.01,61.18,11.62,669
662,MUNJALAU.NS,7.33,8.81,9.62,14.48,16.74,11.52,6.18,9.15,6.66,10.77,1.68,4.04,11.04,14.59,14.71,19.34,13.66,17.22,9.18,7.14,18.37,13.59,25.57,18.7,25.75,18.92,35.3,24.35,26.75,16.19,20.57,13.52,16.85,15.59,17.38,14.66,37.49,28.47,61.16,39.2,48.6,28.6,670
663,MUNJALSHOW.NS,4.28,5.13,4.63,5.55,4.89,5.85,1.9,2.15,4.07,4.83,6.72,9.27,10.25,13.96,13.6,18.43,11.84,16.92,13.5,13.21,18.41,17.93,19.57,18.86,20.03,18.78,26.2,22.97,16.75,12.61,13.63,8.93,12.51,7.78,12.54,10.02,18.04,16.7,15.88,14.76,6.73,6.29,671
664,MURUDCERA.NS,2.67,5.65,1.4,5.25,1.86,4.87,0.63,4.56,-3.56,0.0,0.52,5.3,1.43,5.7,1.52,6.4,0.4,5.25,0.49,0.44,0.55,0.49,0.37,0.32,0.27,0.22,1.25,1.02,1.81,1.47,-6.07,-4.32,0.06,0.04,9.92,6.57,12.17,7.36,12.81,6.38,10.18,5.81,672
665,MUTHOOTFIN.NS,,,16.67,40.78,16.49,23.64,21.55,28.96,24.42,29.21,26.08,30.69,20.13,28.7,22.75,16.28,18.1,36.9,14.4,6.73,13.19,5.15,18.29,6.46,26.88,8.19,30.48,9.45,37.03,11.96,6.3,0.97,15.01,2.24,28.36,2.95,27.53,2.84,29.51,2.97,,,673
666,NACLIND.NS,-15.83,-15.4,-8.91,-0.34,17.8,26.64,15.71,21.75,12.22,19.94,4.49,13.19,-3.0,6.23,4.56,3.86,14.04,11.35,4.89,3.55,4.35,3.44,-12.22,-8.69,-6.5,-4.85,3.52,2.48,1.51,0.99,29.55,18.33,32.59,23.41,23.27,14.99,22.9,13.21,35.73,18.24,45.61,28.99,674
667,NAGAFERT.NS,-261.78,-291.01,0.0,24.94,0.0,30.93,0.0,29.05,0.0,142.77,-415.45,-32.52,-84.22,-18.98,-2.0,14.37,-11.14,7.8,-7.63,-3.78,-21.49,-18.01,-11.14,-9.23,3.4,2.72,5.91,4.45,0.0,0.0,,,,,,,,,,,,,675
668,NAHARCAP.NS,3.35,4.2,4.32,5.18,3.26,3.62,3.78,5.05,4.17,5.75,2.3,2.15,1.56,2.02,2.51,3.11,4.76,5.68,2.2,2.2,3.87,3.87,4.56,4.56,3.73,3.73,3.54,3.54,3.48,3.48,4.65,4.65,3.19,3.19,,,,,,,,,676
669,NAM-INDIA.NS,31.19,39.67,27.49,32.86,20.95,26.02,21.11,27.23,21.46,27.16,16.17,21.67,18.76,26.26,19.12,26.36,22.23,31.27,22.48,29.12,23.48,29.72,19.65,23.82,14.03,22.33,22.99,28.03,,,,,,,,,,,,,,,677
670,NARMADA.NS,7.31,10.51,14.07,18.36,16.27,20.42,8.49,10.24,6.09,7.93,9.44,12.8,7.69,9.7,6.49,6.59,5.15,6.7,7.6,7.23,14.97,14.21,17.91,16.86,20.02,18.92,17.32,16.17,17.25,15.84,17.28,15.54,14.44,12.7,12.1,10.57,7.31,6.17,2.99,2.44,6.09,4.72,678
671,NATCOPHARM.NS,,,23.36,27.69,13.54,16.17,3.31,3.91,7.56,9.52,12.26,15.14,18.72,23.75,22.33,28.44,29.11,37.5,13.2,17.84,17.39,15.34,15.03,12.5,14.53,10.78,13.29,9.68,15.02,10.27,15.81,12.13,16.57,12.3,18.27,14.07,16.91,13.25,16.11,11.7,1.36,0.8,679
672,NATIONALUM.NS,29.5,36.65,14.13,14.61,11.66,13.24,23.51,28.05,12.16,10.45,1.38,1.96,16.52,22.4,12.77,9.99,6.55,8.5,5.96,5.34,10.32,9.3,5.29,4.82,4.96,4.52,7.25,6.61,9.57,8.81,7.83,7.28,13.02,12.15,18.38,17.09,30.94,28.42,26.51,23.73,26.28,22.86,680
673,NAUKRI.NS,2.79,4.16,3.27,4.07,3.76,7.86,63.85,3.93,5.93,7.65,8.45,18.04,12.12,18.55,8.65,8.63,10.3,10.28,8.02,7.99,11.66,11.61,16.85,16.75,15.36,15.35,21.34,21.33,18.13,18.12,15.0,14.87,18.42,18.25,20.82,20.65,12.7,12.65,55.09,52.8,2.58,2.53,681
674,NAVA.NS,11.68,14.36,5.98,8.02,9.12,11.01,11.57,17.32,5.19,8.13,4.35,7.05,5.71,9.1,5.83,5.51,3.03,2.85,4.25,3.82,5.62,5.45,7.88,7.59,10.33,9.94,8.54,8.22,16.49,15.33,31.24,25.4,38.87,28.77,39.25,26.63,33.64,16.1,18.88,11.22,40.37,25.98,682
675,NAVINFLUOR.NS,9.68,12.58,10.21,10.27,14.59,19.14,14.29,18.16,18.13,20.24,28.78,18.19,14.01,20.41,18.45,17.55,16.1,20.4,13.64,12.41,8.64,7.7,9.35,8.41,8.47,7.62,47.83,43.22,21.59,18.81,25.55,22.45,19.77,15.92,4.09,2.87,6.78,4.63,4.9,3.2,1.62,1.06,683
676,NAVKARCORP.NS,-2.34,-1.95,-0.08,1.22,4.67,3.35,3.57,5.87,0.87,4.02,2.51,5.64,3.01,5.33,5.93,7.0,6.07,7.06,9.49,7.29,14.73,8.03,20.86,11.17,18.51,8.29,22.5,8.12,20.9,7.26,,,,,,,,,,,,,684
677,NAVNETEDUL.NS,40.93,13.92,13.74,18.35,19.13,23.45,13.0,13.81,5.93,8.6,22.71,30.99,20.35,31.84,18.95,29.24,22.27,33.67,20.33,20.03,22.93,22.58,22.64,22.21,25.09,24.47,21.07,20.22,22.84,21.95,22.61,21.28,22.58,17.85,23.32,21.36,20.81,20.39,15.66,13.81,18.04,17.04,685
678,NBCC.NS,20.45,29.17,16.09,26.55,12.07,22.36,10.3,16.95,11.92,13.08,5.24,14.28,24.54,31.58,18.31,26.53,20.97,28.06,20.74,30.55,20.94,20.25,21.92,18.54,21.82,17.04,23.9,19.0,21.45,15.91,21.63,21.59,35.23,35.16,83.33,83.12,65.95,36.01,64.18,18.34,98.91,9.05,686
679,NBVENTURES.NS,11.68,14.36,5.98,8.02,9.12,11.01,11.57,17.32,5.19,8.13,4.35,7.05,5.71,9.1,5.83,5.51,3.03,2.85,4.25,3.82,5.62,5.45,7.88,7.59,10.33,9.94,8.54,8.22,16.49,15.33,31.24,25.4,38.87,28.77,39.25,26.63,33.64,16.1,18.88,11.22,40.37,25.98,687
680,NCC.NS,10.23,22.49,9.26,22.46,9.0,19.97,8.44,15.47,4.86,14.37,7.48,18.71,11.85,26.73,6.76,6.37,6.55,6.37,7.36,6.99,3.48,3.14,1.6,1.5,2.53,2.29,1.49,1.27,6.87,5.5,10.35,8.67,9.12,7.8,10.33,9.24,11.19,6.79,11.03,8.01,17.56,10.19,688
681,NDL.NS,5.41,11.18,7.68,15.41,0.14,8.12,12.58,16.59,-3.97,1.47,-0.1,4.66,,,,,,,,,,,18.15,7.57,16.91,6.66,11.82,5.57,11.92,5.47,9.03,3.28,-1.2,-0.42,5.52,1.97,19.88,5.49,32.47,10.9,13.26,5.0,689
682,NDTV.NS,-120.13,-25.15,-3.4,-0.12,7.65,5.73,17.12,17.56,13.27,15.37,5.26,9.43,5.64,11.44,-27.37,-11.91,-15.57,-5.79,-6.79,-5.88,-7.53,-6.35,-14.67,-12.81,-4.85,-4.76,-4.54,-4.41,-22.4,-21.26,-16.16,-10.9,-54.97,-34.42,2.1,1.56,-3.41,-2.86,-3.05,-2.91,15.33,14.51,690
683,NECLIFE.NS,,,0.46,8.65,-2.1,2.98,2.32,8.16,-6.89,4.1,2.64,11.67,4.28,14.71,4.92,12.56,5.47,14.17,5.69,4.12,6.91,4.89,6.69,4.89,9.87,6.96,9.33,6.02,14.4,10.29,14.81,8.27,18.0,7.69,29.56,15.06,26.99,11.14,14.46,9.36,19.8,10.38,691
684,NELCAST.NS,6.74,12.06,10.48,12.42,6.34,11.66,3.22,7.23,2.1,5.13,8.56,6.77,9.72,12.07,10.41,8.72,10.06,8.99,10.44,9.1,7.79,6.48,8.42,6.57,5.52,4.38,19.06,17.21,40.47,34.59,4.35,2.54,2.44,1.51,17.04,13.53,45.4,22.51,27.89,9.63,22.83,4.6,692
685,NELCO.NS,8.01,16.32,18.06,25.52,20.64,26.96,13.11,16.93,12.8,14.4,26.63,19.65,42.17,13.36,39.86,13.22,44.7,29.8,15.64,9.84,,,,,,,,,,,,,,,18.12,9.68,6.99,2.87,,,,,693
686,NESCO.NS,14.26,17.47,15.79,19.08,14.79,17.63,11.16,12.45,11.3,13.23,17.25,19.8,15.42,20.1,17.62,22.9,19.91,25.63,20.19,17.41,20.68,17.75,18.46,15.72,22.31,20.14,23.2,20.57,30.12,25.52,33.41,33.21,29.67,25.43,46.5,45.61,41.58,40.79,37.14,33.6,38.12,30.67,694
687,NESTLEIND.NS,80.5,56.19,117.71,82.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695
688,NETWORK18.NS,68.78,-1.45,-36.62,-11.23,-19.01,-5.32,-9.55,0.9,-12.79,-2.89,-40.16,-9.29,-37.29,-10.08,-3.13,0.53,-4.67,-4.66,-3.46,-3.46,-25.32,-25.29,-2.2,-2.17,-0.86,-0.75,-21.83,-14.04,-7.62,-5.25,-4.88,-2.79,-4.35,-2.25,11.82,5.56,-4.3,-3.64,-6.88,-1.52,,,696
689,NEULANDLAB.NS,17.09,16.25,23.48,29.68,16.51,20.13,7.61,9.39,10.28,12.92,2.25,8.53,2.32,4.44,4.84,1.68,19.99,14.68,14.4,10.43,9.92,7.36,21.92,15.25,13.84,8.5,3.99,1.5,10.35,3.43,-10.53,-3.63,15.95,5.27,16.89,6.83,15.56,7.85,12.32,8.11,10.9,6.91,697
690,NEWGEN.NS,20.75,25.13,20.68,23.54,18.45,21.49,20.28,23.9,18.56,26.01,12.5,16.84,19.8,26.0,17.67,22.38,19.34,24.61,12.7,10.96,21.27,19.47,23.91,22.84,30.26,28.75,,,,,,,,,,,,,,,,,698
691,NEYVELILIG.NS,10.87,8.15,11.54,8.93,8.52,17.83,8.95,10.1,7.67,9.15,11.18,10.88,10.12,7.04,13.86,12.72,19.41,12.2,7.78,5.7,10.62,8.27,10.8,8.32,11.27,8.5,11.72,8.67,11.62,8.46,12.08,8.27,8.67,5.76,12.18,8.83,6.8,5.36,8.78,6.94,15.82,12.46,699
692,NH.NS,8.03,6.46,10.04,6.43,10.82,7.58,10.56,7.27,10.21,7.46,10.02,6.91,9.0,7.09,9.76,7.49,10.37,8.13,8.48,4.91,7.51,4.29,3.75,2.04,8.43,4.87,10.51,6.02,8.81,5.22,8.99,5.61,6.02,3.68,5.81,3.68,5.57,3.83,4.65,3.16,4.66,3.08,700
693,NHPC.NS,8.03,6.46,10.04,6.43,10.82,7.58,10.56,7.27,10.21,7.46,10.02,6.91,9.0,7.09,9.76,7.49,10.37,8.13,8.48,4.91,7.51,4.29,3.75,2.04,8.43,4.87,10.51,6.02,8.81,5.22,8.99,5.61,6.02,3.68,5.81,3.68,5.57,3.83,4.65,3.16,4.66,3.08,701
694,NIACL.NS,,,2.98,3.23,4.11,3.33,0.65,0.48,6.48,5.45,6.8,5.99,2.47,1.71,9.11,7.08,5.0,3.25,2.72,2.98,4.27,5.31,3.96,4.71,3.47,4.17,0.77,0.67,-1.76,-1.72,1.75,1.55,1.52,2.01,6.69,7.26,,,,,3.6,7.21,702
695,NIITLTD.NS,3.39,3.65,3.37,3.68,-1.73,-1.37,10.44,10.56,3.42,6.98,89.27,9.84,3.15,5.77,0.64,4.31,-0.45,1.75,0.01,0.01,-14.3,-12.72,-1.85,-1.5,0.25,0.2,19.91,16.79,11.94,8.84,7.91,5.3,12.26,9.08,9.0,7.75,10.64,7.83,9.34,6.55,5.84,4.94,703
696,NIITTECH.NS,9.19,11.7,29.94,29.68,28.0,29.98,29.21,28.25,13.29,15.28,21.39,24.11,17.54,21.27,15.34,18.08,12.31,15.59,16.9,15.99,14.47,13.98,22.44,21.68,21.86,21.02,17.78,17.45,21.23,21.12,20.01,19.94,29.49,29.1,36.9,35.11,37.26,34.0,27.54,23.1,22.04,17.01,704
697,NILAINFRA.NS,11.12,14.6,7.12,11.84,1.19,7.83,1.71,7.53,0.34,6.41,12.29,15.31,17.73,19.59,20.9,24.15,26.23,24.96,10.02,5.53,7.63,4.58,10.77,6.45,12.62,8.27,13.49,10.34,16.19,10.76,24.54,14.75,11.22,7.79,9.31,9.29,7.21,7.18,17.65,12.82,0.13,0.08,705
698,NILKAMAL.NS,,,8.06,10.69,9.73,12.19,7.08,9.06,9.81,12.36,12.79,15.36,12.57,17.29,14.69,13.51,16.99,15.64,17.75,16.02,8.62,7.12,8.65,6.45,7.26,5.17,13.74,10.34,14.74,11.78,18.8,12.74,2.88,1.66,27.57,17.62,5.31,3.07,6.18,3.79,10.63,6.47,706
699,NITCO.NS,-281.52,-44.86,0.0,20.37,0.0,43.37,0.0,-793.28,0.0,-17.33,-110.63,-11.37,-40.0,-3.14,117.41,-6.85,0.0,-8.57,0.0,-9.86,0.0,-10.57,-226.66,-21.24,-93.0,-15.98,-11.54,-6.8,4.91,3.06,-1.7,-0.97,4.81,3.66,10.39,8.94,13.06,10.45,7.76,6.17,21.56,10.91,707
700,NITINFIRE.NS,,,,,,,,,,,,,,,0.0,95.09,-412.37,-116.7,3.27,2.42,8.44,7.35,7.41,7.38,11.7,11.64,7.31,7.26,18.88,18.73,10.81,10.48,13.73,13.58,10.13,9.78,13.54,11.29,17.44,15.22,13.01,9.81,708
701,NLCINDIA.NS,10.87,8.15,11.54,8.93,8.52,17.83,8.95,10.1,7.67,9.15,11.18,10.88,10.12,7.04,13.86,12.72,19.41,12.2,7.78,5.7,10.62,8.27,10.8,8.32,11.27,8.5,11.72,8.67,11.62,8.46,12.08,8.27,8.67,5.76,12.18,8.83,6.8,5.36,8.78,6.94,15.82,12.46,709
702,NMDC.NS,22.62,30.38,22.16,31.02,24.75,27.27,26.97,34.48,21.01,28.53,13.11,21.96,17.88,27.09,15.62,24.22,11.49,18.65,10.05,9.99,19.86,19.77,21.4,21.3,23.05,22.93,29.76,29.6,33.82,33.58,24.15,23.99,37.57,37.35,39.21,38.99,39.99,39.74,45.52,45.17,29.01,28.52,710
703,NOCIL.NS,,,7.79,9.76,9.65,12.09,12.27,15.47,6.79,7.57,11.13,11.93,15.96,21.78,16.25,14.62,10.69,9.4,16.61,14.2,13.72,10.94,6.27,4.73,11.67,8.56,10.21,7.58,10.74,9.56,11.81,10.42,13.63,11.85,3.44,3.09,10.2,7.15,27.25,18.69,137.2,102.87,711
704,NOIDATOLL.NS,0.0,56.36,-15.55,-14.22,-14.93,-13.79,-15.27,-14.88,-12.92,-12.63,-8.78,-7.99,-9.34,-11.45,-13.73,-10.07,0.34,0.29,19.11,16.79,16.07,13.7,11.19,9.32,8.61,7.49,9.67,12.14,8.43,6.57,6.59,4.28,8.62,5.24,7.59,3.9,3.34,2.07,0.86,0.39,-15.18,-3.3,712
705,NRBBEARING.NS,6.67,15.57,29.58,14.3,13.36,19.7,12.15,17.01,8.58,11.81,6.41,11.37,20.83,24.75,20.98,29.09,15.24,11.37,15.25,11.93,19.16,13.17,16.13,10.96,22.3,14.92,19.72,11.49,24.61,19.48,13.01,8.75,2.44,1.81,18.55,13.33,24.74,17.22,24.79,16.58,23.33,19.79,713
706,NTPC.NS,12.15,10.63,12.06,10.55,12.38,11.02,12.58,9.15,11.57,8.04,8.9,7.86,10.93,7.45,10.16,7.57,9.75,8.3,11.79,5.94,12.6,6.17,12.78,7.11,15.69,9.11,12.58,7.46,13.4,8.14,13.69,8.57,13.9,8.76,13.66,9.1,14.12,9.3,12.94,8.87,13.9,9.7,714
707,NUCLEUS.NS,,,24.82,31.64,22.17,28.2,8.97,11.61,17.31,22.35,18.86,23.41,16.08,19.67,15.62,15.41,10.55,10.44,10.52,10.34,15.39,15.25,15.49,15.04,11.6,11.24,11.15,10.79,16.89,16.36,14.5,14.4,12.74,12.6,32.27,31.84,31.14,30.84,28.73,28.65,20.31,20.28,715
708,OBEROIRLTY.NS,,,11.35,13.64,9.17,9.56,5.39,5.94,6.22,7.56,5.01,6.74,7.51,9.77,9.34,7.98,7.8,11.42,12.79,12.61,10.26,10.02,10.79,10.5,13.06,12.82,11.35,11.17,8.42,8.12,2.73,2.62,5.06,4.7,10.87,9.63,7.9,6.41,60.52,31.96,,,716
709,OFSS.NS,44.3,55.25,32.79,41.36,29.51,37.87,31.21,39.62,29.03,37.82,28.73,35.68,33.05,49.79,26.42,38.0,48.13,53.0,22.68,36.34,35.37,34.5,13.58,13.48,14.11,13.99,17.43,17.3,18.79,18.63,15.82,15.81,19.82,19.82,14.6,14.6,15.03,14.78,17.67,17.67,17.56,17.56,717
710,OIL.NS,11.25,12.41,13.24,14.11,15.05,19.12,16.99,14.43,5.49,6.12,6.91,10.96,13.16,16.61,10.31,12.56,9.64,11.59,9.73,7.91,12.26,9.38,16.16,12.26,16.81,13.02,22.24,17.2,19.4,14.68,19.21,14.1,20.48,14.84,23.65,17.64,25.26,17.82,26.74,18.82,27.71,20.56,718
711,OLECTRA.NS,13.22,18.68,8.01,14.5,8.33,13.57,4.57,7.36,1.64,3.07,1.46,3.56,-1.92,-0.68,4.48,8.54,12.71,26.16,6.72,11.65,6.11,11.63,2.78,8.5,2.7,9.91,2.6,6.07,3.25,6.26,6.94,8.8,6.89,9.01,18.56,13.26,6.47,7.48,15.25,17.21,2.48,5.3,719
712,OMAXAUTO.NS,6.83,9.42,3.91,5.41,-8.51,1.39,7.56,-2.09,-3.52,-6.73,16.06,7.46,0.18,10.89,3.32,10.63,-0.99,6.73,3.59,2.62,3.84,2.83,-3.0,-2.18,7.21,4.7,13.92,8.73,11.9,6.48,8.8,4.4,4.65,2.09,11.05,6.17,19.52,12.05,16.75,8.97,20.49,12.23,720
713,OMAXE.NS,-33.01,-9.43,-16.06,-6.21,-19.04,-11.37,-6.31,0.94,-19.89,-7.31,-7.45,11.06,1.69,12.79,3.73,9.77,4.13,8.84,3.02,2.07,2.41,1.6,3.69,2.56,5.43,4.01,4.17,3.07,4.33,2.97,6.58,3.33,6.92,3.25,33.3,13.95,38.85,10.39,61.25,22.48,22.23,5.15,721
714,ONEPOINT.NS,6.74,9.11,15.07,18.63,16.71,21.72,8.33,15.5,-33.31,-8.72,-35.22,1.37,12.24,15.23,12.49,18.31,31.34,26.75,53.81,16.4,82.23,25.09,33.77,33.77,0.0,0.0,,,,,,,,,,,,,,,,,722
715,ONGC.NS,11.25,12.41,13.24,14.11,15.05,19.12,16.99,14.43,5.49,6.12,6.91,10.96,13.16,16.61,10.31,12.56,9.64,11.59,9.73,7.91,12.26,9.38,16.16,12.26,16.81,13.02,22.24,17.2,19.4,14.68,19.21,14.1,20.48,14.84,23.65,17.64,25.26,17.82,26.74,18.82,27.71,20.56,723
716,ONMOBILE.NS,1.17,3.29,0.41,0.97,-0.29,0.42,2.16,4.36,1.65,4.48,-0.21,1.82,4.51,5.28,5.47,5.91,6.28,8.88,-0.3,2.12,1.26,2.76,-4.78,3.45,3.15,4.39,6.02,5.88,11.21,11.01,7.31,5.79,10.63,10.26,7.82,7.42,16.36,16.1,55.28,52.53,70.96,67.14,724
